META; english/championship/derby-v-brentford; 2018-01-28 02:20:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; ; 6/5; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 37/13; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; 14/5; ; ; 2; ; 
Brentford; ; 21/10; ; ; ; ; ; ; 33/10; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 16/5; ; ; 6/4; ; 
META; english/championship/derby-v-brentford; 2018-01-28 10:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; ; 6/5; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 37/13; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; 14/5; ; ; 2; ; 
Brentford; ; 21/10; ; ; ; ; ; ; 33/10; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 16/5; ; ; 6/4; ; 
META; english/championship/derby-v-brentford; 2018-01-28 14:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 6/5; 6/5; ; ; ; 5/4; 6/5; ; 6/5; ; 6/5; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; ; 6/5; 6/5; 6/5; ; 5/6; ; 
Brentford; 9/4; 21/10; ; ; ; 12/5; 9/4; ; 23/10; ; 9/4; ; ; ; 11/5; 9/4; ; 11/5; ; ; 9/4; ; 23/10; 9/4; 9/4; ; 7/4; ; 
Draw; 23/10; 5/2; ; ; ; 5/2; 12/5; ; 23/10; ; 23/10; ; ; ; 12/5; 12/5; ; 9/4; ; ; 9/4; ; 12/5; 47/20; 9/4; ; 2; ; 
META; english/championship/derby-v-brentford; 2018-01-28 18:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 6/5; 6/5; ; ; ; 5/4; 6/5; ; 6/5; ; 6/5; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 6/5; 6/5; 6/5; ; 10/11; ; 
Brentford; 9/4; 21/10; ; ; ; 12/5; 9/4; ; 23/10; ; 9/4; ; ; ; 11/5; 9/4; ; 9/4; ; ; 9/4; 23/10; 23/10; 9/4; 9/4; ; 6/4; ; 
Draw; 23/10; 5/2; ; ; ; 5/2; 12/5; ; 23/10; ; 23/10; ; ; ; 12/5; 12/5; ; 23/10; ; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; 2; ; 
META; english/championship/derby-v-brentford; 2018-01-28 22:22:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 6/5; 6/5; ; ; ; 5/4; 6/5; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 6/5; 6/5; 6/5; ; 5/6; ; 
Draw; 23/10; 5/2; ; ; ; 12/5; 23/10; ; 23/10; ; 9/4; ; ; ; 12/5; 12/5; ; 9/4; ; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; 2; ; 
Brentford; 9/4; 21/10; ; ; ; 13/5; 23/10; ; 23/10; ; 12/5; ; ; ; 11/5; 23/10; ; 23/10; ; ; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; ; 
META; english/championship/derby-v-brentford; 2018-01-29 02:19:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 6/5; 6/5; ; ; ; 5/4; 6/5; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 6/5; 6/5; 6/5; ; 5/6; ; 
Draw; 23/10; 5/2; ; ; ; 12/5; 23/10; ; 23/10; ; 23/10; ; ; ; 12/5; 12/5; ; 9/4; ; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; 2; ; 
Brentford; 9/4; 21/10; ; ; ; 13/5; 23/10; ; 23/10; ; 12/5; ; ; ; 11/5; 23/10; ; 23/10; ; ; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; ; 
META; english/championship/derby-v-brentford; 2018-01-29 10:19:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 6/5; 6/5; ; ; ; 5/4; 6/5; ; 6/5; ; 6/5; ; ; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; 5/4; 5/4; 6/5; 6/5; ; 5/6; ; 
Draw; 23/10; 5/2; ; ; ; 12/5; 23/10; ; 23/10; ; 23/10; ; ; ; 12/5; 12/5; 9/4; 23/10; 9/4; ; 9/4; 12/5; 12/5; 47/20; 23/10; ; 2; ; 
Brentford; 9/4; 21/10; ; ; ; 13/5; 9/4; ; 23/10; ; 23/10; ; ; ; 11/5; 9/4; 9/4; 9/4; 9/4; ; 9/4; 23/10; 9/4; 9/4; 9/4; ; 21/10; ; 
META; english/championship/derby-v-brentford; 2018-01-29 14:20:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 6/5; 11/10; ; 5/4; 11/10; 6/5; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 6/5; 11/10; 6/5; ; 6/5; 11/10; 23/20; 11/10; 11/10; ; 5/6; ; 
Brentford; 5/2; 9/4; 12/5; ; 49/20; 5/2; 12/5; ; 23/10; 12/5; 12/5; ; ; 5/2; 11/5; 12/5; 9/4; 12/5; 9/4; ; 9/4; 5/2; 5/2; 12/5; 27/11; ; 9/5; ; 
Draw; 12/5; 23/10; 12/5; ; 5/2; 5/2; 12/5; ; 23/10; 23/10; 12/5; ; ; 12/5; 12/5; 12/5; 9/4; 40/17; 9/4; ; 9/4; 5/2; 12/5; 49/20; 12/5; ; 21/10; ; 
META; english/championship/derby-v-brentford; 2018-01-29 18:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 6/5; 21/20; 6/5; 10/9; 6/5; 11/10; 23/20; 11/10; 11/10; ; 11/10; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; ; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; 9/4; 12/5; 9/4; 27/11; 9/4; 5/2; 12/5; 49/20; 40/17; ; 21/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; 5/2; ; 23/10; 5/2; 12/5; ; ; 5/2; 13/5; 5/2; 9/4; 5/2; 9/4; 23/10; 9/4; 5/2; 5/2; 12/5; 5/2; ; 21/10; ; 
META; english/championship/derby-v-brentford; 2018-01-29 22:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; ; 11/10; ; 11/10; 10/9; 6/5; 11/10; 23/20; 11/10; 11/10; ; 11/10; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; ; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; ; 23/10; 27/11; 9/4; 5/2; 12/5; 49/20; 40/17; ; 21/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; 5/2; ; 23/10; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; ; 12/5; 23/10; 9/4; 5/2; 5/2; 12/5; 5/2; ; 11/5; ; 
META; english/championship/derby-v-brentford; 2018-01-30 02:20:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; ; 11/10; 11/10; 11/10; 10/9; 6/5; 11/10; 23/20; 11/10; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; ; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 40/17; 23/10; 27/11; 9/4; 5/2; 12/5; 49/20; 40/17; ; 2; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; 5/2; ; 23/10; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 27/11; 12/5; 23/10; 9/4; 5/2; 5/2; 12/5; 5/2; ; 23/10; ; 
META; english/championship/derby-v-brentford; 2018-01-30 10:20:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; ; 11/10; 11/10; 11/10; 10/9; 6/5; 11/10; 23/20; 11/10; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; ; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 40/17; 23/10; 27/11; 9/4; 5/2; 12/5; 49/20; 40/17; ; 2; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; 5/2; ; 23/10; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 27/11; 12/5; 23/10; 9/4; 5/2; 5/2; 12/5; 5/2; ; 2; ; 
META; english/championship/derby-v-brentford; 2018-01-30 14:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 19/17; 6/5; 11/10; 23/20; 11/10; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; ; 23/10; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 40/17; 23/10; 27/11; 9/4; 5/2; 12/5; 49/20; 40/17; ; 23/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; 5/2; ; 23/10; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 27/11; 12/5; 27/11; 9/4; 5/2; 5/2; 12/5; 5/2; ; 23/10; ; 
META; english/championship/derby-v-brentford; 2018-01-30 18:20:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 19/17; 11/10; 11/10; 23/20; 11/10; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; ; ; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 12/5; 23/10; 27/11; 40/17; 5/2; 12/5; 49/20; 12/5; ; 23/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 5/2; 12/5; 27/11; 40/17; 5/2; 5/2; 12/5; 28/11; ; 23/10; ; 
META; english/championship/derby-v-brentford; 2018-01-30 22:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 19/17; 11/10; 11/10; 23/20; 11/10; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; ; ; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 12/5; 23/10; 27/11; 40/17; 5/2; 12/5; 49/20; 12/5; ; 23/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 5/2; 12/5; 27/11; 40/17; 5/2; 5/2; 12/5; 28/11; ; 23/10; ; 
META; english/championship/derby-v-brentford; 2018-01-31 02:19:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 29/25; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 19/17; 11/10; 11/10; 23/20; 11/10; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 5/2; ; ; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; ; 23/10; 12/5; 23/10; 27/11; 40/17; 5/2; 12/5; 49/20; 12/5; ; 23/10; ; 
Brentford; 5/2; 5/2; 12/5; 12/5; 133/50; 5/2; ; ; 12/5; 5/2; 12/5; ; ; 5/2; 13/5; ; 12/5; 5/2; 12/5; 27/11; 40/17; 5/2; 5/2; 12/5; 28/11; ; 23/10; ; 
META; english/championship/derby-v-brentford; 2018-01-31 10:19:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 11/10; 11/10; 11/10; 23/20; 113/100; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 10/9; 11/10; 11/10; 11/10; 21/20; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 12/5; 23/10; 127/50; 5/2; ; ; 12/5; 12/5; 12/5; ; ; ; 12/5; ; 23/10; 12/5; 23/10; 27/11; 40/17; 5/2; 12/5; 49/20; 12/5; ; 23/10; ; 
Brentford; 12/5; 5/2; 5/2; 12/5; 68/25; 5/2; ; ; 12/5; 5/2; 12/5; ; ; ; 13/5; ; 12/5; 5/2; 12/5; 27/11; 40/17; 13/5; 13/5; 51/20; 28/11; ; 12/5; ; 
META; english/championship/derby-v-brentford; 2018-01-31 14:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Derby; 21/20; 11/10; 11/10; 23/20; 61/50; 6/5; ; ; 11/10; 11/10; 11/10; ; ; 23/20; 23/20; 11/10; 11/10; ; 11/10; 10/9; 11/10; 6/5; 23/20; 23/20; 15/13; ; 10/9; 21/20; 
