META; english/championship/middlesbrough-v-millwall; 2018-04-22 02:20:25 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 4/5; 4/5
Draw; 12/5; 45/17; 13/5
Millwall; 11/4; 13/4; 16/5
META; english/championship/middlesbrough-v-millwall; 2018-04-22 10:20:26 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 5/6; 8/11; 4/5; 5/6; 5/6; 17/20; 4/5; 17/20; 8/11; 1/2
Draw; 12/5; 11/4; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 1/12
Millwall; 11/4; 10/3; 3; 13/4; 16/5; 3; 16/5; 33/10; 14/5; 1/12; 
META; english/championship/middlesbrough-v-millwall; 2018-04-22 14:20:38 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 5/6; 9/10; 19/20; 9/10; 10/11; 19/20; 10/11; 10/11; 19/20; 9/10; 37/40; 19/20; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 11/5; 139/0; 5/2; 5/2; 23/10; 5/2; 23/10; 5/2; 13/5; 12/5; 13/5; 5/2; 27/11; 27/11; 5/2; 27/11; 23/10; 13/5
Millwall; 3; 11/4; 3; 11/4; 33/10; 16/5; 29/10; 3; 29/10; 3; 14/5; 31/10; 3; 29/10; 56/19; 31/10; 29/10; 14/5; 3; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-22 18:20:09 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 1; 19/20; 19/20; 24/25; 10/11; 10/11; 5/6; 9/10; 10/11; 9/10; 20/21; 1; 19/20; 10/11; 19/20; 10/11; 15/16; 9/10; 10/11; 10/11; 5/6; 4/5; 20/21
Draw; 13/5; 23/10; 11/5; 5/2; 5/2; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 12/5; 13/5; 12/5; 12/5; 23/10; 40/17; 5/2; 12/5; 9/4; 2; 12/5; ; 
Millwall; 3; 14/5; 3; 11/4; 69/20; 16/5; 3; 13/4; 3; 16/5; 14/5; 31/10; 3; 31/10; 5/2; 16/5; 31/10; 31/10; 14/5; 12/5; 10/3; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-22 22:19:39 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 1; 19/20; 19/20; 24/25; 10/11; 10/11; 5/6; 9/10; 10/11; 9/10; 20/21; 1; 19/20; 10/11; 19/20; 10/11; 15/16; 9/10; 10/11; 10/11; 5/6; 4/5; 20/21
Draw; 13/5; 23/10; 11/5; 5/2; 5/2; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 12/5; 13/5; 12/5; 12/5; 23/10; 40/17; 5/2; 12/5; 9/4; 2; 12/5; ; 
Millwall; 3; 14/5; 3; 11/4; 69/20; 16/5; 3; 13/4; 3; 16/5; 14/5; 31/10; 3; 31/10; 5/2; 16/5; 31/10; 31/10; 14/5; 12/5; 10/3; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-23 02:20:01 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 1; 19/20; 51/50; 10/11; 20/21; 5/6; 9/10; 1; 10/11; 20/21; 1; 10/11; 19/20; 19/20; 15/16; 9/10; 19/20; 19/20; 5/6; 5/6; 1; ; 
Draw; 13/5; 9/4; 23/10; 11/5; 62/25; 5/2; 23/10; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 47/20; 9/4; 12/5; 40/17; 23/10; 40/17; 5/2; 40/17; 9/4; 2; 12/5
Millwall; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 13/4; 14/5; 3; 14/5; 29/10; 3; 56/19; 5/2; 16/5; 3; 56/19; 14/5; 9/4; 3; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-23 10:19:59 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 19/20; 1; 19/20; 103/00; 10/11; 1; 5/6; 9/10; 19/20; 19/20; 20/21; 1; 10/11; 19/20; 19/20; 15/16; 9/10; 20/21; 1; 5/6; 5/6; 1; ; 
Draw; 5/2; 9/4; 23/10; 11/5; 62/25; 5/2; 23/10; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 47/20; 9/4; 12/5; 40/17; 5/2; 40/17; 5/2; 40/17; 9/4; 2; 12/5
Millwall; 14/5; 3; 29/10; 11/4; 63/20; 16/5; 29/10; 3; 13/4; 29/10; 3; 14/5; 3; 3; 29/10; 56/19; 16/5; 3; 56/19; 14/5; 9/4; 3; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-23 14:20:18 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 19/20; 107/00; 21/20; 1; 10/11; 9/10; 19/20; 19/20; 1; 1; 10/11; 1; 19/20; 68/67; 9/10; 20/21; 1; 20/21; 20/21; 21/20; ; ; 
Draw; 5/2; 9/4; 23/10; 11/5; 61/25; 12/5; 23/10; 11/5; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 5/2; 40/17; 5/2; 40/17; 11/5; 9/4; 12/5
Millwall; 3; 29/10; 11/4; 61/20; 29/10; 29/10; 13/5; 13/4; 29/10; 3; 11/4; 14/5; 3; 14/5; 29/10; 14/5; 11/4; 16/5; 29/10; 29/10; 14/5; 14/5; 3; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-23 18:20:19 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 19/20; 19/20; 1; 21/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 19/20; 19/20; 19/20; 68/67; 39/40; 20/21; 19/20; 20/21; 20/21; 20/21
Draw; 5/2; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 5/2; 23/10; 5/2; 11/5; 9/4; 12/5
Millwall; 3; 29/10; 11/4; 33/10; 29/10; 3; 13/5; 3; 29/10; 3; 14/5; 3; 3; 56/19; 14/5; 11/4; 29/10; 29/10; 3; 14/5; 14/5; 3; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-23 22:20:16 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 19/20; 19/20; 1; 21/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 19/20; 19/20; 19/20; 68/67; 39/40; 20/21; 1; 5/6; 5/6; 20/21; 
Draw; 5/2; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 5/2; 23/10; 5/2; 12/5; 19/10; 2; 12/5
Millwall; 3; 29/10; 11/4; 33/10; 29/10; 3; 13/5; 3; 29/10; 3; 14/5; 3; 3; 14/5; 11/4; 29/10; 29/10; 58/19; 14/5; 23/10; 3; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-24 02:19:57 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 19/20; 19/20; 1; 21/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 19/20; 19/20; 19/20; 68/67; 39/40; 20/21; 1; 20/21; 10/11; 20/21; 
Draw; 5/2; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 5/2; 23/10; 5/2; 12/5; 19/10; 2; 12/5
Millwall; 3; 29/10; 11/4; 33/10; 29/10; 3; 13/5; 3; 29/10; 3; 14/5; 3; 3; 14/5; 11/4; 29/10; 29/10; 58/19; 14/5; 11/4; 3; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-24 10:19:54 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 101/00; 21/20; 1; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 20/21; 5/6; 20/21; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 12/5; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 23/10; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 11/5; 2; 12/5
Millwall; 11/4; 3; 29/10; 11/4; 13/4; 29/10; 29/10; 13/5; 3; 29/10; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 14/5; 23/10; 3; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-24 14:20:12 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 101/00; 21/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 20/21; 20/21; 1; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5
Millwall; 11/4; 3; 29/10; 11/4; 13/4; 29/10; 3; 13/5; 3; 29/10; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 14/5; 14/5; 3; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-24 18:20:02 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 101/00; 21/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 20/21; 20/21; 1; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 11/5; 23/10; 12/5
Millwall; 11/4; 3; 29/10; 11/4; 13/4; 29/10; 29/10; 13/5; 3; 29/10; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 14/5; 14/5; 3; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-24 22:20:06 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 101/00; 21/20; 20/21; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 20/21; 10/11; 1; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 11/5; 2; 9/5
Millwall; 11/4; 3; 29/10; 11/4; 13/4; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 14/5; 13/5; 19/10; ; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-25 02:20:05 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 101/00; 21/20; 20/21; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 10/11; 5/6; 20/21; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 9/4; 21/10; 12/5; 23/10
Millwall; 11/4; 3; 29/10; 11/4; 13/4; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 3; 27/10; 13/5; 3; 11/4; ; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-25 10:19:55 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 51/50; 21/20; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 10/11; 20/21; 20/21; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 9/4; 23/10; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 9/4; 21/10; 2; 23/10
Millwall; 11/4; 3; 29/10; 11/4; 16/5; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 3; 27/10; 13/5; 13/5; 11/4; ; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-25 14:20:06 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 51/50; 21/20; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 20/21; 20/21; 20/21; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 9/4; 23/10; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 9/4; 9/4; 12/5; 23/10
Millwall; 11/4; 3; 29/10; 11/4; 16/5; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 3; 14/5; 14/5; 3; 14/5; ; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-25 18:20:11 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 103/00; 21/20; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 20/21; 20/21; 20/21; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 49/20; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 9/4; 23/10; 40/17; 12/5; 27/11; 23/10; 12/5; 40/17; 9/4; 9/4; 9/4; 12/5; 23/10
Millwall; 11/4; 3; 29/10; 11/4; 16/5; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 58/19; 3; 27/10; 13/5; 3; 11/4; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-25 22:19:52 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 103/00; 21/20; 1; 1; 19/20; 1; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 20/21; 20/21; 1; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 49/20; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 9/4; 12/5; 47/20; 9/4; 23/10; 40/17; 12/5; 27/11; 23/10; 12/5; 40/17; 9/4; 9/4; 9/4; 12/5; 23/10
Millwall; 11/4; 3; 29/10; 11/4; 16/5; 29/10; 29/10; 11/4; 3; 3; 14/5; 3; 3; 14/5; 14/5; 29/10; 3; 58/19; 3; 27/10; 13/5; 3; 11/4; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-26 02:19:49 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 1; 19/20; 26/25; 21/20; 1; 1; 19/20; 20/21; 1; 10/11; 1; 19/20; 1; 39/40; 20/21; 1; 19/20; 20/21; 20/21; 1; 20/21; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 40/17; 9/4; 9/4; 9/4; 12/5; 12/5
Millwall; 11/4; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 11/4; 3; 29/10; 3; 14/5; 3; 3; 56/19; 14/5; 14/5; 29/10; 3; 3; 27/10; 13/5; 3; 11/4; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-26 10:19:53 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 1; 19/20; 26/25; 21/20; 1; 1; 19/20; 20/21; 1; 10/11; 1; 19/20; 1; 39/40; 1; 19/20; 20/21; 10/11; 1; 20/21; ; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 9/4; 11/5; 12/5; 12/5
Millwall; 11/4; 3; 29/10; 11/4; 63/20; 29/10; 29/10; 11/4; 3; 29/10; 3; 14/5; 3; 3; 56/19; 14/5; 14/5; 29/10; 3; 58/19; 3; 27/10; 13/5; 3; 11/4; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-26 14:20:17 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 19/20; 1; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 19/20; 10/11; 1; 19/20; 19/20; 1; 39/40; 1; 19/20; 20/21; 20/21; 20/21; 1; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 62/25; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 9/4; 12/5; 40/17; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5
Millwall; 11/4; 3; 11/4; 33/10; 29/10; 29/10; 11/4; 3; 3; 14/5; 31/10; 3; 58/19; 14/5; 14/5; 29/10; 29/10; 31/10; 3; 14/5; 14/5; 3; 14/5; ; ; ; 
META; english/championship/middlesbrough-v-millwall; 2018-04-26 18:20:05 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 19/20; 10/11; 19/20; 47/50; 21/20; 1; 19/20; 10/11; 1; 10/11; 19/20; 10/11; 17/20; 19/20; 10/11; 19/20; 11/12; 11/12; 9/10; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 
Draw; 5/2; 12/5; 23/10; 11/5; 5/2; 12/5; 23/10; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5
Millwall; 10/3; 3; 16/5; 11/4; 71/20; 29/10; 29/10; 11/4; 13/4; 13/4; 3; 16/5; 3; 10/3; 16/5; 16/5; 33/10; 14/5; 58/19; 31/10; 16/5; 33/10; 10/3; 3; 7/2; 3; 
META; english/championship/middlesbrough-v-millwall; 2018-04-26 22:20:01 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 17/20; 10/11; 10/11; 19/20; 47/50; 1; 10/11; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 10/11; 17/20; 19/20; 10/11; 19/20; 11/12; 11/12; 20/21; 10/11; 5/6; 10/11; 10/11; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 11/5; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 27/11; 12/5; 12/5; 12/5; 12/5; 5/2
Millwall; 10/3; 16/5; 16/5; 11/4; 71/20; 16/5; 16/5; 3; 13/4; 13/4; 3; 16/5; 3; 10/3; 16/5; 16/5; 33/10; 14/5; 58/19; 31/10; 17/5; 57/17; 10/3; 3; 7/2; 10/3; 
META; english/championship/middlesbrough-v-millwall; 2018-04-27 02:19:52 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 10/11; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 10/11; 17/20; 19/20; 10/11; 19/20; 11/12; 11/12; 20/21; 10/11; 5/6; 10/11; 10/11; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 11/5; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2
Millwall; 10/3; 16/5; 16/5; 11/4; 7/2; 16/5; 16/5; 3; 13/4; 13/4; 3; 16/5; 3; 10/3; 16/5; 16/5; 33/10; 14/5; 58/19; 31/10; 17/5; 57/17; 10/3; 3; 10/3; 7/2; 3
META; english/championship/middlesbrough-v-millwall; 2018-04-27 10:19:54 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 19/20; 10/11; 10/11; 19/20; 47/50; 1; 10/11; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 10/11; 17/20; 19/20; 10/11; 19/20; 11/12; 11/12; 20/21; 10/11; 5/6; 10/11; 5/6; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2
Millwall; 10/3; 16/5; 16/5; 11/4; 71/20; 16/5; 16/5; 3; 13/4; 13/4; 3; 16/5; 3; 10/3; 16/5; 16/5; 33/10; 14/5; 58/19; 31/10; 17/5; 57/17; 10/3; 3; 10/3; 7/2; 10/3
META; english/championship/middlesbrough-v-millwall; 2018-04-27 14:20:10 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 19/20; 10/11; 10/11; 19/20; 47/50; 10/11; 10/11; 5/6; 19/20; 10/11; 20/21; 10/11; 10/11; 19/20; 17/20; 19/20; 10/11; 19/20; 11/12; 11/12; 20/21; 10/11; 10/11; 10/11; 20/21; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 11/5; 5/2; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 40/17; 12/5; 28/11; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2
Millwall; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; 16/5; 16/5; 13/4; 13/4; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 33/10; 14/5; 58/19; 31/10; 17/5; 33/10; 7/2; 3; 10/3; 7/2; 10/3
META; english/championship/middlesbrough-v-millwall; 2018-04-27 18:20:46 GMT+3; 2018-04-28 17:30; Nothing; Xlenovo
Middlesbrough; 19/20; 10/11; 1; 19/20; 26/25; 19/20; 10/11; 10/11; 9/10; 1; 20/21; 1; 1; 19/20; 1; 13/15; 1; 13/15; 1; 13/15; 1; 20/21; 1; 1; ; ; 
