META; english/championship/preston-v-burton; 2018-04-29 02:19:09 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 1/2; 6/11; 1/2; 8/15; 8/15; 6/11; 1/2; 2/5
Draw; 10/3; 3; 3; 16/5; 56/19; 10/3; 5/2; ; 
Burton; 9/2; 9/2; 5; 5; 19/4; 11/2; 7/2; ; 
META; english/championship/preston-v-burton; 2018-04-29 10:19:23 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 4/7; 4/9; 6/11; 8/15; 4/7; 6/10; 4/7; 4/7; 4/7; 6/11; 4/7; 4/7; 1/2
Draw; 3; 10/3; 3; 16/5; 3; 16/5; 3; 16/5; 16/5; 37/13; 56/19; 16/5; 29/10; 9/4; 
Burton; 9/2; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 19/4; 19/4; 9/2; 23/5; 19/4; 19/4; 79/17; 7/2
META; english/championship/preston-v-burton; 2018-04-29 14:20:01 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 3/5; 8/15; 3/5; 4/7; 6/10; 6/10; 8/13; 8/13; 8/13; 10/17; 4/7; 5/9; 3/5; 3/5; 11/18; 1/2
Draw; 3; 10/3; 11/4; 3; 58/19; 3; 3; 3; 29/10; 3; 56/19; 3; 16/5; 29/10; 3; ; ; ; 
Burton; 9/2; 9/2; 4; 9/2; 4; 17/4; 4; 9/2; 17/4; 9/2; 9/2; 9/2; 43/10; 9/2; 50/13; 41/10; 9/2; 74/17; 7/2
META; english/championship/preston-v-burton; 2018-04-29 18:19:40 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 63/00; 3/5; 1/2; 3/5; 8/15; 6/10; 6/10; 8/13; 8/13; 8/13; 11/18; 4/7; 5/9; 3/5; 3/5; 11/18; 
Draw; 3; 10/3; 11/4; 16/5; 3; 58/19; 16/5; 3; 3; 3; 29/10; 3; 56/19; 3; 16/5; 56/19; 3; ; ; 
Burton; 9/2; 9/2; 4; 49/10; 9/2; 4; 17/4; 9/2; 9/2; 17/4; 9/2; 9/2; 9/2; 22/5; 9/2; 50/13; 41/10; 9/2; 22/5; 7/2
META; english/championship/preston-v-burton; 2018-04-29 22:19:29 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 63/00; 3/5; 1/2; 3/5; 8/15; 6/10; 6/10; 8/13; 8/13; 8/13; 11/18; 4/7; 5/9; 3/5; 3/5; 11/18; 1/2
Draw; 3; 10/3; 11/4; 16/5; 3; 58/19; 16/5; 3; 3; 3; 29/10; 3; 56/19; 3; 16/5; 56/19; 3; ; ; 
Burton; 9/2; 9/2; 4; 49/10; 9/2; 4; 17/4; 9/2; 9/2; 17/4; 9/2; 9/2; 9/2; 22/5; 9/2; 50/13; 41/10; 9/2; 22/5; 7/2
META; english/championship/preston-v-burton; 2018-04-30 02:19:14 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 63/00; 3/5; 8/15; 3/5; 4/7; 6/10; 6/10; 8/13; 8/13; 8/13; 11/18; 4/7; 5/9; 3/5; 3/5; 11/18; 1/2
Draw; 3; 10/3; 11/4; 16/5; 3; 58/19; 3; 3; 3; 29/10; 3; 56/19; 3; 16/5; 56/19; 9/4; ; ; ; 
Burton; 9/2; 9/2; 4; 49/10; 9/2; 4; 17/4; 4; 9/2; 17/4; 9/2; 9/2; 9/2; 22/5; 9/2; 50/13; 41/10; 9/2; 22/5; 12/5
META; english/championship/preston-v-burton; 2018-04-30 10:19:20 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 63/00; 6/10; 3/5; 8/15; 3/5; 4/7; 6/10; 6/10; 8/13; 3/5; 8/13; 11/18; 4/7; 5/9; 3/5; 3/5; 11/18; 8/15
Draw; 3; 10/3; 11/4; 16/5; 16/5; 3; 58/19; 3; 3; 14/5; 3; 29/10; 3; 56/19; 3; 16/5; 56/19; 3; ; ; 
Burton; 9/2; 9/2; 4; 49/10; 9/2; 9/2; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 9/2; 22/5; 9/2; 50/13; 41/10; 9/2; 22/5; 4
META; english/championship/preston-v-burton; 2018-04-30 14:19:56 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 31/50; 6/10; 4/7; 8/15; 3/5; 4/7; 8/13; 6/10; 8/13; 3/5; 4/7; 10/17; 4/7; 5/9; 3/5; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 3; 10/3; 11/4; 33/10; 16/5; 3; 58/19; 3; 3; 14/5; 3; 3; 56/19; 3; 16/5; 3; 14/5; 3; ; ; ; ; 
Burton; 9/2; 9/2; 4; 49/10; 9/2; 9/2; 4; 17/4; 9/2; 4; 17/4; 9/2; 17/4; 9/2; 9/2; 9/2; 50/13; 41/10; 9/2; 50/11; 4; 21/5; 24/5
META; english/championship/preston-v-burton; 2018-04-30 18:19:56 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 4/7; 8/15; 6/10; 6/10; 63/00; 6/10; 3/5; 8/15; 3/5; 6/10; 4/7; 8/13; 6/10; 8/13; 3/5; 4/7; 10/17; 4/7; 5/9; 3/5; 3/5; 10/17; 4/7; 4/7; 4/7; 4/7
Draw; 3; 10/3; 29/10; 11/4; 16/5; 16/5; 3; 58/19; 29/10; 3; 3; 14/5; 3; 3; 56/19; 3; 16/5; 3; 14/5; 3; ; ; ; ; ; 
Burton; 9/2; 9/2; 17/4; 4; 49/10; 9/2; 9/2; 4; 17/4; 17/4; 4; 17/4; 9/2; 17/4; 9/2; 49/11; 9/2; 50/13; 41/10; 9/2; 9/2; 4; 21/5; 24/5; 24/5; 
META; english/championship/preston-v-burton; 2018-04-30 22:19:56 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 11/20; 5/9; 1/2; 3/5; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 10/17; 4/7; 11/21; 3/5; 4/7; 10/17; 4/7; 1/2; 4/7; 4/7
Draw; 3; 3; 11/4; 10/3; 7/2; 3; 16/5; 58/19; 3; 3; 31/10; 3; 3; 58/19; 3; 16/5; 3; 3; 10/3; 10/3; ; ; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 17/4; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 9/2; 49/11; 9/2; 41/10; 41/10; 19/4; 9/2; 4; 7/2; 5; 24/5
META; english/championship/preston-v-burton; 2018-05-01 02:19:46 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 11/20; 5/9; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 4/7; 5/9; 4/7; 8/15; 4/7; 4/7
Draw; 3; 3; 11/4; 10/3; 7/2; 16/5; 16/5; 13/4; 3; 3; 31/10; 3; 31/10; 3; 58/19; 16/5; 16/5; 41/13; 3; 14/5; 10/3; 10/3; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 9/2; 79/17; 9/2; 41/10; 43/10; 19/4; 47/10; 4; 7/2; 5; 24/5
META; english/championship/preston-v-burton; 2018-05-01 10:19:48 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 11/20; 5/9; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 4/7; 5/9; 4/7; 1/2; 4/7
Draw; 3; 3; 11/4; 10/3; 7/2; 3; 16/5; 13/4; 3; 3; 31/10; 3; 31/10; 3; 58/19; 16/5; 16/5; 41/13; 3; 10/3; ; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 9/2; 79/17; 9/2; 41/10; 43/10; 19/4; 47/10; 4; 24/5; 
META; english/championship/preston-v-burton; 2018-05-01 14:19:52 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 11/20; 4/7; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 4/7; 5/9; 4/7; 4/7; 4/7
Draw; 3; 3; 11/4; 10/3; 7/2; 3; 16/5; 13/4; 3; 3; 31/10; 3; 31/10; 3; 58/19; 16/5; 16/5; 41/13; 3; 10/3; 10/3; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 9/2; 79/17; 9/2; 41/10; 43/10; 19/4; 47/10; 21/5; 5; 24/5
META; english/championship/preston-v-burton; 2018-05-01 18:19:54 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 11/20; 4/7; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 11/21; 6/11; 4/7; 4/7; 8/15; 1/2; 1/2; 4/7; 4/7
Draw; 3; 3; 11/4; 10/3; 7/2; 3; 16/5; 13/4; 3; 3; 31/10; 3; 41/13; 3; 58/19; 16/5; 16/5; 16/5; 3; 3; 10/3; 10/3; ; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 9/2; 19/4; 9/2; 41/10; 43/10; 19/4; 24/5; 9/2; 21/5; 21/5; 5; 
META; english/championship/preston-v-burton; 2018-05-01 22:19:55 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 59/00; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 11/21; 6/11; 4/7; 4/7; 8/15; 8/15; 1/2; 4/7; 4/7
Draw; 3; 3; 11/4; 67/20; 16/5; 16/5; 3; 13/4; 3; 3; 31/10; 3; 41/13; 3; 58/19; 16/5; 16/5; 41/13; 3; 14/5; 14/5; 3; ; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 26/5; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 63/13; 9/2; 41/10; 43/10; 19/4; 49/10; 9/2; 21/5; 22/5; 5; 
META; english/championship/preston-v-burton; 2018-05-02 02:19:45 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 3/5; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 11/21; 6/11; 4/7; 4/7; 8/15; 8/15; 1/2; 4/7; 4/7
Draw; 3; 3; 11/4; 10/3; 16/5; 3; 13/4; 3; 3; 31/10; 3; 31/10; 3; 58/19; 16/5; 16/5; 41/13; 3; 14/5; 13/5; 3; ; ; ; ; ; 
Burton; 5; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 24/5; 9/2; 41/10; 43/10; 19/4; 63/13; 9/2; 21/5; 7/2; 5; 
META; english/championship/preston-v-burton; 2018-05-02 10:19:45 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 3/5; 4/7; 6/10; 59/00; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 11/20; 4/7; 8/15; 8/15; 4/9; 8/15; 4/7
Draw; 3; 3; 11/4; 33/10; 16/5; 3; 13/4; 3; 3; 31/10; 3; 41/13; 3; 58/19; 16/5; 31/10; 16/5; 3; 14/5; 13/5; 3; 10/3; ; ; ; ; 
Burton; 5; 9/2; 19/4; 4; 53/10; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 49/10; 9/2; 41/10; 43/10; 21/4; 94/19; 9/2; 4; 7/2; 26/5; 26/5
META; english/championship/preston-v-burton; 2018-05-02 14:19:58 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 6/10; 59/00; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 11/20; 4/7; 8/15; 8/15; 8/15; 8/15; 8/15
Draw; 3; 3; 11/4; 33/10; 16/5; 3; 13/4; 3; 3; 31/10; 3; 41/13; 3; 58/19; 16/5; 31/10; 16/5; 3; 14/5; 14/5; 3; 14/5; ; ; ; ; 
Burton; 5; 19/4; 19/4; 4; 53/10; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 49/10; 9/2; 41/10; 43/10; 21/4; 94/19; 9/2; 4; 26/5; 4; 
META; english/championship/preston-v-burton; 2018-05-02 18:20:22 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 6/10; 59/00; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 5/9; 4/7; 11/21; 6/11; 11/20; 4/7; 8/15; 8/15; 8/15; 8/15; 8/15
Draw; 3; 3; 11/4; 33/10; 16/5; 3; 13/4; 16/5; 3; 3; 31/10; 3; 41/13; 3; 58/19; 16/5; 16/5; 16/5; 3; 14/5; 14/5; 3; 14/5; ; ; ; 
Burton; 5; 19/4; 19/4; 4; 53/10; 9/2; 19/4; 9/2; 9/2; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 9/2; 49/10; 9/2; 41/10; 43/10; 5; 94/19; 9/2; 23/5; 23/5; 26/5; 24/5
META; english/championship/preston-v-burton; 2018-05-02 22:20:11 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 6/10; 57/00; 4/7; 5/9; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 11/21; 6/11; 11/20; 5/9; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 3; 11/4; 17/5; 16/5; 3; 13/4; 16/5; 3; 3; 31/10; 16/5; 3; 16/5; 3; 58/19; 16/5; 16/5; 16/5; 3; 14/5; 14/5; 10/3; 14/5; ; ; 
Burton; 5; 19/4; 19/4; 4; 27/5; 9/2; 19/4; 9/2; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 96/19; 9/2; 41/10; 43/10; 5; 51/10; 5; 24/5; 23/5; 11/2; 24/5
META; english/championship/preston-v-burton; 2018-05-03 02:20:06 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 11/20; 57/00; 4/7; 8/15; 8/15; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 11/21; 6/11; 11/20; 5/9; 1/2; 8/15; 1/2; 8/15; 8/15
Draw; 3; 3; 14/5; 17/5; 16/5; 16/5; 3; 13/4; 16/5; 3; 3; 31/10; 16/5; 3; 16/5; 3; 58/19; 16/5; 16/5; 16/5; 3; 14/5; 27/10; 10/3; 14/5; ; 
Burton; 5; 19/4; 19/4; 9/2; 27/5; 9/2; 5; 9/2; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 96/19; 9/2; 41/10; 43/10; 5; 51/10; 5; 23/5; 23/5; 11/2; 24/5
META; english/championship/preston-v-burton; 2018-05-03 10:20:07 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 11/20; 57/00; 11/20; 8/15; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 11/21; 6/11; 11/20; 5/9; 1/2; 8/15; 1/2; 8/15
Draw; 3; 3; 14/5; 17/5; 10/3; 16/5; 16/5; 13/4; 16/5; 3; 3; 31/10; 16/5; 3; 16/5; 3; 58/19; 16/5; 16/5; 16/5; 3; 14/5; 27/10; 10/3; ; 
Burton; 5; 19/4; 19/4; 9/2; 27/5; 5; 9/2; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 96/19; 9/2; 41/10; 43/10; 5; 51/10; 5; 23/5; 9/2; 11/2; 
META; english/championship/preston-v-burton; 2018-05-03 14:20:19 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 4/7; 11/20; 29/50; 11/20; 8/15; 1/2; 1/2; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 11/21; 1/2; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 3; 14/5; 10/3; 10/3; 16/5; 16/5; 57/17; 16/5; 3; 3; 31/10; 16/5; 3; 16/5; 3; 58/19; 13/4; 16/5; 16/5; 3; 14/5; 3; 10/3; 3; ; 
Burton; 5; 19/4; 19/4; 9/2; 27/5; 5; 9/2; 11/2; 19/4; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 96/19; 9/2; 41/10; 21/4; 5; 51/10; 5; 24/5; 23/5; 28/5; 5; 
META; english/championship/preston-v-burton; 2018-05-03 18:20:18 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 8/15; 4/7; 8/15; 11/20; 29/50; 11/20; 8/15; 1/2; 1/2; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 8/15; 8/15; 4/7; 6/11; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 3; 14/5; 10/3; 10/3; 16/5; 16/5; 57/17; 16/5; 16/5; 3; 31/10; 16/5; 3; 16/5; 3; 33/10; 13/4; 33/10; 16/5; 3; 14/5; 3; 10/3; 3; ; 
Burton; 5; 19/4; 24/5; 9/2; 27/5; 5; 9/2; 11/2; 24/5; 5; 9/2; 9/2; 19/4; 17/4; 5; 96/19; 9/2; 47/10; 21/4; 5; 51/10; 5; 24/5; 23/5; 28/5; 5; 
META; english/championship/preston-v-burton; 2018-05-03 22:20:12 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Preston; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; 4/7; 4/7; 1/2; 8/15; 18/35; 8/15; 8/15; 1/2; 8/15; 18/35; 40/85; 1/2; 4/9; 1/2; 4/7
