META; english/championship/aston-villa-v-cardiff; 2018-04-07 14:22:09 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 5/4; 5/4; 20/21
Cardiff; 11/5; 11/5; 27/20
Draw; 11/5; 23/10; 21/10
META; english/championship/aston-villa-v-cardiff; 2018-04-07 18:21:45 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 5/4; 5/4; 61/50; 6/5; 6/5; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 10/9; 6/5
Cardiff; 12/5; 11/5; 11/5; 62/25; 23/10; 9/4; 11/5; 2; 11/5; 12/5; 23/10; 23/10; 11/5; 2; 9/4; 9/4; 2; 23/10
Draw; 12/5; 11/5; 23/10; 127/50; 5/2; 23/10; 12/5; 5/2; 11/5; 12/5; 23/10; 12/5; 27/11; 12/5; 12/5; 9/4; 12/5; 
META; english/championship/aston-villa-v-cardiff; 2018-04-07 22:20:29 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 5/4; 5/4; 61/50; 6/5; 6/5; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 10/9; 5/4
Cardiff; 12/5; 23/10; 11/5; 62/25; 12/5; 9/4; 23/10; 2; 23/10; 12/5; 12/5; 23/10; 23/10; 11/5; 2; 12/5; 9/4; 21/10; 9/4
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 23/10; 11/5; 5/2; 11/5; 12/5; 11/5; 23/10; 40/17; 27/11; 12/5; 12/5; 21/10; 23/10; 
META; english/championship/aston-villa-v-cardiff; 2018-04-08 02:20:06 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 5/4; 5/4; 5/4; 61/50; 6/5; 6/5; 11/10; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 23/20; 5/4
Cardiff; 12/5; 23/10; 23/10; 11/5; 62/25; 12/5; 9/4; 23/10; 2; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 2; 12/5; 9/4; 21/10; 9/4
Draw; 12/5; 9/4; 11/5; 23/10; 127/50; 23/10; 23/10; 11/5; 5/2; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10; 40/17; 27/11; 12/5; 12/5; 23/10; 23/10
META; english/championship/aston-villa-v-cardiff; 2018-04-08 10:20:06 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 5/4; 5/4; 5/4; 61/50; 6/5; 6/5; 11/10; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 23/20; 5/4
Cardiff; 12/5; 23/10; 23/10; 11/5; 62/25; 12/5; 9/4; 23/10; 2; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 9/4; 11/5; 2; 12/5; 9/4; 21/10; 9/4
Draw; 12/5; 9/4; 11/5; 23/10; 127/50; 23/10; 23/10; 11/5; 5/2; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; 40/17; 23/10; 23/10
META; english/championship/aston-villa-v-cardiff; 2018-04-08 14:20:49 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 6/5; 6/5; 5/4; 61/50; 6/5; 6/5; 11/10; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 22/19; 5/4; 6/5; 5/4; 23/20; 23/20; 5/4
Cardiff; 12/5; 12/5; 12/5; 12/5; 62/25; 12/5; 23/10; 23/10; 2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 23/10; 11/5; 39/19; 2; 12/5; 40/17; 9/4; 23/10; 9/4
Draw; 12/5; 11/5; 21/10; 21/10; 127/50; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 11/5; 43/20; 23/10; 9/4; 23/10; 23/10; 11/5; 27/11; 23/10; 23/10; 2; 23/10; 
META; english/championship/aston-villa-v-cardiff; 2018-04-08 18:20:24 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 13/10; 6/5; 5/4; 6/5; 6/5; 6/5; 22/19; 15/13; 6/5; 6/5; 23/20; 23/20; 6/5; 5/4
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 23/10; 9/4; 11/5; 5/2; 21/10; 12/5; 11/5; 2; 43/20; 23/10; 9/4; 23/10; 23/10; 11/5; 27/11; 23/10; 23/10; 2; 21/10; 23/10; 23/10
Cardiff; 12/5; 12/5; 12/5; 12/5; 64/25; 12/5; 12/5; 23/10; 11/5; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 12/5; 12/5; 11/5; 39/19; 11/5; 12/5; 12/5; 23/10; 12/5; 5/2; 5/2
META; english/championship/aston-villa-v-cardiff; 2018-04-08 22:20:38 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 6/5; 5/4; 5/4; 133/100; 6/5; 5/4; 11/10; 6/5; 5/4; 6/5; 6/5; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 22/19; 22/19; 13/10; 5/4; 6/5; 5/4; 13/10; 13/10
Draw; 12/5; 11/5; 21/10; 21/10; 59/25; 23/10; 11/5; 11/5; 23/10; 21/10; 12/5; 11/5; 2; 43/20; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 12/5; 23/10; 11/5; 21/10; 23/10; 23/10
Cardiff; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 11/5; 39/19; 12/5; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10
META; english/championship/aston-villa-v-cardiff; 2018-04-09 02:20:29 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 6/5; 5/4; 5/4; 63/50; 6/5; 6/5; 11/10; 6/5; 5/4; 23/20; 6/5; 13/10; 5/4; 5/4; 6/5; 6/5; 6/5; 22/19; 22/19; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 21/10; 119/50; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 11/5; 2; 43/20; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 12/5; 23/10; 11/5; 21/10; 23/10; 23/10
Cardiff; 12/5; 12/5; 12/5; 12/5; 127/50; 12/5; 12/5; 23/10; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 11/5; 39/19; 12/5; 12/5; 12/5; 23/10; 11/5; 5/2; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-09 10:20:29 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 13/10; 5/4; 6/5; 5/4; 32/25; 6/5; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 13/10; 5/4; 23/20; 6/5; 5/4; 6/5; 6/5; 22/19; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 21/10; 117/50; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10
Cardiff; 12/5; 23/10; 12/5; 12/5; 127/50; 12/5; 12/5; 23/10; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 11/5; 40/17; 12/5; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-09 14:20:44 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 13/10; 5/4; 6/5; 13/10; 32/25; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4; 23/20; 5/4; 6/5; 6/5; 6/5; 22/19; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 11/5; 117/50; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 23/10
Cardiff; 12/5; 23/10; 12/5; 11/5; 127/50; 12/5; 12/5; 23/10; 27/11; 5/2; 12/5; 12/5; 12/5; 49/20; 9/4; 23/10; 12/5; 11/5; 40/17; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-09 18:20:36 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 5/4; 5/4; 6/5; 13/10; 127/100; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4; 23/20; 6/5; 6/5; 6/5; 6/5; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 11/5; 21/10; 11/5; 117/50; 23/10; 11/5; 11/5; 23/10; 21/10; 11/5; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
Cardiff; 13/5; 23/10; 12/5; 11/5; 64/25; 12/5; 12/5; 23/10; 27/11; 5/2; 12/5; 12/5; 12/5; 49/20; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2
META; english/championship/aston-villa-v-cardiff; 2018-04-09 22:20:40 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 5/4; 6/5; 6/5; 13/10; 5/4; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4; 23/20; 6/5; 6/5; 6/5; 17/14; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 11/5; 121/50; 23/10; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 2; 43/20; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Cardiff; 5/2; 12/5; 12/5; 11/5; 63/25; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 11/5; 40/17; 12/5; 5/2; 40/17; 12/5; 12/5; 5/2; 5/2; 5/2
META; english/championship/aston-villa-v-cardiff; 2018-04-10 02:20:24 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 5/4; 5/4; 6/5; 13/10; 5/4; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 6/5; 6/5; 5/4; 22/19; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4
Draw; 12/5; 23/10; 21/10; 11/5; 121/50; 23/10; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 9/4; 43/20; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10
Cardiff; 5/2; 12/5; 12/5; 11/5; 63/25; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 49/20; 9/4; 12/5; 12/5; 11/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 5/2; 5/2
META; english/championship/aston-villa-v-cardiff; 2018-04-10 10:20:31 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 13/10; 13/10; 5/4; 13/10; 133/100; 6/5; 13/10; 11/10; 6/5; 13/10; 5/4; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 5/4; 5/4; 22/19; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10
Draw; 12/5; 11/5; 11/5; 11/5; 12/5; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Cardiff; 12/5; 11/5; 9/4; 11/5; 59/25; 5/2; 9/4; 12/5; 27/11; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 12/5; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-10 14:20:48 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 13/10; 5/4; 13/10; 13/10; 33/25; 13/10; 13/10; 6/5; 23/18; 13/10; 5/4; 13/10; 13/10; 13/10; 6/5; 5/4; 5/4; 5/4; 23/18; 5/4; 11/8; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10
Cardiff; 12/5; 11/5; 9/4; 11/5; 12/5; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 28/13; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 23/10
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 9/4; 9/4; 40/17; 23/10; 11/5; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 9/4; 23/10; 23/10; 12/5; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-10 18:20:45 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Aston Villa; 11/8; 13/10; 27/20; 13/10; 139/100; 13/10; 11/8; 5/4; 23/18; 27/20; 11/8; 13/10; 13/10; 27/20; 13/10; 13/10; 23/17; 5/4; 4/3; 5/4; 7/5; 23/17; 11/8; 13/10; 11/8; 7/5; 11/8
Cardiff; 9/4; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 11/5; 11/5; 21/10; 11/5; 2; 11/5; 41/20; 2; 21/10; 21/10; 23/10; 21/10; 28/13; 85/40; 21/10; 11/5; 21/10; 11/5; 9/4; 9/4
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 9/4; 40/17; 12/5; 23/10; 23/10; 23/10; 47/20; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-10 22:20:41 GMT+3; 2018-04-10 19:45; In Play; Xlenovo
Aston Villa; 7/5; 7/5; 7/5; 67/50; 8/5; 6/4; 13/8; 31/21; 13/8; 29/20; 13/10; 6/4; 11/8; 7/5; 28/17; 52/35; 7/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4
Draw; 7/4; 7/4; 9/5; 85/40; 13/8; 15/8; 8/5; 7/4; 15/8; 17/10; 23/10; 7/4; 9/5; 24/13; 28/17; 48/29; 9/5; 24/13; 9/5; 9/5; 9/5; 19/10; 9/5
Cardiff; 5/2; 11/5; 5/2; 117/50; 12/5; 11/5; 2; 23/10; 11/5; 13/5; 11/5; 47/20; 21/10; 12/5; 21/10; 23/10; 12/5; 12/5; 9/4; 23/10; 5/2; 12/5; 5/2
