META; english/championship/leeds-v-barnsley; 2018-04-15 02:19:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 11/10; 19/20; 21/20; 10/11; 9/10; 19/20; 1; 21/20; 9/10; 1; 20/21
Draw; 23/10; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 40/17; 12/5; 9/4
Barnsley; 23/10; 3; 11/4; 11/4; 31/10; 3; 14/5; 11/4; 31/10; 29/10; 11/4
META; english/championship/leeds-v-barnsley; 2018-04-15 10:19:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 11/10; 1; 11/10; 1; 21/20; 10/11; 11/10; 11/10; 19/20; 21/20; 21/20; 11/10; 11/10; 11/10; 11/10; 1; 21/20
Draw; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 27/11; 9/4; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 23/10
Barnsley; 12/5; 11/4; 5/2; 29/10; 13/5; 13/5; 12/5; 5/2; 3; 14/5; 14/5; 12/5; 40/17; 5/2; 12/5; 13/5; 27/10
META; english/championship/leeds-v-barnsley; 2018-04-15 14:20:31 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 7/5; 1; 29/20; 6/5; 11/8; 11/8; 5/4; 16/11; 7/5; 7/5; 7/5; 7/5; 11/8; 16/11; 15/11; 16/11; 29/20; 16/11; 5/4; 7/5
Draw; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 21/10; 9/4; 11/5; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; 9/4; 23/10; 9/4; 21/10; 21/10
Barnsley; 2; 11/4; 19/10; 23/10; 21/10; 21/10; 2; 19/10; 19/10; 2; 19/10; 2; 24/13; 24/13; 19/10; 2; 19/10; 19/10; 11/5; 
META; english/championship/leeds-v-barnsley; 2018-04-15 18:20:06 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 7/5; 5/4; 6/4; 13/10; 7/5; 6/5; 16/11; 7/5; 7/5; 6/4; 7/5; 7/5; 7/5; 16/11; 7/5; 16/11; 13/10; 7/5
Barnsley; 2; 11/5; 9/5; 9/4; 19/10; 21/10; 19/10; 2; 19/10; 15/8; 2; 19/10; 16/9; 19/10; 2; 19/10; 9/5; 19/10
Draw; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 
META; english/championship/leeds-v-barnsley; 2018-04-15 22:20:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 7/5; 7/5; 6/4; 13/10; 7/5; 6/5; 16/11; 7/5; 7/5; 6/4; 7/5; 16/11; 7/5; 16/11; 6/4; 16/11; 11/8; 7/5; 
Barnsley; 2; 19/10; 9/5; 101/50; 9/4; 19/10; 21/10; 19/10; 19/10; 19/10; 15/8; 2; 24/13; 16/9; 19/10; 19/10; 24/13; 19/10; 19/10
Draw; 9/4; 23/10; 23/10; 49/20; 9/4; 23/10; 21/10; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 2; 
META; english/championship/leeds-v-barnsley; 2018-04-16 02:20:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 7/5; 6/4; 79/50; 13/10; 6/4; 6/5; 16/11; 6/4; 7/5; 6/4; 6/4; 6/4; 16/11; 7/5; 16/11; 6/4; 6/4; 27/20; 6/4; 
Barnsley; 19/10; 19/10; 9/5; 48/25; 9/4; 9/5; 21/10; 19/10; 15/8; 19/10; 15/8; 19/10; 9/5; 24/13; 16/9; 19/10; 19/10; 9/5; 9/5; 15/8; 19/10
Draw; 9/4; 23/10; 23/10; 61/25; 9/4; 9/4; 21/10; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 2; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-16 10:20:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 6/4; 7/5; 6/4; 79/50; 13/10; 6/4; 6/5; 16/11; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 7/5; 16/11; 6/4; 6/4; 11/8; 6/4; 6/4
Barnsley; 9/5; 19/10; 9/5; 189/100; 9/4; 9/5; 21/10; 19/10; 19/10; 15/8; 15/8; 15/8; 9/5; 24/13; 16/9; 19/10; 15/8; 9/5; 9/5; 9/5; 9/5
Draw; 9/4; 23/10; 23/10; 62/25; 9/4; 23/10; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 2; 12/5; 12/5
META; english/championship/leeds-v-barnsley; 2018-04-16 14:20:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 6/4; 6/4; 163/100; 13/10; 6/4; 6/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 7/5; 6/4; 6/4; 17/11; 11/8; 11/8; 8/5
Barnsley; 15/8; 9/5; 9/5; 189/100; 9/5; 21/10; 9/5; 15/8; 15/8; 9/5; 9/5; 15/8; 7/4; 24/13; 16/9; 9/5; 15/8; 9/5; 13/8; 13/8; 9/5; 9/5
Draw; 9/4; 23/10; 23/10; 12/5; 9/4; 9/4; 21/10; 23/10; 9/4; 9/4; 47/20; 12/5; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 2; 21/10; 23/10
META; english/championship/leeds-v-barnsley; 2018-04-16 18:20:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 6/4; 6/4; 41/25; 29/20; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 17/11; 16/11; 7/5; 6/4; 6/4; 17/11; 6/4; 27/20; 11/8; 13/8; 
Barnsley; 15/8; 9/5; 9/5; 191/100; 2; 9/5; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 24/13; 16/9; 9/5; 15/8; 9/5; 7/4; 13/8; 13/8; 15/8; 9/5
Draw; 9/4; 23/10; 23/10; 59/25; 9/4; 9/4; 21/10; 23/10; 9/4; 23/10; 47/20; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 11/5; 21/10; 21/10; 23/10; 
META; english/championship/leeds-v-barnsley; 2018-04-16 22:20:47 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 6/4; 6/4; 41/25; 29/20; 6/4; 7/5; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 17/11; 16/11; 7/5; 6/4; 6/4; 17/11; 6/4; 27/20; 5/4; 13/8; 
Barnsley; 15/8; 7/4; 9/5; 191/100; 2; 9/5; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 9/5; 24/13; 16/9; 9/5; 9/5; 9/5; 7/4; 13/8; 6/4; 15/8; 9/5
Draw; 9/4; 12/5; 23/10; 59/25; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 47/20; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 12/5; 23/10; 11/5; 21/10; 19/10; 23/10; 
META; english/championship/leeds-v-barnsley; 2018-04-17 02:20:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 6/4; 6/4; 41/25; 29/20; 6/4; 7/5; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 16/11; 7/5; 6/4; 6/4; 17/11; 6/4; 27/20; 13/8; 
Barnsley; 15/8; 7/4; 9/5; 191/100; 2; 9/5; 15/8; 9/5; 9/5; 9/5; 9/5; 19/10; 9/5; 9/5; 24/13; 16/9; 9/5; 9/5; 9/5; 7/4; 13/8; 15/8; 9/5
Draw; 9/4; 12/5; 23/10; 59/25; 9/4; 9/4; 11/5; 23/10; 23/10; 9/4; 47/20; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 12/5; 23/10; 11/5; 21/10; 23/10; 
META; english/championship/leeds-v-barnsley; 2018-04-17 10:20:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 29/20; 6/4; 6/4; 42/25; 29/20; 8/5; 7/5; 6/4; 6/4; 8/5; 31/20; 8/5; 6/4; 8/5; 16/11; 7/5; 6/4; 31/20; 8/5; 8/5; 27/20; 13/10; 13/8
Barnsley; 15/8; 17/10; 9/5; 9/5; 2; 7/4; 15/8; 9/5; 9/5; 7/4; 7/4; 15/8; 7/4; 7/4; 24/13; 16/9; 9/5; 7/4; 7/4; 13/8; 13/8; 6/4; 7/4
Draw; 9/4; 12/5; 23/10; 61/25; 9/4; 9/4; 11/5; 23/10; 23/10; 9/4; 47/20; 23/10; 23/10; 40/17; 11/5; 9/4; 9/4; 12/5; 40/17; 9/4; 21/10; 21/10; 12/5
META; english/championship/leeds-v-barnsley; 2018-04-17 14:20:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 173/100; 6/4; 13/8; 7/5; 6/4; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 19/13; 6/4; 8/5; 28/17; 13/8; 11/8; 7/5; 17/10; 
Barnsley; 17/10; 17/10; 17/10; 9/5; 7/4; 19/10; 17/10; 15/8; 9/5; 17/10; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 13/8; 7/4; 9/5; 17/10; 7/4
Draw; 9/4; 12/5; 23/10; 23/10; 49/20; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 47/20; 5/2; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 21/10; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-17 18:20:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 173/100; 6/4; 8/5; 7/5; 6/4; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 19/13; 6/4; 8/5; 28/17; 13/8; 11/8; 27/20; 17/10; 7/5
Barnsley; 17/10; 17/10; 33/20; 9/5; 87/50; 19/10; 17/10; 15/8; 9/5; 17/10; 17/10; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 9/5; 17/10; 17/10; 13/8; 7/4; 7/5; 13/8; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 11/5
META; english/championship/leeds-v-barnsley; 2018-04-17 22:20:59 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 173/100; 6/4; 8/5; 7/5; 28/17; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 28/17; 17/11; 19/13; 13/8; 8/5; 28/17; 13/8; 11/8; 27/20; 17/10; 7/5
Barnsley; 17/10; 17/10; 33/20; 9/5; 87/50; 19/10; 17/10; 15/8; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 28/17; 17/10; 17/10; 13/8; 7/4; 7/5; 13/8; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 11/5
META; english/championship/leeds-v-barnsley; 2018-04-18 02:20:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 173/100; 6/4; 8/5; 7/5; 28/17; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 28/17; 17/11; 19/13; 13/8; 8/5; 28/17; 13/8; 11/8; 27/20; 17/10; 7/5
Barnsley; 17/10; 17/10; 33/20; 9/5; 87/50; 19/10; 17/10; 15/8; 17/10; 17/10; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 28/17; 17/10; 17/10; 13/8; 7/4; 7/5; 13/8; 9/5; 
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 9/4; 
META; english/championship/leeds-v-barnsley; 2018-04-18 10:20:44 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 6/4; 6/4; 83/50; 6/4; 8/5; 7/5; 28/17; 31/20; 8/5; 31/20; 8/5; 13/8; 6/4; 8/5; 17/11; 19/13; 13/8; 31/20; 8/5; 6/4; 27/20; 11/8; 13/8; 11/8
Barnsley; 17/10; 7/4; 7/4; 9/5; 181/100; 19/10; 17/10; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 13/8; 13/8; 6/4; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 2; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-18 14:20:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 6/4; 8/5; 7/5; 28/17; 31/20; 6/4; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 19/13; 13/8; 31/20; 28/17; 6/4; 11/8; 27/20; 13/8; 7/5
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 19/10; 17/10; 15/8; 17/10; 7/4; 7/4; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 7/4; 13/8; 13/8; 6/4; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-18 18:20:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 6/4; 8/5; 7/5; 28/17; 31/20; 6/4; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 19/13; 13/8; 31/20; 28/17; 6/4; 11/8; 27/20; 13/8; 7/5
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 19/10; 17/10; 15/8; 17/10; 7/4; 7/4; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 7/4; 13/8; 13/8; 6/4; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-18 22:20:47 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 13/8; 8/5; 6/4; 28/17; 31/20; 8/5; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 19/13; 13/8; 31/20; 8/5; 6/4; 11/8; 27/20; 13/8; 7/5
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 13/8; 13/8; 6/4; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 19/10; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-19 02:20:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 13/8; 8/5; 6/4; 28/17; 31/20; 8/5; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 19/13; 13/8; 31/20; 8/5; 6/4; 7/5; 11/8; 13/8; 7/5
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 28/17; 7/4; 17/10; 13/8; 13/8; 13/8; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 23/10; 9/4; 12/5; 40/17; 9/4; 21/10; 2; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-19 10:20:11 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 13/8; 8/5; 6/4; 28/17; 31/20; 8/5; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 14/9; 13/8; 31/20; 8/5; 8/5; 7/5; 11/8; 13/8; 7/5
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 9/5; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 7/4; 28/17; 7/4; 7/4; 13/8; 13/8; 13/8; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 40/17; 9/4; 12/5; 40/17; 9/4; 21/10; 2; 12/5; 9/4
META; english/championship/leeds-v-barnsley; 2018-04-19 14:20:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 31/20; 6/4; 83/50; 13/8; 8/5; 6/4; 28/17; 31/20; 8/5; 31/20; 5/4; 31/20; 13/8; 6/4; 8/5; 17/11; 14/9; 13/8; 31/20; 8/5; 8/5; 7/5; 7/5; 13/8; 
Barnsley; 17/10; 7/4; 17/10; 9/5; 181/100; 9/5; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 2; 7/4; 7/4; 7/4; 17/10; 7/4; 7/4; 28/17; 7/4; 17/10; 13/8; 13/8; 6/4; 7/4; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 40/17; 9/4; 12/5; 40/17; 9/4; 21/10; 2; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-19 18:20:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 8/5; 6/4; 173/100; 13/8; 13/8; 6/4; 8/5; 13/8; 8/5; 8/5; 5/4; 13/8; 13/8; 8/5; 28/17; 17/11; 13/8; 17/11; 17/10; 28/17; 13/8; 6/4; 8/5; 17/10; 13/8
Barnsley; 17/10; 7/4; 33/20; 9/5; 87/50; 9/5; 17/10; 17/10; 7/4; 33/20; 17/10; 13/8; 2; 33/20; 7/4; 17/10; 28/17; 7/4; 5/3; 17/10; 7/4; 17/10; 13/8; 6/4; 6/4; 17/10; 9/5
Draw; 9/4; 12/5; 23/10; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 12/5; 9/4; 9/4; 23/10; 12/5; 23/10
META; english/championship/leeds-v-barnsley; 2018-04-19 22:20:18 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 8/5; 6/4; 6/4; 17/10; 13/8; 8/5; 6/4; 8/5; 8/5; 8/5; 8/5; 11/8; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 13/8; 8/5; 13/8; 6/4; 13/8; 13/8; 13/8; 
Barnsley; 17/10; 7/4; 33/20; 9/5; 177/100; 9/5; 17/10; 17/10; 7/4; 33/20; 17/10; 13/8; 9/5; 17/10; 7/4; 17/10; 17/10; 7/4; 5/3; 17/10; 9/5; 17/10; 13/8; 13/8; 17/10; 17/10; 17/10
Draw; 9/4; 12/5; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 40/17; 9/4; 9/4; 23/10; 12/5; 23/10; 
META; english/championship/leeds-v-barnsley; 2018-04-20 02:19:53 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 17/10; 6/4; 6/4; 17/10; 13/8; 8/5; 6/4; 8/5; 8/5; 8/5; 31/20; 11/8; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 13/8; 28/17; 13/8; 6/4; 6/4; 6/4; 8/5; 
Barnsley; 9/5; 7/4; 33/20; 9/5; 177/100; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 17/10; 9/5; 17/10; 7/4; 17/10; 17/10; 7/4; 5/3; 17/10; 9/5; 17/10; 13/8; 13/8; 6/4; 6/4; 17/10
Draw; 12/5; 12/5; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 13/5; 47/20; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 40/17; 9/4; 9/4; 2; 23/10; ; 
META; english/championship/leeds-v-barnsley; 2018-04-20 10:19:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 17/10; 6/4; 8/5; 17/10; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 31/20; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 13/8; 28/17; 13/8; 8/5; 6/4; 13/8; 13/8; 
Barnsley; 9/5; 7/4; 33/20; 17/10; 177/100; 9/5; 17/10; 17/10; 7/4; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 17/10; 7/4; 5/3; 17/10; 9/5; 17/10; 13/8; 17/10; 6/4; 7/4; 17/10
Draw; 12/5; 12/5; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 47/20; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 2; 12/5; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-20 14:20:08 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 17/10; 6/4; 8/5; 17/10; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 31/20; 8/5; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 13/8; 28/17; 13/8; 8/5; 13/8; 17/10; 13/8; 
Barnsley; 9/5; 7/4; 33/20; 17/10; 177/100; 9/5; 17/10; 17/10; 7/4; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 17/10; 7/4; 5/3; 17/10; 9/5; 17/10; 13/8; 13/8; 17/10; 7/4; 7/4
Draw; 12/5; 12/5; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 47/20; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-20 18:20:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 8/5; 8/5; 171/100; 17/10; 13/8; 8/5; 8/5; 8/5; 13/8; 8/5; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 17/10; 28/17; 13/8; 6/4; 8/5; 17/10; 6/4
Barnsley; 9/5; 13/8; 13/8; 17/10; 173/100; 17/10; 17/10; 13/8; 7/4; 33/20; 7/4; 13/8; 13/8; 33/20; 7/4; 17/10; 28/17; 7/4; 5/3; 17/10; 7/4; 17/10; 13/8; 13/8; 17/10; 17/10; 7/4
Draw; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-20 22:20:27 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 8/5; 8/5; 171/00; 17/10; 13/8; 8/5; 8/5; 8/5; 13/8; 8/5; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 17/10; 28/17; 13/8; 8/5; 8/5; 17/10; 8/5
Barnsley; 9/5; 13/8; 13/8; 17/10; 173/00; 17/10; 17/10; 13/8; 7/4; 33/20; 7/4; 13/8; 13/8; 33/20; 7/4; 17/10; 28/17; 7/4; 5/3; 17/10; 7/4; 17/10; 13/8; 17/10; 7/4; 17/10; 9/5
Draw; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 
META; english/championship/leeds-v-barnsley; 2018-04-21 02:20:04 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 8/5; 8/5; 171/00; 17/10; 13/8; 8/5; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 13/8; 17/11; 17/10; 28/17; 13/8; 6/4; 6/4; 13/8; 6/4
Barnsley; 9/5; 13/8; 13/8; 17/10; 173/00; 17/10; 17/10; 13/8; 7/4; 13/8; 7/4; 17/10; 13/8; 33/20; 7/4; 17/10; 28/17; 7/4; 5/3; 17/10; 17/10; 17/10; 13/8; 17/10; 13/8; 17/10; 9/5
Draw; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2; 23/10; 40/17; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2; 
META; english/championship/leeds-v-barnsley; 2018-04-21 10:20:11 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Leeds; 31/20; 13/8; 6/4; 8/5; 159/00; 13/8; 8/5; 6/4; 8/5; 6/4; 13/8; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 17/11; 31/20; 17/11; 6/4; 6/4; 6/4; 8/5; 6/4
Barnsley; 19/10; 13/8; 7/4; 17/10; 93/50; 9/5; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 15/8; 17/10; 7/4; 9/5; 23/13; 17/10; 15/8; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5
Draw; 5/2; 12/5; 23/10; 63/25; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 27/11; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 
