META; english/championship/sheffield-utd-v-sunderland; 2017-12-17 18:21:01 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; ; ; ; ; ; ; 5/6; 3/4; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; ; 5/2; 11/4; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; 
Sunderland; 7/2; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-17 22:20:47 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; ; ; ; ; ; 8/11; 8/11; 3/4; ; 3/4; ; ; ; ; 8/11; ; 14/19; ; ; 3/4; ; 3/4; ; 14/19; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; 11/4; 11/4; ; 11/4; ; ; ; ; 14/5; ; 27/10; ; ; 27/10; ; 11/4; ; 27/10; ; ; ; 
Sunderland; 7/2; ; ; ; ; ; 7/2; 7/2; 7/2; ; 7/2; ; ; ; ; 15/4; ; 17/5; ; ; 17/5; ; 15/4; ; 38/11; ; ; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-18 02:20:43 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; ; ; ; ; ; 8/11; 8/11; 3/4; ; 3/4; 3/4; ; ; ; 8/11; ; 14/19; ; ; 3/4; ; 3/4; ; 14/19; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; ; 27/10; ; ; 27/10; ; 11/4; ; 27/10; ; ; ; 
Sunderland; 7/2; ; ; ; ; ; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; ; 38/11; ; ; 17/5; ; 15/4; ; 38/11; ; ; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-18 10:20:42 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; ; ; ; 13/18; ; 8/11; 8/11; 3/4; ; 3/4; 3/4; ; ; ; 8/11; 13/18; 14/19; ; ; 3/4; ; 3/4; ; 14/19; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; 11/4; 27/10; ; ; 27/10; ; 11/4; ; 27/10; ; ; ; 
Sunderland; 7/2; ; ; ; 7/2; ; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; 7/2; 38/11; ; ; 17/5; ; 15/4; ; 38/11; ; ; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-18 14:20:44 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; ; ; ; 13/18; ; 8/11; 8/11; 3/4; ; 3/4; 3/4; ; ; ; 8/11; 13/18; 14/19; ; ; 3/4; 8/11; 3/4; 3/4; 14/19; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; 11/4; 27/10; ; ; 27/10; 14/5; 11/4; 14/5; 27/10; ; ; ; 
Sunderland; 7/2; ; ; ; 7/2; ; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; 7/2; 38/11; ; ; 17/5; 7/2; 15/4; 7/2; 38/11; ; ; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-18 18:21:30 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 7/10; ; ; 13/18; 8/11; 8/11; 4/6; 3/4; ; 3/4; 3/4; ; ; ; 8/11; 13/18; 14/19; ; ; 3/4; 8/11; 8/11; 3/4; 14/19; ; 8/15; ; 
Draw; 11/4; 14/5; ; ; 11/4; 14/5; 14/5; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; 11/4; 27/10; ; ; 27/10; 14/5; 14/5; 14/5; 27/10; ; 21/10; ; 
Sunderland; 7/2; 19/5; ; ; 7/2; 15/4; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; 7/2; 38/11; ; ; 17/5; 7/2; 19/5; 7/2; 38/11; ; 13/5; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-18 22:21:31 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 7/10; ; ; 13/18; 8/11; 8/11; 4/6; 3/4; ; 3/4; 3/4; ; ; ; 8/11; 13/18; 14/19; ; ; 3/4; 8/11; 8/11; 3/4; 14/19; ; 8/15; ; 
Draw; 11/4; 14/5; ; ; 11/4; 14/5; 14/5; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; 11/4; 27/10; ; ; 27/10; 14/5; 14/5; 14/5; 27/10; ; 11/5; ; 
Sunderland; 7/2; 19/5; ; ; 7/2; 15/4; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; 7/2; 17/5; ; ; 17/5; 7/2; 19/5; 7/2; 38/11; ; 11/4; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-19 02:21:33 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 7/10; ; ; 13/18; 8/11; 8/11; 4/6; 3/4; ; 3/4; 3/4; ; ; ; 8/11; 13/18; 14/19; ; ; 3/4; 8/11; 8/11; 3/4; 14/19; ; 8/13; ; 
Draw; 11/4; 14/5; ; ; 11/4; 14/5; 14/5; 11/4; 11/4; ; 11/4; 13/5; ; ; ; 14/5; 11/4; 27/10; ; ; 27/10; 14/5; 14/5; 14/5; 27/10; ; 12/5; ; 
Sunderland; 7/2; 19/5; ; ; 7/2; 15/4; 7/2; 7/2; 7/2; ; 7/2; 15/4; ; ; ; 15/4; 7/2; 17/5; ; ; 17/5; 7/2; 19/5; 7/2; 38/11; ; 3; ; 
META; english/championship/sheffield-utd-v-sunderland; 2017-12-19 10:21:32 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
