META; english/championship/middlesbrough-v-barnsley; 2018-03-03 22:21:23 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 11/20
Draw; 57/20
Barnsley; 11/2
META; english/championship/middlesbrough-v-barnsley; 2018-03-04 02:20:57 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 6/11; 6/11; 11/20
Draw; 11/4; 14/5; 11/4; 57/20
Barnsley; 19/4; 21/4; 21/4; 11/2
META; english/championship/middlesbrough-v-barnsley; 2018-03-04 10:21:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 6/11; 6/11; 11/20
Draw; 11/4; 14/5; 11/4; 57/20
Barnsley; 19/4; 21/4; 21/4; 11/2
META; english/championship/middlesbrough-v-barnsley; 2018-03-04 14:21:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 5/9; 6/11; 4/7; 6/11; 4/7; 8/15
Draw; 3; 11/4; 3; 14/5; 5/2; 11/4; 11/4; 3
Barnsley; 5; 19/4; 5; 21/4; 11/2; 21/4; 21/4; 21/4
META; english/championship/middlesbrough-v-barnsley; 2018-03-04 18:21:27 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 4/7; 8/15; 8/15; 6/11; 11/20; 8/15; 5/9; 8/15
Draw; 3; 11/4; 3; 11/4; 14/5; 3; 5/2; 3; 37/13; 11/4; 3; 29/10; 14/5; ; 
Barnsley; 5; 19/4; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 49/10; 21/4; 11/2; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-04 22:21:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 11/20; 4/7; 8/15; 8/15; 6/11; 8/15; 8/15; 8/15; 8/15
Draw; 3; 11/4; 3; 11/4; 14/5; 3; 14/5; 5/2; 14/5; 29/10; 11/4; 3; 56/19; 14/5; ; 
Barnsley; 5; 19/4; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 11/2; 49/10; 21/4; 6; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-05 02:21:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 11/20; 4/7; 8/15; 8/15; 6/11; 8/15; 8/15; 8/15; 4/7
Draw; 3; 11/4; 3; 11/4; 14/5; 3; 14/5; 5/2; 14/5; 29/10; 11/4; 3; 56/19; 14/5; ; 
Barnsley; 5; 19/4; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 11/2; 49/10; 21/4; 11/2; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-05 10:21:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 4/7; 4/7; 8/15; 8/15; 1/2; 6/11; 8/15; 8/15; 8/15; 4/7
Draw; 3; 29/10; 3; 11/4; 14/5; 3; 11/4; 5/2; 14/5; 29/10; 31/10; 11/4; 31/10; 3; 56/19; 14/5; 
Barnsley; 5; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 11/2; 49/10; 21/4; 21/4; 11/2; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-05 14:21:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 11/20; 8/15; 4/7; 8/15; 8/15; 1/2; 6/11; 8/15; 8/15; 8/15; 4/7
Draw; 3; 29/10; 3; 11/4; 14/5; 3; 14/5; 3; 5/2; 14/5; 29/10; 31/10; 11/4; 3; 56/19; 14/5; ; 
Barnsley; 5; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 11/2; 11/2; 49/10; 21/4; 21/4; 6; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-05 18:21:38 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 5/9; 1/2; 6/11; 8/15; 4/7; 8/15; 4/7; 8/15; 8/15; 1/2; 6/11; 8/15; 8/15; 8/15; 4/7
Draw; 3; 29/10; 3; 11/4; 14/5; 3; 14/5; 3; 5/2; 14/5; 29/10; 31/10; 11/4; 3; 56/19; 14/5; ; 
Barnsley; 5; 11/2; 11/2; 5; 21/4; 11/2; 5; 11/2; 11/2; 11/2; 49/10; 21/4; 21/4; 6; 21/4; 94/19; 24/5; 
META; english/championship/middlesbrough-v-barnsley; 2018-03-05 22:21:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 8/15; 8/15; 4/7; 4/7; 8/15; 1/2; 6/11; 8/15; 4/7; 8/15; 6/10; 4/7; 8/15; 8/15; 6/11; 6/11; 4/7; 11/20; 5/9; 4/7
Draw; 3; 29/10; 27/10; 3; 29/10; 11/4; 14/5; 3; 14/5; 3; 11/4; 5/2; 14/5; 37/13; 11/4; 11/4; 29/10; 29/10; 29/10; 14/5
Barnsley; 5; 11/2; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 49/10; 21/4; 21/4; 21/4; 21/4; 94/19; 24/5
META; english/championship/middlesbrough-v-barnsley; 2018-03-06 02:21:35 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Middlesbrough; 4/7; 8/15; 4/7; 4/7; 5/9; 1/2; 6/11; 4/7; 4/7; 6/10; 8/15; 6/10; 4/7; 4/7; 8/15; 6/11; 6/11; 11/20; 4/7; 5/9; 8/15
Draw; 11/4; 29/10; 11/4; 3; 29/10; 11/4; 14/5; 27/10; 11/4; 11/4; 3; 11/4; 5/2; 11/4; 14/5; 11/4; 11/4; 3; 57/20; 37/13; 14/5
Barnsley; 5; 11/2; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 96/19; 21/4; 21/4; 11/2; 21/4; 51/10; 26/5
META; english/championship/middlesbrough-v-barnsley; 2018-03-06 10:21:29 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Sheffield Utd; 7/5; 6/5; 29/20; 29/20; 7/5; 7/5; 13/10; 13/10; 7/5; 29/20; 7/5; 6/5; 29/20; 6/4; 11/8; 7/5; 23/17; 13/10; 7/5; 29/20; 7/5; 13/10
