META; english/championship/barnsley-v-bolton; 2018-04-08 10:20:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 6/5; 4/7; 2/5
Draw; 11/5; 11/5; 9/5; 1/6
Bolton; 12/5; 13/5; 21/20; 1/10
META; english/championship/barnsley-v-bolton; 2018-04-08 14:21:38 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 1; 11/10; 6/5; 4/6; 4/7
Draw; 23/10; 11/5; 11/5; 23/10; 11/5; 9/5; 1/4
Bolton; 5/2; 12/5; 12/5; 12/5; 13/5; 13/10; 1/6
META; english/championship/barnsley-v-bolton; 2018-04-08 18:21:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 20/21; 10/11
Draw; 23/10; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 40/17; 23/10; 40/17; 9/5; 3/10
Bolton; 5/2; 12/5; 5/2; 12/5; 5/2; 13/5; 12/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/8; 2/9
META; english/championship/barnsley-v-bolton; 2018-04-08 22:21:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 20/21; 1
Draw; 23/10; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 40/17; 23/10; 40/17; 9/5; 4/11
Bolton; 5/2; 12/5; 5/2; 12/5; 5/2; 13/5; 12/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/8; 1/4
META; english/championship/barnsley-v-bolton; 2018-04-09 02:21:16 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 20/21; 21/20
Draw; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 40/17; 23/10; 40/17; 9/5; 9/4
Bolton; 5/2; 12/5; 5/2; 12/5; 5/2; 13/5; 12/5; 5/2; 5/2; 27/11; 27/10; 5/2; 7/4; 23/10
META; english/championship/barnsley-v-bolton; 2018-04-09 10:21:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 11/10; 10/11; 21/20
Draw; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 9/4; 40/17; 23/10; 40/17; 9/5; 9/4
Bolton; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 5/2; 19/10; 23/10
META; english/championship/barnsley-v-bolton; 2018-04-09 14:21:32 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 11/10; 1; 21/20
Draw; 23/10; 11/5; 9/4; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 40/17; 23/10; 40/17; 21/10; 9/4
Bolton; 5/2; 12/5; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 5/2; 23/10; 23/10
META; english/championship/barnsley-v-bolton; 2018-04-09 18:21:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 20/21; 21/20; 
Draw; 23/10; 11/5; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 40/17; 9/5; 9/4
Bolton; 5/2; 12/5; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 13/5; 28/11; 19/10; 23/10
META; english/championship/barnsley-v-bolton; 2018-04-09 22:21:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 12/5
Bolton; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 28/11; 11/5; 5/2
META; english/championship/barnsley-v-bolton; 2018-04-10 02:21:12 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 12/5
Bolton; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 28/11; 11/5; 5/2
META; english/championship/barnsley-v-bolton; 2018-04-10 10:21:17 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 12/5
Bolton; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 28/11; 11/5; 5/2
META; english/championship/barnsley-v-bolton; 2018-04-10 14:21:35 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 
Draw; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 12/5
Bolton; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 13/5; 28/11; 23/10; 5/2
META; english/championship/barnsley-v-bolton; 2018-04-10 18:21:34 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 29/25; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 10/9; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 23/10
Bolton; 5/2; 5/2; 12/5; 14/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 27/11; 13/5; 28/11; 23/10; 27/10
META; english/championship/barnsley-v-bolton; 2018-04-10 22:21:28 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 119/100; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 20/21; 23/20; 
Draw; 23/10; 12/5; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 23/10
Bolton; 5/2; 5/2; 12/5; 133/50; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 13/5; 28/11; 23/10; 13/5
META; english/championship/barnsley-v-bolton; 2018-04-11 02:20:37 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 119/100; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 1; 23/20; 
Draw; 23/10; 12/5; 9/4; 61/25; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 23/10
Bolton; 5/2; 5/2; 12/5; 133/50; 27/10; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 13/5; 28/11; 5/2; 13/5
META; english/championship/barnsley-v-bolton; 2018-04-11 10:20:45 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 11/10; 11/10; 21/20; 119/100; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 15/13; 21/20; 23/20; 
Draw; 23/10; 12/5; 9/4; 61/25; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 9/4; 40/17; 12/5; 12/5; 11/5; 23/10
Bolton; 5/2; 5/2; 12/5; 133/50; 27/10; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 28/11; 5/2; 27/11; 13/5; 28/11; 5/2; 13/5
META; english/championship/barnsley-v-bolton; 2018-04-11 14:20:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 1; 11/10; 21/20; 21/20; 27/25; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 1
Draw; 12/5; 12/5; 11/5; 9/4; 5/2; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 9/4; 12/5; 12/5; 12/5; 9/4; 40/17; 12/5; 12/5; 12/5
Bolton; 11/4; 5/2; 27/10; 12/5; 59/20; 27/10; 13/5; 13/5; 5/2; 11/4; 11/4; 13/5; 3; 11/4; 13/5; 11/4; 5/2; 27/11; 29/10; 11/4; 12/5
META; english/championship/barnsley-v-bolton; 2018-04-11 18:20:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 10/11; 10/11; 10/11; 19/20; 10/11; 9/10; 5/6; 9/10; 10/11; 9/10; 20/23; 19/20; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 10/11; 5/6; 9/10; 5/6; 20/21
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 23/10; 47/20; 13/5; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 12/5; 9/4; 23/10; 5/2
Bolton; 29/10; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 3; 56/19; 13/4; 3; 10/3; 16/5; 3; 16/5; 31/10; 29/10; 16/5; 13/4; 3; 14/5; 5/2; 3; 
META; english/championship/barnsley-v-bolton; 2018-04-11 22:20:42 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 10/11; 5/6; 9/10; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 10/11; 5/6; 9/10; 5/6; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 5/2
Bolton; 29/10; 16/5; 3; 69/20; 16/5; 3; 56/19; 16/5; 3; 10/3; 16/5; 3; 16/5; 31/10; 45/17; 29/10; 16/5; 13/4; 3; 14/5; 12/5; 10/3; 10/3; ; ; 
META; english/championship/barnsley-v-bolton; 2018-04-12 02:20:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
