META; english/championship/barnsley-v-bolton; 2018-04-08 10:20:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 9/10; 5/6; 9/10; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 23/10; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 23/10; 5/2; 12/5
Bolton; 29/10; 16/5; 3; 69/20; 16/5; 16/5; 3; 56/19; 16/5; 3; 16/5; 10/3; 16/5; 3; 16/5; 31/10; 45/17; 29/10; 16/5; 13/4; 3; 14/5; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-12 10:20:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 9/10; 5/6; 9/10; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 10/11; 5/6; 10/11; 5/6; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 23/10; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 12/5
Bolton; 29/10; 16/5; 3; 69/20; 16/5; 16/5; 3; 56/19; 16/5; 3; 16/5; 10/3; 16/5; 3; 16/5; 31/10; 45/17; 29/10; 16/5; 13/4; 10/3; 3; 12/5; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-12 14:20:47 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 9/10; 5/6; 9/10; 19/20; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 15/16; 9/10; 10/11; 10/11; 5/6; 10/11; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 23/10; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 9/4; 23/10; 5/2; 12/5
Bolton; 29/10; 3; 3; 69/20; 16/5; 16/5; 3; 56/19; 16/5; 3; 16/5; 10/3; 16/5; 3; 16/5; 31/10; 27/10; 29/10; 16/5; 13/4; 10/3; 3; 10/3; 10/3; ; 
META; english/championship/barnsley-v-bolton; 2018-04-12 18:20:45 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 17/20; 10/11; 10/11; 1; 10/11; 20/21; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 9/10; 19/20; 10/11; 19/20; 10/11; 13/14; 16/19; 20/21; 19/20; 19/20; 10/11; 20/21; 20/21; 1
Draw; 5/2; 12/5; 23/10; 12/5; 129/50; 5/2; 12/5; 12/5; 28/11; 23/10; 5/2; 12/5; 43/20; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 9/4; 23/10; 5/2; 12/5
Bolton; 29/10; 16/5; 16/5; 3; 63/20; 17/5; 29/10; 16/5; 57/17; 13/4; 3; 3; 10/3; 3; 58/19; 31/10; 16/5; 13/4; 10/3; 31/10; 14/5; 3; 3; ; ; ; 
META; english/championship/barnsley-v-bolton; 2018-04-12 22:20:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 10/11; 17/20; 10/11; 10/11; 47/50; 10/11; 9/10; 5/6; 13/15; 10/11; 9/10; 10/11; 103/100; 10/11; 19/20; 10/11; 10/11; 10/11; 13/14; 16/19; 20/21; 10/11; 5/6; 10/11; 20/21; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 66/25; 5/2; 5/2; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 5/2; 28/11; 5/2; 23/10; 12/5; 13/5; 12/5
Bolton; 29/10; 16/5; 13/4; 3; 67/20; 17/5; 3; 16/5; 57/17; 10/3; 16/5; 3; 10/3; 3; 41/13; 31/10; 16/5; 13/4; 17/5; 16/5; 3; 10/3; 10/3; 10/3; ; ; 
META; english/championship/barnsley-v-bolton; 2018-04-13 02:20:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 9/10; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 10/11; 19/20; 10/11; 10/11; 10/11; 13/14; 16/19; 20/21; 10/11; 5/6; 10/11; 5/6; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 12/5; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 13/5; 12/5; 27/11; 23/10; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 21/10; 13/5; 12/5
Bolton; 7/2; 16/5; 13/4; 3; 17/5; 17/5; 16/5; 16/5; 57/17; 10/3; 10/3; 3; 10/3; 16/5; 16/5; 16/5; 31/10; 16/5; 13/4; 17/5; 13/4; 3; 14/5; 10/3; 10/3; ; 
META; english/championship/barnsley-v-bolton; 2018-04-13 10:20:17 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 9/10; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 10/11; 19/20; 10/11; 10/11; 10/11; 13/14; 16/19; 20/21; 10/11; 10/11; 10/11; 5/6; 5/6; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 5/2; 5/2; 27/11; 23/10; 12/5; 5/2; 5/2; 5/2; 5/2; 23/10; 23/10; 13/5; 12/5
Bolton; 7/2; 16/5; 13/4; 3; 17/5; 17/5; 16/5; 16/5; 57/17; 10/3; 10/3; 3; 10/3; 16/5; 16/5; 16/5; 31/10; 16/5; 13/4; 17/5; 16/5; 10/3; 3; 14/5; 3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-13 14:20:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 10/11; 10/11; 19/20; 47/50; 10/11; 9/10; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 19/20; 19/20; 19/20; 19/20; 10/11; 13/14; 16/19; 20/21; 19/20; 10/11; 10/11; 20/21; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 21/10; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 5/2; 12/5; 27/11; 23/10; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 13/5; 5/2
Bolton; 7/2; 16/5; 16/5; 10/3; 17/5; 17/5; 16/5; 16/5; 57/17; 13/4; 10/3; 3; 16/5; 16/5; 16/5; 31/10; 31/10; 16/5; 13/4; 17/5; 31/10; 10/3; 3; 10/3; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-13 18:20:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 10/11; 20/23; 19/20; 47/50; 10/11; 10/11; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 19/20; 19/20; 19/20; 19/20; 10/11; 9/10; 16/19; 37/40; 19/20; 10/11; 10/11; 20/21; 10/11; 20/21
Draw; 5/2; 12/5; 23/10; 21/10; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 5/2; 12/5; 12/5; 23/10; 23/10; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 13/5; 5/2
Bolton; 7/2; 16/5; 10/3; 10/3; 17/5; 17/5; 16/5; 16/5; 57/17; 10/3; 10/3; 3; 16/5; 16/5; 16/5; 58/19; 31/10; 7/2; 13/4; 7/2; 31/10; 10/3; 3; 10/3; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-13 22:20:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 10/11; 20/23; 19/20; 47/50; 10/11; 10/11; 5/6; 13/15; 10/11; 10/11; 10/11; 103/100; 19/20; 19/20; 19/20; 10/11; 10/11; 9/10; 16/19; 37/40; 10/11; 10/11; 10/11; 20/21; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 21/10; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 43/20; 47/20; 5/2; 12/5; 27/11; 23/10; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2
Bolton; 17/5; 16/5; 10/3; 10/3; 17/5; 17/5; 16/5; 16/5; 57/17; 10/3; 10/3; 3; 16/5; 16/5; 16/5; 41/13; 31/10; 7/2; 13/4; 7/2; 16/5; 10/3; 3; 10/3; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-14 02:20:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 17/20; 10/11; 19/20; 47/50; 10/11; 10/11; 5/6; 13/15; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 21/10; 13/5; 5/2; 12/5; 12/5; 28/11; 23/10; 12/5; 12/5; 5/2; 47/20; 5/2; 12/5; 27/11; 23/10; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2
Bolton; 17/5; 10/3; 13/4; 10/3; 17/5; 17/5; 16/5; 16/5; 57/17; 10/3; 10/3; 3; 16/5; 16/5; 10/3; 41/13; 31/10; 13/4; 13/4; 7/2; 16/5; 10/3; 3; 10/3; 10/3; 10/3; 
META; english/championship/barnsley-v-bolton; 2018-04-14 10:20:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 19/20; 17/20; 10/11; 19/20; 47/50; 10/11; 10/11; 5/6; 13/15; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 13/14; 16/19; 20/21; 10/11; 10/11; 9/10; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 12/5; 21/10; 53/20; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 12/5; 5/2; 47/20; 5/2; 12/5; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5
Bolton; 17/5; 10/3; 10/3; 10/3; 10/3; 17/5; 16/5; 16/5; 57/17; 17/5; 10/3; 3; 16/5; 16/5; 10/3; 31/10; 31/10; 41/13; 13/4; 17/5; 41/13; 3; 10/3; 10/3; 10/3; ; 
META; english/championship/barnsley-v-bolton; 2018-04-14 14:21:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Barnsley; 9/10; 17/20; 20/23; 17/20; 87/100; 20/23; 20/23; 5/6; 13/15; 17/20; 10/11; 5/6; 17/20; 5/6; 10/11; 17/20; 5/6; 5/6; 11/13; 16/19; 20/23; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 28/11; 5/2; 12/5; 12/5; 5/2; 49/20; 5/2; 5/2; 28/11; 5/2; 28/11; 5/2; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5; 13/5
Bolton; 7/2; 7/2; 18/5; 10/3; 15/4; 7/2; 7/2; 10/3; 57/17; 15/4; 10/3; 7/2; 10/3; 18/5; 7/2; 7/2; 38/11; 18/5; 17/5; 13/4; 15/4; 38/11; 15/4; 7/2; 7/2; 7/2; 7/2
META; english/championship/barnsley-v-bolton; 2018-04-14 18:20:40 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Barnsley; 1/4; 1/4; 2/7; 1/4; 3/10; 2/9; 2/7; 1/5; 3/11; 2/7; 1/4; 2/7; 3/10; 1/4; 1/4; 2/7; 2/9; 1/4; 1/4; 5/18; 1/4; 2/7; 2/7; 1/4; 1/4
Draw; 15/4; 7/2; 7/2; 4; 41/10; 4; 15/4; 7/2; 7/2; 4; 7/2; 7/2; 18/5; 7/2; 4; 37/10; 15/4; 19/5; 19/5; 15/4; 15/4; 7/2; 4; 7/2; 7/2
Bolton; 16; 14; 14; 16; 23/2; 19; 16; 14; 13; 18; 16; 12; 13; 12; 16; 53/4; 35/2; 25/2; 16; 27/2; 14; 78/5; 17; 93/5; 93/5
