META; english/championship/barnsley-v-fulham; 2018-01-20 22:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; ; 1; ; ; 1; ; 20/21; 10/11; 19/20; ; ; ; ; ; ; 19/20; ; 10/11; ; ; 19/20; ; 20/21; 10/11; 19/20; 4/6; ; 
Draw; ; 12/5; ; ; 127/ 50; ; 12/5; 5/2; 5/2; ; ; ; ; ; ; 5/2; ; 12/5; ; ; 27/11; ; 12/5; 5/2; 27/11; 21/10; ; 
Barnsley; ; 11/4; ; ; 16/5; ; 29/10; 3; 37/13; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 3; 3; 37/13; 17/10; ; 
META; english/championship/barnsley-v-fulham; 2018-01-21 02:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; ; 1; ; ; 1; ; 20/21; 10/11; 19/20; ; ; 20/21; ; ; ; 19/20; ; 10/11; ; ; 19/20; ; 20/21; 19/20; 19/20; 4/7; ; 
Draw; ; 12/5; ; ; 127/ 50; ; 5/2; 13/5; 5/2; ; ; 12/5; ; ; ; 5/2; ; 27/11; ; ; 27/11; ; 13/5; 5/2; 27/11; 9/4; ; 
Barnsley; ; 11/4; ; ; 16/5; ; 14/5; 11/4; 37/13; ; ; 14/5; ; ; ; 14/5; ; 11/4; ; ; 14/5; ; 29/10; 29/10; 14/5; 2; ; 
META; english/championship/barnsley-v-fulham; 2018-01-21 10:20:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 1; ; ; 1; ; 1; 1; 19/20; ; 19/20; 1; ; ; ; 1; 21/20; 1; 21/20; ; 19/20; ; 21/20; 1; 1; 4/5; ; 
Draw; 12/5; 12/5; ; ; 127/ 50; ; 12/5; 13/5; 5/2; ; 5/2; 12/5; ; ; ; 5/2; 23/10; 12/5; 23/10; ; 27/11; ; 5/2; 13/5; 27/11; 9/4; ; 
Barnsley; 11/4; 11/4; ; ; 16/5; ; 13/5; 13/5; 37/13; ; 11/4; 11/4; ; ; ; 14/5; 13/5; 13/5; 13/5; ; 14/5; ; 13/5; 51/20; 13/5; 9/4; ; 
META; english/championship/barnsley-v-fulham; 2018-01-21 14:21:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 19/20; 1; 21/20; ; 51/50; 1; 1; 1; 1; 1; 10/11; 21/20; ; ; 21/20; 1; 1; 1; 1; 68/67; 1; ; 21/20; 1; 1; 21/20; 1; 
Draw; 12/5; 13/5; 5/2; ; 69/25; 27/10; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; ; ; 13/5; 13/5; 23/10; 12/5; 23/10; 5/2; 40/17; ; 13/5; 13/5; 12/5; 23/10; 12/5; 
Barnsley; 14/5; 13/5; 12/5; ; 57/20; 27/10; 13/5; 13/5; 11/4; 12/5; 5/2; 5/2; ; ; 5/2; 13/5; 11/4; 28/11; 11/4; 28/13; 27/10; ; 5/2; 51/20; 28/11; 13/5; 13/5; 
META; english/championship/barnsley-v-fulham; 2018-01-21 18:20:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 19/20; 1; 21/20; ; 21/20; 1; 21/20; 1; 1; 1; 10/11; 21/20; 21/20; 21/20; 21/20; 1; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; 20/21; 20/21; 
Draw; 12/5; 13/5; 5/2; ; 131/ 50; 27/10; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 23/10; 27/11; 23/10; 5/2; 40/17; 13/5; 13/5; 13/5; 27/11; 11/5; 11/5; 
Barnsley; 14/5; 13/5; 12/5; ; 29/10; 27/10; 13/5; 13/5; 11/4; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; 11/4; 13/5; 11/4; 28/13; 27/10; 5/2; 5/2; 51/20; 13/5; 1/4; 11/5; 
META; english/championship/barnsley-v-fulham; 2018-01-21 22:20:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 19/20; 1; 21/20; ; 53/50; 1; 21/20; 1; 1; 21/20; 10/11; 21/20; 21/20; 21/20; 21/20; 1; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; 20/21; 20/21; 
Draw; 12/5; 13/5; 5/2; ; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 23/10; 27/11; 23/10; 5/2; 40/17; 13/5; 13/5; 13/5; 27/11; 11/5; 11/5; 
Barnsley; 14/5; 13/5; 12/5; ; 72/25; 27/10; 13/5; 13/5; 37/13; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 13/5; 11/4; 13/5; 11/4; 28/13; 11/4; 5/2; 5/2; 51/20; 13/5; 19/10; 21/10; 
META; english/championship/barnsley-v-fulham; 2018-01-22 02:20:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 19/20; 21/20; 21/20; ; 53/50; 1; 21/20; 1; 1; 21/20; 10/11; 21/20; 11/10; 21/20; 21/20; 1; 1; 1; 1; 68/67; 1; 21/20; 21/20; 1; 21/20; 1; 20/21; 
Draw; 12/5; 13/5; 5/2; ; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 23/10; 27/11; 23/10; 5/2; 40/17; 13/5; 13/5; 13/5; 27/11; 11/5; 11/5; 
Barnsley; 14/5; 12/5; 12/5; ; 72/25; 27/10; 13/5; 13/5; 37/13; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 13/5; 11/4; 13/5; 11/4; 28/13; 11/4; 5/2; 5/2; 51/20; 13/5; 19/10; 21/10; 
META; english/championship/barnsley-v-fulham; 2018-01-22 10:20:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 21/20; 19/20; 68/67; 1; 21/20; 21/20; 1; 21/20; 1; 20/21; 
Draw; 5/2; 13/5; 5/2; 13/5; 67/25; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 27/11; 13/5; 5/2; 40/17; 13/5; 13/5; 13/5; 5/2; 5/2; 11/5; 
Barnsley; 12/5; 12/5; 12/5; 12/5; 69/25; 27/10; 5/2; 13/5; 37/13; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 13/5; 27/11; 13/5; 28/13; 11/4; 5/2; 5/2; 51/20; 5/2; 21/10; 21/10; 
META; english/championship/barnsley-v-fulham; 2018-01-22 14:20:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 1; 21/20; 1; 1; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 1; 19/20; 68/67; 1; 21/20; 21/20; 1; 1; 1; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 27/10; 13/5; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 40/17; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 14/5
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 27/10; 5/2; 13/5; 37/13; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 13/5; 5/2; 13/5; 28/13; 11/4; 5/2; 5/2; 51/20; 5/2; 13/5; 21/10; 13/5
META; english/championship/barnsley-v-fulham; 2018-01-22 18:20:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 113/ 100; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 19/20; 21/20; 19/20; 24/23; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 20/21; 10/9
Barnsley; 12/5; 12/5; 12/5; 12/5; 62/25; 5/2; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; 49/20; 5/2; 12/5; 13/5; 40/17; 13/5; 39/19; 40/17; 12/5; 12/5; 12/5; 40/17; 13/5; 21/10; 12/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 27/10; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 28/11; 13/5; 5/2; 27/11; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-22 22:20:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 42/41; 11/10; 21/20; 21/20; 1; 21/20; 1; 20/21; 1
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 12/5; 27/11; 12/5; 21/10; 40/17; 5/2; 5/2; 51/20; 27/11; 13/5; 21/10; 13/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 27/10; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-23 02:20:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 42/41; 11/10; 21/20; 21/20; 1; 21/20; 1; 20/21; 1
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 12/5; 27/11; 12/5; 21/10; 40/17; 5/2; 5/2; 51/20; 27/11; 12/5; 21/10; 13/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 27/10; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-23 10:20:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 42/41; 11/10; 21/20; 21/20; 1; 21/20; 1; 20/21; 1
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 12/5; 27/11; 12/5; 21/10; 40/17; 5/2; 5/2; 51/20; 27/11; 12/5; 21/10; 13/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 27/10; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-23 14:20:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 1; 21/20; 9/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 42/41; 11/10; 21/20; 21/20; 1; 21/20; 1; 20/21; 21/20
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 13/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 11/4; 49/20; 5/2; 12/5; 12/5; 27/11; 12/5; 21/10; 40/17; 5/2; 5/2; 51/20; 27/11; 13/5; 21/10; 13/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 13/5; 5/2; 11/5; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-23 18:20:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 21/20; 21/20; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 9/10; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 42/41; 11/10; 21/20; 21/20; 1; 21/20; 1; 20/21; 21/20
Barnsley; 12/5; 12/5; 12/5; 12/5; 53/20; 13/5; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 11/4; 49/20; 5/2; 12/5; 12/5; 5/2; 12/5; 21/10; 40/17; 5/2; 5/2; 51/20; 5/2; 12/5; 12/5; 13/5
Draw; 5/2; 13/5; 5/2; 13/5; 14/5; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 45/17; 5/2; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-23 22:20:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 21/20; 19/20; 21/20; 1; 1; 1; 10/11; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 21/20; 1; 21/20; 28/29; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 12/5; 11/4; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 5/2; 5/2; 14/5
Barnsley; 12/5; 12/5; 13/5; 12/5; 57/20; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 5/2; 12/5; 45/17; 12/5; 11/5; 45/17; 11/4; 27/10; 53/20; 45/17; ; 13/5; 13/5; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-24 02:20:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 19/20; 19/20; 21/20; 1; 1; 1; 10/11; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 28/29; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 12/5; 11/4; 13/5; 13/5; 5/2; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 5/2; 5/2; 14/5
Barnsley; 12/5; 11/4; 13/5; 12/5; 57/20; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 11/5; 45/17; 11/4; 27/10; 53/20; 45/17; ; 27/10; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-24 10:20:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 1; 1; 1; 1; ; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 28/29; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 12/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 13/5; 13/5; 14/5
Barnsley; 13/5; 11/4; 13/5; 5/2; 57/20; 27/10; 13/5; ; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 11/5; 45/17; 11/4; 27/10; 53/20; 27/10; ; 27/10; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-24 14:20:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 1; 1; 1; 1; ; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 5/2; 12/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 13/5; 13/5; 14/5
Barnsley; 13/5; 11/4; 13/5; 5/2; 57/20; 27/10; 13/5; ; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 27/10; ; 27/10; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-24 18:20:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 1; 1; 1; 1; ; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 5/2; 12/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 13/5; 13/5; 14/5
Barnsley; 13/5; 11/4; 13/5; 5/2; 57/20; 27/10; 13/5; ; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 27/10; ; 27/10; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-24 22:20:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 19/20; 1; 1; 20/21; ; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 12/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 13/5; 13/5; 14/5
Barnsley; 13/5; 11/4; 13/5; 13/5; 57/20; 27/10; 13/5; ; 27/10; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 27/10; ; 13/5; 13/5; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-25 02:20:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 1; 19/20; 51/50; 1; 1; ; 19/20; 1; 1; 1; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 10/11; 21/20
Barnsley; 13/5; 11/4; 13/5; 13/5; 139/ 50; 27/10; 13/5; ; 27/10; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 45/17; ; 13/5; 23/10; 11/4
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 45/17; ; 5/2; 9/4; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-25 10:20:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 1; 19/20; 51/50; 1; 1; ; 19/20; 1; 1; 20/21; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 10/11; 21/20
Barnsley; 13/5; 11/4; 13/5; 13/5; 139/ 50; 27/10; 13/5; ; 27/10; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 45/17; ; 13/5; 23/10; 11/4
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 45/17; ; 13/5; 9/4; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-25 14:20:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 1; 19/20; 51/50; 1; 1; ; 19/20; 1; 1; 20/21; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 21/20
Barnsley; 13/5; 11/4; 13/5; 13/5; 139/ 50; 27/10; 13/5; ; 27/10; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/13; 45/17; 11/4; 27/10; 53/20; 45/17; ; 13/5; 13/5; 11/4
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 45/17; ; 13/5; 5/2; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-25 18:20:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 1; 19/20; 51/50; 1; 1; ; 19/20; 1; 1; 20/21; 9/10; 1; 1; 1; 19/20; 1; 19/20; 1; 19/20; 1; 21/20; 19/20; 1; ; 20/21; 20/21; 21/20
Barnsley; 13/5; 11/4; 13/5; 13/5; 139/ 50; 27/10; 13/5; ; 27/10; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/13; 45/17; 11/4; 14/5; 53/20; 45/17; ; 27/10; 27/10; 11/4
Draw; 5/2; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 45/17; ; 13/5; 13/5; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-25 22:20:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 10/11; 19/20; 19/20; 19/20; 101/ 100; 1; 1; ; 19/20; 1; 19/20; 20/21; 9/10; 1; 1; 19/20; 19/20; 19/20; 19/20; 22/23; 19/20; 1; 1; 19/20; 1; ; 20/21; 20/21; 1
Barnsley; 14/5; 11/4; 13/5; 13/5; 14/5; 27/10; 13/5; ; 27/10; 27/10; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 45/17; 13/5; 11/5; 45/17; 11/4; 14/5; 53/20; 27/10; ; 11/4; 27/10; 11/4
Draw; 13/5; 13/5; 5/2; 13/5; 71/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 13/5; 53/20; 27/10; ; 5/2; 13/5; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-26 02:20:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 19/20; ; 1; 1; ; 19/20; 1; 19/20; 20/21; 9/10; 1; 1; 19/20; 19/20; 19/20; 19/20; 22/23; 19/20; 1; 1; 1; 1; ; 20/21; 20/21; 1
Draw; 27/10; 13/5; 13/5; 13/5; ; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 28/11; 13/5; 13/5; 27/10; 53/20; 27/10; ; 27/10; 13/5; 14/5
Barnsley; 29/10; 11/4; 13/5; 13/5; ; 27/10; 13/5; ; 27/10; 13/5; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 45/17; 13/5; 11/5; 45/17; 11/4; 14/5; 11/4; 27/10; ; 11/4; 11/4; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-26 10:20:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 1; 19/20; 19/20; 19/20; 101/ 100; 1; 1; ; 19/20; 19/20; 19/20; 20/21; 9/10; 1; 1; 19/20; 19/20; 19/20; 19/20; 22/23; 19/20; 1; 1; 1; 1; ; 20/21; 20/21; 1
Draw; 27/10; 13/5; 13/5; 13/5; 57/20; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 13/5; 13/5; 27/10; 53/20; 27/10; ; 13/5; 13/5; 14/5
Barnsley; 29/10; 11/4; 13/5; 13/5; 14/5; 27/10; 13/5; ; 27/10; 27/10; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 14/5; 11/4; 27/10; ; 11/4; 11/4; 11/4
META; english/championship/barnsley-v-fulham; 2018-01-26 14:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 19/20; 21/20; 19/20; 27/25; 1; 1; ; 19/20; 21/20; 19/20; 1; 9/10; 21/20; 1; 1; 19/20; 1; 19/20; 30/29; 19/20; 1; 11/10; 1; 1; ; 1; 1; 21/20
Barnsley; 11/4; 13/5; 12/5; 11/4; 13/5; 11/4; 13/5; ; 27/10; 5/2; 5/2; 13/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/11; 45/17; 13/5; 13/5; 53/20; 28/11; ; 13/5; 27/10; 13/5
Draw; 11/4; 11/4; 13/5; 13/5; 141/ 50; 14/5; 13/5; ; 45/17; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 13/5; 11/4; 11/4; 53/20; 27/10; ; 13/5; 27/10; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-26 18:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Fulham; 21/20; 1; 21/20; 19/20; 27/25; 1; 1; ; 1; 21/20; 19/20; 1; 9/10; 21/20; 1; 1; 19/20; 21/20; 19/20; 21/20; 39/40; 1; 11/10; 1; 21/20; ; 1; 1; 21/20
Barnsley; 11/4; 5/2; 12/5; 11/4; 13/5; 11/4; 13/5; ; 28/11; 5/2; 5/2; 13/5; 11/4; 5/2; 13/5; 5/2; 13/5; ; 13/5; 12/5; 5/2; 13/5; 5/2; 53/20; 5/2; ; 13/5; 13/5; 5/2
Draw; 11/4; 13/5; 13/5; 13/5; 141/ 50; 14/5; 13/5; ; 27/10; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 13/5; 13/5; ; 13/5; 27/10; 45/17; 11/4; 11/4; 53/20; ; ; 13/5; 27/10; 14/5
META; english/championship/barnsley-v-fulham; 2018-01-26 22:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
