META; english/championship/sunderland-v-burton; 2018-04-15 02:20:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 20/23; 9/10; 4/5; 9/10; 17/20; 10/11; 10/11; 9/10; 20/23; 4/5
Draw; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 5/2; 23/10
Burton; 29/10; 16/5; 3; 3; 16/5; 16/5; 16/5; 56/19; 10/3; 14/5; 
META; english/championship/sunderland-v-burton; 2018-04-15 10:20:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 10/11; 17/20; 10/11; 20/23; 10/11; 4/5; 9/10; 10/11; 17/20; 10/11; 10/11; 19/20; 9/10; 9/10; 19/20; 4/5; 9/10
Draw; 12/5; 12/5; 12/5; 13/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 27/11; 5/2; 27/11; 23/10; 12/5
Burton; 3; 29/10; 3; 16/5; 3; 3; 16/5; 16/5; 16/5; 56/19; 56/19; 16/5; 3; 14/5; 14/5; ; 
META; english/championship/sunderland-v-burton; 2018-04-15 14:20:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 10/11; 17/20; 10/11; 10/11; 20/23; 20/21; 4/5; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 19/20; 11/12; 9/10; 37/40; 19/20; 4/5; 9/10
Draw; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 5/2; 12/5; 12/5; 23/10; 13/5; 5/2; 12/5; 5/2; 27/11; 5/2; 12/5; 23/10; 5/2
Burton; 3; 29/10; 3; 16/5; 3; 3; 29/10; 16/5; 16/5; 3; 16/5; 3; 45/17; 56/19; 31/10; 3; 14/5; 14/5; ; 
META; english/championship/sunderland-v-burton; 2018-04-15 18:20:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 17/20; 10/11; 10/11; 10/11; 10/11; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 10/11; 5/6; 20/21
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 27/11; 5/2; 5/2; 23/10; 13/5
Burton; 16/5; 29/10; 29/10; 3; 16/5; 3; 3; 29/10; 3; 14/5; 3; 56/19; 45/17; 56/19; 31/10; 3; 14/5; 3; ; 
META; english/championship/sunderland-v-burton; 2018-04-15 22:20:26 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 10/11; 10/11; 10/11; 24/25; 10/11; 10/11; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 10/11; 19/20; 11/12; 9/10; 37/40; 19/20; 5/6; 20/21
Draw; 12/5; 5/2; 12/5; 5/2; 68/25; 12/5; 5/2; 23/10; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 27/11; 5/2; 27/11; 5/2; 5/2; 12/5; 13/5
Burton; 16/5; 3; 29/10; 3; 69/20; 16/5; 3; 3; 29/10; 3; 14/5; 14/5; 3; 29/10; 45/17; 56/19; 31/10; 29/10; 14/5; 3; 
META; english/championship/sunderland-v-burton; 2018-04-16 02:20:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 10/11; 19/20; 10/11; 101/100; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; 11/12; 9/10; 19/20; 19/20; 5/6; 20/21; 1
Draw; 12/5; 5/2; 12/5; 5/2; 133/50; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 27/11; 5/2; 5/2; 12/5; 13/5; 13/5
Burton; 16/5; 3; 29/10; 3; 16/5; 29/10; 3; 14/5; 3; 14/5; 14/5; 3; 37/13; 45/17; 56/19; 3; 29/10; 14/5; 14/5; 14/5; ; 
META; english/championship/sunderland-v-burton; 2018-04-16 10:20:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 19/20; 10/11; 51/50; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; 10/11; 11/12; 9/10; 19/20; 19/20; 5/6; 20/21; 1
Draw; 5/2; 5/2; 12/5; 5/2; 67/25; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 27/11; 5/2; 5/2; 12/5; 13/5; 13/5
Burton; 14/5; 3; 29/10; 3; 59/20; 16/5; 14/5; 3; 14/5; 3; 14/5; 14/5; 14/5; 14/5; 3; 45/17; 56/19; 3; 37/13; 14/5; 14/5; 14/5; 
META; english/championship/sunderland-v-burton; 2018-04-16 14:20:46 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; 10/11; 10/11; 11/12; 9/10; 19/20; 10/11; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 12/5; 5/2; 11/4; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 49/20; 13/5; 5/2; 5/2; 12/5; 5/2; 27/11; 5/2; 28/11; 12/5; 27/10; 13/5
Burton; 14/5; 3; 29/10; 3; 16/5; 16/5; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 56/19; 3; 45/17; 56/19; 3; 14/5; 3; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-16 18:21:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; 10/11; 10/11; 11/12; 9/10; 19/20; 19/20; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 12/5; 5/2; 11/4; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 49/20; 13/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 28/11; 13/5; 12/5; 27/10; 13/5
Burton; 14/5; 3; 29/10; 3; 16/5; 16/5; 3; 3; 29/10; 3; 14/5; 3; 14/5; 14/5; 3; 45/17; 56/19; 3; 3; 14/5; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-16 22:20:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 19/20; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 19/20; 5/6; 5/6; 4/5; 10/11; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 13/5; 13/5; 12/5; 2; 27/10; 13/5; 
Burton; 14/5; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 3; 14/5; 3; 3; 45/17; 56/19; 31/10; 58/19; 3; 14/5; 5/2; 3; ; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-17 02:20:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 19/20; 10/11; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 19/20; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 13/5; 13/5; 12/5; 27/10; 13/5; 
Burton; 14/5; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 3; 11/4; 3; 3; 45/17; 56/19; 31/10; 58/19; 3; 14/5; 3; ; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-17 10:20:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 19/20; 5/6; 5/6; 5/6; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 
Burton; 14/5; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 3; 11/4; 3; 3; 45/17; 56/19; 31/10; 58/19; 3; 14/5; 1/5; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-17 14:21:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 47/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 19/20; 5/6; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 13/5; 13/5; 12/5; 5/2; 27/10; 13/5; 
Burton; 14/5; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 31/10; 11/4; 3; 3; 45/17; 56/19; 31/10; 58/19; 3; 14/5; 14/5; 3; ; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-17 18:21:03 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 9/10; 37/40; 10/11; 5/6; 5/6; 4/5; 9/10; 9/10
Draw; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 27/11; 5/2; 28/11; 13/5; 12/5; 2; 27/10; 13/5; 
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 3; 3; 14/5; 31/10; 14/5; 3; 58/19; 3; 45/17; 56/19; 31/10; 58/19; 3; 14/5; 5/2; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-17 22:21:10 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 20/21; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 5/6; 5/6; 4/5; 9/10; 9/10
Draw; 5/2; 5/2; 12/5; 5/2; 11/4; 12/5; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 2; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 13/4; 3; 14/5; 31/10; 14/5; 3; 58/19; 3; 45/17; 31/10; 31/10; 31/10; 3; 14/5; 5/2; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-18 02:20:48 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 5/6; 5/6; 5/6; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 23/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 13/4; 3; 3; 31/10; 14/5; 3; 58/19; 3; 45/17; 31/10; 31/10; 31/10; 3; 14/5; 27/10; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-18 10:20:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 5/6; 5/6; 1/12; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 21/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 13/4; 3; 3; 31/10; 14/5; 3; 58/19; 3; 45/17; 31/10; 31/10; 31/10; 3; 14/5; 2/11; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-18 14:21:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 19/20; 10/11; 11/12; 16/19; 37/40; 19/20; 5/6; 5/6; 4/5; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 27/10; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 13/5; 12/5; 21/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 13/4; 3; 3; 14/5; 31/10; 14/5; 3; 56/19; 3; 45/17; 31/10; 31/10; 3; 14/5; 5/2; 3; ; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-18 18:21:09 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 19/20; 10/11; 11/12; 16/19; 37/40; 19/20; 5/6; 5/6; 4/5; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 27/10; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 13/5; 12/5; 21/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 16/5; 3; 13/4; 3; 3; 14/5; 31/10; 14/5; 3; 56/19; 3; 45/17; 31/10; 31/10; 3; 14/5; 5/2; 3; ; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-18 22:20:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 5/6; 5/6; 5/6; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 27/10; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 21/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 10/3; 3; 13/4; 3; 3; 14/5; 31/10; 14/5; 3; 58/19; 3; 45/17; 31/10; 31/10; 31/10; 3; 14/5; 5/2; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-19 02:20:25 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 10/11; 9/10; 19/20; 10/11; 10/11; 10/11; 10/11; 11/12; 16/19; 37/40; 10/11; 5/6; 5/6; 5/6; 9/10; 10/11
Draw; 5/2; 5/2; 12/5; 5/2; 11/4; 5/2; 5/2; 23/10; 45/17; 5/2; 5/2; 5/2; 27/10; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 23/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 10/3; 3; 13/4; 3; 3; 14/5; 3; 14/5; 3; 58/19; 3; 45/17; 31/10; 31/10; 31/10; 3; 11/4; 13/5; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-19 10:20:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 20/23; 9/10; 19/20; 10/11; 10/11; 10/11; 10/11; 13/14; 16/19; 10/11; 10/11; 5/6; 5/6; 5/6; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 5/2; 23/10; 45/17; 5/2; 5/2; 12/5; 27/10; 5/2; 12/5; 5/2; 28/11; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 23/10; 27/10; 13/5
Burton; 14/5; 3; 3; 33/10; 10/3; 3; 13/4; 3; 16/5; 14/5; 3; 14/5; 3; 58/19; 3; 56/19; 31/10; 3; 31/10; 3; 11/4; 13/5; 3; ; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-19 14:20:31 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 19/20; 10/11; 10/11; 10/11; 23/25; 10/11; 9/10; 5/6; 11/13; 10/11; 9/10; 20/23; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 13/14; 16/19; 37/40; 10/11; 5/6; 5/6; 9/10; 9/10; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 5/2; 23/10; 45/17; 5/2; 5/2; 12/5; 27/10; 5/2; 12/5; 5/2; 28/11; 12/5; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 23/10; 27/10; 
Burton; 14/5; 3; 3; 33/10; 10/3; 3; 13/4; 3; 16/5; 14/5; 31/10; 14/5; 3; 58/19; 3; 56/19; 31/10; 31/10; 31/10; 3; 11/4; 13/5; 3; 27/10; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-19 18:20:28 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 4/5; 10/11; 17/20; 10/11; 22/25; 10/11; 17/20; 5/6; 11/13; 17/20; 17/20; 5/6; 9/10; 9/10; 10/11; 17/20; 13/15; 13/15; 13/15; 9/11; 10/11; 13/15; 5/6; 4/5; 4/5; 5/6; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 14/5; 5/2; 13/5; 23/10; 27/10; 5/2; 5/2; 13/5; 27/10; 5/2; 12/5; 13/5; 13/5; 5/2; 45/17; 13/5; 13/5; 45/17; 13/5; 5/2; 5/2; 11/4; 27/10
Burton; 10/3; 3; 16/5; 3; 69/20; 10/3; 16/5; 3; 57/17; 13/4; 16/5; 3; 14/5; 16/5; 14/5; 16/5; 33/10; 3; 41/13; 16/5; 17/5; 33/10; 3; 3; 10/3; 10/3; 
META; english/championship/sunderland-v-burton; 2018-04-19 22:20:29 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 4/5; 10/11; 4/5; 10/11; 17/20; 10/11; 5/6; 5/6; 11/13; 5/6; 5/6; 5/6; 9/10; 5/6; 10/11; 17/20; 13/15; 7/9; 16/19; 9/11; 20/23; 13/15; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 14/5; 5/2; 13/5; 23/10; 27/10; 13/5; 5/2; 12/5; 27/10; 13/5; 12/5; 5/2; 28/11; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 12/5; 5/2; 11/4; 27/10
Burton; 10/3; 3; 10/3; 3; 18/5; 10/3; 10/3; 3; 57/17; 17/5; 10/3; 7/2; 14/5; 7/2; 14/5; 10/3; 33/10; 17/5; 33/10; 16/5; 18/5; 33/10; 10/3; 3; 7/2; 7/2; 
META; english/championship/sunderland-v-burton; 2018-04-20 02:20:03 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 17/20; 5/6; 10/11; 22/25; 10/11; 5/6; 5/6; 11/13; 17/20; 5/6; 5/6; 17/20; 17/20; 10/11; 17/20; 5/6; 7/9; 16/19; 9/11; 20/23; 5/6; 5/6; 5/6; 8/11; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; 23/10; 27/10; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5; 13/5; 45/17; 13/5; 11/4; 45/17; 13/5; 12/5; 23/10; 11/4; 11/4
Burton; 7/2; 16/5; 13/4; 3; 69/20; 10/3; 16/5; 3; 57/17; 13/4; 10/3; 16/5; 16/5; 10/3; 14/5; 16/5; 33/10; 17/5; 33/10; 16/5; 7/2; 33/10; 3; 3; 10/3; 10/3; 
META; english/championship/sunderland-v-burton; 2018-04-20 10:20:05 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 17/20; 5/6; 5/6; 87/100; 10/11; 5/6; 5/6; 11/13; 5/6; 17/20; 5/6; 17/20; 17/20; 10/11; 5/6; 5/6; 7/9; 16/19; 9/11; 20/23; 5/6; 5/6; 5/6; 8/11; 5/6; 5/6
Draw; 11/4; 13/5; 13/5; 13/5; 72/25; 5/2; 13/5; 23/10; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 45/17; 13/5; 11/4; 27/10; 14/5; 5/2; 23/10; 14/5; 14/5
Burton; 7/2; 16/5; 16/5; 16/5; 17/5; 10/3; 16/5; 3; 57/17; 13/4; 10/3; 16/5; 16/5; 10/3; 14/5; 16/5; 13/4; 17/5; 33/10; 16/5; 7/2; 13/4; 10/3; 3; 10/3; 10/3; 
META; english/championship/sunderland-v-burton; 2018-04-20 14:20:19 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 17/20; 5/6; 5/6; 87/100; 17/20; 5/6; 4/5; 11/13; 17/20; 17/20; 5/6; 17/20; 17/20; 10/11; 5/6; 5/6; 7/9; 16/19; 9/11; 20/23; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 11/4; 13/5; 5/2; 13/5; 72/25; 27/10; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 45/17; 13/5; 45/17; 13/5; 11/4; 27/10; 14/5; 5/2; 5/2; 14/5; 14/5
Burton; 7/2; 16/5; 16/5; 16/5; 17/5; 17/5; 16/5; 16/5; 57/17; 13/4; 10/3; 3; 16/5; 10/3; 14/5; 16/5; 13/4; 17/5; 33/10; 16/5; 7/2; 33/10; 10/3; 3; 10/3; 7/2; 
META; english/championship/sunderland-v-burton; 2018-04-20 18:20:28 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 8/11; 11/13; 5/6; 17/20; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6; 7/9; 11/13; 9/11; 17/20; 5/6; 5/6; 4/5; 8/11; 5/6; 5/6
Draw; 11/4; 13/5; 13/5; 13/5; 71/25; 14/5; 11/4; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 45/17; 13/5; 11/4; 27/10; 14/5; 13/5; 13/5; 14/5; 27/10
Burton; 7/2; 10/3; 10/3; 16/5; 71/20; 18/5; 10/3; 10/3; 57/17; 10/3; 10/3; 10/3; 10/3; 10/3; 14/5; 10/3; 33/10; 17/5; 33/10; 16/5; 18/5; 57/17; 10/3; 3; 10/3; 10/3; 7/2
META; english/championship/sunderland-v-burton; 2018-04-20 22:20:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 17/20; 4/5; 4/5; 5/6; 17/20; 4/5; 5/6; 8/11; 11/13; 5/6; 17/20; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 7/9; 11/13; 9/11; 17/20; 5/6; 5/6; 4/5; 4/5; 5/6; 5/6
Draw; 11/4; 13/5; 13/5; 13/5; 71/25; 14/5; 11/4; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 45/17; 13/5; 11/4; 11/4; 14/5; 13/5; 13/5; 14/5; 11/4
Burton; 7/2; 10/3; 13/4; 16/5; 71/20; 18/5; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 14/5; 16/5; 33/10; 17/5; 33/10; 16/5; 18/5; 33/10; 10/3; 3; 10/3; 10/3; 7/2
META; english/championship/sunderland-v-burton; 2018-04-21 02:20:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 4/5; 4/5; 4/5; 5/6; 81/00; 4/5; 4/5; 8/11; 11/13; 4/5; 17/20; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 7/9; 11/13; 9/11; 5/6; 4/5; 8/11; 8/11; 8/11; 4/5; 4/5
Draw; 3; 13/5; 13/5; 13/5; 59/20; 14/5; 11/4; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 11/4; 13/5; 45/17; 13/5; 29/10; 14/5; 14/5; 13/5; 5/2; 14/5; 14/5
Burton; 7/2; 10/3; 17/5; 16/5; 73/20; 18/5; 10/3; 10/3; 57/17; 17/5; 10/3; 7/2; 10/3; 17/5; 14/5; 10/3; 17/5; 17/5; 13/4; 16/5; 7/2; 17/5; 7/2; 3; 7/2; 7/2; 
META; english/championship/sunderland-v-burton; 2018-04-21 10:20:21 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Sunderland; 3/4; 8/11; 4/6; 8/11; 69/00; 7/10; 7/10; 4/6; 13/18; 4/6; 8/11; 4/6; 7/10; 7/10; 13/20; 7/10; 9/13; 13/18; 19/29; 13/19; 7/10; 9/13; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 3; 13/5; 11/4; 11/4; 31/10; 29/10; 29/10; 11/4; 3; 14/5; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 29/10; 13/5; 29/10; 29/10; 3; 29/10; 3; 14/5; 3; 14/5; 
Burton; 4; 21/5; 18/5; 22/5; 4; 4; 50/13; 21/5; 19/5; 4; 4; 15/4; 15/4; 4; 15/4; 21/5; 37/10; 22/5; 41/10; 17/4; 4; 21/5; 21/5; 7/2; ; ; 
META; english/championship/sunderland-v-burton; 2018-04-21 14:20:42 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
