META; english/championship/qpr-v-birmingham; 2018-04-22 02:20:12 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/5; 13/10; 13/10
Birmingham; 2; 2; 
Draw; 12/5; 12/5; 40/17
META; english/championship/qpr-v-birmingham; 2018-04-22 10:20:12 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/5; 11/8; 13/10; 5/4; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 4/5
Birmingham; 2; 2; 15/8; 2; 2; 2; 85/40; 9/5; 21/20; ; ; 
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 40/17; 12/5; 21/10; 2/9
META; english/championship/qpr-v-birmingham; 2018-04-22 14:20:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 33/20; 13/8; 13/8; 6/4; 6/4; 6/4; 6/4; 8/5; 8/5; 8/5; 8/5; 17/11; 26/19; 6/4; 31/20; 8/5; 6/4; 6/4
Birmingham; 7/4; 17/10; 13/8; 8/5; 46/25; 17/10; 13/8; 8/5; 17/10; 33/20; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 53/35; 17/10; 7/4; 17/10; 13/8; 9/5
Draw; 23/10; 12/5; 12/5; 21/10; 61/25; 12/5; 23/10; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 28/11; 40/17; 12/5; 23/10; 21/10; 23/10
META; english/championship/qpr-v-birmingham; 2018-04-22 18:19:54 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 8/5; 8/5; 8/5; 17/11; 26/19; 6/4; 6/4; 8/5; 6/4; 11/8; 13/8
Birmingham; 7/4; 17/10; 33/20; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 53/35; 17/10; 7/4; 17/10; 13/8; 7/5; 17/10
Draw; 23/10; 12/5; 12/5; 21/10; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 9/4; 12/5; 23/10; 23/10; 23/10; 28/11; 40/17; 5/2; 40/17; 11/5; 15/8; 5/2
META; english/championship/qpr-v-birmingham; 2018-04-22 22:19:25 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 8/5; 8/5; 8/5; 17/11; 26/19; 6/4; 6/4; 8/5; 6/4; 11/8; 13/8
Birmingham; 7/4; 17/10; 33/20; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 53/35; 17/10; 7/4; 17/10; 13/8; 7/5; 17/10
Draw; 23/10; 12/5; 12/5; 21/10; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 9/4; 12/5; 23/10; 23/10; 23/10; 28/11; 40/17; 5/2; 40/17; 11/5; 15/8; 5/2
META; english/championship/qpr-v-birmingham; 2018-04-23 02:19:47 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 8/5; 6/4; 6/4; 17/11; 26/19; 6/4; 6/4; 8/5; 6/4; 11/8; 13/8
Birmingham; 7/4; 13/8; 33/20; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 13/8; 17/10; 17/10; 53/35; 17/10; 7/4; 17/10; 13/8; 7/5; 17/10
Draw; 23/10; 5/2; 12/5; 21/10; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 9/4; 12/5; 23/10; 12/5; 23/10; 28/11; 40/17; 5/2; 40/17; 9/4; 15/8; 5/2
META; english/championship/qpr-v-birmingham; 2018-04-23 10:19:46 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 8/5; 6/4; 6/4; 17/11; 53/35; 6/4; 6/4; 8/5; 6/4; 11/8; 13/8
Birmingham; 7/4; 13/8; 33/20; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 13/8; 17/10; 28/17; 17/10; 17/10; 7/4; 17/10; 13/8; 7/5; 17/10
Draw; 23/10; 5/2; 12/5; 21/10; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 9/4; 12/5; 23/10; 12/5; 40/17; 28/11; 40/17; 5/2; 40/17; 9/4; 15/8; 5/2
META; english/championship/qpr-v-birmingham; 2018-04-23 14:20:03 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 6/4; 31/20; 8/5; 8/5; 13/8; 8/5; 6/4; 8/5; 17/11; 6/4; 53/35; 6/4; 31/20; 8/5; 6/4; 6/4; 13/8
Birmingham; 7/4; 13/8; 33/20; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 13/8; 17/10; 28/17; 7/4; 17/10; 17/10; 17/10; 17/10; 13/8; 13/8; 17/10
Draw; 23/10; 5/2; 12/5; 21/10; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 40/17; 9/4; 28/11; 40/17; 5/2; 40/17; 9/4; 23/10; 5/2
META; english/championship/qpr-v-birmingham; 2018-04-23 18:20:05 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 17/11; 31/20; 8/5; 8/5; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 8/5; 6/4; 6/4; 13/8
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 13/8; 7/4
Draw; 23/10; 5/2; 12/5; 21/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 40/17; 9/4; 13/5; 27/11; 13/5; 12/5; 9/4; 23/10; 5/2; 
META; english/championship/qpr-v-birmingham; 2018-04-23 22:20:02 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 17/11; 31/20; 8/5; 8/5; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 8/5; 6/4; 6/4; 13/8
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 13/8; 7/4
Draw; 23/10; 5/2; 12/5; 21/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 40/17; 9/4; 13/5; 27/11; 13/5; 12/5; 9/4; 9/4; 5/2; 
META; english/championship/qpr-v-birmingham; 2018-04-24 02:19:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 17/11; 31/20; 8/5; 8/5; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 8/5; 6/4; 7/5; 13/8
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 8/5; 7/4
Draw; 23/10; 5/2; 12/5; 21/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 40/17; 9/4; 13/5; 27/11; 13/5; 12/5; 23/10; 11/5; 5/2; 
META; english/championship/qpr-v-birmingham; 2018-04-24 10:19:41 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 167/00; 13/8; 8/5; 6/4; 17/11; 31/20; 8/5; 8/5; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 8/5; 6/4; 11/8; 13/8
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 7/5; 7/4
Draw; 23/10; 5/2; 12/5; 21/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 40/17; 9/4; 13/5; 27/11; 13/5; 12/5; 9/4; 9/5; 5/2; 
META; english/championship/qpr-v-birmingham; 2018-04-24 14:19:53 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 173/00; 13/8; 13/8; 6/4; 17/11; 31/20; 8/5; 8/5; 31/20; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 28/17; 6/4; 6/4; 17/10
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 13/8; 7/4
Draw; 23/10; 5/2; 12/5; 21/10; 121/0; 12/5; 9/4; 11/5; 5/2; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 9/4; 13/5; 27/11; 13/5; 40/17; 9/4; 11/5; 12/5
META; english/championship/qpr-v-birmingham; 2018-04-24 18:19:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
QPR; 6/4; 6/4; 31/20; 8/5; 173/00; 13/8; 13/8; 6/4; 17/11; 8/5; 8/5; 8/5; 31/20; 6/4; 8/5; 8/5; 6/4; 14/9; 6/4; 31/20; 28/17; 6/4; 6/4; 17/10
Birmingham; 7/4; 13/8; 13/8; 8/5; 44/25; 17/10; 17/10; 8/5; 17/10; 33/20; 17/10; 17/10; 17/10; 13/8; 17/10; 7/4; 13/8; 28/17; 13/8; 17/10; 13/8; 13/8; 7/4; 
Draw; 23/10; 5/2; 12/5; 21/10; 121/0; 12/5; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 12/5; 23/10; 23/10; 9/4; 13/5; 27/11; 13/5; 40/17; 9/4; 23/10; 12/5; 
