META; english/championship/preston-v-hull; 2018-01-28 02:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Preston; ; 10/11; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 10/11; 10/13; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; 5/2; 27/10; ; ; 19/10; ; 
Hull; ; 3; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; 16/5; 7/2; ; ; 7/4; ; 
META; english/championship/preston-v-hull; 2018-01-28 10:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Preston; ; 10/11; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 10/11; 10/13; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; 5/2; 27/10; ; ; 19/10; ; 
Hull; ; 3; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; 16/5; 7/2; ; ; 13/8; ; 
META; english/championship/preston-v-hull; 2018-01-28 14:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Preston; 11/10; 10/11; ; ; ; 11/10; 1; ; 11/13; ; 1; ; ; ; 4/5; 1; ; 1; ; ; 11/13; ; 1; 21/20; 1; ; 4/6; ; 
Draw; 23/10; 5/2; ; ; ; 5/2; 12/5; ; 45/17; ; 12/5; ; ; ; 13/5; 5/2; ; 40/17; ; ; 13/5; ; 5/2; 47/20; 12/5; ; 19/10; ; 
Hull; 5/2; 3; ; ; ; 3; 11/4; ; 3; ; 11/4; ; ; ; 16/5; 11/4; ; 45/17; ; ; 56/19; ; 14/5; 13/5; 45/17; ; 4/11; ; 
META; english/championship/preston-v-hull; 2018-01-28 18:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Preston; 11/10; 10/11; ; ; ; 21/20; 1; ; 11/13; ; 1; ; ; ; 10/11; 1; ; 1; ; ; 11/13; 11/10; 21/20; 21/20; 1; ; 8/11; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 45/17; ; 12/5; ; ; ; 13/5; 5/2; ; 12/5; ; ; 13/5; 12/5; 12/5; 47/20; 27/11; ; 19/10; ; 
Hull; 5/2; 3; ; ; ; 29/10; 11/4; ; 3; ; 11/4; ; ; ; 27/10; 11/4; ; 27/10; ; ; 56/19; 13/5; 11/4; 13/5; 27/10; ; 19/10; ; 
META; english/championship/preston-v-hull; 2018-01-28 22:23:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Preston; 11/10; 10/11; ; ; ; 21/20; 21/20; ; 1; ; 1; ; ; ; 10/11; 1; ; 21/20; ; ; 1; 11/10; 21/20; 21/20; 21/20; ; 4/5; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 12/5; ; 23/10; ; ; ; 13/5; 12/5; ; 40/17; ; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 19/10; ; 
Hull; 5/2; 3; ; ; ; 29/10; 13/5; ; 11/4; ; 11/4; ; ; ; 27/10; 11/4; ; 13/5; ; ; 27/10; 13/5; 11/4; 13/5; 45/17; ; 2/5; ; 
