META; english/championship/burton-v-bolton; 2018-04-22 02:19:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Bolton; 15/8; 2; 2; 43/20; 2; 9/5; 2; 2; 2; 2; 2; 30/17; 37/19; 2; 9/5; 17/10; 21/10; ; ; ; ; ; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 59/25; 11/5; 9/4; 2; 23/10; 21/10; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 9/4; 12/5; 9/4; 2; 15/8; 23/10
META; english/championship/burton-v-bolton; 2018-04-23 02:19:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 13/10; 7/5; 11/8; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 27/20; 11/8; 29/20; 7/5; 29/20; 13/10; 11/8; 23/17; 17/13; 11/8; 11/8; 7/5; 7/5; 23/20; 7/5
Bolton; 15/8; 2; 2; 43/20; 2; 9/5; 2; 2; 2; 2; 2; 30/17; 37/19; 2; 19/10; 17/10; 21/10; ; ; ; ; ; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 59/25; 11/5; 9/4; 2; 23/10; 21/10; 23/10; 21/10; 23/10; 11/5; 11/5; 23/10; 9/4; 23/10; 9/4; 12/5; 9/4; 21/10; 15/8; 23/10
META; english/championship/burton-v-bolton; 2018-04-23 10:19:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 13/10; 7/5; 11/8; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 27/20; 11/8; 11/8; 7/5; 29/20; 13/10; 11/8; 23/17; 23/17; 11/8; 11/8; 7/5; 7/5; 23/20; 7/5
Bolton; 15/8; 2; 2; 43/20; 2; 9/5; 2; 2; 19/10; 2; 2; 2; 37/19; 2; 19/10; 17/10; 21/10; ; ; ; ; ; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 59/25; 11/5; 9/4; 2; 23/10; 21/10; 23/10; 12/5; 23/10; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 12/5; 9/4; 21/10; 15/8; 23/10
META; english/championship/burton-v-bolton; 2018-04-23 14:19:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 7/5; 11/8; 5/4; 37/25; 6/4; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 23/17; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5
Bolton; 15/8; 2; 2; 54/25; 2; 9/5; 2; 2; 2; 21/10; 2; 2; 19/10; 2; 37/19; 2; 19/10; 19/10; 21/10; ; ; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 58/25; 11/5; 11/5; 2; 23/10; 21/10; 9/4; 21/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-23 18:19:50 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 29/20; 6/4; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20
Bolton; 15/8; 2; 21/10; 2; 101/0; 2; 9/5; 2; 2; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 19/10; 19/10; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 51/20; 11/5; 11/5; 2; 23/10; 21/10; 9/4; 21/10; 23/10; 11/5; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-23 22:19:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 29/20; 6/4; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 23/20; 27/20
Bolton; 15/8; 2; 21/10; 2; 43/20; 2; 9/5; 2; 2; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 17/10; 19/10; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 11/5; 2; 23/10; 21/10; 9/4; 21/10; 23/10; 11/5; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-24 02:19:30 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 29/20; 6/4; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 11/8; 27/20
Bolton; 15/8; 2; 21/10; 2; 43/20; 2; 9/5; 2; 2; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 9/5; 19/10; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 11/5; 2; 23/10; 21/10; 9/4; 21/10; 23/10; 11/5; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 2; 23/10
META; english/championship/burton-v-bolton; 2018-04-24 10:19:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 29/20; 6/4; 11/8; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 23/20; 27/20
Bolton; 19/10; 2; 21/10; 2; 43/20; 2; 9/5; 2; 2; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 17/10; 19/10; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 9/4; 2; 23/10; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 15/8; 23/10
META; english/championship/burton-v-bolton; 2018-04-24 14:19:39 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 6/4; 11/8; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 23/20; 27/20; 
Bolton; 19/10; 2; 21/10; 2; 43/20; 2; 9/5; 2; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 17/10; 19/10; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 9/4; 2; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 15/8; 23/10
META; english/championship/burton-v-bolton; 2018-04-24 18:19:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 27/20; 5/4; 37/25; 6/4; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 11/8; 7/5; 13/10; 26/19; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5
Bolton; 19/10; 2; 21/10; 2; 43/20; 2; 9/5; 2; 21/10; 2; 21/10; 2; 39/19; 19/10; 21/10; 37/19; 2; 39/19; 19/10; 19/10; 21/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 9/4; 2; 23/10; 11/5; 9/4; 11/5; 11/5; 11/5; 23/10; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-24 22:19:38 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 29/20; 5/4; 39/25; 6/4; 7/5; 7/5; 7/5; 29/20; 7/5; 7/5; 29/20; 7/5; 7/5; 16/11; 13/10; 10/7; 11/8; 29/20; 16/11; 7/5; 13/10; 7/5
Bolton; 19/10; 2; 2; 101/0; 2; 19/10; 9/5; 2; 2; 19/10; 2; 19/10; 2; 37/19; 19/10; 2; 37/19; 19/10; 37/19; 19/10; 9/5; 9/5; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 19/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-25 02:19:37 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 29/20; 5/4; 39/25; 6/4; 7/5; 7/5; 7/5; 29/20; 7/5; 7/5; 29/20; 7/5; 7/5; 16/11; 13/10; 10/7; 11/8; 29/20; 16/11; 7/5; 7/5; 27/20; 6/4; 7/5
Bolton; 19/10; 2; 2; 101/0; 2; 19/10; 9/5; 2; 2; 19/10; 2; 19/10; 2; 37/19; 19/10; 2; 37/19; 19/10; 37/19; 15/8; 19/10; 9/5; 2; 9/5; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 117/0; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 11/5; 21/10; 2; 9/4; 23/10
META; english/championship/burton-v-bolton; 2018-04-25 10:19:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 7/5; 29/20; 5/4; 157/00; 6/4; 7/5; 7/5; 7/5; 29/20; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 13/10; 10/7; 11/8; 29/20; 7/5; 7/5; 11/8; 7/5; 
Bolton; 19/10; 19/10; 2; 101/0; 2; 19/10; 9/5; 2; 19/10; 19/10; 2; 19/10; 2; 37/19; 19/10; 2; 37/19; 19/10; 15/8; 19/10; 9/5; 9/5; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 58/25; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 9/4; 12/5; 23/10; 9/4; 12/5; 9/4; 11/5; 21/10; 2; 23/10
META; english/championship/burton-v-bolton; 2018-04-25 14:19:38 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 7/5; 11/8; 5/4; 73/50; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 7/5; 7/5; 11/8; 7/5; 11/8; 7/5; 7/5
Bolton; 19/10; 19/10; 2; 111/0; 2; 9/5; 2; 2; 19/10; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 2; 21/10; 21/10; 19/10; 19/10; 11/5; 11/5; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 9/4; 23/10; 9/4; 21/10; 21/10; 21/10; 11/5; 9/4
META; english/championship/burton-v-bolton; 2018-04-25 18:19:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 7/5; 7/5; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 27/20
Bolton; 19/10; 19/10; 2; 11/5; 2; 9/5; 2; 2; 19/10; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 2; 39/19; 21/10; 19/10; 19/10; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-25 22:19:24 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 7/5; 7/5; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 27/20
Bolton; 19/10; 19/10; 2; 11/5; 2; 9/5; 2; 2; 19/10; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 2; 39/19; 21/10; 19/10; 19/10; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 21/10; 9/4; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-26 02:19:21 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 7/5; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 27/20
Bolton; 19/10; 2; 2; 11/5; 2; 9/5; 2; 2; 19/10; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 2; 39/19; 21/10; 19/10; 9/5; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 11/5; 2; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-26 10:19:26 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 7/5; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 27/20
Bolton; 19/10; 2; 2; 11/5; 2; 9/5; 2; 2; 21/10; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 2; 39/19; 21/10; 19/10; 9/5; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 21/10; 11/5; 21/10; 9/4; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 11/5; 2; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-26 14:19:47 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 7/5; 5/4; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 10/7; 11/8; 29/20; 7/5; 7/5; 7/5; 27/20; 7/5; 27/20
Bolton; 19/10; 2; 2; 11/5; 2; 9/5; 2; 2; 19/10; 2; 21/10; 21/10; 2; 39/19; 19/10; 2; 37/19; 19/10; 39/19; 21/10; 19/10; 19/10; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-26 18:19:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 11/8; 5/4; 147/00; 31/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 16/11; 23/17; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 27/20
Bolton; 19/10; 2; 2; 11/5; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 21/10; 21/10; 2; 39/19; 2; 37/19; 21/10; 21/10; 21/10; 21/10; 19/10; 2; 21/10; 19/10; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 23/10; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-26 22:19:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 11/8; 11/8; 11/8; 5/4; 147/00; 31/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 16/11; 23/17; 29/20; 7/5; 7/5; 7/5; 27/20; 7/5; 13/10
Bolton; 19/10; 2; 2; 11/5; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 21/10; 21/10; 2; 39/19; 2; 37/19; 21/10; 85/40; 39/19; 21/10; 2; 19/10; 21/10; 19/10; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 23/10; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 21/10; 9/4; 21/10; 11/5; 11/5
META; english/championship/burton-v-bolton; 2018-04-27 02:19:25 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 11/8; 11/8; 5/4; 37/25; 31/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 16/11; 23/17; 29/20; 7/5; 7/5; 7/5; 5/4; 7/5; 27/20
Bolton; 2; 2; 11/5; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 21/10; 21/10; 2; 39/19; 2; 37/19; 21/10; 85/40; 39/19; 21/10; 19/10; 19/10; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 57/25; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 21/10; 23/10; 2; 23/10; 11/5
META; english/championship/burton-v-bolton; 2018-04-27 10:19:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 11/8; 11/8; 5/4; 37/25; 31/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 16/11; 23/17; 29/20; 7/5; 7/5; 7/5; 5/4; 13/10; 11/8
Bolton; 2; 2; 11/5; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 21/10; 21/10; 2; 39/19; 2; 37/19; 21/10; 85/40; 21/10; 21/10; 19/10; 19/10; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 57/25; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 23/10; 11/5; 12/5; 11/5; 21/10; 23/10; 2; 23/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-27 14:19:40 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 11/8; 11/8; 7/5; 147/00; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 7/5; 23/17; 16/11; 23/17; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4
Bolton; 2; 2; 21/10; 109/0; 2; 15/8; 28/13; 2; 21/10; 21/10; 2; 41/20; 2; 39/19; 2; 37/19; 21/10; 21/10; 39/19; 21/10; 19/10; 2; 21/10; 19/10; ; ; 
Draw; 12/5; 9/4; 11/5; 21/10; 58/25; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 12/5; 23/10; 12/5
META; english/championship/burton-v-bolton; 2018-04-27 18:20:17 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 11/8; 7/5; 7/5; 31/20; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 16/11; 23/17; 16/11; 23/17; 6/4; 16/11; 6/4; 7/5; 7/5; 6/4; 6/4
Bolton; 2; 19/10; 21/10; 52/25; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 2; 37/19; 2; 37/19; 21/10; 2; 15/8; 19/10; 2; 2; ; ; ; ; ; 
Draw; 12/5; 9/4; 11/5; 21/10; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10; 23/10; 12/5
META; english/championship/burton-v-bolton; 2018-04-27 22:20:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 7/5; 7/5; 7/5; 38/25; 6/4; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 16/11; 23/17; 16/11; 23/17; 6/4; 16/11; 7/5; 7/5; 7/5; 6/4; 7/5
Bolton; 2; 19/10; 19/10; 21/10; 21/10; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 2; 2; 37/19; 21/10; 2; 2; 2; 21/10; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; 21/10; 58/25; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10; 12/5; 
META; english/championship/burton-v-bolton; 2018-04-28 02:20:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 7/5; 7/5; 7/5; 38/25; 6/4; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 13/10; 7/5; 16/11; 23/17; 16/11; 23/17; 6/4; 16/11; 7/5; 7/5; 7/5; 6/4; 6/4
Bolton; 2; 19/10; 19/10; 21/10; 2; 15/8; 28/13; 2; 21/10; 19/10; 2; 2; 2; 37/19; 21/10; 2; 2; 19/10; 19/10; 2; 21/10; ; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; 21/10; 58/25; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 11/5; 12/5; 9/4; 11/5; 23/10; 23/10; 12/5; 
META; english/championship/burton-v-bolton; 2018-04-28 10:20:39 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 7/5; 7/5; 7/5; 77/50; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 29/20; 16/11; 7/5; 7/5; 7/5; 6/4; 7/5
Bolton; 2; 2; 21/10; 107/0; 2; 15/8; 28/13; 2; 2; 41/20; 2; 39/19; 2; 37/19; 21/10; 21/10; 39/19; 2; 19/10; 2; 2; ; ; ; ; ; 
Draw; 12/5; 9/4; 11/5; 21/10; 9/4; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 2; 11/5; 11/5; 9/4; 23/10; 11/5; 12/5; 11/5; 21/10; 9/4; 9/4; 23/10; 23/10
META; english/championship/burton-v-bolton; 2018-04-28 14:21:07 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 6/4; 7/5; 29/20; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 29/20; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 6/4; 23/17; 17/12; 23/17; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4
Bolton; 21/10; 21/10; 21/10; 15/8; 21/10; 21/10; 21/10; 2; 28/13; 21/10; 2; 21/10; 21/10; 21/10; 2; 39/19; 2; 39/19; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; ; ; 
Draw; 23/10; 21/10; 21/10; 11/5; 57/25; 9/4; 21/10; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 11/5; 23/10; 21/10; 21/10; 9/4; 21/10; ; 
META; english/championship/burton-v-bolton; 2018-04-28 18:20:46 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Burton; 1/18; 1/20; 1/14; 6/4; 12/25; 1/14; 1/16; 1/20; 1/14; 1/11; 1/14; 1/12; 1/12; 1/16; 1/20; 1/20; 1/25; 1/16; 1/16; 1/16; 1/14; 1/10; 1/12; 1/12; 1/12
