META; english/championship/burton-v-brentford; 2018-03-03 18:21:26 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 39/50; 4/5; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 10/13; 10/13; 4/5; 4/5; 10/13; 4/5; 8/11
Draw; 3; 13/4; 11/4; 13/5; 45/17; 13/5; 11/4; 14/5; 13/5; 28/11; 13/5; 13/5; 27/10; 45/17; ; 
Burton; 16/5; 7/2; 7/2; 10/3; 13/4; 10/3; 100/0; 10/3; 16/5; 56/19; 16/5; 18/5; 7/2; 13/4; ; 
META; english/championship/burton-v-brentford; 2018-03-03 22:20:30 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 8/11; 39/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 4/5; 8/11; 10/13; 10/13; 4/5; 4/5; 10/13; 4/5; 8/11
Draw; 3; 13/5; 13/4; 11/4; 11/4; 13/5; 45/17; 11/4; 12/5; 13/5; 11/4; 14/5; 45/17; 28/11; 13/5; 11/4; 27/10; 45/17; 5/2
Burton; 16/5; 19/5; 7/2; 7/2; 10/3; 10/3; 13/4; 16/5; 7/2; 18/5; 100/0; 7/2; 16/5; 56/19; 16/5; 17/5; 7/2; 13/4; 
META; english/championship/burton-v-brentford; 2018-03-04 02:20:07 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 4/5; 39/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 3/4; 10/13; 4/5; 4/5; 10/13; 4/5; 8/11
Draw; 3; 13/5; 23/10; 13/4; 11/4; 11/4; 13/5; 45/17; 11/4; 12/5; 13/5; 11/4; 11/4; 45/17; 14/5; 28/11; 13/5; 11/4; 27/10; 45/17; 5/2
Burton; 16/5; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 13/4; 16/5; 7/2; 18/5; 100/0; 10/3; 16/5; 13/4; 56/19; 16/5; 17/5; 7/2; 13/4; 
META; english/championship/burton-v-brentford; 2018-03-04 10:20:11 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 5/6; 79/00; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 3/4; 10/13; 4/5; 4/5; 10/13; 4/5; 8/11
Draw; 3; 13/5; 13/5; 13/4; 29/10; 11/4; 13/5; 45/17; 11/4; 12/5; 13/5; 11/4; 11/4; 13/5; 14/5; 28/11; 13/5; 11/4; 27/10; 45/17; 27/10
Burton; 16/5; 7/2; 16/5; 69/20; 18/5; 10/3; 10/3; 13/4; 10/3; 7/2; 7/2; 100/0; 10/3; 41/13; 13/4; 56/19; 16/5; 17/5; 7/2; 16/5; 3
META; english/championship/burton-v-brentford; 2018-03-04 14:20:47 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 5/6; 81/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 10/13; 8/11; 8/11; 
Draw; 3; 13/5; 13/5; 16/5; 29/10; 11/4; 13/5; 45/17; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 14/5; 5/2; 13/5; 27/10; 53/20; 45/17; 27/10; 12/5
Burton; 16/5; 7/2; 16/5; 67/20; 18/5; 10/3; 10/3; 13/4; 10/3; 10/3; 7/2; 100/0; 10/3; 16/5; 13/4; 37/13; 16/5; 7/2; 7/2; 3; ; 
META; english/championship/burton-v-brentford; 2018-03-04 18:20:36 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 10/13; 10/13; 4/5; 4/5
Draw; 3; 13/5; 13/5; 57/20; 27/10; 11/4; 5/2; 45/17; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 5/2; 13/5; 27/10; 53/20; 45/17; 5/2; 13/5
Burton; 16/5; 7/2; 16/5; 73/20; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; 18/5; 100/0; 10/3; 33/10; 13/4; 37/13; 16/5; 7/2; 7/2; 57/17; 3
META; english/championship/burton-v-brentford; 2018-03-04 22:20:13 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 5/6; 10/13; 10/13; 4/5; 8/11; 8/11; 
Draw; 3; 13/5; 13/5; 72/25; 27/10; 13/5; 5/2; 45/17; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 5/2; 13/5; 27/10; 53/20; 45/17; 5/2; 5/2; 23/10; 
Burton; 16/5; 7/2; 16/5; 18/5; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 18/5; 100/0; 10/3; 57/17; 13/4; 37/13; 16/5; 15/4; 7/2; 17/5; 3; 7/2; 3
META; english/championship/burton-v-brentford; 2018-03-05 02:20:28 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 8/11; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 10/13; 10/13; 4/5; 4/5; 8/11
Draw; 3; 13/5; 13/5; 72/25; 27/10; 13/5; 5/2; 45/17; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 5/2; 13/5; 29/10; 53/20; 45/17; 13/5; 5/2; 12/5
Burton; 16/5; 7/2; 16/5; 18/5; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 7/2; 100/0; 10/3; 57/17; 13/4; 37/13; 16/5; 18/5; 7/2; 57/17; 3; 3
META; english/championship/burton-v-brentford; 2018-03-05 10:20:26 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 17/20; 4/5; 5/6; 5/6; 9/10; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 5/6; 10/13; 10/13; 4/5; 4/5; 8/11; 
Draw; 14/5; 13/5; 13/5; 141/0; 27/10; 13/5; 5/2; 45/17; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 28/11; 27/10; 5/2; 13/5; 14/5; 53/20; 13/5; 13/5; 5/2; 12/5
Burton; 7/2; 7/2; 16/5; 37/10; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 7/2; 100/0; 10/3; 33/10; 10/3; 37/13; 16/5; 18/5; 7/2; 57/17; 7/2; 3; 
META; english/championship/burton-v-brentford; 2018-03-05 14:20:46 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 17/20; 4/5; 4/5; 5/6; 5/6; 9/10; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 13/16; 7/9; 17/20; 10/13; 10/13; 4/5; 8/11; 8/11; 
Draw; 14/5; 13/5; 5/2; 12/5; 141/0; 27/10; 13/5; 5/2; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 11/4; 13/5; 28/11; 27/10; 13/5; 27/10; 13/5; 53/20; 13/5; 13/5; 12/5; 23/10
Burton; 7/2; 7/2; 17/5; 7/2; 37/10; 7/2; 10/3; 10/3; 17/5; 7/2; 10/3; 10/3; 3; 7/2; 100/0; 10/3; 57/17; 10/3; 18/5; 57/17; 18/5; 7/2; 57/17; 7/2; 3; 
META; english/championship/burton-v-brentford; 2018-03-05 18:20:48 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 17/20; 4/5; 4/5; 5/6; 5/6; 9/10; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 4/5; 3/4; 13/16; 7/9; 17/20; 4/5; 10/13; 4/5; 5/6; 8/11; 
Draw; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 11/4; 27/10; 13/5; 5/2; 11/4; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 27/10; 11/4; 13/5; 45/17; 27/10; 11/4; 13/5
Burton; 7/2; 16/5; 10/3; 7/2; 7/2; 7/2; 10/3; 10/3; 17/5; 17/5; 10/3; 7/2; 3; 17/5; 16/5; 10/3; 13/4; 10/3; 18/5; 57/17; 18/5; 15/4; 33/10; 10/3; 10/3; 3
META; english/championship/burton-v-brentford; 2018-03-05 22:20:51 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 17/20; 5/6; 4/5; 5/6; 5/6; 17/20; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 3/4; 4/5; 7/9; 17/20; 4/5; 10/13; 4/5; 5/6; 8/11
Draw; 14/5; 13/5; 27/10; 12/5; 74/25; 29/10; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 11/4; 27/10; 14/5; 13/5; 45/17; 27/10; 37/13; 27/10; 14/5; 57/20; 27/10; 11/4; 14/5; 13/5
Burton; 7/2; 16/5; 13/4; 7/2; 7/2; 7/2; 10/3; 10/3; 17/5; 10/3; 10/3; 10/3; 3; 17/5; 100/0; 10/3; 16/5; 17/5; 13/4; 57/17; 7/2; 10/3; 13/4; 7/2; 7/2; 3
META; english/championship/burton-v-brentford; 2018-03-06 02:20:45 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Brentford; 17/20; 4/5; 4/5; 5/6; 5/6; 17/20; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 3/4; 4/5; 7/9; 5/6; 4/5; 10/13; 4/5; 4/5; 8/11
Draw; 14/5; 13/5; 27/10; 12/5; 74/25; 29/10; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 11/4; 27/10; 14/5; 13/5; 45/17; 27/10; 37/13; 27/10; 14/5; 57/20; 27/10; 11/4; 13/5; 13/5
Burton; 7/2; 16/5; 13/4; 7/2; 7/2; 7/2; 10/3; 10/3; 17/5; 10/3; 10/3; 10/3; 3; 17/5; 100/0; 10/3; 13/4; 17/5; 13/4; 57/17; 18/5; 10/3; 33/10; 10/3; 3; 
META; english/championship/burton-v-brentford; 2018-03-06 10:20:39 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 21/20; 1; 21/20; 1; 57/50; 21/20; 1; 21/20; 1; 21/20; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 39/40; 21/20; 21/20; 21/20; 1; 21/20; 21/20; ; 
Draw; 12/5; 11/5; 21/10; 11/5; 43/20; 23/10; 11/5; 11/5; 12/5; 11/5; 11/5; 2; 11/5; 43/20; 11/5; 21/10; 28/13; 9/4; 11/5; 40/17; 23/10; 11/5; 28/13; 11/5; 9/4; 9/4
Birmingham; 31/10; 3; 3; 13/4; 10/3; 3; 56/19; 16/5; 3; 10/3; 31/10; 3; 58/19; 13/5; 3; 29/10; 16/5; 3; 31/10; 3; 10/3; ; ; ; ; 
META; english/championship/burton-v-brentford; 2018-03-06 14:20:45 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 15/14; 42/41; 21/20; 21/20; 21/20; 11/10; 11/10; 
Draw; 23/10; 21/10; 21/10; 11/5; 23/10; 23/10; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 28/13; 39/19; 11/5; 28/13; 21/10; 9/4; 9/4
Birmingham; 16/5; 3; 3; 67/20; 10/3; 3; 13/4; 16/5; 3; 10/3; 31/10; 100/0; 3; 41/13; 13/5; 3; 16/5; 3; 41/13; 3; 3; ; ; ; 
META; english/championship/burton-v-brentford; 2018-03-06 18:20:51 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 21/20; 19/20; 11/10; 1; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 13/12; 42/41; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10
Draw; 23/10; 21/10; 21/10; 11/5; 9/4; 23/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 28/13; 9/4; 28/13; 39/19; 23/10; 11/5; 11/5; 21/10; 11/5; 9/4
Birmingham; 16/5; 10/3; 16/5; 3; 13/4; 10/3; 3; 13/4; 16/5; 16/5; 3; 31/10; 100/0; 3; 58/19; 11/4; 3; 16/5; 31/10; 3; 31/10; 3; 3; ; ; 
