META; english/championship/burton-v-derby; 2018-04-08 10:20:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
META; english/championship/burton-v-derby; 2018-04-09 10:21:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 21/20; 10/11; 20/21; 5/6; 11/13; 19/20; 20/21; 10/11; 19/20; 10/11; 5/6; 11/13; 9/10; 19/20; 8/11; 5/6
Draw; 5/2; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 5/2; 27/11; 5/2; 27/11; 19/10; 9/4
Burton; 3; 3; 13/4; 3; 31/10; 3; 13/4; 16/5; 16/5; 58/19; 11/5; 3; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-09 14:21:36 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 21/20; 10/11; 5/6; 10/11; 20/21; 5/6; 11/13; 19/20; 20/21; 10/11; 19/20; 10/11; 5/6; 11/13; 9/10; 19/20; 8/11; 5/6
Draw; 5/2; 23/10; 23/10; 5/2; 12/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 12/5; 5/2; 27/11; 5/2; 27/11; 19/10; 9/4
Burton; 3; 3; 16/5; 3; 13/4; 3; 31/10; 3; 13/4; 16/5; 16/5; 58/19; 9/4; 3; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-09 18:21:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 21/20; 10/11; 5/6; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 9/10; 19/20; 5/6; 5/6
Draw; 5/2; 23/10; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 27/11; 19/10; 9/4
Burton; 3; 3; 16/5; 3; 13/4; 3; 31/10; 3; 58/19; 13/4; 16/5; 16/5; 31/10; 23/10; 3; ; ; 
META; english/championship/burton-v-derby; 2018-04-09 22:21:31 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 21/20; 10/11; 5/6; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 10/11; 19/20; 4/6; 9/10
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 27/11; 9/4; 12/5
Burton; 3; 16/5; 3; 16/5; 3; 13/4; 3; 31/10; 3; 58/19; 13/4; 16/5; 16/5; 31/10; 14/5; 3; ; 
META; english/championship/burton-v-derby; 2018-04-10 02:21:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 21/20; 10/11; 5/6; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 10/11; 19/20; 4/6; 9/10
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 27/11; 9/4; 12/5
Burton; 3; 16/5; 3; 16/5; 3; 13/4; 3; 31/10; 3; 58/19; 13/4; 16/5; 16/5; 31/10; 14/5; 3; ; 
META; english/championship/burton-v-derby; 2018-04-10 10:21:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 1; 10/11; 5/6; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 10/11; 19/20; 4/6; 9/10
Draw; 12/5; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 5/2; 9/4; 12/5
Burton; 11/4; 16/5; 3; 16/5; 3; 13/4; 3; 31/10; 3; 13/4; 16/5; 16/5; 58/19; 14/5; 3; ; ; 
META; english/championship/burton-v-derby; 2018-04-10 14:21:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 1; 10/11; 5/6; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 37/40; 19/20; 5/6; 9/10
Draw; 12/5; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 12/5; 27/11; 9/4; 12/5
Burton; 11/4; 16/5; 3; 16/5; 3; 13/4; 3; 31/10; 3; 13/4; 16/5; 16/5; 3; 14/5; 3; ; ; 
META; english/championship/burton-v-derby; 2018-04-10 18:21:38 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 1; 10/11; 5/6; 20/21; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 37/40; 19/20; 5/6; 10/11
Draw; 12/5; 12/5; 23/10; 51/20; 12/5; 12/5; 11/5; 5/2; 5/2; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 12/5; 27/11; 9/4; 5/2
Burton; 11/4; 16/5; 3; 17/5; 16/5; 3; 13/4; 16/5; 3; 31/10; 3; 13/4; 16/5; 16/5; 3; 14/5; 10/3; ; 
META; english/championship/burton-v-derby; 2018-04-10 22:21:32 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 1; 10/11; 5/6; 109/100; 19/20; 20/21; 10/11; 11/13; 1; 20/21; 10/11; 19/20; 19/20; 5/6; 11/13; 37/40; 19/20; 5/6; 21/20
Draw; 12/5; 12/5; 23/10; 51/20; 12/5; 12/5; 11/5; 5/2; 5/2; 12/5; 23/10; 12/5; 27/11; 5/2; 27/11; 5/2; 27/11; 9/4; 23/10
Burton; 11/4; 16/5; 3; 71/25; 16/5; 29/10; 3; 13/4; 3; 31/10; 3; 13/4; 16/5; 31/10; 3; 14/5; 27/10; ; 
META; english/championship/burton-v-derby; 2018-04-11 02:20:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 19/20; 10/11; 5/6; 103/100; 19/20; 20/21; 10/11; 11/13; 19/20; 20/21; 10/11; 10/11; 19/20; 5/6; 11/13; 37/40; 19/20; 9/10; 1
Draw; 5/2; 12/5; 23/10; 133/50; 12/5; 5/2; 11/5; 5/2; 5/2; 12/5; 23/10; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 23/10; 12/5
Burton; 11/4; 16/5; 3; 73/25; 16/5; 29/10; 3; 13/4; 16/5; 3; 31/10; 3; 13/4; 16/5; 31/10; 3; 14/5; 14/5; 
META; english/championship/burton-v-derby; 2018-04-11 10:20:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 19/20; 10/11; 5/6; 103/100; 10/11; 20/21; 5/6; 11/13; 19/20; 20/21; 1; 10/11; 19/20; 5/6; 11/13; 10/11; 19/20; 5/6; 1
Draw; 5/2; 12/5; 23/10; 133/50; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 9/4; 12/5
Burton; 11/4; 16/5; 3; 73/25; 16/5; 29/10; 3; 13/4; 16/5; 3; 14/5; 3; 13/4; 16/5; 16/5; 58/19; 3; 14/5; 
META; english/championship/burton-v-derby; 2018-04-11 14:20:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 10/11; 10/11; 20/23; 5/6; 93/100; 10/11; 9/10; 5/6; 11/13; 20/23; 10/11; 20/23; 9/10; 10/11; 10/11; 10/11; 5/6; 11/13; 17/20; 10/11; 5/6; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 67/25; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; 12/5; 12/5; 13/5; 5/2; 27/11; 5/2; 27/11; 13/5; 5/2; 9/4; 12/5
Burton; 29/10; 16/5; 16/5; 3; 10/3; 16/5; 16/5; 3; 13/4; 13/4; 16/5; 16/5; 10/3; 3; 31/10; 13/4; 16/5; 10/3; 41/13; 14/5; 3; 
META; english/championship/burton-v-derby; 2018-04-11 18:20:55 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 8/11; 17/20; 4/5; 3/4; 39/50; 4/5; 3/4; 8/11; 4/5; 3/4; 3/4; 3/4; 4/5; 3/4; 4/5; 10/13; 5/6; 4/5; 8/11; 10/13; 8/11; 4/6; 5/6
Draw; 13/5; 12/5; 5/2; 5/2; 14/5; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 12/5; 27/11; 27/10; 45/17; 23/10; 5/2; 5/2
Burton; 15/4; 7/2; 18/5; 7/2; 41/10; 18/5; 15/4; 7/2; 18/5; 19/5; 19/5; 4; 19/5; 4; 15/4; 19/5; 17/5; 7/2; 4; 50/13; 3; 10/3; 
META; english/championship/burton-v-derby; 2018-04-11 22:20:45 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 8/11; 3/4; 3/4; 3/4; 39/50; 4/5; 8/11; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 3/4; 4/5; 10/13; 7/9; 3/4; 4/5; 8/11; 10/13; 8/11; 4/6; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 14/5; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 13/5; 45/17; 12/5; 13/5; 27/11; 27/10; 45/17; 5/2; 5/2; 11/4; 27/10
Burton; 15/4; 19/5; 19/5; 7/2; 41/10; 4; 15/4; 7/2; 18/5; 19/5; 19/5; 4; 4; 15/4; 50/13; 15/4; 33/10; 7/2; 4; 50/13; 7/2; 3; 4; ; 
META; english/championship/burton-v-derby; 2018-04-12 02:20:36 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 3/4; 3/4; 3/4; 39/50; 4/5; 8/11; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 3/4; 10/13; 8/11; 8/11; 8/11; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 69/25; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/11; 27/10; 45/17; 13/5; 23/10; 11/4; 27/10
Burton; 15/4; 19/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 18/5; 19/5; 19/5; 4; 19/5; 4; 15/4; 19/5; 15/4; 33/10; 7/2; 19/5; 50/13; 15/4; 7/2; 4; 
META; english/championship/burton-v-derby; 2018-04-12 10:20:34 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 3/4; 3/4; 3/4; 39/50; 4/5; 8/11; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 8/11; 10/13; 8/11; 8/11; 4/6; 8/11; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 69/25; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 45/17; 5/2; 13/5; 27/11; 27/10; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10
Burton; 15/4; 19/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 18/5; 19/5; 19/5; 4; 4; 15/4; 50/13; 15/4; 33/10; 7/2; 4; 50/13; 15/4; 7/2; 3; 7/2; ; 
META; english/championship/burton-v-derby; 2018-04-12 14:20:51 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 4/6; 8/11; 8/11; 7/10; 37/50; 3/4; 7/10; 4/6; 4/6; 8/11; 7/10; 7/10; 8/11; 7/10; 7/10; 5/7; 3/4; 13/18; 4/6; 7/10; 5/7; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 13/5; 5/2; 5/2; 11/4; 71/25; 27/10; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; 13/5; 45/17; 5/2; 45/17; 27/10; 11/4; 27/10; 13/5; 5/2; 5/2; 14/5; 13/5
Burton; 17/4; 4; 19/5; 22/5; 4; 7/2; 41/10; 4; 4; 17/4; 4; 41/10; 15/4; 38/11; 4; 21/5; 54/13; 17/4; 7/2; 7/2; 22/5; 7/2; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-12 18:20:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 4/6; 8/11; 7/10; 7/10; 3/4; 8/11; 7/10; 4/6; 7/10; 8/11; 7/10; 8/11; 81/100; 3/4; 7/10; 7/10; 14/19; 4/6; 3/4; 4/6; 3/4; 14/19; 8/11; 4/6; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 11/4; 71/25; 14/5; 11/4; 13/5; 27/10; 13/5; 11/4; 5/2; 11/4; 13/5; 11/4; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 13/5; 5/2; 13/5; 11/4; 13/5
Burton; 17/4; 4; 19/5; 43/10; 4; 4; 43/10; 21/5; 4; 10/3; 4; 4; 17/4; 50/13; 21/5; 22/5; 77/19; 4; 7/2; 7/2; 21/5; 7/2; ; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-12 22:20:42 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 4/6; 8/11; 7/10; 7/10; 3/4; 8/11; 7/10; 4/6; 7/10; 8/11; 7/10; 8/11; 81/100; 8/11; 7/10; 7/10; 14/19; 4/6; 3/4; 4/6; 3/4; 14/19; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 11/4; 71/25; 14/5; 11/4; 13/5; 27/10; 13/5; 11/4; 5/2; 11/4; 13/5; 11/4; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 13/5; 5/2; 13/5; 11/4; 13/5
Burton; 17/4; 4; 19/5; 43/10; 4; 4; 43/10; 21/5; 4; 10/3; 17/4; 4; 4; 17/4; 50/13; 21/5; 22/5; 77/19; 4; 21/5; 21/5; 21/5; ; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-13 02:20:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 8/11; 7/10; 7/10; 3/4; 8/11; 7/10; 4/6; 7/10; 8/11; 8/11; 8/11; 81/100; 3/4; 8/11; 8/11; 14/19; 4/6; 3/4; 4/6; 3/4; 14/19; 8/11; 8/11; 4/6; 8/11; 8/11
Draw; 27/10; 13/5; 5/2; 11/4; 71/25; 14/5; 13/5; 13/5; 27/10; 13/5; 11/4; 5/2; 11/4; 13/5; 11/4; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 13/5; 5/2; 12/5; 11/4; 13/5
Burton; 9/2; 4; 19/5; 43/10; 4; 4; 43/10; 21/5; 4; 10/3; 4; 9/2; 4; 17/4; 50/13; 21/5; 22/5; 77/19; 4; 21/5; 7/2; 21/5; 22/5; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-13 10:20:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 8/11; 7/10; 7/10; 3/4; 8/11; 7/10; 4/6; 7/10; 8/11; 8/11; 8/11; 81/100; 3/4; 8/11; 8/11; 14/19; 4/6; 3/4; 4/6; 3/4; 14/19; 8/11; 8/11; 4/6; 4/6
Draw; 27/10; 13/5; 5/2; 11/4; 71/25; 14/5; 13/5; 13/5; 27/10; 13/5; 11/4; 5/2; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 11/4; 13/5; 13/5; 12/5
Burton; 9/2; 4; 19/5; 43/10; 4; 4; 43/10; 21/5; 4; 10/3; 4; 9/2; 4; 17/4; 50/13; 21/5; 22/5; 77/19; 4; 21/5; 7/2; 7/2; 7/2; ; ; 
META; english/championship/burton-v-derby; 2018-04-13 14:20:50 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 8/11; 8/11; 3/4; 3/4; 8/11; 7/10; 4/6; 7/10; 3/4; 8/11; 8/11; 81/100; 3/4; 8/11; 8/11; 10/13; 4/6; 14/19; 4/6; 3/4; 10/13; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 27/10; 13/5; 5/2; 11/5; 137/50; 14/5; 13/5; 13/5; 27/10; 5/2; 11/4; 5/2; 11/4; 5/2; 13/5; 13/5; 28/11; 13/5; 27/10; 45/17; 11/4; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5
Burton; 9/2; 4; 9/2; 9/2; 4; 4; 43/10; 4; 4; 10/3; 4; 9/2; 4; 75/19; 17/4; 50/13; 21/5; 21/5; 75/19; 17/4; 4; 21/5; 21/5; 23/5; ; ; 
META; english/championship/burton-v-derby; 2018-04-13 18:20:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 8/11; 8/11; 3/4; 3/4; 8/11; 8/11; 4/6; 7/10; 8/11; 8/11; 8/11; 81/100; 3/4; 8/11; 8/11; 10/13; 4/6; 14/19; 4/6; 3/4; 10/13; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 27/10; 13/5; 5/2; 13/5; 137/50; 14/5; 13/5; 13/5; 27/10; 5/2; 11/4; 5/2; 11/4; 5/2; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 11/4; 13/5; 13/5; 13/5; 27/10; 13/5; 
Burton; 9/2; 4; 15/4; 9/2; 4; 4; 43/10; 4; 4; 10/3; 4; 9/2; 4; 39/10; 17/4; 50/13; 21/5; 17/4; 75/19; 17/4; 22/5; 21/5; 23/5; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-13 22:20:43 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 8/11; 8/11; 3/4; 3/4; 8/11; 8/11; 4/6; 7/10; 8/11; 8/11; 8/11; 81/100; 3/4; 8/11; 8/11; 14/19; 4/6; 14/19; 4/6; 3/4; 14/19; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 27/10; 13/5; 5/2; 13/5; 137/50; 14/5; 13/5; 13/5; 27/10; 5/2; 11/4; 5/2; 11/4; 5/2; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 11/4; 45/17; 13/5; 13/5; 27/10; 13/5; 
Burton; 9/2; 4; 15/4; 9/2; 4; 4; 43/10; 4; 4; 10/3; 4; 9/2; 4; 41/10; 17/4; 50/13; 21/5; 17/4; 41/10; 17/4; 21/5; 22/5; 21/5; 23/5; ; ; 
META; english/championship/burton-v-derby; 2018-04-14 02:20:28 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 3/4; 8/11; 3/4; 3/4; 8/11; 8/11; 4/6; 7/10; 8/11; 8/11; 8/11; 3/4; 3/4; 8/11; 8/11; 14/19; 4/6; 14/19; 4/6; 3/4; 14/19; 8/11; 4/6; 4/6; 8/11; 8/11
Draw; 27/10; 13/5; 5/2; 13/5; 137/50; 14/5; 13/5; 13/5; 27/10; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 27/10; 45/17; 11/4; 45/17; 13/5; 27/10; 13/5; 27/10; 11/4
Burton; 9/2; 19/5; 4; 15/4; 9/2; 4; 4; 43/10; 4; 4; 15/4; 4; 9/2; 4; 41/10; 17/4; 39/10; 21/5; 17/4; 41/10; 17/4; 21/5; 4; 21/5; 22/5; ; 
META; english/championship/burton-v-derby; 2018-04-14 10:20:37 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 3/4; 3/4; 8/11; 19/25; 8/11; 8/11; 4/6; 7/10; 3/4; 8/11; 8/11; 3/4; 3/4; 8/11; 8/11; 5/7; 4/6; 14/19; 4/6; 3/4; 14/19; 8/11; 4/6; 8/11; 8/11; 8/11
Draw; 27/10; 13/5; 13/5; 13/5; 137/50; 14/5; 13/5; 13/5; 27/10; 13/5; 11/4; 5/2; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 27/10; 45/17; 11/4; 45/17; 13/5; 27/10; 13/5; 27/10; 11/4
Burton; 9/2; 19/5; 21/5; 4; 22/5; 4; 4; 43/10; 17/4; 4; 15/4; 4; 9/2; 4; 41/10; 17/4; 39/10; 21/5; 17/4; 54/13; 17/4; 21/5; 21/5; 21/5; 22/5; ; 
META; english/championship/burton-v-derby; 2018-04-14 14:21:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Derby; 3/4; 3/4; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 7/9; 4/5; 8/11; 3/4; 3/4; 4/5; 4/5; 8/11; 14/19; 13/18; 10/13; 3/4; 4/5; 10/13; 8/11; 8/11; 4/5; 4/5; 4/5
Draw; 27/10; 5/2; 5/2; 5/2; 133/50; 5/2; 13/5; 12/5; 28/11; 13/5; 11/4; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 
Burton; 9/2; 4; 4; 21/5; 4; 4; 39/10; 4; 15/4; 15/4; 4; 4; 75/19; 17/4; 15/4; 19/5; 4; 75/19; 4; 4; 21/5; 21/5; ; ; ; ; 
META; english/championship/burton-v-derby; 2018-04-14 18:20:43 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Burton; 4/6; 2/3; 4/5; 7/10; 22/25; 7/10; 3/4; 8/13; 5/6; 8/11; 4/6; 7/10; 17/20; 4/6; 4/6; 9/10; 7/10; 3/4; 8/11; 5/6; 8/11; 8/11; 4/6; 4/6
Draw; 21/10; 15/8; 15/8; 21/10; 9/4; 21/10; 2; 2; 11/5; 19/10; 15/8; 39/20; 2; 39/19; 21/10; 2; 21/10; 28/13; 2; 21/10; 2; 11/5; ; 
Derby; 11/2; 9/2; 19/4; 11/2; 19/5; 11/2; 19/4; 11/2; 41/10; 11/2; 11/2; 9/2; 19/4; 5; 11/2; 37/10; 5; 23/5; 21/4; 77/19; 11/2; 27/5; 29/5; 28/5
