META; english/championship/bolton-v-preston; 2018-02-24 22:19:33 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; ; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; 4/5; ; 
Bolton; ; 12/5; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; 11/8; ; 
Draw; ; 12/5; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 9/5; ; 
META; english/championship/bolton-v-preston; 2018-02-25 02:19:08 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; ; 11/10; ; ; ; ; 6/5; 11/10; 6/5; ; ; ; ; ; ; ; 15/13; ; ; 6/5; ; 6/5; ; 15/13; ; 10/11; ; 
Bolton; ; 12/5; ; ; ; ; 23/10; 21/10; 11/5; ; ; ; ; ; ; ; 28/13; ; ; 11/5; ; 23/10; ; 28/13; ; 9/5; ; 
Draw; ; 12/5; ; ; ; ; 12/5; 12/5; 12/5; ; ; ; ; ; ; ; 40/17; ; ; 40/17; ; 12/5; ; 12/5; ; 21/10; ; 
META; english/championship/bolton-v-preston; 2018-02-25 10:19:13 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 13/10; 11/10; ; ; ; ; 13/10; 6/5; 6/5; 13/10; 13/10; 5/4; ; ; 13/10; 5/4; 5/4; 13/10; ; 6/5; ; 13/10; ; 5/4; ; 4/11; ; 
Draw; 9/4; 12/5; ; ; ; ; 9/4; 11/5; 12/5; 21/10; 12/5; 23/10; ; ; 23/10; 23/10; 9/4; 11/5; ; 40/17; ; 12/5; ; 9/4; ; 9/5; ; 
Bolton; 21/10; 12/5; ; ; ; ; 11/5; 2; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; 9/4; 21/10; 21/10; ; 11/5; ; 85/40; ; 21/10; ; 23/10; ; 
META; english/championship/bolton-v-preston; 2018-02-25 14:19:43 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 23/20; 23/20; 15/13; ; ; ; 6/5; 1; 6/5; 23/20; 23/20; 23/20; ; ; 23/20; 11/10; 15/13; 6/5; 19/17; 6/5; 11/10; 23/20; 23/20; 6/5; ; 1; ; 
Draw; 23/10; 11/5; 21/10; ; ; ; 11/5; 21/10; 12/5; 21/10; 11/5; 2; ; ; 9/4; 11/5; 28/13; 11/5; 28/13; 40/17; 9/4; 9/4; 11/5; 11/5; ; 9/5; ; 
Bolton; 12/5; 13/5; 13/5; ; ; ; 12/5; 12/5; 11/5; 13/5; 13/5; 14/5; ; ; 13/5; 13/5; 40/17; 9/4; 11/5; 11/5; 13/5; 13/5; 13/5; 40/17; ; 23/10; ; 
META; english/championship/bolton-v-preston; 2018-02-25 18:19:41 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 23/20; 11/10; 15/13; ; ; ; 6/5; 1; 6/5; 23/20; 23/20; 23/20; 6/5; ; 23/20; 11/10; 6/5; 15/13; 19/17; 6/5; 11/10; 23/20; 23/20; 6/5; ; 1; ; 23/20
Draw; 23/10; 21/10; 21/10; ; ; ; 11/5; 21/10; 12/5; 21/10; 11/5; 2; 11/5; ; 9/4; 21/10; 11/5; 9/4; 28/13; 40/17; 9/4; 9/4; 11/5; 11/5; ; 9/5; ; 21/10
Bolton; 12/5; 13/5; 13/5; ; ; ; 12/5; 12/5; 11/5; 13/5; 13/5; 14/5; 5/2; ; 13/5; 13/5; 12/5; 12/5; 11/5; 11/5; 13/5; 13/5; 13/5; 12/5; ; 23/10; ; 11/5
META; english/championship/bolton-v-preston; 2018-02-25 22:19:41 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 23/20; 11/10; 15/13; ; ; ; 6/5; 1; 6/5; 23/20; 23/20; 23/20; 6/5; ; 23/20; 11/10; 6/5; 15/13; 19/17; 6/5; 11/10; 23/20; 23/20; 6/5; ; 4/5; ; 21/20
Draw; 23/10; 21/10; 21/10; ; ; ; 11/5; 21/10; 12/5; 21/10; 11/5; 2; 11/5; ; 9/4; 11/5; 11/5; 9/4; 28/13; 40/17; 9/4; 11/5; 11/5; 11/5; ; 9/5; ; 21/10
Bolton; 12/5; 13/5; 13/5; ; ; ; 12/5; 12/5; 11/5; 13/5; 5/2; 14/5; 5/2; ; 13/5; 13/5; 12/5; 12/5; 11/5; 11/5; 13/5; 27/10; 13/5; 27/11; ; 11/5; ; 11/5
META; english/championship/bolton-v-preston; 2018-02-26 02:19:19 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 23/20; 11/10; 15/13; ; ; ; 6/5; 1; 6/5; 23/20; 23/20; 23/20; 6/5; ; 23/20; 11/10; 15/13; 15/13; 19/17; 6/5; 11/10; 23/20; 23/20; 15/13; ; 1; ; 21/20
Draw; 23/10; 21/10; 21/10; ; ; ; 11/5; 21/10; 12/5; 21/10; 11/5; 2; 11/5; ; 9/4; 21/10; 11/5; 9/4; 28/13; 40/17; 11/5; 9/4; 21/10; 9/4; ; 21/10; ; 21/10
Bolton; 12/5; 13/5; 13/5; ; ; ; 5/2; 5/2; 11/5; 13/5; 13/5; 14/5; 5/2; ; 13/5; 13/5; 27/11; 12/5; 11/5; 11/5; 11/4; 13/5; 53/20; 27/11; ; 13/5; ; 11/5
META; english/championship/bolton-v-preston; 2018-02-26 10:19:21 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 23/20; 11/10; 15/13; 6/5; ; 11/10; 6/5; 1; 6/5; 23/20; 23/20; 23/20; 6/5; ; 23/20; 11/10; 15/13; 15/13; 19/17; 6/5; 11/10; 23/20; 23/20; 15/13; ; 1; ; 23/20
Draw; 23/10; 2; 21/10; 21/10; ; 23/10; 11/5; 21/10; 12/5; 2; 11/5; 2; 11/5; ; 9/4; 21/10; 11/5; 9/4; 28/13; 40/17; 11/5; 11/5; 21/10; 9/4; ; 21/10; ; 21/10
Bolton; 12/5; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; 11/5; 13/5; 13/5; 14/5; 5/2; ; 13/5; 13/5; 27/11; 12/5; 11/5; 11/5; 11/4; 27/10; 53/20; 27/11; ; 13/5; ; 9/4
META; english/championship/bolton-v-preston; 2018-02-26 14:19:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 23/20; 11/10; 11/10; 15/13; 19/17; 6/5; 11/10; 23/20; 11/10; ; 1; ; 23/20
Draw; 12/5; 2; 21/10; 21/10; 117/50; 23/10; 11/5; 21/10; 12/5; 2; 11/5; 2; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 28/13; 40/17; 9/4; 21/10; 9/4; ; 21/10; ; 9/4
Bolton; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 5/2; 11/5; 13/5; 13/5; 14/5; 5/2; 14/5; 13/5; 13/5; 13/5; 12/5; 11/5; 11/5; 11/4; 53/20; 45/17; ; 5/2; ; 14/5
META; english/championship/bolton-v-preston; 2018-02-26 18:19:53 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 6/5; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 11/10; 15/13; 19/17; 6/5; 11/10; 23/20; 11/10; ; 1; 10/9; 23/20
Draw; 12/5; 2; 21/10; 21/10; 117/50; 23/10; 11/5; 21/10; 12/5; 2; 11/5; 2; ; 21/10; 9/4; 21/10; 11/5; 9/4; 28/13; 40/17; 11/5; 21/10; 9/4; ; 21/10; 21/10; 9/4
Bolton; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 5/2; 11/5; 13/5; 13/5; 14/5; ; 14/5; 13/5; 13/5; 13/5; 12/5; 11/5; 11/5; 11/4; 53/20; 45/17; ; 13/5; 27/10; 14/5
META; english/championship/bolton-v-preston; 2018-02-26 22:19:51 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 11/10; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 1; 15/13; 19/17; 11/10; ; 23/20; 1; ; 21/20; 11/10; 23/20
Draw; 12/5; 2; 21/10; 21/10; 117/50; 23/10; 11/5; 21/10; 23/10; 2; 11/5; 2; ; 21/10; 9/4; 21/10; 2; 9/4; 28/13; 9/4; 11/5; 21/10; 2; ; 21/10; 11/5; 9/4
Bolton; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 5/2; 45/17; 13/5; 13/5; 14/5; ; 14/5; 13/5; 13/5; 12/5; 12/5; 11/5; 13/5; ; 53/20; 12/5; ; 13/5; 13/5; 14/5
META; english/championship/bolton-v-preston; 2018-02-27 02:19:47 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 23/20; 11/10; 11/10; 1; 11/10; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 21/20; 15/13; 19/17; 11/10; ; 23/20; 11/10; ; 11/10; 11/10; 23/20
Draw; 12/5; 2; 21/10; 21/10; 51/20; 23/10; 11/5; 21/10; 23/10; 2; 11/5; 2; ; 21/10; 9/4; 21/10; 28/13; 9/4; 28/13; 9/4; 11/5; 21/10; 28/13; ; 21/10; 21/10; 9/4
Bolton; 5/2; 13/5; 13/5; 13/5; 53/20; 11/4; 13/5; 5/2; 45/17; 13/5; 13/5; 14/5; ; 14/5; 13/5; 13/5; 13/5; 12/5; 11/5; 13/5; ; 53/20; 45/17; ; 13/5; 5/2; 14/5
META; english/championship/bolton-v-preston; 2018-02-27 10:19:47 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 11/10; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 21/20; 15/13; 19/17; 11/10; ; 23/20; 11/10; ; 11/10; 11/10; 23/20
Draw; 12/5; 2; 21/10; 21/10; 117/50; 23/10; 11/5; 21/10; 23/10; 2; 11/5; 2; ; 21/10; 9/4; 21/10; 28/13; 9/4; 28/13; 9/4; 11/5; 21/10; 28/13; ; 21/10; 21/10; 9/4
Bolton; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 5/2; 45/17; 13/5; 13/5; 14/5; ; 14/5; 13/5; 13/5; 13/5; 12/5; 11/5; 13/5; ; 53/20; 45/17; ; 13/5; 5/2; 14/5
META; english/championship/bolton-v-preston; 2018-02-27 14:20:36 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 11/10; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 11/10; 11/10; 23/20; 11/10; ; 11/10; 11/10; 23/20
Draw; 12/5; 21/10; 21/10; 21/10; 117/50; 23/10; 11/5; 21/10; 23/10; 21/10; 11/5; 2; ; 21/10; 9/4; 21/10; 28/13; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; ; 21/10; 21/10; 9/4
Bolton; 5/2; 11/4; 13/5; 13/5; 141/50; 11/4; 13/5; 5/2; 45/17; 27/10; 13/5; 14/5; ; 14/5; 13/5; 13/5; 13/5; 12/5; 40/17; 13/5; ; 53/20; 45/17; ; 13/5; 13/5; 14/5
META; english/championship/bolton-v-preston; 2018-02-27 18:19:51 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 11/10; 15/13; 6/5; 59/50; 11/10; 11/10; 1; 11/10; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 11/10; 11/10; 23/20; 11/10; ; 11/10; 11/10; 23/20
Draw; 12/5; 21/10; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 23/10; 21/10; 11/5; 2; ; 21/10; 9/4; 21/10; 28/13; 9/4; 21/10; 9/4; 9/4; 21/10; 11/5; ; 21/10; 21/10; 9/4
Bolton; 5/2; 11/4; 13/5; 13/5; 57/20; 11/4; 13/5; 5/2; 45/17; 27/10; 13/5; 14/5; ; 14/5; 13/5; 13/5; 13/5; 12/5; 40/17; 13/5; ; 53/20; 45/17; ; 13/5; 13/5; 14/5
META; english/championship/bolton-v-preston; 2018-03-02 17:43:47 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 5/4; 6/5; 6/5; 6/5; 32/25; 6/5; 6/5; 11/10; 5/4; 6/5; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 15/13; 15/13; 19/16; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 9/4; 2; 21/10; 21/10; 111/50; 9/4; 21/10; 21/10; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 2; 39/19; 11/5; 2; 11/5; 9/4; 11/5; 21/10; 2; 21/10; 21/10
Bolton; 27/10; 13/5; 5/2; 5/2; 67/25; 14/5; 5/2; 13/5; 12/5; 13/5; 11/4; 13/5; 5/2; 13/5; 5/2; 13/5; 27/11; 12/5; 14/5; 40/17; 27/10; 13/5; 27/11; 13/5; 13/5; 13/5
META; english/championship/bolton-v-preston; 2018-03-02 22:21:24 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 13/10; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 11/10; 5/4; 5/4; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 15/13; 17/14; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 5/4
Draw; 9/4; 2; 21/10; 56/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 39/19; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 11/5; 
Bolton; 13/5; 12/5; 5/2; 5/2; 131/0; 27/10; 5/2; 5/2; 12/5; 5/2; 11/4; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 40/17; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5
META; english/championship/bolton-v-preston; 2018-03-03 02:21:08 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 13/10; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 11/10; 5/4; 5/4; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 5/4
Draw; 9/4; 2; 21/10; 56/25; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 11/5; 
Bolton; 13/5; 12/5; 5/2; 5/2; 131/0; 27/10; 5/2; 5/2; 12/5; 5/2; 11/4; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 40/17; 13/5; 13/5; 12/5; 5/2; 13/5; 13/5
META; english/championship/bolton-v-preston; 2018-03-03 10:21:42 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 6/5; 5/4; 23/20; 6/5; 61/50; 6/5; 6/5; 11/10; 5/4; 23/20; 23/20; 11/10; 6/5; 23/20; 23/20; 11/10; 15/13; 15/13; 19/17; 6/5; 23/20; 23/20; 15/13; 10/9; 23/20; 6/5
Draw; 9/4; 2; 21/10; 21/10; 11/5; 23/10; 21/10; 21/10; 9/4; 11/5; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 11/5; 9/4; 11/5; 28/13; 21/10; 11/5; 21/10
Bolton; 11/4; 5/2; 14/5; 5/2; 72/25; 14/5; 13/5; 13/5; 12/5; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 13/5; 27/10; 12/5; 14/5; 40/17; 3; 14/5; 11/4; 14/5; 14/5; 14/5
META; english/championship/bolton-v-preston; 2018-03-03 14:21:14 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Preston; 21/20; 19/20; 1; 21/20; 51/50; 21/20; 6/5; 1; 1; 23/20; 20/21; 1; 1; 21/20; 1; 21/20; 39/40; 28/29; 1; 21/20; 1; 20/21; ; ; 
Draw; 23/10; 11/5; 9/4; 21/10; 119/0; 23/10; 11/5; 11/5; 28/13; 9/4; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 23/10; 9/4; 9/4; 23/10; 11/5
Bolton; 16/5; 16/5; 10/3; 3; 67/20; 10/3; 11/4; 3; 57/17; 10/3; 11/4; 10/3; 3; 16/5; 16/5; 3; 14/5; 13/4; 13/4; 10/3; 10/3; 58/19; 3; 10/3; 14/5
META; english/championship/bolton-v-preston; 2018-03-03 18:21:01 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Draw; 11/10; 6/5; 21/20; 11/10; 58/25; 23/10; 11/5; 1; 21/10; 5/4; 2; 41/20; 11/10; 6/5; 28/13; 15/13; 19/17; 23/20; 28/13; 21/10; 6/5; 21/20
Bolton; 9/2; 9/2; 4; 37/50; 8/13; 3/4; 4; 8/11; 9/2; 8/13; 17/4; 3/4; 15/4; 9/2; 13/17; 5; 19/5; 19/4; 13/17; 8/11; 24/5; 21/5
Preston; 6/4; 11/8; 6/4; 8/5; 49/10; 6; 7/5; 19/4; 11/8; 11/2; 13/10; 11/2; 7/5; 13/10; 79/17; 5/4; 6/4; 29/20; 47/10; 5; 7/5; 7/2
