META; english/championship/birmingham-v-fulham; 2018-04-29 02:18:48 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 2/3; 8/11; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4
Draw; 11/4; 5/2; 5/2; 5/2; 13/5; 11/4; 27/11; 11/4
Birmingham; 4; 16/5; 7/2; 10/3; 7/2; 15/4; 17/5; 15/4
META; english/championship/birmingham-v-fulham; 2018-04-29 10:18:51 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 5/6; 2/3; 17/20; 8/11; 4/5; 4/5; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6
Draw; 13/5; 11/4; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 11/4; 13/5; 27/11; 13/5; 27/11; 11/4; 5/2
Birmingham; 16/5; 4; 16/5; 16/5; 7/2; 16/5; 7/2; 16/5; 16/5; 7/2; 16/5; 31/10; 17/5; 10/3; 16/5
META; english/championship/birmingham-v-fulham; 2018-04-29 14:19:30 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 7/10; 4/6; 3/4; 4/6; 7/10; 3/4; 8/11; 8/11; 7/10; 5/7; 13/18; 3/4; 3/4; 7/10; 5/7
Draw; 14/5; 11/4; 11/4; 14/5; 13/5; 27/10; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 27/10; 27/10; 27/10; 45/17; 14/5; 27/10
Birmingham; 4; 7/2; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 37/10; 7/2; 15/4; 39/11; 18/5; 37/13; 17/5; 4; 18/5; 
META; english/championship/birmingham-v-fulham; 2018-04-29 18:19:08 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 18/25; 7/10; 8/13; 3/4; 4/6; 7/10; 8/11; 7/10; 7/10; 7/10; 5/7; 13/18; 3/4; 3/4; 7/10; 5/7
Draw; 14/5; 11/4; 11/4; 3; 14/5; 11/4; 27/10; 11/4; 14/5; 14/5; 29/10; 14/5; 14/5; 11/4; 27/10; 27/10; 45/17; 29/10; 14/5
Birmingham; 4; 7/2; 43/10; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 19/5; 4; 15/4; 37/10; 18/5; 37/13; 17/5; 4; 15/4; 
META; english/championship/birmingham-v-fulham; 2018-04-29 22:18:58 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 18/25; 7/10; 8/13; 3/4; 4/6; 7/10; 8/11; 7/10; 7/10; 7/10; 5/7; 13/18; 3/4; 3/4; 7/10; 5/7
Draw; 14/5; 11/4; 11/4; 3; 14/5; 11/4; 27/10; 11/4; 14/5; 14/5; 29/10; 14/5; 14/5; 11/4; 27/10; 27/10; 45/17; 29/10; 14/5
Birmingham; 4; 7/2; 43/10; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 19/5; 4; 15/4; 37/10; 18/5; 37/13; 17/5; 4; 15/4; 
META; english/championship/birmingham-v-fulham; 2018-04-30 02:18:43 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 18/25; 7/10; 8/13; 3/4; 4/6; 7/10; 8/11; 7/10; 7/10; 7/10; 5/7; 13/18; 3/4; 3/4; 7/10; 5/7
Draw; 14/5; 11/4; 11/4; 3; 14/5; 11/4; 27/10; 11/4; 14/5; 14/5; 29/10; 14/5; 14/5; 11/4; 27/10; 27/10; 45/17; 29/10; 14/5
Birmingham; 4; 7/2; 43/10; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 19/5; 4; 15/4; 37/10; 18/5; 37/13; 17/5; 4; 15/4; 
META; english/championship/birmingham-v-fulham; 2018-04-30 10:18:49 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 18/25; 8/11; 7/10; 4/6; 3/4; 7/10; 7/10; 8/11; 7/10; 8/11; 7/10; 5/7; 13/18; 3/4; 3/4; 7/10; 14/19
Draw; 14/5; 11/4; 11/4; 3; 29/10; 14/5; 13/5; 27/10; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 11/4; 27/10; 27/10; 45/17; 29/10; 11/4
Birmingham; 4; 7/2; 43/10; 15/4; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 15/4; 4; 15/4; 62/17; 18/5; 37/13; 17/5; 4; 37/10; 
META; english/championship/birmingham-v-fulham; 2018-04-30 14:19:25 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 73/00; 8/11; 4/6; 4/6; 3/4; 4/6; 7/10; 8/11; 8/11; 8/11; 7/10; 9/13; 13/18; 13/18; 3/4; 7/10; 9/13; 4/7; 4/6
Draw; 14/5; 11/4; 11/4; 61/20; 29/10; 29/10; 13/5; 27/10; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 14/5; 27/10; 11/4; 45/17; 29/10; 37/13; 23/10; 3
Birmingham; 4; 7/2; 41/10; 15/4; 15/4; 7/2; 7/2; 7/2; 15/4; 10/3; 37/10; 4; 15/4; 19/5; 18/5; 56/19; 17/5; 19/5; 50/13; 14/5; 4; 
META; english/championship/birmingham-v-fulham; 2018-04-30 18:19:25 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 7/10; 4/6; 73/00; 8/11; 7/10; 4/6; 3/4; 7/10; 7/10; 7/10; 8/11; 8/11; 8/11; 7/10; 9/13; 13/18; 13/18; 3/4; 8/11; 9/13; 4/7; 4/6; 4/6
Draw; 14/5; 11/4; 14/5; 11/4; 63/20; 29/10; 29/10; 13/5; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 14/5; 27/10; 11/4; 45/17; 14/5; 37/13; 23/10; 3; 
Birmingham; 4; 18/5; 7/2; 4; 15/4; 15/4; 7/2; 7/2; 7/2; 7/2; 15/4; 10/3; 18/5; 4; 15/4; 15/4; 18/5; 56/19; 17/5; 19/5; 19/5; 14/5; 4; ; 
META; english/championship/birmingham-v-fulham; 2018-04-30 22:19:24 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 4/6; 71/00; 4/6; 7/10; 8/13; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; 8/11; 7/10; 5/7; 13/18; 11/17; 7/10; 4/6; 5/7; 4/7; 4/7; 4/6; 4/6
Draw; 14/5; 11/4; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 11/4; 27/10; 14/5; 45/17; 29/10; 11/4; 11/4; 12/5; 3; 
Birmingham; 4; 15/4; 7/2; 21/5; 4; 15/4; 7/2; 4; 18/5; 18/5; 15/4; 15/4; 19/5; 4; 15/4; 19/5; 18/5; 33/10; 39/10; 21/5; 19/5; 7/2; 3; 21/5; 21/5; 
META; english/championship/birmingham-v-fulham; 2018-05-01 02:19:15 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 4/6; 71/00; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; 8/11; 7/10; 4/6; 13/18; 11/17; 7/10; 4/6; 4/6; 8/13; 4/7; 4/6; 4/6
Draw; 14/5; 11/4; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 37/13; 11/4; 12/5; 3; 
Birmingham; 4; 15/4; 7/2; 21/5; 4; 7/2; 4; 18/5; 18/5; 15/4; 15/4; 19/5; 4; 15/4; 39/10; 18/5; 33/10; 39/10; 21/5; 75/19; 7/2; 3; 21/5; 21/5; ; 
META; english/championship/birmingham-v-fulham; 2018-05-01 10:19:16 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 2/3; 4/6; 4/6; 71/00; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 4/6; 4/6; 4/6; 11/17; 7/10; 4/6; 4/6; 8/13; 4/7; 4/6
Draw; 14/5; 11/4; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 37/13; 11/4; 12/5; 3
Birmingham; 4; 15/4; 7/2; 21/5; 4; 7/2; 4; 18/5; 18/5; 15/4; 15/4; 19/5; 4; 39/10; 4; 33/10; 39/10; 21/5; 75/19; 7/2; 3; 21/5; ; ; 
META; english/championship/birmingham-v-fulham; 2018-05-01 14:19:22 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 7/10; 7/10; 4/6; 18/25; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 7/10; 4/6; 4/6; 11/17; 7/10; 4/6; 9/13; 4/6; 4/6; 4/6
Draw; 14/5; 29/10; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 14/5; 27/10; 14/5; 45/17; 29/10; 37/13; 11/4; 3; 
Birmingham; 4; 18/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 4; 18/5; 18/5; 15/4; 7/2; 19/5; 4; 15/4; 50/13; 4; 33/10; 39/10; 21/5; 39/10; 7/2; 4; 
META; english/championship/birmingham-v-fulham; 2018-05-01 18:19:23 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 7/10; 7/10; 4/6; 18/25; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 7/10; 9/13; 4/6; 11/17; 7/10; 4/6; 9/13; 4/6; 4/7; 8/13; 4/6; 4/6
Draw; 14/5; 29/10; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 11/4; 14/5; 3; 
Birmingham; 4; 18/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 4; 18/5; 19/5; 15/4; 7/2; 19/5; 4; 15/4; 39/10; 4; 33/10; 39/10; 21/5; 75/19; 15/4; 7/2; 7/2; 4; 
META; english/championship/birmingham-v-fulham; 2018-05-01 22:19:24 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 4/6; 7/10; 4/6; 18/25; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 7/10; 9/13; 4/6; 11/17; 7/10; 4/6; 9/13; 4/6; 4/6; 8/13; 4/6; 4/6
Draw; 14/5; 29/10; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 14/5; 3; ; 
Birmingham; 4; 19/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 4; 18/5; 19/5; 15/4; 15/4; 19/5; 4; 15/4; 75/19; 4; 33/10; 39/10; 21/5; 75/19; 15/4; 7/2; 4; ; 
META; english/championship/birmingham-v-fulham; 2018-05-02 02:19:15 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 4/6; 7/10; 4/6; 18/25; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 7/10; 9/13; 4/6; 11/17; 7/10; 4/6; 9/13; 4/6; 4/7; 4/7; 4/6; 4/6
Draw; 14/5; 29/10; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 12/5; 3; ; 
Birmingham; 4; 19/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 4; 18/5; 18/5; 15/4; 15/4; 19/5; 4; 15/4; 39/10; 4; 33/10; 39/10; 21/5; 75/19; 15/4; 7/2; 3; 4; 
META; english/championship/birmingham-v-fulham; 2018-05-02 10:19:14 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 4/6; 7/10; 4/6; 18/25; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 4/6; 9/13; 4/6; 11/17; 7/10; 4/6; 9/13; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 14/5; 29/10; 29/10; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 12/5; 3; ; 
Birmingham; 4; 19/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 4; 18/5; 19/5; 15/4; 15/4; 19/5; 4; 75/19; 4; 33/10; 39/10; 21/5; 75/19; 15/4; 7/2; 3; 4; ; 
META; english/championship/birmingham-v-fulham; 2018-05-02 14:19:26 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 3/4; 8/11; 4/6; 3/4; 4/6; 7/10; 8/13; 7/10; 8/11; 4/6; 8/11; 7/10; 3/4; 3/4; 8/11; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 4/6; 8/11; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 14/5; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 11/4; 3; ; 
Birmingham; 4; 10/3; 17/5; 7/2; 39/10; 4; 15/4; 7/2; 4; 17/5; 18/5; 15/4; 15/4; 7/2; 7/2; 15/4; 15/4; 4; 33/10; 39/10; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/championship/birmingham-v-fulham; 2018-05-02 18:19:50 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 3/4; 8/11; 4/6; 3/4; 4/6; 7/10; 8/13; 7/10; 8/11; 4/6; 8/11; 8/11; 3/4; 3/4; 8/11; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 8/13; 8/11; 8/11
Draw; 14/5; 11/4; 14/5; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 29/10; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 11/4; 3; ; 
Birmingham; 4; 10/3; 17/5; 7/2; 39/10; 4; 15/4; 7/2; 4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 37/10; 4; 33/10; 39/10; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/championship/birmingham-v-fulham; 2018-05-02 22:19:40 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 8/11; 8/11; 4/6; 3/4; 4/6; 7/10; 8/13; 7/10; 8/11; 4/6; 8/11; 8/11; 3/4; 3/4; 7/10; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 8/13; 8/11; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 29/10; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 27/10; 3; ; 
Birmingham; 4; 10/3; 17/5; 7/2; 39/10; 4; 15/4; 7/2; 4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 37/10; 4; 33/10; 39/10; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/championship/birmingham-v-fulham; 2018-05-03 02:19:34 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 8/11; 8/11; 4/6; 3/4; 4/6; 7/10; 8/13; 7/10; 8/11; 4/6; 8/11; 8/11; 3/4; 3/4; 7/10; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 8/13; 8/11; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 29/10; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 13/5; 3; ; 
Birmingham; 4; 10/3; 17/5; 7/2; 39/10; 4; 15/4; 7/2; 4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 37/10; 4; 33/10; 39/10; 15/4; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2
META; english/championship/birmingham-v-fulham; 2018-05-03 10:19:36 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 8/11; 8/11; 4/6; 3/4; 8/11; 7/10; 4/6; 7/10; 8/11; 7/10; 8/11; 8/11; 3/4; 3/4; 7/10; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 8/13; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 3; 29/10; 11/4; 27/10; 29/10; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 14/5; 45/17; 29/10; 29/10; 14/5; 13/5; 3; 
Birmingham; 4; 10/3; 17/5; 7/2; 39/10; 18/5; 15/4; 7/2; 4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 37/10; 4; 33/10; 39/10; 15/4; 15/4; 7/2; 7/2; 10/3; 7/2
META; english/championship/birmingham-v-fulham; 2018-05-03 14:19:46 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 8/11; 8/11; 4/6; 19/25; 8/11; 7/10; 4/6; 7/10; 8/11; 7/10; 8/11; 8/11; 3/4; 3/4; 7/10; 5/7; 4/6; 11/17; 7/10; 8/11; 5/7; 4/6; 4/6; 4/6; 8/11; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 61/20; 3; 29/10; 11/4; 3; 29/10; 11/4; 13/5; 14/5; 29/10; 16/5; 14/5; 29/10; 27/10; 14/5; 29/10; 29/10; 29/10; 14/5; 14/5; 3; ; 
Birmingham; 4; 10/3; 17/5; 7/2; 77/20; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 37/10; 4; 33/10; 18/5; 15/4; 15/4; 7/2; 3; 7/2; 7/2; 
META; english/championship/birmingham-v-fulham; 2018-05-03 18:19:45 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Fulham; 13/20; 8/11; 8/11; 4/6; 77/00; 8/11; 7/10; 4/6; 7/10; 8/11; 7/10; 8/11; 8/11; 3/4; 3/4; 7/10; 14/19; 4/6; 8/11; 7/10; 8/11; 14/19; 4/6; 4/6; 4/6; 8/11; 8/11
Draw; 14/5; 29/10; 14/5; 11/4; 61/20; 3; 29/10; 11/4; 3; 29/10; 3; 13/5; 14/5; 29/10; 16/5; 14/5; 37/13; 27/10; 3; 29/10; 3; 29/10; 14/5; 14/5; 3; 14/5; 
Birmingham; 4; 10/3; 17/5; 7/2; 18/5; 7/2; 7/2; 15/4; 7/2; 18/5; 15/4; 10/3; 7/2; 7/2; 15/4; 18/5; 4; 7/2; 18/5; 7/2; 62/17; 7/2; 3; 7/2; 7/2; ; 
META; english/championship/birmingham-v-fulham; 2018-05-03 22:19:41 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
