META; english/championship/birmingham-v-middlesbrough; 2018-03-03 18:21:22 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 1; 19/20; 21/20; 10/11; 1; 19/20; 1; 19/20; 19/20; 19/20; 1; 19/20; 19/20; 1; 5/6
Draw; 13/5; 139/0; 12/5; 23/10; 12/5; 23/10; 5/2; 13/5; 12/5; 11/5; 40/17; 12/5; 47/20; 12/5; 11/5; 
Birmingham; 11/4; 29/10; 16/5; 11/4; 3; 11/4; 3; 14/5; 14/5; 27/10; 45/17; 27/10; 31/10; 3; 27/10; 14/5
META; english/championship/birmingham-v-middlesbrough; 2018-03-03 22:20:27 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 1; 10/11; 1; 5/6; 9/10; 10/11; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 9/10; 19/20; 19/20; 19/20; 5/6
Draw; 13/5; 23/10; 139/0; 12/5; 12/5; 23/10; 13/5; 12/5; 9/4; 9/4; 5/2; 5/2; 12/5; 11/5; 28/11; 47/20; 12/5; 11/5; 
Birmingham; 11/4; 3; 29/10; 10/3; 14/5; 16/5; 37/13; 16/5; 16/5; 16/5; 14/5; 3; 11/4; 45/17; 14/5; 31/10; 3; 11/4; 3
META; english/championship/birmingham-v-middlesbrough; 2018-03-04 02:20:04 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 9/10; 10/11; 20/21; 19/20; 1; 19/20; 19/20; 13/15; 19/20; 9/10; 19/20; 19/20; 19/20; 5/6
Draw; 13/5; 9/4; 23/10; 139/0; 12/5; 12/5; 23/10; 13/5; 12/5; 9/4; 9/4; 5/2; 5/2; 12/5; 5/2; 11/5; 28/11; 47/20; 12/5; 11/5; 
Birmingham; 11/4; 16/5; 11/4; 29/10; 10/3; 14/5; 16/5; 37/13; 16/5; 16/5; 16/5; 14/5; 3; 11/4; 3; 45/17; 14/5; 31/10; 3; 11/4; 3
META; english/championship/birmingham-v-middlesbrough; 2018-03-04 10:20:08 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 10/11; 19/20; 1; 10/11; 10/11; 5/6; 9/10; 10/11; 20/21; 19/20; 1; 19/20; 19/20; 13/15; 19/20; 9/10; 19/20; 19/20; 19/20; 9/10
Draw; 13/5; 23/10; 9/4; 139/0; 12/5; 5/2; 23/10; 13/5; 12/5; 9/4; 9/4; 5/2; 12/5; 12/5; 5/2; 11/5; 28/11; 47/20; 27/11; 11/5; 
Birmingham; 11/4; 10/3; 16/5; 29/10; 10/3; 14/5; 16/5; 37/13; 16/5; 16/5; 16/5; 14/5; 3; 27/10; 3; 45/17; 14/5; 31/10; 3; 11/4; 3
META; english/championship/birmingham-v-middlesbrough; 2018-03-04 14:20:44 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 10/11; 19/20; 97/00; 1; 10/11; 10/11; 9/10; 19/20; 20/21; 1; 19/20; 19/20; 13/15; 19/20; 9/10; 20/21; 19/20; 19/20; 10/11; 10/11; 
Draw; 13/5; 23/10; 9/4; 14/5; 5/2; 12/5; 23/10; 13/5; 23/10; 9/4; 9/4; 5/2; 12/5; 12/5; 5/2; 11/5; 28/11; 47/20; 27/11; 21/10; 9/4; 
Birmingham; 11/4; 10/3; 16/5; 3; 10/3; 29/10; 3; 37/13; 3; 16/5; 16/5; 14/5; 3; 27/10; 3; 45/17; 14/5; 31/10; 3; 27/10; 3; 11/4
META; english/championship/birmingham-v-middlesbrough; 2018-03-04 18:20:32 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 10/11; 19/20; 51/50; 11/10; 10/11; 1; 9/10; 19/20; 20/21; 1; 19/20; 19/20; 13/15; 19/20; 9/10; 20/21; 19/20; 19/20; 20/21; 20/21; 
Draw; 13/5; 23/10; 9/4; 51/20; 12/5; 12/5; 11/5; 13/5; 12/5; 9/4; 9/4; 5/2; 12/5; 40/17; 5/2; 11/5; 28/11; 47/20; 12/5; 11/5; 23/10; 
Birmingham; 11/4; 10/3; 16/5; 31/10; 3; 29/10; 11/4; 37/13; 3; 16/5; 16/5; 14/5; 3; 37/13; 3; 45/17; 14/5; 31/10; 3; 37/13; 14/5; 14/5
META; english/championship/birmingham-v-middlesbrough; 2018-03-04 22:20:10 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 19/20; 1; 11/10; 10/11; 1; 9/10; 19/20; 20/21; 1; 1; 19/20; 10/11; 13/15; 19/20; 9/10; 1; 19/20; 19/20; 20/21; 20/21; 20/21
Draw; 13/5; 23/10; 9/4; 127/0; 12/5; 12/5; 11/5; 13/5; 12/5; 23/10; 12/5; 9/4; 5/2; 12/5; 40/17; 5/2; 11/5; 28/11; 47/20; 40/17; 23/10; 23/10; 5/2
Birmingham; 11/4; 3; 16/5; 16/5; 3; 29/10; 11/4; 37/13; 3; 14/5; 16/5; 14/5; 3; 37/13; 3; 45/17; 14/5; 33/10; 3; 29/10; 3; 14/5; 3
META; english/championship/birmingham-v-middlesbrough; 2018-03-05 02:20:25 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 10/11; 19/20; 19/20; 1; 11/10; 10/11; 1; 19/20; 19/20; 1; 1; 19/20; 19/20; 13/15; 19/20; 19/20; 1; 19/20; 19/20; 20/21; 20/21; 20/21; ; 
Draw; 13/5; 23/10; 9/4; 5/2; 12/5; 23/10; 11/5; 5/2; 23/10; 21/10; 23/10; 11/5; 5/2; 23/10; 23/10; 5/2; 11/5; 27/11; 5/2; 47/20; 40/17; 23/10; 9/4; 12/5
Birmingham; 11/4; 3; 16/5; 13/4; 3; 11/4; 37/13; 3; 16/5; 3; 16/5; 14/5; 3; 29/10; 3; 45/17; 14/5; 16/5; 3; 56/19; 3; 3; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-05 10:20:23 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 19/20; 103/00; 11/10; 10/11; 1; 19/20; 19/20; 1; 1; 19/20; 19/20; 13/15; 19/20; 19/20; 1; 19/20; 19/20; 1; 20/21; 10/11; ; 
Draw; 5/2; 9/4; 9/4; 62/25; 12/5; 23/10; 11/5; 40/17; 23/10; 21/10; 23/10; 11/5; 5/2; 9/4; 9/4; 5/2; 11/5; 23/10; 5/2; 47/20; 23/10; 23/10; 9/4; 21/10
Birmingham; 16/5; 16/5; 16/5; 63/20; 3; 11/4; 3; 16/5; 3; 31/10; 14/5; 3; 29/10; 3; 45/17; 56/19; 16/5; 3; 29/10; 3; 14/5; ; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-05 14:20:42 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 1; 19/20; 1; 103/00; 11/10; 10/11; 1; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 19/20; 13/15; 1; 19/20; 1; 19/20; 19/20; 1; 20/21; 1; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 62/25; 12/5; 23/10; 11/5; 40/17; 11/5; 23/10; 21/10; 11/5; 11/5; 5/2; 9/4; 9/4; 5/2; 23/10; 23/10; 23/10; 47/20; 23/10; 23/10; 9/4; 12/5
Birmingham; 16/5; 16/5; 3; 63/20; 3; 11/4; 3; 3; 16/5; 10/3; 31/10; 14/5; 3; 29/10; 3; 56/19; 10/3; 3; 29/10; 3; 3; ; ; ; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-05 18:20:44 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 1; 21/20; 1; 109/00; 11/10; 10/11; 1; 21/20; 1; 21/20; 19/20; 21/20; 1; 1; 13/15; 24/23; 39/40; 11/10; 1; 1; 21/20; 21/20; ; ; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 123/0; 12/5; 23/10; 11/5; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 5/2; 12/5; 40/17; 23/10; 47/20; 23/10; 23/10; 23/10; 12/5
Birmingham; 16/5; 3; 29/10; 3; 74/25; 3; 11/4; 56/19; 29/10; 3; 14/5; 10/3; 3; 14/5; 11/4; 3; 11/4; 29/10; 31/10; 3; 14/5; 14/5; 3; ; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-05 22:20:48 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 21/20; 1; 21/20; 1; 11/10; 21/20; 1; 21/20; 1; 21/20; 19/20; 21/20; 1; 1; 21/20; 24/23; 39/40; 21/20; 1; 1; 21/20; 21/20; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 121/0; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 12/5; 40/17; 12/5; 47/20; 9/4; 23/10; 23/10; 12/5
Birmingham; 31/10; 3; 29/10; 3; 74/25; 31/10; 29/10; 11/4; 56/19; 29/10; 3; 14/5; 10/3; 3; 14/5; 11/4; 13/5; 11/4; 29/10; 31/10; 3; 11/4; 3; 3; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-06 02:20:42 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Middlesbrough; 21/20; 1; 21/20; 1; 11/10; 21/20; 1; 21/20; 1; 21/20; 19/20; 21/20; 1; 1; 21/20; 21/20; 39/40; 21/20; 1; 1; 21/20; 21/20; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 121/0; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 12/5; 40/17; 12/5; 47/20; 9/4; 23/10; 23/10; 12/5
Birmingham; 31/10; 3; 29/10; 3; 74/25; 31/10; 14/5; 11/4; 56/19; 29/10; 3; 14/5; 10/3; 3; 14/5; 11/4; 13/5; 27/10; 29/10; 31/10; 3; 11/4; 3; 3; ; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-06 10:20:36 GMT+2; 2018-03-11 20:00; Nothing; Xlenovo
Marseille; 5/6; 5/6; 17/20; 17/20; 87/00; 17/20; 5/6; 8/11; 9/10; 17/20; 5/6; 20/23; 10/11; 9/10; 10/11; 4/5; 5/6; 11/13; 11/13; 8/9; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 133/0; 13/5; 5/2; 12/5; 40/17; 12/5; 5/2; 5/2; 13/5; 49/20; 5/2; 23/10; 27/11; 23/10; 5/2; 40/17; 13/5; 51/20; 27/11; 12/5; 23/10; 13/5
Toulouse; 10/3; 10/3; 13/4; 10/3; 37/10; 7/2; 16/5; 16/5; 33/10; 16/5; 7/2; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 17/5; 29/10; 13/4; 7/2; 10/3; 13/4; 3; 7/2; 
META; english/championship/birmingham-v-middlesbrough; 2018-03-06 14:20:42 GMT+2; 2018-03-11 20:00; Nothing; Xlenovo
Marseille; 5/6; 5/6; 17/20; 17/20; 87/00; 17/20; 5/6; 8/11; 9/10; 17/20; 5/6; 5/6; 10/11; 9/10; 10/11; 4/5; 5/6; 11/13; 11/13; 8/9; 5/6; 5/6; 5/6; 4/5; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 133/0; 13/5; 5/2; 12/5; 40/17; 12/5; 5/2; 12/5; 13/5; 49/20; 5/2; 23/10; 27/11; 23/10; 5/2; 40/17; 51/20; 27/11; 12/5; 9/4; 13/5
Toulouse; 10/3; 10/3; 13/4; 10/3; 37/10; 7/2; 16/5; 16/5; 33/10; 16/5; 7/2; 7/2; 16/5; 16/5; 16/5; 3; 16/5; 17/5; 29/10; 13/4; 10/3; 13/4; 3; 14/5; 7/2
META; english/championship/birmingham-v-middlesbrough; 2018-03-06 18:20:48 GMT+2; 2018-03-11 20:00; Nothing; Xlenovo
Marseille; 5/6; 5/6; 17/20; 17/20; 87/00; 17/20; 5/6; 8/11; 9/10; 17/20; 5/6; 5/6; 10/11; 9/10; 10/11; 4/5; 5/6; 11/13; 11/13; 8/9; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 133/0; 13/5; 5/2; 12/5; 40/17; 12/5; 5/2; 12/5; 13/5; 49/20; 5/2; 23/10; 27/11; 23/10; 5/2; 40/17; 13/5; 51/20; 27/11; 12/5; 12/5; 13/5
Toulouse; 10/3; 10/3; 13/4; 10/3; 37/10; 7/2; 10/3; 16/5; 33/10; 16/5; 7/2; 7/2; 16/5; 16/5; 16/5; 3; 16/5; 17/5; 29/10; 13/4; 7/2; 10/3; 13/4; 3; 7/2; 
