META; english/championship/reading-v-leeds; 2018-03-03 22:21:37 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 8/5
Leeds; 17/10
Draw; 23/10
META; english/championship/reading-v-leeds; 2018-03-04 02:21:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 7/5; 7/4; 7/4; 8/5
Leeds; 9/5; 6/4; 6/4; 17/10
Draw; 9/4; 23/10; 23/10; 23/10
META; english/championship/reading-v-leeds; 2018-03-04 10:21:16 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 7/5; 7/4; 7/4; 8/5
Leeds; 9/5; 6/4; 6/4; 17/10
Draw; 9/4; 23/10; 23/10; 23/10
META; english/championship/reading-v-leeds; 2018-03-04 14:21:52 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 6/4; 7/4; 13/8; 7/4; 6/4; 31/20
Leeds; 17/10; 9/5; 17/10; 6/4; 8/5; 6/4; 19/10; 17/10
Draw; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 12/5
META; english/championship/reading-v-leeds; 2018-03-04 18:21:40 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 13/8; 8/5; 6/4; 6/4; 8/5; 13/8; 6/4; 17/11; 6/4; 31/20; 8/5; 6/4; 
Leeds; 17/10; 9/5; 9/5; 17/10; 13/8; 7/4; 17/10; 8/5; 7/4; 8/5; 7/4; 7/4; 17/10; 8/5; 13/8
Draw; 12/5; 9/4; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 40/17; 21/10
META; english/championship/reading-v-leeds; 2018-03-04 22:21:21 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 13/8; 6/4; 6/4; 6/4; 8/5; 31/20; 13/8; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4
Leeds; 17/10; 9/5; 9/5; 7/4; 13/8; 7/4; 17/10; 7/4; 8/5; 7/4; 17/10; 7/4; 9/5; 17/10; 17/10; 13/8
Draw; 12/5; 9/4; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 2
META; english/championship/reading-v-leeds; 2018-03-05 02:21:31 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 31/20; 6/4; 7/5; 6/4; 6/4; 31/20; 13/8; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5
Leeds; 17/10; 9/5; 9/5; 7/4; 13/8; 7/4; 9/5; 7/4; 8/5; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 13/8
Draw; 12/5; 9/4; 12/5; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5
META; english/championship/reading-v-leeds; 2018-03-05 10:21:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 31/20; 6/4; 7/5; 6/4; 6/4; 31/20; 13/8; 6/4; 16/11; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5
Leeds; 17/10; 19/10; 9/5; 7/4; 13/8; 7/4; 9/5; 7/4; 8/5; 9/5; 17/10; 17/10; 7/4; 9/5; 17/10; 7/4; 13/8
Draw; 12/5; 12/5; 12/5; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5
META; english/championship/reading-v-leeds; 2018-03-05 14:21:50 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 31/20; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 13/8; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5
Leeds; 17/10; 19/10; 9/5; 7/4; 13/8; 7/4; 9/5; 9/5; 15/8; 8/5; 9/5; 17/10; 17/10; 7/4; 9/5; 17/10; 17/10; 13/8
Draw; 12/5; 12/5; 12/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5
META; english/championship/reading-v-leeds; 2018-03-05 18:21:52 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 31/20; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 13/8; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5
Leeds; 17/10; 19/10; 9/5; 7/4; 13/8; 7/4; 7/4; 9/5; 15/8; 8/5; 9/5; 17/10; 17/10; 7/4; 9/5; 17/10; 17/10; 13/8
Draw; 12/5; 12/5; 12/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5
META; english/championship/reading-v-leeds; 2018-03-05 22:21:55 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 6/4; 7/5; 13/8; 13/8; 6/4; 8/5; 6/4; 6/4; 6/4; 7/5; 33/20; 13/8; 6/4; 6/4; 6/4; 6/4; 13/8; 31/20; 6/4; 6/4
Leeds; 17/10; 19/10; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 9/5; 15/8; 7/4; 8/5; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 17/10; 13/8
Draw; 12/5; 12/5; 21/10; 23/10; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 11/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 47/20; 40/17; 21/10
META; english/championship/reading-v-leeds; 2018-03-06 02:21:48 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Reading; 8/5; 7/5; 13/8; 13/8; 8/5; 8/5; 6/4; 8/5; 13/8; 13/8; 7/5; 33/20; 13/8; 6/4; 17/11; 6/4; 6/4; 13/8; 33/20; 17/11; 6/4
Leeds; 13/8; 19/10; 17/10; 7/4; 17/10; 17/10; 7/4; 33/20; 17/10; 7/4; 15/8; 17/10; 8/5; 7/4; 28/17; 17/10; 7/4; 17/10; 17/10; 28/17; 13/8
