META; english/championship/ipswich-v-hull; 2018-02-24 22:19:43 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Draw; 11/5; 9/4; 21/10; 11/5; 47/20; 23/10; 21/10; 21/10; 11/5; 2; 21/10; 21/10; ; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; ; 21/10; ; 21/10; 2; 11/5
META; english/championship/ipswich-v-hull; 2018-02-27 10:19:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 29/20; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 7/5; 6/4; 29/20; 6/4; 7/5; ; 31/20; 6/4; 6/4; 16/11; 16/11; 15/11; 31/21; 29/20; 29/20; 16/11; ; 6/4; 27/20; 6/4
Hull; 19/10; 15/8; 2; 19/10; 101/50; 19/10; 19/10; 9/5; 37/19; 19/10; 2; 2; ; 2; 19/10; 19/10; 19/10; 37/19; 30/17; 19/10; 2; 39/20; 19/10; ; 19/10; 9/5; 2
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 23/10; 21/10; 21/10; 11/5; 2; 21/10; 21/10; ; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; ; 21/10; ; 21/10; 2; 11/5
META; english/championship/ipswich-v-hull; 2018-02-27 14:20:49 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 29/20; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; ; 6/4; 6/4; 6/4; 16/11; 16/11; 15/11; 31/21; 29/20; 29/20; 16/11; ; 7/5; 27/20; 6/4
Hull; 19/10; 15/8; 2; 19/10; 101/50; 19/10; 19/10; 9/5; 37/19; 2; 2; 2; ; 2; 19/10; 19/10; 19/10; 37/19; 30/17; 19/10; 2; 39/20; 19/10; ; 19/10; 9/5; 2
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 23/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; ; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; ; 21/10; ; 21/10; 2; 11/5
META; english/championship/ipswich-v-hull; 2018-02-27 18:20:01 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 29/20; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 7/5; 6/4; ; 6/4; 7/5; ; 6/4; 6/4; 6/4; 16/11; 16/11; 15/11; 31/21; 29/20; 29/20; 16/11; ; 6/4; 27/20; 6/4
Hull; 19/10; 15/8; 2; 19/10; 52/25; 19/10; 19/10; 9/5; 37/19; ; 2; 2; ; 2; 19/10; 19/10; 19/10; 37/19; 30/17; 19/10; 2; 39/20; 19/10; ; 19/10; 9/5; 2
Draw; 11/5; 9/4; 21/10; 11/5; 56/25; 23/10; 21/10; 21/10; 11/5; ; 21/10; 21/10; ; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; ; 21/10; ; 21/10; 2; 11/5
META; english/championship/ipswich-v-hull; 2018-03-02 17:44:00 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 6/4; 7/5; 16/11; 16/11; 6/4; 16/11
Hull; 19/10; 19/10; 19/10; 37/19; 21/10; 19/10
Draw; 11/5; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/championship/ipswich-v-hull; 2018-03-02 22:21:39 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 6/4; 16/11
Hull; 2; 37/19
Draw; 11/5; 21/10
META; english/championship/ipswich-v-hull; 2018-03-03 02:21:22 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 6/4; 16/11
Hull; 2; 37/19
Draw; 11/5; 21/10
META; english/championship/ipswich-v-hull; 2018-03-03 10:22:00 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Ipswich; 6/4; 16/11
Hull; 2; 37/19
Draw; 11/5; 21/10
META; english/championship/ipswich-v-hull; 2018-03-10 18:21:33 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 13/10; 29/20; 7/5; 13/10; 13/10; 29/20; 7/5; 29/20; 7/5; 13/10; 11/8; 29/20; 27/20; 7/5
Hull; 19/10; 56/25; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 19/10; 9/5
Draw; 11/5; 23/10; 11/5; 21/10; 23/10; 11/5; 21/10; 11/5; 9/4; 11/5; 2; ; ; 
META; english/championship/ipswich-v-hull; 2018-03-10 22:20:22 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 11/8; 7/5; 6/4; 13/10; 149/00; 6/4; 7/5; 13/10; 6/4; 7/5; 31/20; 7/5; 13/10; 29/20; 6/4; 7/5; 7/5
Hull; 19/10; 15/8; 19/10; 19/10; 197/00; 21/10; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 19/10; 2; ; 
Draw; 12/5; 23/10; 21/10; 11/5; 127/0; 12/5; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; ; 
META; english/championship/ipswich-v-hull; 2018-03-11 02:19:50 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 11/8; 7/5; 6/4; 13/10; 6/4; 6/4; 7/5; 13/10; 6/4; 7/5; 31/20; 7/5; 13/10; 29/20; 6/4; 7/5; 7/5
Hull; 19/10; 15/8; 19/10; 19/10; 49/25; 21/10; 15/8; 21/10; 19/10; 11/5; 39/20; 2; 21/10; 2; 19/10; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 127/0; 12/5; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; ; 
META; english/championship/ipswich-v-hull; 2018-03-11 10:19:52 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 11/8; 7/5; 6/4; 13/10; 6/4; 6/4; 7/5; 13/10; 6/4; 7/5; 6/4; 31/20; 6/4; 7/5; 7/5; 13/10; 29/20; 6/4; 7/5; 7/5
Hull; 19/10; 15/8; 19/10; 19/10; 49/25; 21/10; 15/8; 21/10; 19/10; 11/5; 19/10; 39/20; 15/8; 2; 37/19; 21/10; 2; 19/10; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 127/0; 12/5; 11/5; 23/10; 21/10; 11/5; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 23/10; ; 
META; english/championship/ipswich-v-hull; 2018-03-11 14:20:33 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 29/20; 7/5; 29/20; 13/10; 151/00; 6/4; 7/5; 13/10; 29/20; 7/5; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 13/10; 29/20; 6/4; 7/5; 7/5
Hull; 9/5; 15/8; 2; 19/10; 52/25; 21/10; 15/8; 21/10; 2; 11/5; 19/10; 2; 15/8; 2; 37/19; 9/5; 21/10; 2; 39/20; 19/10; 2; 
Draw; 12/5; 23/10; 21/10; 11/5; 59/25; 12/5; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 21/10; 2; 21/10; ; 
META; english/championship/ipswich-v-hull; 2018-03-11 18:20:05 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 31/20; 7/5; 33/20; 13/10; 17/10; 17/10; 8/5; 7/5; 17/10; 7/5; 8/5; 13/8; 7/4; 13/8; 6/4; 8/5; 7/5; 32/21; 7/5; 31/20; 33/20; 28/17; 13/8; 6/4; 6/4
Hull; 17/10; 2; 7/4; 19/10; 37/20; 19/10; 9/5; 19/10; 7/4; 11/5; 7/4; 17/10; 7/4; 9/5; 15/8; 7/4; 37/19; 28/17; 19/10; 15/8; 7/4; 9/5; 9/5; 8/5; 9/5
Draw; 23/10; 11/5; 21/10; 11/5; 117/0; 9/4; 21/10; 23/10; 21/10; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 23/10; 21/10; 9/4; 2; 19/10; 21/10; ; 
META; english/championship/ipswich-v-hull; 2018-03-11 22:19:50 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 17/10; 13/8; 33/20; 13/10; 17/10; 17/10; 8/5; 28/17; 17/10; 13/8; 13/8; 13/8; 7/4; 17/10; 8/5; 17/10; 8/5; 32/21; 28/17; 17/10; 17/10; 7/4; 8/5; 13/8; 13/8; 13/8
Hull; 31/20; 7/4; 7/4; 19/10; 37/20; 9/5; 17/10; 8/5; 7/4; 19/10; 17/10; 7/4; 7/4; 17/10; 7/4; 28/17; 17/10; 28/17; 8/5; 15/8; 17/10; 17/10; 17/10; 7/4; 13/8; 7/4
Draw; 23/10; 21/10; 21/10; 11/5; 117/0; 23/10; 11/5; 23/10; 21/10; 2; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 21/10; 21/10; 9/4; 2; 9/4; ; 
META; english/championship/ipswich-v-hull; 2018-03-12 02:20:13 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 17/10; 17/10; 17/10; 11/8; 44/25; 17/10; 8/5; 28/17; 17/10; 13/8; 7/4; 17/10; 7/4; 9/5; 8/5; 7/4; 8/5; 32/21; 28/17; 7/4; 9/5; 17/10; 13/8; 13/8; 7/4
Hull; 31/20; 17/10; 17/10; 9/5; 179/00; 9/5; 17/10; 8/5; 17/10; 19/10; 13/8; 17/10; 7/4; 13/8; 7/4; 8/5; 17/10; 28/17; 8/5; 33/20; 28/17; 17/10; 13/8; 13/8; 7/4
Draw; 23/10; 21/10; 21/10; 11/5; 117/0; 23/10; 11/5; 23/10; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4; 23/10; 11/5; 21/10; 2; 11/5; ; ; 
META; english/championship/ipswich-v-hull; 2018-03-12 10:20:10 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 7/4; 17/10; 17/10; 11/8; 179/00; 17/10; 8/5; 28/17; 17/10; 13/8; 17/10; 17/10; 7/4; 9/5; 8/5; 7/4; 8/5; 32/21; 28/17; 7/4; 7/4; 17/10; 17/10; 13/8; 7/4
Hull; 7/4; 17/10; 17/10; 9/5; 44/25; 9/5; 17/10; 8/5; 17/10; 19/10; 17/10; 17/10; 7/4; 13/8; 7/4; 28/17; 17/10; 28/17; 8/5; 33/20; 28/17; 7/4; 17/10; 13/8; 7/4
Draw; 23/10; 21/10; 21/10; 11/5; 117/0; 23/10; 11/5; 23/10; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 9/4; 23/10; 11/5; 21/10; 21/10; 2; 9/4; ; 
META; english/championship/ipswich-v-hull; 2018-03-12 14:20:46 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 7/4; 17/10; 17/10; 17/10; 179/00; 17/10; 8/5; 7/4; 17/10; 7/4; 17/10; 6/4; 7/4; 9/5; 17/10; 7/4; 8/5; 32/21; 17/10; 7/4; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4
Hull; 7/4; 17/10; 17/10; 17/10; 44/25; 9/5; 17/10; 28/17; 17/10; 9/5; 17/10; 19/10; 7/4; 13/8; 17/10; 28/17; 17/10; 28/17; 8/5; 9/5; 33/20; 28/17; 17/10; 7/4; 13/8; 7/4
Draw; 23/10; 21/10; 21/10; 21/10; 117/0; 23/10; 11/5; 23/10; 21/10; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 23/10; 11/5; 21/10; 9/4; 23/10; 9/4; ; 
META; english/championship/ipswich-v-hull; 2018-03-12 18:20:49 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Ipswich; 19/10; 17/10; 9/5; 17/10; 189/00; 17/10; 8/5; 7/4; 9/5; 9/5; 7/4; 6/4; 9/5; 9/5; 7/4; 9/5; 8/5; 19/11; 17/10; 9/5; 7/4; 9/5; 9/5; 19/10; 15/8; 19/10
Hull; 17/10; 17/10; 8/5; 17/10; 169/00; 9/5; 17/10; 28/17; 13/8; 17/10; 13/8; 19/10; 33/20; 13/8; 8/5; 8/5; 17/10; 28/17; 8/5; 7/4; 33/20; 28/17; 13/8; 13/8; 13/8; 17/10
Draw; 9/4; 21/10; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-12 22:20:48 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 17/10; 17/10; 13/8; 17/10; 171/00; 9/5; 17/10; 28/17; 33/20; 17/10; 13/8; 13/8; 33/20; 13/8; 8/5; 8/5; 17/10; 28/17; 8/5; 7/4; 33/20; 28/17; 13/8; 17/10; 13/8; 17/10
Ipswich; 19/10; 17/10; 7/4; 17/10; 93/50; 17/10; 8/5; 7/4; 7/4; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 8/5; 19/11; 17/10; 9/5; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8
Draw; 9/4; 21/10; 21/10; 21/10; 58/25; 23/10; 11/5; 23/10; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 02:20:40 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 17/10; 13/8; 8/5; 17/10; 169/00; 7/4; 13/8; 13/8; 28/17; 13/8; 17/10; 13/8; 13/8; 17/10; 13/8; 8/5; 8/5; 17/10; 28/17; 8/5; 17/10; 13/8; 8/5; 13/8; 13/8; 17/10; 17/10
Ipswich; 19/10; 7/4; 7/4; 17/10; 47/25; 15/8; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 7/4; 8/5; 19/11; 17/10; 15/8; 9/5; 9/5; 9/5; 15/8; 15/8; 15/8
Draw; 9/4; 11/5; 21/10; 21/10; 58/25; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 9/4; 9/4; 11/5; 9/4; 23/10; 23/10
META; english/championship/ipswich-v-hull; 2018-03-13 10:20:49 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 9/5; 17/10; 17/10; 17/10; 89/50; 7/4; 7/4; 13/8; 28/17; 7/4; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 32/19; 8/5; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 7/4
Ipswich; 9/5; 13/8; 17/10; 17/10; 181/00; 15/8; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 17/10; 7/4; 17/10; 17/10; 8/5; 32/19; 17/10; 9/5; 17/10; 7/4; 7/4; 9/5; 7/4; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 57/25; 9/4; 11/5; 21/10; 23/10; 11/5; 9/4; 2; 11/5; 43/20; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 23/10; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 14:21:00 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 9/5; 17/10; 7/4; 17/10; 179/00; 7/4; 17/10; 13/8; 28/17; 7/4; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 22/13; 8/5; 7/4; 17/10; 7/4; 17/10; 17/10; 9/5; 7/4
Ipswich; 9/5; 13/8; 7/4; 17/10; 91/50; 15/8; 7/4; 7/4; 7/4; 9/5; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 8/5; 19/11; 17/10; 9/5; 17/10; 7/4; 7/4; 9/5; 9/5; 9/5
Draw; 9/4; 11/5; 11/5; 21/10; 113/0; 9/4; 21/10; 21/10; 23/10; 11/5; 9/4; 2; 11/5; 43/20; 9/4; 21/10; 28/13; 11/5; 11/5; 9/4; 23/10; 9/4; 28/13; 21/10; 9/4; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 18:21:04 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 17/10; 8/5; 13/8; 17/10; 169/00; 7/4; 17/10; 13/8; 28/17; 33/20; 17/10; 8/5; 8/5; 13/8; 17/10; 8/5; 8/5; 8/5; 19/12; 8/5; 17/10; 33/20; 28/17; 13/8; 13/8; 17/10; 17/10
Ipswich; 15/8; 7/4; 15/8; 17/10; 48/25; 15/8; 15/8; 7/4; 9/5; 15/8; 9/5; 15/8; 9/5; 37/20; 9/5; 9/5; 9/5; 17/10; 24/13; 7/4; 15/8; 37/20; 24/13; 9/5; 9/5; 19/10; 19/10
Draw; 9/4; 11/5; 11/5; 21/10; 113/0; 9/4; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 43/20; 21/10; 21/10; 28/13; 11/5; 11/5; 28/13; 9/4; 11/5; 11/5; 21/10; 11/5; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 22:20:53 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Hull; 4/11; 1/3; 2/5; 27/20; 4/9; 4/11; 4/11; 4/11; 1/3; 4/11; 2/5; 4/9; 4/11; 3/10; 3/8; 4/11; 3/8; 4/11; 2/5; 1/100; 2/5; 2/5; 2/5
Draw; 10/3; 7/2; 16/5; 107/0; 3; 15/4; 11/4; 13/4; 4; 3; 10/3; 16/5; 7/2; 57/17; 31/10; 57/17; 17/5; 7/2; 2/7; 10/3; 10/3; 10/3; 
Ipswich; 17/2; 10; 23/10; 8; 15/2; 17/2; 10; 6; 7; 10; 31/4; 35/4; 69/10; 17/2; 8; 19/10; 43/5; 36/5; 43/5; ; ; ; 
