META; english/championship/brentford-v-norwich; 2018-01-20 22:21:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; ; 10/11; ; ; 5/4; ; 11/10; 11/10; 15/13; ; ; ; ; ; ; 21/20; ; 11/10; ; ; 15/13; ; 23/20; 23/20; 11/10; 21/20; ; 
Draw; ; 5/2; ; ; 5/2; ; 12/5; 5/2; 12/5; ; ; ; ; ; ; 5/2; ; 40/17; ; ; 40/17; ; 23/10; 49/20; 12/5; 9/4; ; 
Norwich; ; 3; ; ; 49/20; ; 12/5; 12/5; 23/10; ; ; ; ; ; ; 13/5; ; 9/4; ; ; 9/4; ; 5/2; 23/10; 23/10; 5/2; ; 
META; english/championship/brentford-v-norwich; 2018-01-21 02:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; ; 10/11; ; ; 117/ 100; ; 11/10; 11/10; 11/10; ; ; 21/20; ; ; ; 21/20; ; 11/10; ; ; 11/10; ; 1; 11/10; 11/10; 20/21; ; 
Draw; ; 5/2; ; ; 51/20; ; 12/5; 12/5; 12/5; ; ; 9/4; ; ; ; 12/5; ; 40/17; ; ; 40/17; ; 5/2; 49/20; 40/17; 21/10; ; 
Norwich; ; 3; ; ; 13/5; ; 5/2; 5/2; 12/5; ; ; 11/4; ; ; ; 13/5; ; 40/17; ; ; 40/17; ; 27/10; 12/5; 12/5; 7/4; ; 
META; english/championship/brentford-v-norwich; 2018-01-21 10:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 1; 10/11; ; ; 117/ 100; ; 11/10; 1; 11/10; ; 1; 21/20; ; ; ; 21/20; 21/20; 21/20; 21/20; ; 11/10; ; 11/10; 21/20; 21/20; 20/21; ; 
Draw; 12/5; 5/2; ; ; 51/20; ; 12/5; 5/2; 12/5; ; 5/2; 9/4; ; ; ; 12/5; 12/5; 12/5; 12/5; ; 40/17; ; 5/2; 5/2; 12/5; 21/10; ; 
Norwich; 13/5; 3; ; ; 13/5; ; 5/2; 13/5; 12/5; ; 13/5; 11/4; ; ; ; 13/5; 5/2; 12/5; 5/2; ; 40/17; ; 5/2; 49/20; 27/11; 9/5; ; 
META; english/championship/brentford-v-norwich; 2018-01-21 14:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 1; 1; 11/10; ; 111/ 100; 21/20; 11/10; 1; 11/10; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; ; 11/10; 11/10; 11/10; 1; 21/20; 
Norwich; 13/5; 13/5; 23/10; ; 63/25; 5/2; 12/5; 12/5; 12/5; 9/4; 5/2; 12/5; ; ; 12/5; 5/2; 5/2; 40/17; 5/2; 39/19; 40/17; ; 12/5; 23/10; 12/5; 13/5; 21/10; 
Draw; 12/5; 13/5; 5/2; ; 141/ 50; 27/10; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; 13/5; 13/5; 12/5; 40/17; 12/5; 5/2; 40/17; ; 13/5; 13/5; 12/5; 12/5; 11/5; 
META; english/championship/brentford-v-norwich; 2018-01-21 18:20:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 1; 10/11; 21/20; ; 107/ 100; 21/20; 21/20; 1; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 24/23; 21/20; 21/20; 1; 21/20; 1; 20/21; 
Draw; 12/5; 11/4; 5/2; ; 67/25; 27/10; 5/2; 13/5; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 27/11; 12/5; 5/2; 40/17; 13/5; 11/4; 13/5; 27/11; 23/10; 23/10; 
Norwich; 13/5; 11/4; 12/5; ; 69/25; 5/2; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 39/19; 45/17; 13/5; 12/5; 51/20; 27/11; 19/10; 11/5; 
META; english/championship/brentford-v-norwich; 2018-01-21 22:20:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 1; 10/11; 21/20; ; 107/ 100; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 24/23; 21/20; 21/20; 1; 21/20; 4/5; 20/21; 
Draw; 12/5; 11/4; 5/2; ; 67/25; 27/10; 5/2; 13/5; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 27/11; 12/5; 5/2; 40/17; 13/5; 11/4; 13/5; 5/2; 23/10; 23/10; 
Norwich; 13/5; 11/4; 12/5; ; 69/25; 5/2; 5/2; 12/5; 11/4; 23/10; 5/2; 12/5; 12/5; 49/20; 5/2; 13/5; 5/2; 28/11; 5/2; 39/19; 45/17; 13/5; 12/5; 51/20; 28/11; 19/10; 11/5; 
META; english/championship/brentford-v-norwich; 2018-01-22 02:20:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 1; 10/11; 21/20; ; 107/ 100; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 42/41; 24/23; 21/20; 21/20; 1; 21/20; 4/6; 20/21; 
Draw; 12/5; 11/4; 5/2; ; 67/25; 27/10; 5/2; 13/5; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 27/11; 12/5; 5/2; 40/17; 13/5; 11/4; 13/5; 5/2; 23/10; 23/10; 
Norwich; 13/5; 11/4; 12/5; ; 69/25; 5/2; 5/2; 12/5; 11/4; 23/10; 5/2; 12/5; 12/5; 49/20; 5/2; 13/5; 5/2; 28/11; 5/2; 21/10; 45/17; 13/5; 12/5; 51/20; 28/11; 19/10; 11/5; 
META; english/championship/brentford-v-norwich; 2018-01-22 10:20:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 21/20; 10/11; 21/20; 21/20; 27/25; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 42/41; 24/23; 21/20; 21/20; 1; 21/20; 5/6; 20/21; 
Draw; 5/2; 11/4; 13/5; 13/5; 27/10; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 27/11; 12/5; 5/2; 40/17; 13/5; 11/4; 13/5; 5/2; 11/5; 23/10; 
Norwich; 12/5; 11/4; 12/5; 12/5; 68/25; 13/5; 5/2; 13/5; 11/4; 23/10; 5/2; 12/5; 5/2; 49/20; 5/2; 5/2; 5/2; 27/11; 5/2; 21/10; 45/17; 13/5; 12/5; 51/20; 5/2; 12/5; 11/5; 
META; english/championship/brentford-v-norwich; 2018-01-22 14:20:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 21/20; 10/11; 21/20; 21/20; 113/ 100; 1; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 42/41; 24/23; 11/10; 21/20; 21/20; 21/20; 3/10; 20/21; 
Norwich; 12/5; 11/4; 23/10; 12/5; 62/25; 13/5; 12/5; 13/5; 11/4; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 40/17; 5/2; 21/10; 45/17; 12/5; 12/5; 23/10; 12/5; 12/5; 11/5; 
Draw; 5/2; 11/4; 5/2; 13/5; 14/5; 27/10; 13/5; 13/5; 12/5; 5/2; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 12/5; 13/5; 12/5; 5/2; 40/17; 13/5; 11/4; 27/10; 13/5; 21/10; 23/10; 
META; english/championship/brentford-v-norwich; 2018-01-22 18:20:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 99/ 100; 1; 20/21; 1; 1; 19/20; 1; 20/21; 1; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 1; 20/21; 10/11; 1; 10/11; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 27/10; 13/5; 13/5; 45/17; 13/5; 13/5; 11/4; 11/4; 27/10; 11/4; 13/5; 5/2; 13/5; 5/2; 28/11; 13/5; 11/4; 11/4; 27/10; 45/17; 9/4; 23/10; 
Norwich; 13/5; 11/4; 13/5; 13/5; 147/ 50; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 11/4; 13/5; 27/10; 27/10; 27/10; 9/4; 28/11; 11/4; 27/10; 27/10; 13/5; 12/5; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-22 22:20:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 1; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 10/11; 20/21; 10/11; 19/20; 10/11; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 13/5; 11/4; 11/4; 27/10; 45/17; 9/4; 23/10; 
Norwich; 13/5; 11/4; 13/5; 13/5; 149/ 50; 11/4; 11/4; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 3; 13/5; 27/10; 27/10; 27/10; 9/4; 28/11; 14/5; 27/10; 11/4; 11/4; 5/2; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-23 02:20:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 1; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 10/11; 37/40; 10/11; 19/20; 3/10; 10/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 139/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 27/10; 45/17; 9/4; 23/10; 
Norwich; 13/5; 13/5; 13/5; 13/5; 149/ 50; 11/4; 11/4; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 3; 11/4; 27/10; 27/10; 27/10; 9/4; 28/11; 14/5; 27/10; 11/4; 11/4; 27/10; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-23 10:20:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 1; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 10/11; 37/40; 10/11; 19/20; 5/6; 10/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 139/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 27/10; 45/17; 11/5; 23/10; 
Norwich; 13/5; 13/5; 13/5; 13/5; 149/ 50; 11/4; 11/4; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 3; 11/4; 27/10; 27/10; 27/10; 9/4; 28/11; 14/5; 27/10; 11/4; 11/4; 5/2; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-23 14:20:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 19/20; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 10/11; 37/40; 10/11; 19/20; 10/11; 10/11; 
Draw; 13/5; 14/5; 13/5; 11/4; 139/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 27/10; 45/17; 11/5; 23/10; 
Norwich; 13/5; 13/5; 13/5; 13/5; 149/ 50; 11/4; 11/4; 13/5; 13/5; 27/10; 11/4; 11/4; 11/4; 13/5; 3; 13/5; 27/10; 11/4; 27/10; 9/4; 28/11; 14/5; 27/10; 11/4; 11/4; 27/10; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-23 18:20:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 20/21; 19/20; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 10/11; 19/20; 10/11; 19/20; 9/10; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 28/11; 13/5; 11/4; 11/4; 27/10; 27/10; 11/5; 23/10; 
Norwich; 13/5; 11/4; 13/5; 13/5; 149/ 50; 27/10; 11/4; 13/5; 13/5; 27/10; 11/4; 11/4; 11/4; 13/5; 3; 13/5; 27/10; 11/4; 27/10; 9/4; 28/11; 14/5; 27/10; 11/4; 14/5; 27/10; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-23 22:20:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 21/20; 19/20; 27/25; 19/20; 1; 10/11; 1; 21/20; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 39/40; 39/40; 21/20; 1; 19/20; 1; ; 10/11; 20/21; 
Draw; 13/5; 11/4; 13/5; 11/4; 137/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 28/11; 13/5; 13/5; 11/4; 27/10; 45/17; ; 11/5; 9/4; 
Norwich; 13/5; 11/4; 12/5; 13/5; 67/25; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 11/4; 49/20; 5/2; 13/5; 27/10; 28/11; 27/10; 11/5; 28/11; 13/5; 5/2; 51/20; 13/5; ; 12/5; 21/10; 
META; english/championship/brentford-v-norwich; 2018-01-24 02:20:38 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 21/20; 19/20; 27/25; 19/20; 1; 10/11; 1; 21/20; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 39/40; 39/40; 21/20; 1; 19/20; 1; ; 20/21; 20/21; 
Draw; 13/5; 11/4; 13/5; 11/4; 137/ 50; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 28/11; 13/5; 13/5; 11/4; 27/10; 45/17; ; 11/5; 9/4; 
Norwich; 13/5; 11/4; 12/5; 13/5; 67/25; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 11/4; 49/20; 5/2; 13/5; 27/10; 28/11; 27/10; 11/5; 28/11; 13/5; 5/2; 51/20; 13/5; ; 5/2; 21/10; 
META; english/championship/brentford-v-norwich; 2018-01-24 10:20:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 21/20; 19/20; 27/25; 19/20; 1; ; 1; 21/20; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 39/40; 39/40; 21/20; 1; 19/20; 1; ; 10/11; 20/21; 
Norwich; 13/5; 11/4; 12/5; 13/5; 67/25; 27/10; 5/2; ; 13/5; 12/5; 5/2; 13/5; 11/4; 49/20; 5/2; 13/5; 27/10; 28/11; 27/10; 11/5; 28/11; 13/5; 5/2; 51/20; 13/5; ; 12/5; 21/10; 
Draw; 13/5; 11/4; 13/5; 11/4; 137/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 28/11; 13/5; 13/5; 11/4; 27/10; 45/17; ; 5/2; 9/4; 
META; english/championship/brentford-v-norwich; 2018-01-24 14:20:38 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 21/20; 19/20; 27/25; 19/20; 1; ; 1; 21/20; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 68/67; 39/40; 21/20; 1; 19/20; 1; ; 10/11; 20/21; 
Draw; 13/5; 11/4; 13/5; 11/4; 137/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 11/4; 27/10; 45/17; ; 12/5; 9/4; 
Norwich; 13/5; 11/4; 12/5; 13/5; 67/25; 27/10; 5/2; ; 13/5; 12/5; 5/2; 13/5; 11/4; 49/20; 5/2; 13/5; 27/10; 28/11; 27/10; 21/10; 28/11; 13/5; 5/2; 51/20; 13/5; ; 12/5; 21/10; 
META; english/championship/brentford-v-norwich; 2018-01-24 18:20:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 21/20; 19/20; 27/25; 19/20; 1; ; 1; 21/20; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 68/67; 39/40; 21/20; 1; 19/20; 1; ; 10/11; 20/21; 
Draw; 13/5; 11/4; 13/5; 11/4; 137/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 11/4; 27/10; 45/17; ; 23/10; 9/4; 
Norwich; 13/5; 11/4; 12/5; 13/5; 67/25; 27/10; 5/2; ; 13/5; 12/5; 5/2; 13/5; 11/4; 49/20; 5/2; 13/5; 27/10; 28/11; 27/10; 21/10; 28/11; 13/5; 5/2; 51/20; 13/5; ; 12/5; 21/10; 
META; english/championship/brentford-v-norwich; 2018-01-24 22:20:32 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 1; 19/20; 53/50; 19/20; 1; ; 1; 1; 1; 1; 19/20; 21/20; 21/20; 1; 19/20; 1; 19/20; 68/67; 39/40; 21/20; 1; 19/20; 1; ; 20/21; 20/21; 
Norwich; 13/5; 11/4; 5/2; 13/5; 68/25; 27/10; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 5/2; 5/2; 13/5; 27/10; 13/5; 27/10; 21/10; 28/11; 13/5; 5/2; 51/20; 13/5; ; 12/5; 23/10; 
Draw; 13/5; 11/4; 13/5; 11/4; 69/25; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 11/4; 27/10; 45/17; ; 23/10; 23/10; 
META; english/championship/brentford-v-norwich; 2018-01-25 02:20:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 99/ 100; 19/20; 20/21; ; 1; 19/20; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 39/40; 10/11; 20/21; 10/11; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 5/2; 11/5; 
Norwich; 13/5; 11/4; 13/5; 13/5; 147/ 50; 27/10; 11/4; ; 13/5; 27/10; 13/5; 11/4; 11/4; 13/5; 14/5; 13/5; 27/10; 11/4; 27/10; 21/10; 28/11; 14/5; 27/10; 11/4; 11/4; ; 13/5; 12/5; 
META; english/championship/brentford-v-norwich; 2018-01-25 10:20:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 99/ 100; 19/20; 20/21; ; 1; 19/20; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 39/40; 10/11; 20/21; 10/11; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 23/10; 11/5; 
Norwich; 13/5; 11/4; 13/5; 13/5; 147/ 50; 27/10; 11/4; ; 13/5; 27/10; 13/5; 11/4; 11/4; 13/5; 14/5; 13/5; 27/10; 11/4; 27/10; 21/10; 28/11; 14/5; 27/10; 11/4; 11/4; ; 13/5; 12/5; 
META; english/championship/brentford-v-norwich; 2018-01-25 14:20:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 99/ 100; 19/20; 20/21; ; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 11/12; 10/11; 20/21; 10/11; 1; ; 20/21; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 23/10; 23/10; 
Norwich; 13/5; 11/4; 13/5; 13/5; 147/ 50; 27/10; 11/4; ; 14/5; 27/10; 13/5; 11/4; 11/4; 27/10; 14/5; 13/5; 27/10; 11/4; 27/10; 21/10; 11/4; 14/5; 27/10; 11/4; 11/4; ; 23/10; 12/5; 
META; english/championship/brentford-v-norwich; 2018-01-25 18:20:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 1; 19/20; 20/21; ; 19/20; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 11/12; 10/11; 1; 10/11; 19/20; ; 10/11; 20/21; 20/21
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; 13/5; ; 45/17; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 5/2; 5/2; 5/2
Norwich; 13/5; 11/4; 13/5; 13/5; 29/10; 27/10; 11/4; ; 14/5; 27/10; 11/4; 11/4; 11/4; 27/10; 14/5; 13/5; 27/10; 11/4; 27/10; 21/10; 11/4; 14/5; 14/5; 11/4; 14/5; ; 14/5; 14/5; 14/5
META; english/championship/brentford-v-norwich; 2018-01-25 22:20:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 1; 19/20; ; ; 19/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 15/16; 11/12; 10/11; 1; 10/11; 19/20; ; 10/11; 20/21; 10/11
Draw; 13/5; 11/4; 13/5; 11/4; 139/ 50; 11/4; ; ; 45/17; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 13/5; 13/5; 13/5
Norwich; 13/5; 11/4; 27/10; 13/5; 29/10; 27/10; 11/4; ; 14/5; 27/10; 11/4; 14/5; 11/4; 27/10; 14/5; 13/5; 27/10; 11/4; 27/10; 9/4; 11/4; 14/5; 29/10; 11/4; 14/5; ; 11/4; 14/5; 14/5
META; english/championship/brentford-v-norwich; 2018-01-26 02:20:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; ; 19/20; ; ; 19/20; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 19/20; 15/16; 11/12; 10/11; 1; 10/11; 1; ; 20/21; 20/21; 1
Draw; 11/4; 11/4; 13/5; 11/4; ; 11/4; ; ; 45/17; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 11/4; 11/4; 27/10; 45/17; ; 13/5; 13/5; 5/2
Norwich; 3; 11/4; 13/5; 13/5; ; 27/10; 11/4; ; 14/5; 27/10; 11/4; 14/5; 11/4; 27/10; 14/5; 13/5; 27/10; 27/10; 27/10; 9/4; 11/4; 14/5; 14/5; 11/4; 27/10; ; 27/10; 11/4; 11/4
META; english/championship/brentford-v-norwich; 2018-01-26 10:20:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 19/20; 103/ 100; 19/20; ; ; 19/20; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 22/23; 11/12; 10/11; 1; 10/11; 1; ; 20/21; 20/21; 20/21
Draw; 11/4; 11/4; 13/5; 11/4; 139/ 50; 11/4; ; ; 45/17; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 27/10; 13/5; 11/4; 11/4; 27/10; 45/17; ; 13/5; 13/5; 13/5
Norwich; 3; 11/4; 27/10; 13/5; 14/5; 27/10; 11/4; ; 14/5; 27/10; 11/4; 14/5; 11/4; 27/10; 14/5; 13/5; 27/10; 27/10; 27/10; 27/10; 11/4; 14/5; 14/5; 11/4; 11/4; ; 11/4; 14/5; 11/4
META; english/championship/brentford-v-norwich; 2018-01-26 14:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 1; 103/ 100; 1; ; ; 19/20; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 22/23; 11/12; 10/11; 1; 10/11; 1; ; 20/21; 20/21; 20/21
Draw; 11/4; 11/4; 13/5; 12/5; 139/ 50; 14/5; ; ; 45/17; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 27/10; 13/5; 11/4; 11/4; 27/10; 45/17; ; 13/5; 27/10; 13/5
Norwich; 3; 11/4; 27/10; 14/5; 14/5; 14/5; 11/4; ; 14/5; 27/10; 11/4; 14/5; 11/4; 27/10; 14/5; 11/4; 27/10; 27/10; 27/10; 27/10; 11/4; 14/5; 14/5; 11/4; 11/4; ; 14/5; 14/5; 11/4
META; english/championship/brentford-v-norwich; 2018-01-26 18:20:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 19/20; 1; 103/ 100; 1; ; ; 19/20; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 11/12; 10/11; 1; 10/11; 1; ; 20/21; 1; 1
Draw; 11/4; 11/4; 13/5; 12/5; 139/ 50; 14/5; ; ; 27/10; 13/5; 11/4; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 45/17; 5/2; 27/10; 45/17; 11/4; 11/4; 27/10; 45/17; ; 13/5; 13/5; 5/2
Norwich; 3; 11/4; 13/5; 14/5; 14/5; 14/5; 11/4; ; 11/4; 13/5; 13/5; 14/5; 11/4; 27/10; 14/5; 13/5; 27/10; 27/10; 27/10; 28/11; 27/10; 14/5; 14/5; 11/4; 11/4; ; 14/5; 14/5; 11/4
