META; english/championship/leeds-v-qpr; 2018-04-29 02:19:02 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 11/8; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 1
QPR; 19/10; 15/8; 2; 15/8; 19/10; 19/10; 2; 27/20; 
Draw; 12/5; 23/10; 12/5; 9/4; 5/2; 5/2; 40/17; 12/5; 2
META; english/championship/leeds-v-qpr; 2018-04-29 10:19:16 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 13/10; 11/8; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 11/8; 5/4; 13/10; 13/10; 5/4; 10/11
QPR; 2; 19/10; 2; 15/8; 2; 15/8; 2; 21/10; 21/10; 2; 2; 85/40; 2; 7/4; 
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 40/17; 40/17; 12/5; 40/17; 11/5
META; english/championship/leeds-v-qpr; 2018-04-29 14:19:54 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 5/4; 11/10; 13/10; 23/20; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 7/6; 13/10; 6/5; 6/5; 10/11; 
QPR; 9/4; 2; 15/8; 21/10; 15/8; 2; 19/10; 21/10; 2; 41/20; 21/10; 21/10; 39/19; 2; 16/9; 2; 21/10; 39/19; 9/5
Draw; 12/5; 12/5; 5/2; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 40/17; 12/5; 28/11; 40/17; 27/10; 12/5; 2
META; english/championship/leeds-v-qpr; 2018-04-29 18:19:33 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 5/4; 5/4; 11/10; 13/10; 23/20; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 7/6; 13/10; 6/5; 5/4; 21/20; 
QPR; 9/4; 2; 15/8; 12/5; 21/10; 15/8; 2; 19/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 2; 16/9; 2; 21/10; 21/10; 19/10
Draw; 12/5; 12/5; 5/2; 51/20; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 12/5; 28/11; 40/17; 27/10; 27/11; 5/2
META; english/championship/leeds-v-qpr; 2018-04-29 22:19:22 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 5/4; 5/4; 11/10; 13/10; 23/20; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 7/6; 13/10; 6/5; 5/4; 11/10; 
QPR; 9/4; 2; 15/8; 12/5; 21/10; 15/8; 2; 19/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 2; 16/9; 2; 21/10; 21/10; 19/10
Draw; 12/5; 12/5; 5/2; 51/20; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 12/5; 28/11; 40/17; 27/10; 27/11; 5/2
META; english/championship/leeds-v-qpr; 2018-04-30 02:19:08 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 5/4; 5/4; 11/10; 13/10; 23/20; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 7/6; 13/10; 6/5; 5/4; 21/20; 
QPR; 9/4; 2; 15/8; 12/5; 21/10; 15/8; 2; 19/10; 21/10; 2; 41/20; 21/10; 21/10; 39/19; 2; 16/9; 2; 21/10; 21/10; 19/10
Draw; 12/5; 12/5; 5/2; 51/20; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 12/5; 28/11; 40/17; 27/10; 27/11; 5/2
META; english/championship/leeds-v-qpr; 2018-04-30 10:19:13 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 5/4; 5/4; 5/4; 11/10; 13/10; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 7/6; 13/10; 5/4; 5/4; 10/9; 
QPR; 9/4; 2; 15/8; 12/5; 21/10; 21/10; 15/8; 2; 21/10; 2; 41/20; 2; 21/10; 21/10; 2; 16/9; 2; 85/40; 21/10; 19/10; 
Draw; 12/5; 12/5; 5/2; 51/20; 13/5; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 23/10; 5/2; 12/5; 12/5; 28/11; 40/17; 5/2; 27/11; 23/10
META; english/championship/leeds-v-qpr; 2018-04-30 14:19:49 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 63/50; 5/4; 6/5; 11/10; 15/13; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 7/6; 15/13; 6/5; 6/5; 23/20; 6/5; 6/5; 
QPR; 9/4; 2; 15/8; 11/5; 21/10; 21/10; 15/8; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 2; 16/9; 21/10; 85/40; 21/10; 19/10; 2; 21/10
Draw; 12/5; 12/5; 5/2; 69/25; 13/5; 5/2; 12/5; 45/17; 5/2; 5/2; 5/2; 13/5; 23/10; 13/5; 28/11; 12/5; 28/11; 13/5; 13/5; 28/11; 5/2; 13/5; 27/10
META; english/championship/leeds-v-qpr; 2018-04-30 18:19:49 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 11/10; 15/13; 6/5; 23/20; 23/20; 5/4; 6/5; 23/20; 6/5; 6/5; 5/4; 7/6; 15/13; 6/5; 6/5; 23/20; 10/9; 6/5; 6/5
QPR; 9/4; 2; 15/8; 11/5; 21/10; 21/10; 15/8; 21/10; 2; 2; 21/10; 2; 21/10; 39/19; 2; 16/9; 21/10; 85/40; 21/10; 19/10; 2; 21/10; 21/10; ; ; 
Draw; 12/5; 12/5; 5/2; 5/2; 14/5; 13/5; 13/5; 12/5; 45/17; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 28/11; 12/5; 28/11; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 11/4
META; english/championship/leeds-v-qpr; 2018-04-30 22:19:48 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 23/20; 6/5; 6/5; 5/4; 7/6; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
QPR; 9/4; 2; 15/8; 11/5; 21/10; 21/10; 15/8; 21/10; 2; 2; 21/10; 2; 21/10; 28/13; 2; 16/9; 21/10; 85/40; 28/13; 19/10; 2; 21/10; 21/10; ; ; 
Draw; 12/5; 13/5; 5/2; 5/2; 14/5; 27/10; 13/5; 5/2; 45/17; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 27/11; 12/5; 28/11; 13/5; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4
META; english/championship/leeds-v-qpr; 2018-05-01 02:19:39 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 23/20; 6/5; 6/5; 5/4; 7/6; 15/13; 6/5; 6/5; 23/20; 11/10; 6/5; 6/5
QPR; 9/4; 2; 15/8; 11/5; 21/10; 21/10; 15/8; 21/10; 2; 2; 21/10; 2; 21/10; 39/19; 2; 16/9; 21/10; 85/40; 21/10; 19/10; 15/8; 21/10; 21/10; ; ; 
Draw; 12/5; 13/5; 5/2; 5/2; 14/5; 27/10; 13/5; 5/2; 45/17; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 28/11; 12/5; 28/11; 13/5; 13/5; 13/5; 14/5; 13/5; 11/4; 11/4
META; english/championship/leeds-v-qpr; 2018-05-01 10:19:40 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 23/20; 6/5; 6/5; 5/4; 7/6; 15/13; 6/5; 6/5; 23/20; 6/5; 6/5
QPR; 9/4; 2; 15/8; 11/5; 21/10; 21/10; 15/8; 21/10; 2; 2; 21/10; 2; 21/10; 39/19; 2; 16/9; 21/10; 85/40; 21/10; 19/10; 19/10; 21/10; ; ; 
Draw; 12/5; 13/5; 5/2; 5/2; 14/5; 27/10; 13/5; 5/2; 45/17; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 28/11; 12/5; 28/11; 13/5; 13/5; 13/5; 14/5; 14/5; 11/4
META; english/championship/leeds-v-qpr; 2018-05-01 14:19:46 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 6/5; 6/5; 6/5; 121/00; 6/5; 6/5; 11/10; 15/13; 6/5; 23/20; 6/5; 5/4; 6/5; 23/20; 6/5; 15/13; 5/4; 7/6; 15/13; 6/5; 15/13; 10/9; 23/20
QPR; 23/10; 2; 15/8; 56/25; 21/10; 21/10; 15/8; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 16/9; 21/10; 85/40; 21/10; 19/10; 21/10; 21/10; 
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 27/10; 13/5; 5/2; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 23/10; 28/11; 13/5; 13/5; 13/5; 5/2; 14/5
META; english/championship/leeds-v-qpr; 2018-05-01 18:19:47 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 6/5; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 10/9; 11/10; 23/20; 
QPR; 23/10; 2; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 2; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 27/10; 45/17; 13/5; 5/2; 13/5; 14/5; 
META; english/championship/leeds-v-qpr; 2018-05-01 22:19:48 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 23/20; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 10/9; 11/10; 23/20
QPR; 23/10; 21/10; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 21/10; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 27/10; 45/17; 13/5; 5/2; 13/5; 14/5
META; english/championship/leeds-v-qpr; 2018-05-02 02:19:38 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 1; 21/20; 23/20; 
QPR; 23/10; 21/10; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 9/5; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 13/5; 45/17; 13/5; 5/2; 2; 14/5; 
META; english/championship/leeds-v-qpr; 2018-05-02 10:19:38 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 1; 21/20; 23/20; 
QPR; 23/10; 21/10; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 9/5; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 13/5; 27/10; 13/5; 5/2; 2; 14/5; 
META; english/championship/leeds-v-qpr; 2018-05-02 14:19:51 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 1; 21/20; 23/20; 6/5
QPR; 23/10; 21/10; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 19/10; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 13/5; 27/10; 13/5; 5/2; 13/5; 5/2; 14/5
META; english/championship/leeds-v-qpr; 2018-05-02 18:20:15 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 1; 21/20; 23/20; 23/20
QPR; 23/10; 21/10; 21/10; 15/8; 56/25; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 11/5; 21/10; 21/10; 21/10
Draw; 12/5; 13/5; 13/5; 5/2; 57/20; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 13/5; 27/10; 13/5; 5/2; 13/5; 5/2; 11/4
META; english/championship/leeds-v-qpr; 2018-05-02 22:20:04 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 1; 21/20; 23/20; 6/5
QPR; 23/10; 21/10; 21/10; 15/8; 111/0; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 2; 21/10; 21/10; 
Draw; 12/5; 13/5; 13/5; 5/2; 72/25; 14/5; 13/5; 13/5; 45/17; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 13/5; 27/10; 13/5; 5/2; 13/5; 14/5; 14/5
META; english/championship/leeds-v-qpr; 2018-05-03 02:19:58 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 21/20; 21/20; 23/20; 6/5
QPR; 23/10; 21/10; 21/10; 15/8; 111/0; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 2; 21/10; 9/4; 
Draw; 12/5; 13/5; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 27/10; 27/10; 13/5; 5/2; 5/2; 14/5; 14/5
META; english/championship/leeds-v-qpr; 2018-05-03 10:20:00 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 15/13; 6/5; 6/5; 11/10; 21/20; 21/20; 23/20
QPR; 23/10; 21/10; 21/10; 15/8; 111/0; 11/5; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 21/10; 
Draw; 12/5; 13/5; 13/5; 5/2; 72/25; 11/4; 13/5; 13/5; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 45/17; 23/10; 28/11; 13/5; 27/10; 27/10; 13/5; 5/2; 12/5; 14/5
META; english/championship/leeds-v-qpr; 2018-05-03 14:20:11 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 23/20; 23/20; 23/20; 6/5; 121/00; 23/20; 6/5; 11/10; 15/13; 6/5; 11/10; 23/20; 6/5; 6/5; 23/20; 6/5; 15/13; 6/5; 7/6; 8/7; 6/5; 15/13; 11/10; 21/20; 21/20; 23/20; 6/5
QPR; 23/10; 21/10; 21/10; 9/5; 111/0; 11/5; 21/10; 21/10; 28/13; 21/10; 2; 21/10; 2; 43/20; 2; 21/10; 28/13; 11/5; 16/9; 21/10; 85/40; 28/13; 2; 19/10; 19/10; 21/10; 9/4
Draw; 12/5; 13/5; 13/5; 13/5; 72/25; 11/4; 13/5; 13/5; 11/4; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 23/10; 28/11; 45/17; 27/10; 27/10; 13/5; 5/2; 21/10; 14/5; 14/5
META; english/championship/leeds-v-qpr; 2018-05-03 18:20:10 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
Leeds; 11/10; 23/20; 23/20; 6/5; 61/50; 6/5; 6/5; 11/10; 15/13; 23/20; 23/20; 23/20; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 8/7; 23/20; 15/13; 11/10; 11/10; 10/9; 6/5; 6/5
QPR; 12/5; 21/10; 21/10; 9/5; 56/25; 11/5; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 2; 43/20; 21/10; 21/10; 28/13; 11/5; 39/19; 21/10; 21/10; 28/13; 2; 19/10; 21/10; 9/4; 
Draw; 12/5; 13/5; 13/5; 13/5; 71/25; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 45/17; 23/10; 14/5; 45/17; 14/5; 27/10; 13/5; 5/2; 5/2; 14/5; 11/4
META; english/championship/leeds-v-qpr; 2018-05-03 22:20:05 GMT+3; 2018-05-06 12:30; Nothing; Xlenovo
