META; english/championship/bolton-v-fulham; 2018-02-03 22:19:31 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/23; 10/11; ; ; 4/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; 21/10; ; 
Bolton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; 3; ; ; 13/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 02:19:17 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; 5/6; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; 9/10; 10/11; 10/11; ; 5/6; ; 
Draw; ; 5/2; ; ; 64/25; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; ; ; 13/5; 5/2; 27/11; ; 21/10; ; 
Bolton; ; 3; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; 31/10; 3; 56/19; ; 19/10; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 10:19:16 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 5/6; 19/20; ; 107/100; ; ; ; 9/10; 19/20; 19/20; ; ; ; ; 19/20; 19/20; ; ; 9/10; ; 1; 19/20; 1; ; 8/11; ; 
Draw; 12/5; 5/2; 5/2; ; 127/50; ; ; ; 5/2; 12/5; 5/2; ; ; ; ; 5/2; 12/5; ; ; 27/11; ; 13/5; 5/2; 12/5; ; 21/10; ; 
Bolton; 11/4; 3; 27/10; ; 73/25; ; ; ; 3; 27/10; 3; ; ; ; ; 14/5; 27/10; ; ; 56/19; ; 27/10; 14/5; 27/10; ; 2; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 14:19:46 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 10/11; ; 21/20; ; ; ; 9/10; 10/11; 19/20; ; ; ; 19/20; 19/20; 19/20; 19/20; 19/20; 9/10; 1; 20/21; 19/20; 19/20; ; 8/11; ; 
Draw; 12/5; 13/5; 5/2; ; 129/50; ; ; ; 5/2; 5/2; 12/5; ; ; ; 13/5; 5/2; 12/5; 12/5; 28/11; 27/11; 13/5; 5/2; 5/2; 12/5; ; 21/10; ; 
Bolton; 11/4; 29/10; 14/5; ; 74/25; ; ; ; 3; 14/5; 11/4; ; ; ; 14/5; 14/5; 11/4; 11/4; 5/2; 56/19; 14/5; 3; 57/20; 11/4; ; 23/10; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 18:19:27 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 19/20; ; 97/100; ; ; ; 19/20; 19/20; 19/20; ; ; 1; 19/20; 19/20; 1; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; ; ; 8/11; ; 
Draw; 12/5; 13/5; 5/2; ; 13/5; ; ; ; 5/2; 12/5; 12/5; ; ; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 27/11; ; 21/10; ; 
Bolton; 11/4; 29/10; 11/4; ; 13/4; ; ; ; 56/19; 27/10; 11/4; ; ; 14/5; 14/5; 14/5; 11/4; 11/4; 27/11; 29/10; 14/5; 14/5; 59/20; 14/5; ; 19/10; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 22:19:17 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 19/20; ; 97/100; ; ; ; 19/20; 19/20; 10/11; ; ; 1; 19/20; 19/20; 1; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; ; ; 4/5; ; 
Draw; 12/5; 13/5; 5/2; ; 13/5; ; ; ; 5/2; 12/5; 5/2; ; ; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 27/11; ; 13/5; ; 
Bolton; 11/4; 29/10; 11/4; ; 13/4; ; ; ; 56/19; 27/10; 11/4; ; ; 14/5; 14/5; 14/5; 11/4; 11/4; 27/11; 29/10; 14/5; 14/5; 59/20; 14/5; ; 14/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-05 02:19:15 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 19/20; 10/11; 19/20; ; 97/100; ; ; ; 19/20; 19/20; 9/10; ; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; ; ; 5/6; ; 
Draw; 5/2; 13/5; 5/2; ; 67/25; ; ; ; 5/2; 12/5; 5/2; ; ; 5/2; 13/5; 5/2; 27/11; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 27/11; ; 13/5; ; 
Bolton; 11/4; 29/10; 11/4; ; 63/20; ; ; ; 56/19; 27/10; 3; ; ; 14/5; 14/5; 14/5; 11/4; 11/4; 27/11; 29/10; 14/5; 14/5; 59/20; 14/5; ; 14/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-05 10:25:58 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 19/20; 19/20; 19/20; ; 97/100; ; ; ; 19/20; 19/20; 9/10; ; ; 1; 19/20; 19/20; 1; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; ; ; 9/10; ; 
Draw; 5/2; 5/2; 5/2; ; 67/25; ; ; ; 5/2; 12/5; 5/2; ; ; 5/2; 13/5; 5/2; 27/11; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 27/11; ; 13/5; ; 
Bolton; 11/4; 14/5; 11/4; ; 63/20; ; ; ; 56/19; 27/10; 3; ; ; 14/5; 14/5; 14/5; 11/4; 11/4; 27/11; 29/10; 14/5; 14/5; 59/20; 14/5; ; 14/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-05 14:19:54 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 19/20; 19/20; 19/20; ; 24/25; ; ; ; 19/20; 19/20; 9/10; ; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; 19/20; ; 10/11; ; 
Draw; 5/2; 5/2; 5/2; ; 68/25; ; ; ; 5/2; 5/2; 5/2; ; ; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 13/5; ; 
Bolton; 11/4; 14/5; 11/4; ; 63/20; ; ; ; 56/19; 11/4; 3; ; ; 14/5; 14/5; 14/5; 37/13; 11/4; 27/11; 29/10; 14/5; 14/5; 59/20; 29/10; ; 14/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-05 18:20:24 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 19/20; 19/20; 10/11; ; 24/25; ; ; ; 19/20; 10/11; 9/10; ; ; 1; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 20/21; 10/11; 19/20; ; 10/11; 10/11; 20/21
Draw; 5/2; 5/2; 5/2; ; 67/25; ; ; ; 5/2; 12/5; 5/2; ; ; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 12/5; 9/4; 13/5
Bolton; 11/4; 14/5; 29/10; ; 16/5; ; ; ; 56/19; 14/5; 3; ; ; 14/5; 14/5; 3; 37/13; 11/4; 37/13; 29/10; 14/5; 14/5; 59/20; 29/10; ; 14/5; 12/5; 3
META; english/championship/bolton-v-fulham; 2018-02-05 22:19:51 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 19/20; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 9/10; ; ; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 5/2; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 5/2; 5/2; ; ; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 12/5; 23/10; 27/10
Bolton; 3; 14/5; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 14/5; 3; ; ; 29/10; 14/5; 3; 37/13; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 29/10; ; 14/5; 5/2; 3
META; english/championship/bolton-v-fulham; 2018-02-06 02:19:43 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 10/11; 20/21; 5/6; 19/20; 10/11; 9/10; ; ; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; ; ; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 12/5; 23/10; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 3; 29/10; 3; 56/19; 14/5; 3; ; ; 29/10; 14/5; 3; 37/13; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 29/10; ; 14/5; 5/2; 3
META; english/championship/bolton-v-fulham; 2018-02-06 10:19:43 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 9/10; ; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 5/2; 5/2; ; 27/10; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 5/2; 23/10; 
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 14/5; 3; ; 3; 29/10; 14/5; 3; 37/13; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 29/10; ; 14/5; 5/2; 
META; english/championship/bolton-v-fulham; 2018-02-06 14:19:48 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 17/20; ; 17/20; ; 19/20; 10/11; 10/11; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; ; 27/10; ; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 28/11; ; 5/2; 23/10; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; ; 3; ; 14/5; 14/5; 37/13; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 29/10; ; 3; 12/5; 3
META; english/championship/bolton-v-fulham; 2018-02-06 18:20:00 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 17/20; ; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; ; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 13/5; ; 12/5; 23/10; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; ; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 56/19; ; 3; 12/5; 3
META; english/championship/bolton-v-fulham; 2018-02-06 22:19:45 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 20/21; 5/6; 19/20; 10/11; 9/10; ; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; ; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 13/5; ; 12/5; 23/10; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; ; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 56/19; ; 3; 12/5; 3
META; english/championship/bolton-v-fulham; 2018-02-07 02:19:43 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 9/10; ; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; ; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 51/20; 13/5; ; 5/2; 23/10; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; ; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 29/10; 3; 29/10; 59/20; 56/19; ; 14/5; 12/5; 3
META; english/championship/bolton-v-fulham; 2018-02-07 10:19:45 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 17/20; ; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 1; ; 9/10; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; ; 27/10; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 28/11; ; 12/5; 23/10; 
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; ; 3; 29/10; 14/5; 14/5; 37/13; 11/4; 37/13; 29/10; 14/5; 29/10; 57/20; 29/10; ; 14/5; 12/5; 
META; english/championship/bolton-v-fulham; 2018-02-07 14:19:54 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 20/21; 5/6; 19/20; 10/11; 9/10; 10/11; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 10/11; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 12/5; 5/2; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; 14/5; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 29/10; 14/5; 29/10; 57/20; 56/19; ; 14/5; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-07 18:19:55 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 9/10; 10/11; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 15/16; 10/11; 19/20; 10/11; 19/20; ; 10/11; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 12/5; 5/2; 27/10
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; 14/5; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 37/13; 29/10; 14/5; 29/10; 57/20; 56/19; ; 14/5; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-07 22:19:50 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 10/11; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 17/20; 10/11; 17/20; 19/20; 19/20; 10/11; 19/20; 19/20; 9/10; 15/16; 10/11; 9/10; 10/11; 19/20; ; 10/11; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 12/5; 5/2; 27/10
