META; english/championship/norwich-v-reading; 2018-03-11 02:20:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 5/6; 4/5; 4/5; 17/20; 4/5; 4/7
Draw; 5/2; 5/2; 27/11; 5/2; 5/2; 19/10
Reading; 10/3; 7/2; 17/5; 7/2; 7/2; 13/8
META; english/championship/norwich-v-reading; 2018-03-11 10:20:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 5/6; 4/5; 4/5; 17/20; 4/5; 8/11; 2/5
Draw; 5/2; 5/2; 27/11; 5/2; 5/2; 21/10; 1/10
Reading; 10/3; 7/2; 17/5; 7/2; 7/2; 14/5; 1/12
META; english/championship/norwich-v-reading; 2018-03-11 14:21:04 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 5/6; 8/11; 4/5; 4/5; 5/6; 4/5; 8/11; 4/5
Draw; 13/5; 5/2; 23/10; 5/2; 12/5; 5/2; 27/11; 5/2; 13/5; 23/10; 9/4
Reading; 10/3; 10/3; 18/5; 10/3; 10/3; 7/2; 17/5; 7/2; 10/3; 2; 7/2
META; english/championship/norwich-v-reading; 2018-03-11 18:20:35 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 17/20; 20/23; 20/23; 8/11; 4/5; 20/23; 5/6; 10/11; 17/20; 4/5; 20/23; 17/20; 13/15; 8/13; 5/6; 
Draw; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 13/5; 9/4; 12/5; 27/11; 5/2; 49/20; 27/11; 12/5; ; 
Reading; 7/2; 10/3; 13/4; 16/5; 10/3; 7/2; 13/4; 18/5; 7/2; 7/2; 16/5; 17/5; 10/3; 10/3; 16/5; 23/10; 3
META; english/championship/norwich-v-reading; 2018-03-11 22:20:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 17/20; 4/5; 4/5; 5/6; 8/11; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 11/14; 4/5; 4/5; 5/6; 5/6; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 12/5; 13/5; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 5/2; 23/10; 12/5; 
Reading; 7/2; 10/3; 18/5; 15/4; 10/3; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 33/10; 33/10; 17/5; 18/5; 7/2; 33/10; 10/3; 3
META; english/championship/norwich-v-reading; 2018-03-12 02:20:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 5/6; 8/11; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 7/9; 11/14; 4/5; 4/5; 5/6; 5/6; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 5/2; 27/11; 27/11; 13/5; 5/2; 23/10; 12/5; 
Reading; 7/2; 18/5; 18/5; 15/4; 10/3; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 33/10; 7/2; 33/10; 17/5; 18/5; 7/2; 33/10; 10/3; 7/2
META; english/championship/norwich-v-reading; 2018-03-12 10:20:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 5/6; 8/11; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 7/9; 11/14; 4/5; 4/5; 5/6; 5/6; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 5/2; 27/11; 27/11; 13/5; 5/2; 23/10; 12/5; 
Reading; 7/2; 18/5; 18/5; 15/4; 10/3; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 33/10; 7/2; 33/10; 17/5; 18/5; 7/2; 57/17; 10/3; 7/2
META; english/championship/norwich-v-reading; 2018-03-12 14:21:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 5/6; 8/11; 4/5; 4/5; 5/6; 5/6; 17/20; 4/5; 5/6; 5/6; 7/9; 11/14; 4/5; 4/5; 5/6; 5/6; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 11/4; 12/5; 5/2; 5/2; 27/11; 27/11; 5/2; 5/2; 23/10; 12/5; 
Reading; 7/2; 18/5; 18/5; 15/4; 10/3; 7/2; 7/2; 7/2; 19/5; 7/2; 18/5; 100/0; 7/2; 33/10; 7/2; 33/10; 17/5; 19/5; 7/2; 57/17; 10/3; 7/2
META; english/championship/norwich-v-reading; 2018-03-12 18:21:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 4/5; 17/20; 8/11; 4/5; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 13/15; 7/9; 9/11; 4/5; 5/6; 17/20; 13/15; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 13/5; 12/5; 27/11; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 15/4; 10/3; 7/2; 7/2; 17/5; 18/5; 7/2; 10/3; 7/2; 15/4; 7/2; 38/11; 7/2; 16/5; 17/5; 7/2; 10/3; 7/2; 3; 7/2; 
META; english/championship/norwich-v-reading; 2018-03-12 22:21:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 5/6; 8/11; 4/5; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 9/11; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 10/3; 7/2; 15/4; 7/2; 39/11; 7/2; 16/5; 17/5; 18/5; 7/2; 62/17; 3; 7/2; 
META; english/championship/norwich-v-reading; 2018-03-13 02:21:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 4/5; 8/11; 4/5; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 9/11; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 10/3; 7/2; 15/4; 7/2; 18/5; 7/2; 16/5; 17/5; 18/5; 7/2; 62/17; 3; 14/5; 7/2
META; english/championship/norwich-v-reading; 2018-03-13 10:21:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 5/6; 8/11; 4/5; 5/6; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 11/13; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 12/5; 23/10; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 17/5; 18/5; 7/2; 10/3; 7/2; 15/4; 15/4; 18/5; 7/2; 58/19; 17/5; 18/5; 7/2; 62/17; 3; 14/5; 7/2
META; english/championship/norwich-v-reading; 2018-03-13 14:21:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 5/6; 8/11; 4/5; 17/20; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 11/13; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 10/3; 7/2; 15/4; 7/2; 18/5; 7/2; 58/19; 17/5; 18/5; 7/2; 18/5; 3; 10/3; 7/2
META; english/championship/norwich-v-reading; 2018-03-13 18:21:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 5/6; 8/11; 4/5; 17/20; 17/20; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 11/13; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 10/3; 7/2; 15/4; 7/2; 18/5; 7/2; 58/19; 17/5; 18/5; 7/2; 62/17; 3; 14/5; 7/2
META; english/championship/norwich-v-reading; 2018-03-13 22:21:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 4/5; 87/00; 4/5; 5/6; 8/11; 4/5; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 7/9; 11/13; 4/5; 5/6; 4/5; 5/6; 8/11; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 23/10; 51/20; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 9/4; 23/10; 5/2; 
Reading; 7/2; 18/5; 7/2; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 19/5; 7/2; 10/3; 7/2; 15/4; 15/4; 18/5; 7/2; 58/19; 17/5; 18/5; 7/2; 62/17; 3; 14/5; 7/2; 
META; english/championship/norwich-v-reading; 2018-03-14 02:20:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 5/6; 20/23; 4/5; 23/25; 4/5; 17/20; 8/11; 4/5; 20/23; 17/20; 20/23; 17/20; 9/10; 5/6; 17/20; 13/15; 7/9; 11/13; 4/5; 17/20; 17/20; 13/15; 4/5; 4/5; 5/6
Draw; 5/2; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 9/4; 23/10; 5/2; 
Reading; 7/2; 18/5; 10/3; 10/3; 73/20; 15/4; 10/3; 7/2; 7/2; 17/5; 18/5; 10/3; 16/5; 17/5; 15/4; 7/2; 17/5; 7/2; 58/19; 17/5; 7/2; 7/2; 38/11; 3; 27/10; 7/2
META; english/championship/norwich-v-reading; 2018-03-14 10:20:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 17/20; 20/23; 4/5; 23/25; 17/20; 17/20; 4/5; 4/5; 20/23; 17/20; 20/23; 10/11; 9/10; 5/6; 17/20; 13/15; 7/9; 13/15; 4/5; 20/23; 17/20; 13/15; 4/5; 5/6
Draw; 5/2; 5/2; 23/10; 23/10; 63/25; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 9/4; 5/2; 
Reading; 7/2; 10/3; 10/3; 10/3; 73/20; 18/5; 10/3; 7/2; 7/2; 10/3; 18/5; 10/3; 16/5; 17/5; 15/4; 7/2; 17/5; 7/2; 56/19; 17/5; 17/5; 7/2; 38/11; 3; 7/2
META; english/championship/norwich-v-reading; 2018-03-14 14:21:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 17/20; 20/23; 4/5; 23/25; 4/5; 17/20; 8/11; 4/5; 10/11; 17/20; 20/23; 10/11; 9/10; 5/6; 17/20; 13/15; 7/9; 13/15; 4/5; 20/23; 17/20; 13/15; 4/5; 5/6; 5/6; 5/6
Draw; 14/5; 5/2; 13/5; 5/2; 27/10; 11/4; 13/5; 13/5; 27/11; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 12/5; 11/4; 53/20; 13/5; 13/5; 13/5; 13/5; 13/5
Reading; 9/2; 18/5; 17/4; 4; 22/5; 4; 4; 39/10; 17/4; 19/5; 4; 15/4; 17/4; 17/4; 4; 54/13; 7/2; 4; 19/5; 22/5; 17/4; 21/5; 22/5; 22/5; 22/5; 22/5; 
META; english/championship/norwich-v-reading; 2018-03-17 14:20:53 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 4/5; 8/11; 4/5; 4/5; 41/50; 4/5; 4/5; 8/11; 7/9; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 7/9; 4/5; 7/9; 5/6; 10/13; 10/13; 8/11; 8/11; 4/5; 4/5
Draw; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 13/5; 12/5; 28/11; 5/2; 5/2; 5/2; 13/5; 49/20; 13/5; 5/2; 28/11; 5/2; 13/5; 12/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5
Reading; 17/4; 18/5; 19/5; 7/2; 41/10; 4; 15/4; 4; 39/10; 4; 19/5; 7/2; 7/2; 19/5; 4; 15/4; 50/13; 7/2; 18/5; 19/5; 4; 50/13; 4; 7/2; 21/5; 21/5; 
META; english/championship/norwich-v-reading; 2018-03-17 18:20:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Norwich; 2/11; 1/5; 2/13; 2/9; 1/22; 1/33; 1/22; 1/7; 1/41; 1/6; 1/33; 1/25; 1/50; 1/33; 1/41; 1/100; 1/41; 1/40; 1/33; 1/25; 1/25; 1/25
Draw; 5; 11/2; 9/2; 13; 20; 18; 9/2; 16; 9/2; 14; 13; 12; 18; 59/4; 25/2; 27/2; 18; 15; 23; 19; 21; 
Reading; 20; 25; 22; 16; 55; 100; 80; 17; 70; 16; 18; 40; 22; 66; 41; 66; 30; 40; 83/2; 97; 107; 
