META; english/championship/qpr-v-barnsley; 2018-01-28 02:21:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; ; 10/11; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 10/11; 11/10; ; ; 4/7; ; 
Draw; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; 5/2; 49/20; ; ; 19/10; ; 
Barnsley; ; 3; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 16/5; 12/5; ; ; 11/10; ; 
META; english/championship/qpr-v-barnsley; 2018-01-28 10:20:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; ; 10/11; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 10/11; 11/10; ; ; 4/7; ; 
Draw; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; 5/2; 49/20; ; ; 19/10; ; 
Barnsley; ; 3; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 16/5; 12/5; ; ; 11/10; ; 
META; english/championship/qpr-v-barnsley; 2018-01-28 14:21:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 6/5; 10/11; ; ; ; 6/5; 11/10; ; 6/5; ; 23/20; ; ; ; 11/10; 11/10; ; 6/5; ; ; 6/5; ; 11/10; 6/5; 6/5; ; 5/6; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; 12/5; ; 23/10; ; ; 27/11; ; 5/2; 23/10; 40/17; ; 19/10; ; 
Barnsley; 9/4; 3; ; ; ; 5/2; 12/5; ; 21/10; ; 23/10; ; ; ; 11/5; 5/2; ; 28/13; ; ; 21/10; ; 5/2; 23/10; 28/13; ; 7/4; ; 
META; english/championship/qpr-v-barnsley; 2018-01-28 18:20:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 6/5; 10/11; ; ; ; 6/5; 11/10; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 11/10; 6/5; 6/5; ; 20/21; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; 12/5; ; 12/5; ; ; 27/11; 12/5; 5/2; 23/10; 12/5; ; 19/10; ; 
Barnsley; 9/4; 3; ; ; ; 5/2; 12/5; ; 21/10; ; 23/10; ; ; ; 11/5; 23/10; ; 11/5; ; ; 21/10; 23/10; 5/2; 23/10; 11/5; ; 2; ; 
META; english/championship/qpr-v-barnsley; 2018-01-28 22:23:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 6/5; 10/11; ; ; ; 6/5; 11/10; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 23/20; 6/5; 6/5; ; 5/6; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; 12/5; ; 12/5; ; ; 27/11; 12/5; 12/5; 23/10; 12/5; ; 11/5; ; 
Barnsley; 9/4; 3; ; ; ; 5/2; 12/5; ; 21/10; ; 23/10; ; ; ; 11/5; 23/10; ; 11/5; ; ; 21/10; 23/10; 12/5; 23/10; 11/5; ; 2; ; 
META; english/championship/qpr-v-barnsley; 2018-01-29 02:20:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 6/5; 10/11; ; ; ; 6/5; 11/10; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; ; 6/5; ; ; 6/5; 5/4; 23/20; 6/5; 6/5; ; 9/10; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; 12/5; ; 12/5; ; ; 27/11; 12/5; 12/5; 23/10; 12/5; ; 11/5; ; 
Barnsley; 9/4; 3; ; ; ; 5/2; 12/5; ; 21/10; ; 23/10; ; ; ; 11/5; 23/10; ; 11/5; ; ; 21/10; 23/10; 5/2; 23/10; 11/5; ; 2; ; 
META; english/championship/qpr-v-barnsley; 2018-01-29 10:19:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 6/5; 10/11; ; ; ; 6/5; 11/10; ; 6/5; ; 23/20; ; ; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; 5/4; 23/20; 6/5; 6/5; ; 1/4; ; 
Draw; 23/10; 5/2; ; ; ; 13/5; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; 12/5; 9/4; 40/17; 9/4; ; 27/11; 12/5; 12/5; 23/10; 12/5; ; 19/10; ; 
Barnsley; 9/4; 3; ; ; ; 5/2; 12/5; ; 21/10; ; 23/10; ; ; ; 11/5; 23/10; 9/4; 11/5; 9/4; ; 21/10; 23/10; 5/2; 23/10; 11/5; ; 2; ; 
META; english/championship/qpr-v-barnsley; 2018-01-29 14:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 1; 11/10; ; 6/5; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 6/5; 11/10; 6/5; ; 6/5; 11/10; 11/10; 21/20; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; 12/5; 12/5; ; 5/2; 9/4; 23/10; ; ; 23/10; 5/2; 12/5; 9/4; 12/5; 9/4; ; 27/11; 12/5; 12/5; 12/5; 27/11; ; 19/10; ; 
Barnsley; 13/5; 14/5; 5/2; ; 64/25; 13/5; 5/2; ; 21/10; 5/2; 5/2; ; ; 13/5; 11/5; 5/2; 9/4; 12/5; 9/4; ; 21/10; 13/5; 13/5; 51/20; 12/5; ; 13/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-29 18:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 1; 11/10; 23/20; 28/25; 11/10; 11/10; ; 11/10; 11/10; 11/10; ; ; 23/20; 21/20; 11/10; 6/5; 21/20; 6/5; 19/17; 11/10; 11/10; 23/20; 21/20; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 23/10; ; 5/2; 23/10; 23/10; ; ; 23/10; 12/5; 23/10; 9/4; 40/17; 9/4; 40/17; 27/11; 12/5; 12/5; 12/5; 40/17; ; 19/10; ; 
Barnsley; 13/5; 14/5; 5/2; 12/5; 14/5; 27/10; 13/5; ; 40/17; 5/2; 5/2; ; ; 13/5; 11/4; 13/5; 9/4; 28/11; 9/4; 40/17; 23/10; 13/5; 5/2; 51/20; 13/5; ; 13/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-29 22:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 1; 11/10; 23/20; 28/25; 11/10; 11/10; ; 11/10; 11/10; 11/10; ; ; 23/20; 21/20; ; 11/10; 21/20; 11/10; 19/17; 11/10; 11/10; 23/20; 21/20; 11/10; ; 11/10; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 23/10; ; 5/2; 23/10; 23/10; ; ; 23/10; 12/5; ; 23/10; 40/17; 23/10; 40/17; 27/11; 12/5; 12/5; 12/5; 40/17; ; 21/10; ; 
Barnsley; 13/5; 14/5; 5/2; 12/5; 14/5; 27/10; 13/5; ; 40/17; 5/2; 5/2; ; ; 13/5; 11/4; ; 12/5; 28/11; 12/5; 40/17; 23/10; 13/5; 5/2; 51/20; 13/5; ; 14/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-30 02:20:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 11/10; 11/10; 23/20; 28/25; 11/10; 11/10; ; 11/10; 11/10; 11/10; ; ; 23/20; 21/20; ; 11/10; 21/20; 11/10; 19/17; 11/10; 11/10; 23/20; 21/20; 11/10; ; 11/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 5/2; 12/5; 23/10; ; 5/2; 23/10; 23/10; ; ; 23/10; 12/5; 23/10; 23/10; 40/17; 23/10; 40/17; 27/11; 12/5; 12/5; 12/5; 40/17; ; 19/10; ; 
Barnsley; 13/5; 13/5; 5/2; 12/5; 14/5; 27/10; 13/5; ; 40/17; 5/2; 5/2; ; ; 13/5; 11/4; 13/5; 12/5; 28/11; 12/5; 40/17; 23/10; 13/5; 5/2; 51/20; 13/5; ; 14/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-30 10:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 11/10; 11/10; 23/20; 28/25; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 23/20; 21/20; ; 11/10; 21/20; 11/10; 19/17; 11/10; 11/10; 23/20; 21/20; 11/10; ; 11/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 5/2; 12/5; ; ; 5/2; 23/10; 23/10; ; ; 23/10; 12/5; 23/10; 23/10; 40/17; 23/10; 40/17; 27/11; 12/5; 12/5; 12/5; 40/17; ; 19/10; ; 
Barnsley; 13/5; 13/5; 5/2; 12/5; 14/5; 27/10; ; ; 40/17; 5/2; 5/2; ; ; 13/5; 11/4; 13/5; 12/5; 28/11; 12/5; 40/17; 23/10; 13/5; 5/2; 51/20; 13/5; ; 14/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-30 14:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 11/10; 11/10; 23/20; 28/25; 11/10; ; ; 11/10; 11/10; 11/10; ; ; 11/10; 21/20; ; 11/10; 21/20; 11/10; 19/17; 11/10; 11/10; 23/20; 21/20; 11/10; ; 11/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 5/2; 12/5; ; ; 5/2; 23/10; 23/10; ; ; 23/10; 12/5; 12/5; 23/10; 40/17; 23/10; 12/5; 27/11; 12/5; 12/5; 12/5; 40/17; ; 11/5; ; 
Barnsley; 13/5; 13/5; 5/2; 12/5; 14/5; 27/10; ; ; 40/17; 5/2; 5/2; ; ; 13/5; 11/4; 13/5; 12/5; 28/11; 12/5; 5/2; 23/10; 13/5; 5/2; 51/20; 13/5; ; 14/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-30 18:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
QPR; 21/20; 11/10; 11/10; 23/20; 28/25; 11/10; ; ; 1; 11/10; 11/10; ; ; 11/10; 21/20; ; 11/10; 11/10; 11/10; 19/17; 1; 11/10; 23/20; 21/20; 11/10; ; 11/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 5/2; 12/5; ; ; 12/5; 23/10; 23/10; ; ; 23/10; 12/5; 12/5; 23/10; 40/17; 23/10; 12/5; 40/17; 12/5; 12/5; 12/5; 40/17; ; 11/5; ; 
Barnsley; 13/5; 13/5; 5/2; 12/5; 14/5; 27/10; ; ; 11/4; 5/2; 5/2; ; ; 13/5; 11/4; 13/5; 12/5; 45/17; 12/5; 5/2; 27/10; 13/5; 5/2; 51/20; 45/17; ; 14/5; ; 
META; english/championship/qpr-v-barnsley; 2018-01-30 22:20:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
