META; english/championship/preston-v-bristol-city; 2018-03-03 18:21:43 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 33/25; 13/10; 11/8; 23/17; 13/10; 13/10; 5/4; 13/10; 9/7; 23/17; 13/10; 13/10; 13/10; 6/5
Bristol City; 11/5; 57/25; 11/5; 2; 21/10; 11/5; 11/5; 2; 24/13; 2; 11/5; 11/5; 39/19; 2; 
Draw; 12/5; 63/25; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-03 22:20:49 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 33/25; 13/10; 13/10; 23/17; 13/10; 27/20; 13/10; 5/4; 13/10; 9/7; 23/17; 13/10; 13/10; 13/10; 6/5; 
Bristol City; 11/5; 23/10; 57/25; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 2; 24/13; 2; 11/5; 11/5; 2; 
Draw; 12/5; 11/5; 63/25; 23/10; 23/10; 11/5; 23/10; 9/4; 43/20; 23/10; 12/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-04 02:20:24 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 13/10; 5/4; 33/25; 13/10; 13/10; 23/17; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 5/4; 9/7; 23/17; 13/10; 13/10; 13/10; 6/5; 
Bristol City; 11/5; 11/5; 2; 57/25; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 24/13; 2; 11/5; 11/5; 2; 
Draw; 12/5; 11/5; 11/5; 63/25; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 43/20; 23/10; 23/10; 9/4; 11/5; 11/5; 9/4; 23/10; 9/4; 9/4; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-04 10:20:28 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 13/10; 33/25; 13/10; 13/10; 23/17; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 5/4; 9/7; 23/17; 13/10; 13/10; 13/10; 6/5; 
Bristol City; 11/5; 9/4; 11/5; 57/25; 11/5; 21/10; 21/10; 2; 11/5; 11/5; 11/5; 11/5; 9/4; 2; 11/5; 24/13; 2; 11/5; 11/5; 2; 
Draw; 12/5; 11/5; 11/5; 63/25; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 43/20; 23/10; 23/10; 9/4; 11/5; 11/5; 9/4; 23/10; 9/4; 23/10; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-04 14:21:04 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 13/10; 32/25; 13/10; 5/4; 23/17; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 9/7; 23/17; 13/10; 13/10; 13/10; 6/5; 23/20; 
Bristol City; 11/5; 9/4; 11/5; 117/0; 11/5; 11/5; 21/10; 2; 11/5; 23/10; 23/10; 11/5; 9/4; 39/19; 11/5; 24/13; 2; 11/5; 11/5; 39/19; 2; 
Draw; 12/5; 11/5; 11/5; 51/20; 23/10; 23/10; 11/5; 23/10; 11/5; 21/10; 43/20; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 23/10; 9/4; 9/4; 21/10; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-04 18:20:53 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 13/10; 27/20; 7/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 9/7; 13/10; 13/10; 5/4; 5/4; 13/10; 27/20
Bristol City; 11/5; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 21/10; 11/5; 23/10; 23/10; 11/5; 9/4; 28/13; 11/5; 24/13; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10
Draw; 12/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 23/10; 11/5; 21/10; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10; 9/4
META; english/championship/preston-v-bristol-city; 2018-03-04 22:20:30 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 13/10; 27/20; 7/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 9/7; 13/10; 11/8; 5/4; 5/4; 13/10; 5/4; 27/20
Bristol City; 11/5; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 21/10; 11/5; 23/10; 11/5; 23/10; 11/5; 9/4; 28/13; 11/5; 24/13; 21/10; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10
Draw; 12/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 23/10; 11/5; 21/10; 23/10; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10; 21/10; 9/4
META; english/championship/preston-v-bristol-city; 2018-03-05 02:20:44 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 6/5; 5/4; 13/10; 27/20; 7/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 9/7; 13/10; 11/8; 5/4; 5/4; 13/10; 5/4; 27/20
Bristol City; 11/5; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 21/10; 11/5; 23/10; 11/5; 23/10; 11/5; 9/4; 28/13; 11/5; 24/13; 21/10; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10
Draw; 12/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 23/10; 11/5; 21/10; 23/10; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 9/4; 12/5; 9/4; 11/5; 21/10; 21/10; 9/4
META; english/championship/preston-v-bristol-city; 2018-03-05 10:20:42 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 13/10; 5/4; 13/10; 34/25; 7/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 11/9; 13/10; 11/8; 5/4; 5/4; 13/10; 5/4; 6/5
Draw; 23/10; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 23/10; 11/5; 21/10; 23/10; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 9/4; 23/10; 9/4; 28/13; 21/10; 21/10; 19/10
Bristol City; 5/2; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 21/10; 9/4; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5; 37/19; 21/10; 23/10; 23/10; 11/5; 23/10; 23/10; 21/10
META; english/championship/preston-v-bristol-city; 2018-03-05 14:21:03 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 13/10; 5/4; 13/10; 13/10; 34/25; 7/5; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 23/18; 5/4; 11/8; 5/4; 5/4; 13/10; 6/5; 27/20
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 9/4; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 21/10; 21/10; 9/4
Bristol City; 5/2; 9/4; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 11/5; 23/10; 21/10; 12/5
META; english/championship/preston-v-bristol-city; 2018-03-05 18:21:04 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 13/10; 5/4; 5/4; 13/10; 34/25; 7/5; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 17/13; 5/4; 11/8; 5/4; 5/4; 5/4; 13/10; 13/10
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 9/4; 43/20; 23/10; 11/5; 28/13; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 21/10; 9/4; 9/4
Bristol City; 5/2; 9/4; 9/4; 11/5; 119/0; 23/10; 11/5; 21/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 12/5; 11/5; 23/10; 5/2; 12/5
META; english/championship/preston-v-bristol-city; 2018-03-05 22:21:08 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 13/10; 5/4; 5/4; 13/10; 131/00; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 5/4; 23/18; 5/4; 11/8; 5/4; 6/5; 13/10; 5/4; 13/10
Draw; 23/10; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; 9/4; 11/5; 23/10; 21/10; 28/13; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; 23/10; 23/10
Bristol City; 5/2; 9/4; 9/4; 11/5; 62/25; 12/5; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 40/17; 11/5; 23/10; 12/5; 23/10; 23/10; 12/5; 12/5
META; english/championship/preston-v-bristol-city; 2018-03-06 02:21:02 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Preston; 13/10; 5/4; 5/4; 13/10; 131/00; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 6/5; 5/4; 23/18; 5/4; 11/8; 5/4; 6/5; 5/4; 5/4; 13/10
Draw; 23/10; 11/5; 21/10; 11/5; 117/0; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 9/4; 11/5; 23/10; 21/10; 28/13; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; 9/4; 23/10
Bristol City; 5/2; 9/4; 9/4; 11/5; 62/25; 12/5; 23/10; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 40/17; 11/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5
META; english/championship/preston-v-bristol-city; 2018-03-06 10:20:56 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 5/6; 4/5; 5/6; 5/6; 21/25; 5/6; 5/6; 8/11; 4/5; 17/20; 3/4; 4/5; 3/4; 5/6; 5/6; 4/5; 5/6; 5/6; 11/13; 7/9; 17/20; 5/6; 5/6; 5/6; 4/5; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 131/0; 13/5; 12/5; 28/11; 5/2; 5/2; 13/5; 5/2; 49/20; 5/2; 5/2; 27/11; 23/10; 45/17; 5/2; 13/5; 49/20; 5/2; 12/5; 12/5; 5/2; 
Nottingham Forest; 17/4; 7/2; 7/2; 7/2; 4; 15/4; 7/2; 37/10; 18/5; 19/5; 7/2; 4; 18/5; 7/2; 7/2; 37/10; 7/2; 33/10; 18/5; 15/4; 15/4; 15/4; 7/2; 7/2; 4; 
META; english/championship/preston-v-bristol-city; 2018-03-06 14:21:02 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 10/11; 17/20; 10/11; 5/6; 23/25; 10/11; 9/10; 5/6; 4/5; 10/11; 17/20; 20/23; 3/4; 19/20; 10/11; 17/20; 10/11; 5/6; 11/12; 7/9; 9/10; 10/11; 10/11; 10/11; 10/11
Draw; 5/2; 12/5; 12/5; 12/5; 63/25; 13/5; 12/5; 12/5; 28/11; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 49/20; 12/5; 23/10; 12/5; 12/5
Nottingham Forest; 15/4; 16/5; 13/4; 7/2; 73/20; 7/2; 10/3; 10/3; 37/10; 17/5; 10/3; 16/5; 4; 16/5; 16/5; 10/3; 57/17; 7/2; 13/4; 18/5; 10/3; 17/5; 7/2; 7/2; 7/2
META; english/championship/preston-v-bristol-city; 2018-03-06 18:21:08 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 19/20; 10/11; 19/20; 17/20; 19/20; 19/20; 20/21; 5/6; 11/12; 1; 19/20; 10/11; 19/20; 19/20; 1; 10/11; 19/20; 5/6; 28/29; 8/9; 19/20; 19/20; 20/21; 20/21; 20/21; 
Draw; 12/5; 23/10; 12/5; 23/10; 49/20; 12/5; 12/5; 23/10; 27/11; 12/5; 12/5; 12/5; 23/10; 47/20; 23/10; 23/10; 23/10; 23/10; 40/17; 12/5; 12/5; 47/20; 40/17; 23/10; 12/5; 12/5
Nottingham Forest; 18/5; 16/5; 16/5; 7/2; 18/5; 18/5; 10/3; 10/3; 13/4; 16/5; 10/3; 3; 31/10; 3; 10/3; 16/5; 7/2; 41/13; 16/5; 31/10; 10/3; 16/5; 7/2; 7/2; 7/2; 
