META; english/championship/reading-v-ipswich; 2018-04-22 02:20:15 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 1; 1; 
Draw; 12/5; 12/5; 40/17
Ipswich; 12/5; 11/4; 27/10
META; english/championship/reading-v-ipswich; 2018-04-22 10:20:15 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 1; 19/20; 10/11; 1; 19/20; 20/21; 1; 1; 9/10; 4/7; 
Draw; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 40/17; 12/5; 9/4; 1/9
Ipswich; 12/5; 3; 11/4; 11/4; 3; 14/5; 14/5; 27/10; 29/10; 11/4; 1/10
META; english/championship/reading-v-ipswich; 2018-04-22 14:20:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 3/4; 10/11; 17/20; 5/6; 81/00; 17/20; 17/20; 8/11; 11/13; 5/6; 4/5; 5/6; 17/20; 17/20; 5/6; 13/15; 13/16; 11/13; 5/6; 13/15; 8/11; 8/11
Draw; 13/5; 5/2; 5/2; 5/2; 137/0; 13/5; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 28/11; 5/2; 27/11; 13/5; 13/5; 12/5; 13/5
Ipswich; 18/5; 14/5; 16/5; 11/4; 15/4; 7/2; 16/5; 16/5; 13/4; 16/5; 7/2; 16/5; 16/5; 100/0; 10/3; 41/13; 11/4; 16/5; 17/5; 16/5; 3; 7/2
META; english/championship/reading-v-ipswich; 2018-04-22 18:19:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 11/13; 5/6; 4/5; 4/5; 10/11; 17/20; 17/20; 5/6; 4/5; 13/16; 11/13; 5/6; 4/5; 8/11; 8/11; 4/5; 
Draw; 13/5; 12/5; 5/2; 5/2; 67/25; 27/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/11; 5/2; 27/11; 13/5; 13/5; 12/5; 11/5; 13/5
Ipswich; 18/5; 3; 16/5; 11/4; 37/10; 7/2; 10/3; 16/5; 13/4; 16/5; 7/2; 10/3; 3; 16/5; 100/0; 10/3; 17/5; 11/4; 16/5; 17/5; 17/5; 3; 5/2; 7/2
META; english/championship/reading-v-ipswich; 2018-04-22 22:19:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 11/13; 5/6; 4/5; 4/5; 10/11; 17/20; 17/20; 5/6; 4/5; 13/16; 11/13; 5/6; 4/5; 8/11; 8/11; 4/5; 
Draw; 13/5; 12/5; 5/2; 5/2; 67/25; 27/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/11; 5/2; 27/11; 13/5; 13/5; 12/5; 11/5; 5/2
Ipswich; 18/5; 3; 16/5; 11/4; 37/10; 7/2; 10/3; 16/5; 13/4; 16/5; 7/2; 10/3; 3; 16/5; 100/0; 10/3; 17/5; 11/4; 16/5; 17/5; 17/5; 3; 5/2; 7/2
META; english/championship/reading-v-ipswich; 2018-04-23 02:19:50 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 3/4; 17/20; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 11/13; 5/6; 4/5; 4/5; 10/11; 17/20; 5/6; 5/6; 4/5; 13/16; 11/13; 5/6; 4/5; 8/11; 8/11; 4/5
Draw; 13/5; 13/5; 5/2; 5/2; 67/25; 27/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 5/2; 27/11; 13/5; 13/5; 5/2; 11/5; 5/2
Ipswich; 18/5; 16/5; 16/5; 11/4; 37/10; 7/2; 7/2; 16/5; 13/4; 16/5; 7/2; 10/3; 3; 16/5; 3; 10/3; 17/5; 11/4; 16/5; 17/5; 17/5; 3; 5/2; 7/2
META; english/championship/reading-v-ipswich; 2018-04-23 10:19:49 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 17/20; 17/20; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 11/13; 4/5; 4/5; 4/5; 10/11; 17/20; 5/6; 5/6; 5/6; 16/19; 11/13; 5/6; 5/6; 8/11; 8/11; 4/5
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 27/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 45/17; 27/11; 13/5; 13/5; 5/2; 11/5; 5/2
Ipswich; 3; 16/5; 16/5; 11/4; 73/20; 7/2; 10/3; 16/5; 13/4; 13/4; 10/3; 10/3; 3; 16/5; 3; 10/3; 33/10; 13/4; 16/5; 17/5; 33/10; 3; 5/2; 7/2
META; english/championship/reading-v-ipswich; 2018-04-23 14:20:07 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Reading; 17/20; 17/20; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 11/13; 4/5; 4/5; 4/5; 10/11; 17/20; 5/6; 5/6; 5/6; 5/6; 16/19; 11/13; 5/6; 5/6; 8/11; 8/11; 4/5
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 27/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 13/5; 45/17; 27/11; 13/5; 13/5; 5/2; 5/2; 5/2
