META; english/championship/nottingham-forest-v-millwall; 2017-06-23 22:17:39 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 1/100; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 2; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 1/100; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-24 02:17:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 1/100; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 2; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 1/100; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-24 10:17:41 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 1/100; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 2; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 1/100; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-24 14:17:42 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 1/100; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 2; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 1/100; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-24 18:17:40 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 1/100; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 2; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 27/10; 13/5; 27/10; 27/10; 13/4; ; 27/10; ; 11/4; ; 1/100; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-24 22:17:32 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 4/9; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 21/10; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 20/21; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-25 02:17:35 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 4/9; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 21/10; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 45/17; 13/5; 27/10; 45/17; 13/4; ; 27/10; ; 11/4; ; 20/21; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-25 10:17:35 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 4/9; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 21/10; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 27/10; 13/5; 27/10; 27/10; 13/4; ; 27/10; ; 11/4; ; 20/21; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-25 14:17:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Nottingham Forest; 1; 1; ; 19/20; ; 1; 1; 10/11; 21/20; 1; 1; 1; 1; 10/11; 21/20; ; 1; 1; 1; 1; 1; ; 1; ; 1; ; 4/9; ; 
Draw; 12/5; 5/2; ; 12/5; ; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 23/10; 12/5; ; 40/17; 12/5; 23/10; 40/17; 5/2; ; 40/17; ; 12/5; ; 21/10; ; 
Millwall; 11/4; 13/5; ; 5/2; ; 11/4; 11/4; 5/2; 14/5; 9/4; 9/4; 13/5; 53/20; 5/2; 11/4; ; 27/10; 13/5; 27/10; 27/10; 13/4; ; 27/10; ; 11/4; ; 20/21; ; 
META; english/championship/nottingham-forest-v-millwall; 2017-06-25 18:17:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
