META; english/championship/norwich-v-middlesbrough; 2018-01-28 02:20:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; ; 3/2; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 31/20; 13/10; ; ; 4/6; ; 
Middlesbrough; ; 7/4; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 2; ; 9/5; 2; ; ; 20/21; ; 
Draw; ; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; 23/10; 12/5; ; ; 19/10; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-28 10:20:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; ; 3/2; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 31/20; 13/10; ; ; 10/11; ; 
Middlesbrough; ; 7/4; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 2; ; 9/5; 2; ; ; 17/10; ; 
Draw; ; 23/10; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; 23/10; 12/5; ; ; 19/10; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-28 14:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 6/4; 3/2; ; ; ; 31/20; 6/4; ; 13/10; ; 29/20; ; ; ; 6/4; 6/4; ; 7/5; ; ; 13/10; ; 6/4; 6/4; 7/5; ; 5/6; ; 
Middlesbrough; 19/10; 15/8; 2; ; 2; 2; 19/10; ; 2; 2; 19/10; ; ; 2; 17/10; 19/10; 17/10; 37/19; 17/10; ; 2; 2; 19/10; 19/10; 37/19; ; 9/5; ; 
Draw; 23/10; 9/4; 21/10; ; 12/5; 23/10; 9/4; ; 12/5; 2; 11/5; ; ; 21/10; 23/10; 9/4; 23/10; 40/17; 23/10; ; 40/17; 9/4; 9/4; 11/5; 40/17; ; 19/10; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-29 18:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 29/20; 6/4; ; 13/10; 31/20; 29/20; ; ; 8/5; 8/5; 6/4; 6/4; 16/11; 6/4; 19/13; 13/10; 6/4; 6/4; 6/4; 16/11; ; 11/8; ; 
Middlesbrough; 19/10; 19/10; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; 19/10; 17/10; 37/19; 17/10; 13/7; 2; 2; 19/10; 39/20; 37/19; ; 9/5; ; 
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; 23/10; 21/10; ; 12/5; 21/10; 11/5; ; ; 21/10; 21/10; 11/5; 23/10; 21/10; 23/10; 11/5; 40/17; 11/5; 9/4; 21/10; 28/13; ; 19/10; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-29 22:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 6/4; 6/4; ; 13/10; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; ; 6/4; 19/13; 13/10; 6/4; 6/4; 6/4; 16/11; ; 11/8; ; 
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; ; 17/10; ; 17/10; 13/7; 2; 2; 19/10; 39/20; 37/19; ; 9/5; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 12/5; 21/10; 11/5; ; ; 21/10; 21/10; ; 23/10; ; 23/10; 11/5; 40/17; 11/5; 9/4; 21/10; 28/13; ; 2; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-30 02:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 6/4; 6/4; ; 13/10; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; ; 6/4; 19/13; 13/10; 6/4; 6/4; 6/4; 16/11; ; 11/8; ; 
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; ; 17/10; 37/19; 17/10; 13/7; 2; 2; 19/10; 39/20; 37/19; ; 9/5; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 12/5; 21/10; 11/5; ; ; 21/10; 21/10; ; 23/10; 28/13; 23/10; 11/5; 40/17; 11/5; 9/4; 21/10; 28/13; ; 2; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-30 10:20:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 6/4; 6/4; ; 13/10; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; ; 6/4; 19/13; 13/10; 6/4; 6/4; 6/4; 16/11; ; 23/20; ; 
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; ; 17/10; 37/19; 17/10; 13/7; 2; 2; 19/10; 39/20; 37/19; ; 9/5; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 12/5; 21/10; 11/5; ; ; 21/10; 21/10; ; 23/10; 28/13; 23/10; 11/5; 40/17; 11/5; 9/4; 21/10; 28/13; ; 2; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-30 14:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 6/4; 6/4; ; 13/10; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; ; 6/4; 53/35; 13/10; 6/4; 6/4; 6/4; 16/11; ; 7/5; ; 
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; ; 17/10; 37/19; 17/10; 37/19; 2; 2; 19/10; 39/20; 37/19; ; 15/8; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 12/5; 21/10; 11/5; ; ; 21/10; 21/10; 9/4; 23/10; 28/13; 23/10; 11/5; 40/17; 11/5; 9/4; 21/10; 28/13; ; 2; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-30 18:20:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 6/4; 6/4; 157/100; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 6/4; 6/4; 53/35; 7/5; 6/4; 6/4; 6/4; 6/4; ; 6/4; ; 
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; ; 17/10; 37/19; 17/10; 37/19; 2; 2; 19/10; 39/20; 2; ; 15/8; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 21/10; 21/10; 9/4; 23/10; 28/13; 23/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; ; 2; ; 
META; english/championship/norwich-v-middlesbrough; 2018-01-30 22:20:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 6/4; 6/4; 157/100; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 6/4; 6/4; 53/35; 7/5; 6/4; 6/4; 6/4; 6/4; ; 6/4; ; 6/4
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; 19/10; 17/10; 37/19; 17/10; 37/19; 2; 2; 19/10; 39/20; 2; ; 15/8; ; 2
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 21/10; 21/10; 9/4; 23/10; 28/13; 23/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; ; 2; ; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-01-31 02:19:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 17/11; 6/4; 157/100; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 6/4; 6/4; 53/35; 7/5; 6/4; 31/20; 6/4; 6/4; ; 6/4; ; 6/4
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 39/20; 19/10; 2; 17/10; 37/19; 17/10; 37/19; 2; 2; 19/10; 39/20; 2; ; 19/10; ; 2
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 41/20; 21/10; 11/5; 23/10; 28/13; 23/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; ; 21/10; ; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-01-31 10:20:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 11/8; 6/4; 6/4; 6/4; 157/100; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 6/4; 6/4; 53/35; 7/5; 6/4; 6/4; 6/4; 6/4; ; 6/4; ; 6/4
Middlesbrough; 19/10; 15/8; 19/10; 19/10; 101/50; 2; 19/10; ; 2; 19/10; 19/10; ; ; 39/20; 19/10; 2; 17/10; 37/19; 17/10; 37/19; 2; 2; 19/10; 39/20; 2; ; 19/10; ; 2
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 21/10; 21/10; 11/5; 23/10; 28/13; 23/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; ; 21/10; ; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-01-31 14:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 29/20; 6/4; 17/11; 6/4; 41/25; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 13/8; 8/5; ; 6/4; 17/11; 6/4; 53/35; 7/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 13/8
Middlesbrough; 9/5; 15/8; 28/15; 19/10; 39/20; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; 15/8; 17/10; 19/10; 17/10; 37/19; 2; 15/8; 15/8; 19/10; 19/10; ; 19/10; 17/10; 19/10
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 41/20; 21/10; 11/5; 23/10; 28/13; 23/10; 11/5; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; 19/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-01-31 18:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 29/20; 6/4; 17/11; 6/4; 41/25; 13/8; 6/4; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 17/11; 6/4; 53/35; 7/5; 8/5; 31/20; 31/20; 8/5; ; 6/4; 6/4; 13/8
Middlesbrough; 9/5; 15/8; 28/15; 19/10; 39/20; 2; 19/10; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; 15/8; 17/10; 19/10; 17/10; 37/19; 2; 15/8; 15/8; 19/10; 19/10; ; 19/10; 19/10; 19/10
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 21/10; 21/10; 11/5; 23/10; 28/13; 23/10; 11/5; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; 21/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-01-31 22:20:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 29/20; 6/4; 17/11; 6/4; 41/25; 13/8; 8/5; ; 7/5; 31/20; 29/20; ; ; 8/5; 8/5; ; 6/4; 17/11; 6/4; 53/35; 7/5; 8/5; 31/20; 31/20; 8/5; ; 6/4; 7/5; 13/8
Middlesbrough; 9/5; 15/8; 28/15; 19/10; 39/20; 2; 15/8; ; 2; 19/10; 19/10; ; ; 19/10; 19/10; 15/8; 17/10; 19/10; 17/10; 37/19; 2; 15/8; 15/8; 19/10; 19/10; ; 19/10; 9/5; 19/10
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; ; 11/5; 21/10; 11/5; ; ; 21/10; 21/10; 11/5; 23/10; 28/13; 23/10; 11/5; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; 19/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-02-01 02:19:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 29/20; 6/4; 17/11; 6/4; 163/100; 31/20; ; ; 7/5; 31/20; 6/4; ; ; 8/5; 8/5; 6/4; 17/11; 17/11; 53/35; 7/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 8/5
Middlesbrough; 9/5; 15/8; 28/15; 19/10; 193/100; 19/10; ; ; 2; 19/10; 15/8; ; ; 19/10; 19/10; 15/8; 19/10; 7/4; 37/19; 2; 15/8; 15/8; 19/10; 19/10; ; 19/10; 9/5; 19/10
Draw; 23/10; 9/4; 21/10; 11/5; 117/50; 11/5; ; ; 11/5; 21/10; 21/10; ; ; 21/10; 21/10; 21/10; 28/13; 11/5; 11/5; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; 19/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-02-01 10:19:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 29/20; 6/4; 17/11; 6/4; 163/100; 31/20; ; ; 7/5; 31/20; 6/4; ; ; 8/5; 8/5; 6/4; 17/11; 17/11; 53/35; 7/5; 8/5; 31/20; 31/20; 17/11; ; 6/4; 7/5; 8/5
Middlesbrough; 9/5; 15/8; 28/15; 19/10; 193/100; 19/10; ; ; 2; 15/8; 15/8; ; ; 19/10; 19/10; 15/8; 19/10; 7/4; 37/19; 2; 15/8; 15/8; 19/10; 19/10; ; 19/10; 9/5; 19/10
Draw; 23/10; 9/4; 21/10; 11/5; 117/50; 11/5; ; ; 11/5; 21/10; 21/10; ; ; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; 19/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-02-01 14:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 31/20; 13/8; 28/17; 6/4; 44/25; 13/8; ; ; 28/17; 33/20; 8/5; ; ; 17/10; 17/10; 8/5; 28/17; 17/11; 48/29; 28/17; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 17/10
Middlesbrough; 17/10; 7/4; 7/4; 19/10; 9/5; 15/8; ; ; 17/10; 7/4; 9/5; ; ; 9/5; 9/5; 7/4; 7/4; 7/4; 19/11; 17/10; 15/8; 7/4; 9/5; 9/5; ; 7/4; 9/5; 7/4
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; 21/10; ; ; 28/13; 21/10; 21/10; ; ; 21/10; 21/10; 11/5; 28/13; 11/5; 11/5; 28/13; 11/5; 9/4; 21/10; 11/5; ; 21/10; 21/10; 21/10
META; english/championship/norwich-v-middlesbrough; 2018-02-01 18:19:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 8/5; 13/8; 28/17; 8/5; 7/4; 13/8; ; ; 17/10; 33/20; 8/5; ; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 28/17; 28/17; 8/5; 7/4; 17/10; 17/10; ; 13/8; 13/8; 7/4
Middlesbrough; 13/8; 17/10; 7/4; 9/5; 181/100; 15/8; ; ; 9/5; 7/4; 9/5; ; 17/10; 7/4; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; ; 7/4; 9/5; 9/5
Draw; 23/10; 11/5; 21/10; 21/10; 58/25; 21/10; ; ; 28/13; 21/10; 21/10; ; 11/5; 21/10; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 23/10; 21/10; 11/5; ; 21/10; 21/10; 11/5
META; english/championship/norwich-v-middlesbrough; 2018-02-01 22:19:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 8/5; 13/8; 28/17; 8/5; 177/100; 17/10; ; ; 17/10; 17/10; 13/8; ; 17/10; 7/4; 17/10; 8/5; 17/10; 17/11; 28/17; 28/17; 8/5; 7/4; 17/10; 17/10; ; 17/10; 17/10; 7/4
Middlesbrough; 13/8; 17/10; 7/4; 9/5; 89/50; 9/5; ; ; 9/5; 7/4; 7/4; ; 17/10; 7/4; 9/5; 7/4; 17/10; 7/4; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; ; 7/4; 17/10; 7/4
Draw; 23/10; 11/5; 21/10; 21/10; 117/50; 21/10; ; ; 28/13; 21/10; 21/10; ; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 28/13; 21/10; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 11/5
META; english/championship/norwich-v-middlesbrough; 2018-02-02 02:19:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Norwich; 8/5; 13/8; 17/10; 8/5; 179/100; 17/10; ; ; 17/10; 17/10; 17/10; ; 17/10; 7/4; 17/10; 17/10; 17/10; 17/11; 28/17; 28/17; 7/4; 7/4; 7/4; 7/4; ; 7/4; 17/10; 9/5
Middlesbrough; 13/8; 17/10; 17/10; 9/5; 44/25; 9/5; ; ; 9/5; 7/4; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; 7/4; 7/4; 9/5; 7/4; 17/10; ; 13/8; 13/8; 7/4
Draw; 23/10; 11/5; 21/10; 21/10; 117/50; 21/10; ; ; 28/13; 21/10; 21/10; ; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 28/13; 21/10; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 9/4
META; english/championship/norwich-v-middlesbrough; 2018-02-02 10:19:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Middlesbrough; 7/4; 17/10; 17/10; 9/5; 177/100; 9/5; ; ; 9/5; 7/4; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; 7/4; 9/5; 7/4; 7/4; 9/5; 7/4; 17/10; ; 17/10; 13/8; 7/4
Norwich; 9/5; 13/8; 17/10; 8/5; 179/100; 9/5; ; ; 17/10; 17/10; 17/10; ; 17/10; 7/4; 17/10; 17/10; 17/10; 17/11; 28/17; 28/17; 7/4; 7/4; 7/4; 7/4; ; 7/4; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 58/25; 9/4; ; ; 28/13; 21/10; 21/10; ; 11/5; 21/10; 11/5; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 9/4; 21/10; 11/5; ; 21/10; 21/10; 9/4
META; english/championship/norwich-v-middlesbrough; 2018-02-02 14:20:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Middlesbrough; 7/4; 17/10; 17/10; 9/5; 177/100; 9/5; ; ; 9/5; 7/4; 17/10; ; 17/10; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 7/4; 9/5; 7/4; ; ; 13/8; 17/10; 7/4
Norwich; 9/5; 13/8; 17/10; 8/5; 179/100; 9/5; ; ; 17/10; 17/10; 17/10; ; 17/10; 7/4; 17/10; 17/10; ; 17/11; 17/10; 28/17; 7/4; 9/5; 7/4; ; ; 7/4; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 58/25; 9/4; ; ; 28/13; 21/10; 21/10; ; 11/5; 21/10; 11/5; 21/10; ; 11/5; 28/13; 21/10; 11/5; 9/4; 21/10; 11/5; ; 21/10; 11/5; 9/4
META; english/championship/norwich-v-middlesbrough; 2018-02-02 22:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Middlesbrough; 7/4; 17/10; 17/10; 9/5; 7/4; 9/5; ; ; 9/5; 17/10; 7/4; ; 9/5; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 9/5; 7/4; ; ; 13/8; 17/10; 17/10
Norwich; 9/5; 13/8; 17/10; 8/5; 46/25; 9/5; ; ; 17/10; 7/4; 7/4; ; 8/5; 7/4; 17/10; 17/10; 7/4; 17/11; 17/10; 28/17; 7/4; 9/5; 7/4; 7/4; ; 7/4; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 57/25; 9/4; ; ; 28/13; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 9/4; 21/10; 28/13; ; 21/10; 9/4; 11/5
META; english/championship/norwich-v-middlesbrough; 2018-02-03 02:19:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Middlesbrough; 7/4; 13/8; 17/10; 17/10; 7/4; 7/4; ; ; 9/5; 17/10; 17/10; ; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; ; ; 13/8; 17/10; 7/4
Norwich; 9/5; 17/10; 7/4; 7/4; 46/25; 9/5; ; ; 17/10; 7/4; 9/5; ; 7/4; 7/4; 17/10; 7/4; 7/4; 17/11; 7/4; 28/17; 7/4; 9/5; 7/4; 9/5; ; 9/5; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 57/25; 23/10; ; ; 28/13; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; 9/4; 21/10; 28/13; ; 21/10; 11/5; 11/5
META; english/championship/norwich-v-middlesbrough; 2018-02-03 10:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Middlesbrough; 7/4; 13/8; 7/4; 13/8; 177/100; 7/4; ; ; 9/5; 7/4; 17/10; ; 17/10; 17/10; 17/10; 8/5; 17/10; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; ; ; 17/10; 17/10; 17/10
