META; english/championship/norwich-v-hull; 2017-09-30 22:21:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/championship/norwich-v-hull; 2017-10-01 02:21:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; ; 11/10; ; ; ; ; ; 1; 21/20; ; ; ; ; ; ; ; ; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; ; 
Hull; ; 9/4; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; ; 27/11; ; ; ; 27/11; ; 23/10; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; 11/4; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; 5/2; ; ; ; ; 
META; english/championship/norwich-v-hull; 2017-10-01 10:21:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; ; 11/10; ; ; ; ; ; 1; 21/20; ; ; ; ; ; ; ; ; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; ; 
Hull; ; 9/4; ; ; ; ; ; 12/5; 5/2; ; ; ; ; ; ; ; ; 27/11; ; ; ; 27/11; ; 23/10; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; 11/4; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; 5/2; ; ; ; ; 
META; english/championship/norwich-v-hull; 2017-10-01 14:21:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 11/10; ; 1; 1; ; 21/20; 1; 21/20; ; 11/10; ; ; ; ; 21/20; ; 21/20; 1; ; ; 21/20; ; 1; ; ; ; ; 
Draw; 5/2; 12/5; ; 5/2; 5/2; ; 5/2; 13/5; 5/2; ; 23/10; ; ; ; ; 5/2; ; ; 27/11; ; ; 27/11; ; 5/2; ; ; ; ; 
Hull; 14/5; 9/4; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; ; 13/5; ; ; ; ; 13/5; ; 27/11; 27/11; ; ; 27/11; ; 5/2; ; ; ; ; 
META; english/championship/norwich-v-hull; 2017-10-01 18:20:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 11/10; ; 1; 1; 19/20; 1; 1; 19/20; ; 1; ; ; ; 1; 21/20; 10/11; 15/16; 1; ; 19/20; 15/16; ; 1; ; ; ; ; 
Draw; 5/2; 12/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 12/5; ; ; ; 13/5; 5/2; 5/2; ; 27/11; ; 27/11; 27/11; ; 5/2; ; ; ; ; 
Hull; 14/5; 9/4; ; 13/5; 13/5; 29/10; 11/4; 13/5; 56/19; ; 13/5; ; ; ; 13/5; 13/5; 14/5; 29/10; 28/11; ; 40/17; 29/10; ; 13/5; ; ; ; ; 
META; english/championship/norwich-v-hull; 2017-10-01 22:20:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 11/10; ; 1; 1; 19/20; 1; 1; 19/20; ; 1; 1; ; 1; 1; 21/20; 10/11; 15/16; 1; ; 19/20; 15/16; ; 1; ; ; 4/6; ; 
Draw; 5/2; 12/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 12/5; 13/5; ; 11/4; 13/5; 5/2; 5/2; ; 27/11; ; 27/11; 27/11; ; 5/2; ; ; 9/5; ; 
Hull; 14/5; 9/4; ; 13/5; 13/5; 29/10; 14/5; 13/5; 56/19; ; 13/5; 27/10; ; 11/4; 13/5; 13/5; 14/5; 29/10; 28/11; ; 40/17; 29/10; ; 13/5; ; ; 19/10; ; 
META; english/championship/norwich-v-hull; 2017-10-02 02:20:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 11/10; ; 1; 1; 19/20; 1; 1; 19/20; ; 1; 1; ; 1; 1; 21/20; 10/11; 15/16; 1; ; 19/20; 15/16; ; 1; ; ; 8/11; ; 
Draw; 5/2; 12/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 12/5; 13/5; ; 11/4; 13/5; 5/2; 5/2; ; 27/11; ; 27/11; 27/11; ; 5/2; ; ; 2; ; 
Hull; 14/5; 9/4; ; 13/5; 13/5; 29/10; 14/5; 13/5; 56/19; ; 13/5; 27/10; ; 11/4; 13/5; 13/5; 14/5; 29/10; 28/11; ; 40/17; 29/10; ; 13/5; ; ; 2; ; 
META; english/championship/norwich-v-hull; 2017-10-02 10:21:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 11/10; ; 1; 1; 19/20; 1; 1; 19/20; ; 1; 1; ; 1; 1; 21/20; 10/11; 15/16; 1; ; 19/20; 15/16; ; 1; ; ; 8/11; ; 
Draw; 5/2; 12/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 12/5; 13/5; ; 11/4; 13/5; 5/2; 5/2; ; 27/11; ; 27/11; 27/11; ; 5/2; ; ; 21/10; ; 
Hull; 14/5; 9/4; ; 13/5; 13/5; 29/10; 14/5; 13/5; 56/19; ; 13/5; 27/10; ; 11/4; 13/5; 13/5; 14/5; 29/10; 28/11; ; 40/17; 29/10; ; 13/5; ; ; 2; ; 
META; english/championship/norwich-v-hull; 2017-10-02 18:21:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 19/20; ; 1; 1; 19/20; 20/21; 10/11; 19/20; ; 20/21; 1; ; 1; 19/20; 19/20; 10/11; 10/11; 1; 19/20; 15/16; 1; 20/21; 19/20; ; 5/6; ; 
Draw; 5/2; 13/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 5/2; 13/5; ; 13/5; 13/5; 5/2; 5/2; 5/2; 53/20; 27/11; 27/11; 13/5; 13/5; 13/5; ; 23/10; ; 
Hull; 14/5; 11/4; ; 13/5; 13/5; 29/10; 13/5; 11/4; 56/19; ; 11/4; 27/10; ; 14/5; 14/5; 13/5; 14/5; 27/10; 61/20; 40/17; 29/10; 11/4; 14/5; 27/10; ; 19/10; ; 
META; english/championship/norwich-v-hull; 2017-10-02 22:21:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 19/20; ; 1; 1; 19/20; 20/21; 10/11; 19/20; ; 20/21; 1; ; 1; 19/20; 19/20; 10/11; 10/11; 1; 19/20; 15/16; 1; 20/21; 19/20; ; 5/6; ; 
Draw; 5/2; 13/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 5/2; 13/5; ; 13/5; 13/5; 5/2; 5/2; 5/2; 53/20; 27/11; 27/11; 13/5; 13/5; 13/5; ; 23/10; ; 
Hull; 14/5; 11/4; ; 13/5; 13/5; 29/10; 11/4; 11/4; 56/19; ; 11/4; 27/10; ; 14/5; 14/5; 13/5; 14/5; 27/10; 61/20; 40/17; 29/10; 11/4; 14/5; 27/10; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-03 02:21:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 19/20; ; 1; 1; 19/20; 10/11; 10/11; 19/20; ; 10/11; 19/20; ; 1; 10/11; 19/20; 10/11; 13/15; 1; 9/10; 15/16; 10/11; 37/40; 10/11; ; 5/6; ; 
Draw; 5/2; 13/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; 5/2; 28/11; 53/20; 13/5; 27/11; 13/5; 13/5; 13/5; ; 23/10; ; 
Hull; 14/5; 11/4; ; 13/5; 13/5; 29/10; 11/4; 11/4; 56/19; ; 14/5; 14/5; ; 14/5; 3; 13/5; 14/5; 14/5; 61/20; 40/17; 29/10; 14/5; 3; 57/20; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-03 10:21:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 10/11; ; 1; 1; 19/20; 10/11; 10/11; 19/20; ; 20/23; 19/20; ; 1; 10/11; 10/11; 10/11; 13/15; 1; 9/10; 15/16; 10/11; 37/40; 10/11; ; 5/6; ; 
Draw; 5/2; 13/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; 5/2; 28/11; 53/20; 13/5; 27/11; 13/5; 13/5; 13/5; ; 23/10; ; 
Hull; 14/5; 29/10; ; 13/5; 13/5; 29/10; 11/4; 11/4; 56/19; ; 14/5; 14/5; ; 14/5; 3; 13/5; 14/5; 14/5; 61/20; 40/17; 29/10; 14/5; 3; 57/20; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-03 14:21:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 10/11; ; 1; 1; 19/20; 10/11; 10/11; 19/20; ; 20/23; 19/20; ; 1; 10/11; 10/11; 10/11; 10/11; 1; 9/10; 15/16; 10/11; 37/40; 10/11; ; 5/6; ; 
Draw; 5/2; 13/5; ; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; 5/2; 28/11; 53/20; 13/5; 27/11; 13/5; 13/5; 13/5; ; 11/5; ; 
Hull; 14/5; 29/10; ; 13/5; 13/5; 29/10; 11/4; 11/4; 56/19; ; 14/5; 14/5; ; 14/5; 3; 13/5; 14/5; 14/5; 61/20; 40/17; 29/10; 14/5; 3; 57/20; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-03 18:21:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 10/11; 10/11; 1; 1; 19/20; 10/11; 10/11; 9/10; 10/11; 10/11; 19/20; ; 1; 10/11; 10/11; 10/11; 13/15; 1; 9/10; 8/9; 10/11; 37/40; 10/11; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 45/17; 5/2; 13/5; 13/5; ; 13/5; 13/5; 5/2; 5/2; 28/11; 53/20; 13/5; 13/5; 13/5; 13/5; 13/5; ; 11/5; ; 
Hull; 14/5; 29/10; 14/5; 13/5; 13/5; 29/10; 11/4; 11/4; 56/19; 14/5; 14/5; 14/5; ; 14/5; 3; 13/5; 14/5; 14/5; 61/20; 40/17; 29/10; 14/5; 3; 57/20; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-03 22:21:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Norwich; 19/20; 10/11; 10/11; 1; 1; 19/20; 10/11; 10/11; 9/10; 10/11; 10/11; 19/20; ; 10/11; 10/11; 10/11; 10/11; 13/15; 1; 9/10; 8/9; 10/11; 37/40; 10/11; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 45/17; 5/2; 13/5; 13/5; ; 13/5; 13/5; 5/2; 5/2; 28/11; 53/20; 13/5; 13/5; 13/5; 13/5; 13/5; ; 21/10; ; 
Hull; 14/5; 29/10; 14/5; 13/5; 13/5; 29/10; 14/5; 11/4; 56/19; 14/5; 14/5; 14/5; ; 3; 3; 13/5; 14/5; 14/5; 61/20; 40/17; 29/10; 14/5; 3; 57/20; ; 13/5; ; 
META; english/championship/norwich-v-hull; 2017-10-04 02:21:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
