META; english/championship/sheffield-utd-v-millwall; 2018-04-08 10:20:50 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 5/4; 13/10; 127/100; 13/10; 5/4; 6/5; 15/13; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 6/5; 11/10; 6/5; 15/13; 6/5; 6/5; 11/10; 5/4; 6/5; 6/5; 
Draw; 9/4; 9/4; 21/10; 11/5; 119/50; 23/10; 9/4; 11/5; 12/5; 11/5; 9/4; 23/10; 43/20; 9/4; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 11/5; 21/10; 21/10; 23/10; 21/10; 
Millwall; 11/5; 12/5; 23/10; 11/5; 63/25; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 40/17; 12/5; 21/10; 9/4; 12/5; 40/17; 12/5; 23/10; 15/8; 5/2; 5/2
META; english/championship/sheffield-utd-v-millwall; 2018-04-12 02:20:29 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 6/5; 5/4; 121/100; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 6/5; 11/10; 6/5; 5/4; 23/20
Draw; 11/5; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 9/4; 21/10; 23/10; 21/10; 
Millwall; 23/10; 12/5; 12/5; 23/10; 53/20; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5; 27/11; 12/5; 21/10; 9/4; 12/5; 27/11; 12/5; 23/10; 13/5; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-12 10:20:27 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 6/5; 5/4; 121/100; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 15/13; 11/10; 6/5; 15/13; 6/5; 6/5; 11/10; 6/5; 11/10; 5/4; 23/20
Draw; 11/5; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 9/4; 21/10; 11/5; 23/10; 21/10; 
Millwall; 23/10; 12/5; 12/5; 23/10; 53/20; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5; 27/11; 12/5; 21/10; 9/4; 12/5; 5/2; 5/2; 23/10; 2; 13/5; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-12 14:20:44 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 6/5; 5/4; 121/100; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 6/5; 11/10; 6/5; 6/5; 5/4; 23/20
Draw; 11/5; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 12/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 9/4; 21/10; 9/4; 23/10; ; 
Millwall; 23/10; 23/10; 12/5; 23/10; 53/20; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5; 27/11; 12/5; 21/10; 9/4; 12/5; 27/11; 5/2; 23/10; 12/5; 23/10; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-12 18:20:42 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 6/5; 5/4; 123/100; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 11/10; 6/5; 19/17; 5/4; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5
Draw; 11/5; 9/4; 21/10; 11/5; 119/50; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 21/10; 43/20; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4; 11/5; 23/10; 23/10; 
Millwall; 23/10; 12/5; 12/5; 23/10; 131/50; 5/2; 12/5; 12/5; 28/11; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5; 27/11; 12/5; 5/2; 5/2; 5/2; 27/11; 5/2; 23/10; 12/5; 13/5; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-12 22:20:35 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 6/5; 5/4; 127/100; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 19/17; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 13/10
Draw; 11/5; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Millwall; 23/10; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 12/5; 28/11; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-13 02:20:15 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 13/10; 6/5; 6/5; 5/4; 127/100; 6/5; 6/5; 11/10; 15/13; 6/5; 5/4; 6/5; 5/4; 6/5; 23/20; 6/5; 6/5; 11/10; 6/5; 19/17; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4; 13/10
Draw; 23/10; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Millwall; 5/2; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 12/5; 28/11; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 23/10; 12/5; 12/5; 12/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-13 10:20:14 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 13/10; 6/5; 6/5; 5/4; 127/100; 6/5; 6/5; 11/10; 15/13; 6/5; 5/4; 6/5; 5/4; 6/5; 23/20; 5/4; 6/5; 11/10; 6/5; 19/17; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4; 13/10
Draw; 23/10; 9/4; 21/10; 11/5; 12/5; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 2; 23/10
Millwall; 5/2; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 12/5; 28/11; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 23/10; 12/5; 21/10; 5/2
META; english/championship/sheffield-utd-v-millwall; 2018-04-13 14:20:43 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 23/20; 5/4; 6/5; 6/5; 6/5; 11/10; 15/13; 23/20; 5/4; 6/5; 5/4; 6/5; 23/20; 6/5; 6/5; 11/10; 22/19; 19/17; 6/5; 6/5; 11/10; 6/5; 23/20; 6/5; 
Draw; 23/10; 9/4; 11/5; 21/10; 61/25; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5
Millwall; 13/5; 12/5; 5/2; 12/5; 66/25; 5/2; 12/5; 12/5; 28/11; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 27/11; 12/5; 5/2; 5/2; 13/5; 27/11; 13/5; 5/2; 13/5; 13/5; 5/2
META; english/championship/sheffield-utd-v-millwall; 2018-04-13 18:20:49 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 5/4; 6/5; 23/20; 23/20; 6/5; 6/5; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 5/4; 23/20; 23/20; 6/5; 15/13; 11/10; 22/19; 19/17; 6/5; 6/5; 11/10; 10/9; 6/5; 23/20; 6/5
Draw; 23/10; 9/4; 11/5; 9/4; 61/25; 23/10; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5
Millwall; 13/5; 12/5; 5/2; 5/2; 66/25; 5/2; 5/2; 12/5; 28/11; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 5/2; 27/11; 12/5; 5/2; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-13 22:20:36 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 6/5; 11/10; 15/13; 23/20; 6/5; 11/10; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 8/7; 19/17; 6/5; 15/13; 11/10; 23/20; 6/5; 23/20; 6/5
Draw; 12/5; 9/4; 11/5; 9/4; 61/25; 23/10; 23/10; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; 12/5; 23/10; 12/5; 12/5; 
Millwall; 13/5; 12/5; 5/2; 5/2; 66/25; 5/2; 5/2; 12/5; 28/11; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 5/2; 28/11; 12/5; 28/11; 5/2; 13/5; 28/11; 13/5; 5/2; 13/5; 13/5; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-14 02:20:21 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 23/20; 11/10; 11/10; 23/20; 57/50; 23/20; 11/10; 11/10; 15/13; 11/10; 6/5; 11/10; 23/20; 23/20; 21/20; 11/10; 11/10; 11/10; 19/17; 19/17; 23/20; 11/10; 11/10; 23/20; 23/20; 10/9; 6/5
Draw; 12/5; 23/10; 11/5; 9/4; 123/50; 23/10; 23/10; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 12/5; 40/17; 12/5; 23/10; 23/10; 12/5; 
Millwall; 11/4; 5/2; 13/5; 5/2; 139/50; 13/5; 13/5; 5/2; 28/11; 13/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 45/17; 11/4; 13/5; 13/5; 11/4; 13/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-14 10:20:30 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 21/20; 11/10; 21/20; 11/10; 109/100; 11/10; 11/10; 1; 15/13; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 19/17; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10
Draw; 12/5; 9/4; 23/10; 11/5; 123/50; 23/10; 23/10; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 40/17; 23/10; 40/17; 9/4; 12/5; 40/17; 12/5; 23/10; 12/5; 12/5; 12/5
Millwall; 3; 5/2; 29/10; 11/4; 74/25; 14/5; 13/5; 13/5; 28/11; 29/10; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 45/17; 12/5; 14/5; 5/2; 29/10; 45/17; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/championship/sheffield-utd-v-millwall; 2018-04-14 14:21:07 GMT+3; 2018-04-14 13:00; Nothing; Xlenovo
Sheffield Utd; 6/5; 11/10; 5/4; 23/20; 5/4; 23/20; 5/4; 11/10; 15/13; 5/4; 21/20; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 16/13; 19/17; 5/4; 6/5; 5/4; 6/5; 5/4
Draw; 12/5; 23/10; 9/4; 11/5; 47/20; 23/10; 23/10; 9/4; 40/17; 9/4; 12/5; 21/10; 11/5; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 9/4; 23/10
Millwall; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 23/10; 27/11; 5/2; 12/5; 5/2; 12/5; 13/5
