META; english/championship/wolves-v-burton; 2018-03-11 02:20:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9
Draw; 5; 22/5; 43/10; 5; 19/4; 7/2
Burton; 10; 10; 10; 11; 12; 11/10
META; english/championship/wolves-v-burton; 2018-03-11 10:20:32 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/6
Draw; 5; 22/5; 43/10; 5; 19/4; 7/2; 1/20
Burton; 10; 10; 10; 11; 12; 11/10; 1/50
META; english/championship/wolves-v-burton; 2018-03-11 14:21:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 1/4; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4
Draw; 5; 9/2; 5; 9/2; 22/5; 43/10; 5; 19/4; 7/2; 22/5; 
Burton; 10; 10; 12; 10; 10; 10; 10; 12; 10; 11/10; 59/5
META; english/championship/wolves-v-burton; 2018-03-11 18:20:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 1/6; 1/4; 1/4; 2/9; 1/4; 1/4; 5/19; 1/4; 2/9; 1/4; 3/11; 2/9; 1/4
Draw; 5; 9/2; 9/2; 19/4; 9/2; 22/5; 9/2; 11/2; 9/2; 5; 49/11; 43/10; 11/2; 9/2; 49/11; 7/2; 22/5
Burton; 11; 12; 12; 12; 10; 10; 12; 12; 11; 12; 41/4; 10; 12; 14; 21/2; 11/10; 59/5
META; english/championship/wolves-v-burton; 2018-03-11 22:20:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 2/9; 1/4; 1/6; 1/4; 1/4; 2/9; 1/4; 1/4; 5/19; 4/17; 1/4; 2/9; 1/4; 3/11; 2/9; 1/4
Draw; 5; 9/2; 9/2; 5; 9/2; 9/2; 22/5; 9/2; 11/2; 9/2; 9/2; 22/5; 23/5; 43/10; 21/4; 9/2; 49/11; 23/5; 22/5
Burton; 11; 12; 12; 12; 12; 10; 10; 12; 12; 11; 12; 41/4; 19/2; 10; 12; 14; 21/2; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-12 02:20:55 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 2/9; 1/4; 1/6; 1/4; 1/4; 2/9; 1/4; 1/4; 5/19; 2/9; 4/17; 1/4; 2/9; 1/4; 3/11; 2/9; 1/4
Draw; 5; 17/4; 9/2; 5; 9/2; 9/2; 22/5; 9/2; 11/2; 9/2; 9/2; 22/5; 21/4; 23/5; 43/10; 21/4; 9/2; 49/11; 23/5; 22/5
Burton; 11; 12; 12; 12; 12; 10; 10; 12; 12; 11; 12; 21/2; 21/2; 19/2; 10; 12; 14; 21/2; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-12 10:20:50 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 2/9; 1/4; 1/6; 1/4; 1/4; 2/9; 1/4; 1/4; 5/19; 2/9; 4/17; 1/4; 2/9; 1/4; 5/19; 2/9; 1/4
Draw; 5; 17/4; 9/2; 5; 9/2; 9/2; 22/5; 9/2; 11/2; 9/2; 9/2; 22/5; 21/4; 23/5; 43/10; 21/4; 9/2; 49/11; 23/5; 22/5
Burton; 11; 11; 12; 12; 12; 10; 10; 12; 12; 11; 12; 11; 21/2; 19/2; 10; 12; 14; 11; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-12 14:21:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 2/9; 1/4; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 5/19; 2/9; 4/17; 1/4; 2/9; 1/4; 5/19; 2/9; 1/4
Draw; 5; 9/2; 9/2; 5; 9/2; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 22/5; 21/4; 23/5; 43/10; 5; 9/2; 49/11; 23/5; 22/5
Burton; 11; 11; 12; 13; 12; 11; 10; 12; 12; 11; 12; 10; 11; 11; 21/2; 19/2; 10; 14; 14; 11; 59/5; 54/5
META; english/championship/wolves-v-burton; 2018-03-12 18:21:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 21/5; 5; 
Burton; 11; 11; 12; 10; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 11; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-12 22:21:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 24/5; 5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 11; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-13 02:21:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 22/5; 5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 11; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-13 10:21:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 63/13; 9/2; 23/5; 43/10; 5; 9/2; 49/10; 9/2; 22/5; 5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 12; 23/2; 11; 19/2; 10; 14; 14; 47/4; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-13 14:21:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 2/9; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 23/5; 5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 12; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-13 18:21:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 2/9; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 7/2; 5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 12; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-13 22:21:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 4/17; 1/4; 2/9; 1/4; 1/4; 1/4; 2/9; 1/4
Draw; 5; 9/2; 9/2; 4; 53/10; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 23/5; 43/10; 5; 9/2; 24/5; 9/2; 7/2; 24/5
Burton; 11; 11; 12; 10; 25/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 12; 23/2; 11; 19/2; 10; 14; 14; 23/2; 9; 54/5; 59/5
META; english/championship/wolves-v-burton; 2018-03-14 02:20:49 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 2/7; 2/9; 2/9; 1/5; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 2/9; 1/4
Draw; 5; 9/2; 9/2; 4; 26/5; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 5; 47/10; 9/2; 9/2; 43/10; 5; 9/2; 19/4; 9/2; 7/2; 24/5
Burton; 11; 11; 12; 10; 23/2; 13; 12; 11; 10; 12; 12; 11; 12; 12; 10; 11; 23/2; 11; 10; 12; 12; 23/2; 9; 54/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-14 10:20:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 7/25; 2/9; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4
Draw; 5; 9/2; 9/2; 4; 26/5; 5; 19/4; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 5; 9/2; 24/5; 9/2; 7/2; 24/5
Burton; 11; 12; 12; 10; 12; 13; 12; 11; 10; 12; 14; 11; 12; 12; 10; 12; 23/2; 11; 10; 12; 12; 23/2; 9; 56/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-14 14:21:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 7/25; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 2/9; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 26/5; 9/2; 19/4; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 5; 9/2; 24/5; 4; 7/2; 5; 
Burton; 11; 12; 12; 10; 12; 11; 12; 10; 10; 12; 14; 11; 12; 12; 10; 12; 23/2; 11; 10; 12; 12; 23/2; 19/2; 56/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-14 18:21:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 7/25; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 2/9; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 26/5; 9/2; 19/4; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 19/4; 9/2; 24/5; 7/2; 7/2; 5; 
Burton; 11; 12; 12; 10; 12; 11; 12; 10; 10; 12; 12; 11; 12; 12; 10; 12; 45/4; 11; 10; 12; 14; 23/2; 19/2; 54/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-14 22:20:56 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 13/50; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 2/7; 2/7; 1/4; 1/4
Draw; 5; 9/2; 9/2; 4; 57/10; 9/2; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 9/2; 43/10; 5; 9/2; 24/5; 23/5; 24/5; 5; 
Burton; 11; 12; 12; 10; 12; 11; 12; 10; 10; 12; 12; 11; 12; 12; 10; 11; 45/4; 11; 10; 11; 14; 23/2; 54/5; 54/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-15 02:21:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 2/7; 1/4; 1/4; 7/25; 3/10; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 26/5; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 17/4; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 5; 9/2; 24/5; 23/5; 24/5; 5; 
Burton; 11; 10; 12; 10; 12; 11; 12; 10; 10; 12; 12; 11; 11; 12; 10; 11; 45/4; 11; 10; 11; 14; 23/2; 54/5; 54/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-15 10:20:52 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 2/7; 1/4; 1/4; 7/25; 3/10; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 26/5; 5; 19/4; 9/2; 22/5; 9/2; 5; 9/2; 17/4; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 5; 9/2; 24/5; 23/5; 24/5; 5; 
Burton; 11; 10; 12; 10; 12; 11; 12; 10; 10; 12; 12; 11; 11; 12; 10; 11; 45/4; 11; 10; 12; 14; 23/2; 54/5; 54/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-15 14:21:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 2/7; 1/4; 1/4; 7/25; 3/10; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 26/5; 5; 19/4; 9/2; 22/5; 9/2; 5; 17/4; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 43/10; 5; 19/4; 24/5; 9/2; 23/5; 5; ; 
Burton; 11; 10; 12; 10; 12; 11; 12; 10; 10; 12; 12; 12; 11; 12; 10; 12; 23/2; 11; 10; 12; 14; 23/2; 19/2; 56/5; 59/5; 59/5; 
META; english/championship/wolves-v-burton; 2018-03-15 18:21:03 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 7/25; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 51/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 49/10; 9/2; 9/2; 24/5; 5; 19/4; 94/19; 23/5; 23/5; 5; 23/5; 
Burton; 11; 11; 12; 10; 25/2; 11; 12; 10; 11; 12; 12; 12; 12; 12; 10; 12; 12; 11; 11; 14; 14; 12; 57/5; 59/5; 64/5; 61/5; 
META; english/championship/wolves-v-burton; 2018-03-15 22:20:41 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 7/25; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 4/17; 2/7; 1/4; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 51/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 23/5; 9/2; 9/2; 24/5; 19/4; 19/4; 79/17; 23/5; 24/5; 5; 22/5; 
Burton; 11; 11; 12; 10; 25/2; 11; 12; 10; 11; 12; 12; 12; 12; 12; 10; 12; 23/2; 11; 11; 14; 14; 23/2; 59/5; 59/5; 64/5; 61/5; 
META; english/championship/wolves-v-burton; 2018-03-16 02:20:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 2/9; 1/4; 1/4; 1/4; 27/00; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 4/17; 1/4; 1/4; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 9/2; 4; 26/5; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 24/5; 19/4; 19/4; 50/11; 23/5; 21/5; 5; ; 
Burton; 11; 11; 12; 10; 13; 11; 12; 10; 11; 12; 12; 12; 12; 12; 10; 12; 23/2; 11; 11; 14; 14; 47/4; 62/5; 59/5; 64/5; 61/5; 
META; english/championship/wolves-v-burton; 2018-03-16 10:20:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 1/4; 1/4; 27/00; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 4/17; 2/7; 1/4; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 11/2; 9/2; 9/2; 4; 26/5; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 24/5; 19/4; 19/4; 50/11; 23/5; 21/5; 5; 
Burton; 14; 11; 12; 10; 13; 11; 12; 10; 11; 12; 12; 12; 12; 12; 10; 12; 23/2; 11; 11; 14; 14; 47/4; 62/5; 59/5; 64/5; 61/5; 
META; english/championship/wolves-v-burton; 2018-03-16 14:21:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 2/9; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 1/4; 4/17; 1/4; 1/4; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 11/2; 9/2; 17/4; 4; 49/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 24/5; 21/4; 9/2; 50/11; 9/2; 23/5; 24/5; 24/5
Burton; 14; 11; 12; 10; 13; 14; 12; 12; 11; 12; 12; 12; 12; 12; 12; 12; 23/2; 11; 11; 14; 14; 47/4; 59/5; 59/5; 64/5; 71/5; 
META; english/championship/wolves-v-burton; 2018-03-16 18:20:56 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 6/25; 1/4; 2/9; 1/5; 1/4; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 5/19; 4/17; 2/9; 2/9; 5/19; 1/4; 1/4; 1/4; 2/9; ; 
Draw; 11/2; 9/2; 9/2; 11/2; 5; 9/2; 5; 19/4; 5; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 9/2; 47/10; 24/5; 11/2; 19/4; 50/11; 23/5; 24/5; 21/5; ; ; 
Burton; 14; 12; 14; 12; 31/2; 17; 14; 14; 11; 16; 14; 14; 12; 13; 12; 14; 23/2; 11; 11; 11; 17; 16; 47/4; 69/5; 68/5; 61/5; 81/5
META; english/championship/wolves-v-burton; 2018-03-16 22:20:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 6/25; 1/4; 2/9; 1/5; 1/4; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 5/19; 4/17; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 
Draw; 11/2; 9/2; 9/2; 11/2; 5; 9/2; 5; 19/4; 5; 9/2; 9/2; 9/2; 19/4; 9/2; 94/19; 9/2; 47/10; 24/5; 11/2; 19/4; 5; 26/5; 26/5; 5; ; ; 
Burton; 14; 12; 14; 12; 31/2; 17; 14; 14; 11; 16; 14; 14; 12; 13; 12; 14; 29/2; 11; 11; 11; 17; 16; 59/4; 69/5; 76/5; 81/5; 73/5
META; english/championship/wolves-v-burton; 2018-03-17 02:20:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 1/4; 6/25; 1/4; 2/9; 1/5; 1/4; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 5/19; 4/17; 1/4; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; ; 
Draw; 11/2; 9/2; 9/2; 11/2; 5; 9/2; 5; 19/4; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 5; 9/2; 47/10; 24/5; 5; 19/4; 96/19; 5; 24/5; 26/5; 5; ; 
Burton; 14; 12; 14; 12; 31/2; 17; 14; 14; 11; 16; 16; 14; 12; 14; 12; 14; 59/4; 11; 11; 11; 17; 16; 15; 76/5; 71/5; 81/5; 78/5
META; english/championship/wolves-v-burton; 2018-03-17 10:20:50 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Wolves; 1/4; 2/9; 1/4; 2/9; 6/25; 2/9; 1/5; 1/5; 1/4; 1/4; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 2/9; 2/9; 4/17; 2/9; 2/9; 2/9; 2/9; 2/9; 1/4; 1/4
Draw; 11/2; 5; 24/5; 5; 53/10; 11/2; 5; 5; 24/5; 5; 9/2; 9/2; 9/2; 19/4; 5; 49/10; 19/4; 49/10; 24/5; 11/2; 19/4; 5; 5; 26/5; 5; ; 
