META; english/championship/barnsley-v-millwall; 2018-03-11 02:20:03 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Barnsley; 9/5; 16/11; 16/11; 13/8; 11/8
Millwall; 7/5; 24/13; 24/13; 13/8; 6/4
Draw; 12/5; 23/10; 9/4; 47/20; 
META; english/championship/barnsley-v-millwall; 2018-03-11 10:20:06 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Barnsley; 9/5; 16/11; 16/11; 13/8; 23/20; 1
Millwall; 7/5; 24/13; 24/13; 13/8; 6/4; 27/20
Draw; 12/5; 23/10; 9/4; 47/20; 1/4; 
META; english/championship/barnsley-v-millwall; 2018-03-11 14:20:47 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 7/5; 6/4; 6/4; 6/4; 24/13; 6/4; 24/13; 31/20; 6/4; 6/4; 7/5
Barnsley; 17/10; 9/5; 15/8; 17/10; 13/8; 16/11; 15/8; 16/11; 9/5; 9/5; 23/20; 9/5
Draw; 12/5; 12/5; 21/10; 12/5; 21/10; 23/10; 21/10; 9/4; 23/10; 9/4; 2; 
META; english/championship/barnsley-v-millwall; 2018-03-11 18:20:18 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 6/4; 13/8; 8/5; 6/4; 17/11; 8/5; 6/4; 13/8; 6/4; 17/11; 17/11; 8/5; 31/20; 8/5; 6/4; 7/5
Barnsley; 17/10; 19/10; 9/5; 7/4; 8/5; 17/10; 7/4; 15/8; 9/5; 15/8; 17/10; 17/10; 9/5; 7/4; 7/4; 6/5; 15/8
Draw; 12/5; 11/5; 21/10; 11/5; 11/5; 40/17; 21/10; 12/5; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 9/4; 21/10; 
META; english/championship/barnsley-v-millwall; 2018-03-11 22:20:03 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 13/10; 6/4; 29/20; 6/4; 7/5; 11/8; 17/11; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 17/11; 29/20; 7/5; 7/5; 7/5; 7/5
Barnsley; 2; 19/10; 2; 19/10; 2; 9/5; 17/10; 2; 15/8; 21/10; 19/10; 37/19; 29/16; 17/10; 2; 37/19; 7/4; 15/8; 
Draw; 12/5; 11/5; 21/10; 23/10; 11/5; 21/10; 40/17; 21/10; 12/5; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 23/10; 21/10; 
META; english/championship/barnsley-v-millwall; 2018-03-12 02:20:28 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 13/10; 7/5; 29/20; 6/4; 7/5; 11/8; 17/11; 29/20; 6/4; 29/20; 7/5; 7/5; 13/10; 7/5; 17/11; 29/20; 7/5; 7/5; 7/5; 11/8
Barnsley; 2; 2; 19/10; 2; 9/5; 17/10; 2; 15/8; 21/10; 2; 37/19; 2; 29/16; 17/10; 2; 37/19; 7/4; 19/10; ; 
Draw; 12/5; 11/5; 21/10; 23/10; 9/4; 21/10; 40/17; 21/10; 12/5; 21/10; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 21/10; 
META; english/championship/barnsley-v-millwall; 2018-03-12 10:20:23 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 13/10; 7/5; 29/20; 29/20; 7/5; 11/8; 17/11; 29/20; 6/4; 29/20; 7/5; 7/5; 13/10; 7/5; 17/11; 29/20; 7/5; 7/5; 11/8; 11/8
Barnsley; 2; 2; 2; 15/8; 17/10; 2; 15/8; 21/10; 2; 37/19; 2; 29/16; 17/10; 2; 2; 15/8; 19/10; ; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 11/5; 21/10; 40/17; 21/10; 12/5; 21/10; 11/5; 11/5; 23/10; 9/4; 23/10; 23/10; 11/5; 11/5; 21/10; 
META; english/championship/barnsley-v-millwall; 2018-03-12 14:20:59 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 13/10; 7/5; 29/20; 29/20; 7/5; 11/8; 16/11; 7/5; 29/20; 29/20; 29/20; 7/5; 7/5; 23/17; 13/10; 7/5; 16/11; 29/20; 7/5; 7/5; 11/8; 11/8
Barnsley; 2; 2; 21/10; 15/8; 39/19; 2; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 2; 29/16; 39/19; 2; 39/19; 15/8; 19/10; ; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 43/20; 11/5; 11/5; 28/13; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 21/10; 
META; english/championship/barnsley-v-millwall; 2018-03-12 18:21:03 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 13/10; 7/5; 16/11; 7/5; 7/5; 16/11; 27/20; 7/5; ; 
Barnsley; 19/10; 2; 2; 21/10; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 39/19; 2; 29/16; 39/19; 2; 39/19; 9/5; 15/8; 21/10; ; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 47/20; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 9/4; 43/20; 11/5; 9/4; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 21/10; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-12 22:21:01 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 13/10; 7/5; 16/11; 7/5; 7/5; 16/11; 27/20; 7/5; ; 
Barnsley; 19/10; 2; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 39/19; 2; 29/16; 39/19; 2; 39/19; 9/5; 9/5; 21/10; ; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 9/4; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 21/10; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-13 02:20:53 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 13/10; 7/5; 16/11; 7/5; 7/5; 16/11; 27/20; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 39/19; 2; 29/16; 39/19; 2; 39/19; 9/5; 9/5; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-13 10:21:03 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 11/8; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 39/19; 9/5; 9/5; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5; 
META; english/championship/barnsley-v-millwall; 2018-03-13 14:21:16 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 11/8; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 39/19; 9/5; 15/8; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5; 
META; english/championship/barnsley-v-millwall; 2018-03-13 18:21:17 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 11/8; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 39/19; 9/5; 17/10; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5; 
META; english/championship/barnsley-v-millwall; 2018-03-13 22:21:07 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 11/8; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 39/19; 19/10; 17/10; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5; 
META; english/championship/barnsley-v-millwall; 2018-03-14 02:20:23 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 27/20; 7/5; 7/5
Barnsley; 19/10; 21/10; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 21/10; 9/5; 17/10; 21/10; ; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 28/13; 23/10; 9/4; 39/19; 23/10; 11/5; 28/13; 2; 11/5; 
META; english/championship/barnsley-v-millwall; 2018-03-14 10:20:32 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 13/10; 7/5; 13/10; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 11/8; 7/5; 16/11; 11/8; 7/5
Barnsley; 19/10; 11/5; 2; 43/20; 2; 15/8; 39/19; 2; 21/10; 2; 21/10; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 21/10; 2; 21/10; 9/5; 21/10; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-14 14:20:52 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 13/10; 29/20; 13/10; 153/00; 29/20; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 29/20; 29/20; 16/11; 7/5; 27/20; 6/4; 6/4
Barnsley; 19/10; 11/5; 2; 21/10; 2; 15/8; 39/19; 2; 21/10; 21/10; 2; 41/20; 21/10; 2; 24/13; 29/16; 39/19; 2; 39/19; 9/5; 9/5; 21/10; 21/10; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 9/4; 11/5; 21/10; 21/10; 21/10; 11/5; 2; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 19/10; 11/5; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-14 18:20:39 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 13/10; 29/20; 13/10; 153/00; 6/4; 7/5; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 29/20; 29/20; 16/11; 11/8; 27/20; 6/4; 6/4
Barnsley; 19/10; 11/5; 2; 21/10; 21/10; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 24/13; 29/16; 39/19; 2; 39/19; 19/10; 9/5; 21/10; 21/10; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 11/5; 11/5; 28/13; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 19/10; 11/5; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-14 22:20:29 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 13/10; 29/20; 13/10; 73/50; 6/4; 7/5; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 29/20; 29/20; 16/11; 11/8; 7/5; 6/4; 6/4
Barnsley; 19/10; 11/5; 2; 101/0; 21/10; 2; 15/8; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 24/13; 29/16; 39/19; 2; 39/19; 19/10; 19/10; 21/10; 21/10; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 127/0; 23/10; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 11/5; 11/5; 28/13; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-15 02:20:38 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 153/00; 6/4; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 29/20; 29/20; 16/11; 11/8; 7/5; 6/4; 6/4
Barnsley; 19/10; 2; 2; 21/10; 21/10; 2; 15/8; 39/19; 2; 21/10; 21/10; 2; 41/20; 21/10; 2; 24/13; 29/16; 39/19; 2; 39/19; 19/10; 19/10; 21/10; 21/10; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 23/10; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 11/5; 11/5; 28/13; 23/10; 9/4; 39/19; 23/10; 11/5; 11/5; 2; 21/10; 11/5; 11/5
META; english/championship/barnsley-v-millwall; 2018-03-15 10:20:24 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 11/8; 7/5; 29/20; 13/10; 151/00; 6/4; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 7/5; 7/5; 16/11; 7/5; 7/5; 16/11; 29/20; 29/20; 16/11; 11/8; 11/8; 7/5; 7/5
Barnsley; 19/10; 2; 2; 107/0; 21/10; 2; 15/8; 39/19; 2; 21/10; 21/10; 2; 41/20; 21/10; 2; 39/19; 24/13; 29/16; 39/19; 2; 39/19; 19/10; 19/10; 21/10; 21/10; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 21/10; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 11/5; 11/5; 11/5; 23/10; 9/4; 39/19; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4
META; english/championship/barnsley-v-millwall; 2018-03-15 14:20:45 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 7/5; 7/5; 6/4; 13/10; 79/50; 6/4; 6/4; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 7/5; 24/17; 16/11; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4; 6/4
Barnsley; 15/8; 2; 19/10; 2; 101/0; 21/10; 19/10; 15/8; 39/19; 19/10; 2; 15/8; 2; 39/20; 19/10; 19/10; 37/19; 24/13; 16/9; 39/19; 19/10; 39/20; 37/19; 19/10; 19/10; 19/10; 2
Draw; 12/5; 11/5; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 21/10; 21/10; 11/5; 9/4; 9/4; 43/20; 9/4; 9/4; 11/5; 23/10; 23/10; 39/19; 23/10; 11/5; 11/5; 21/10; 11/5; 9/4; 9/4
META; english/championship/barnsley-v-millwall; 2018-03-15 18:20:35 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 7/5; 6/4; 6/4; 13/10; 79/50; 6/4; 6/4; 7/5; 17/11; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 7/5; 24/17; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4; 6/4
Barnsley; 15/8; 19/10; 19/10; 2; 101/0; 21/10; 19/10; 15/8; 37/19; 19/10; 2; 15/8; 15/8; 39/20; 19/10; 19/10; 37/19; 24/13; 16/9; 19/10; 2; 39/20; 37/19; 19/10; 19/10; 2; 
Draw; 12/5; 11/5; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 28/13; 21/10; 11/5; 9/4; 11/5; 43/20; 9/4; 9/4; 11/5; 23/10; 23/10; 21/10; 12/5; 11/5; 9/4; 21/10; 11/5; 9/4; 9/4
META; english/championship/barnsley-v-millwall; 2018-03-15 22:20:14 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 7/5; 6/4; 29/20; 13/10; 79/50; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 7/5; 24/17; 16/11; 6/4; 6/4; 16/11; 7/5; 6/4; 6/4; 6/4
Barnsley; 15/8; 19/10; 19/10; 2; 101/0; 21/10; 19/10; 15/8; 2; 2; 15/8; 15/8; 2; 19/10; 2; 37/19; 24/13; 16/9; 37/19; 2; 39/20; 2; 19/10; 2; 2; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 9/4; 43/20; 9/4; 11/5; 9/4; 23/10; 23/10; 28/13; 12/5; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10
META; english/championship/barnsley-v-millwall; 2018-03-16 02:19:53 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 7/5; 6/4; 29/20; 13/10; 79/50; 6/4; 6/4; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 7/5; 11/8; 16/11; 31/20; 6/4; 16/11; 7/5; 13/10; 6/4; 6/4
Barnsley; 15/8; 19/10; 2; 101/0; 21/10; 19/10; 15/8; 2; 2; 15/8; 2; 19/10; 19/10; 37/19; 24/13; 20/11; 37/19; 2; 39/20; 2; 19/10; 9/5; 2; ; ; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 9/4; 43/20; 9/4; 9/4; 9/4; 23/10; 23/10; 28/13; 23/10; 11/5; 9/4; 9/4; 2; 9/4; 9/4
META; english/championship/barnsley-v-millwall; 2018-03-16 10:19:56 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 7/5; 29/20; 13/10; 77/50; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 7/5; 6/4; 6/4; 7/5; 16/11; 7/5; 11/8; 16/11; 31/20; 6/4; 16/11; 6/4; 6/4; 6/4; 6/4
Barnsley; 2; 2; 52/25; 21/10; 2; 2; 2; 15/8; 2; 19/10; 2; 37/19; 24/13; 20/11; 37/19; 2; 39/20; 2; 19/10; 2; 2; ; ; ; ; ; 
Draw; 12/5; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 9/4; 43/20; 9/4; 11/5; 9/4; 23/10; 23/10; 28/13; 23/10; 11/5; 9/4; 11/5; 9/4; 9/4; 23/10
META; english/championship/barnsley-v-millwall; 2018-03-16 14:20:53 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 7/5; 31/20; 13/10; 33/20; 8/5; 6/4; 6/4; 6/4; 31/20; 8/5; 8/5; 6/4; 8/5; 6/4; 6/4; 16/11; 7/5; 22/15; 16/11; 8/5; 31/20; 16/11; 6/4; 6/4; 13/8; 13/8
Barnsley; 2; 15/8; 2; 191/00; 2; 19/10; 15/8; 2; 15/8; 19/10; 15/8; 15/8; 15/8; 19/10; 19/10; 37/19; 24/13; 17/10; 37/19; 19/10; 19/10; 2; 15/8; 19/10; 19/10; 19/10; 
Draw; 12/5; 9/4; 21/10; 21/10; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 43/20; 9/4; 11/5; 9/4; 23/10; 9/4; 28/13; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4
META; english/championship/barnsley-v-millwall; 2018-03-16 18:20:29 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 6/4; 6/4; 6/4; 159/00; 8/5; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 5/4; 31/20; 6/4; 6/4; 16/11; 7/5; 31/21; 16/11; 31/20; 31/20; 16/11; 6/4; 6/4; 6/4; 6/4
Barnsley; 2; 19/10; 15/8; 19/10; 99/50; 2; 19/10; 15/8; 2; 19/10; 2; 15/8; 21/10; 19/10; 19/10; 19/10; 37/19; 24/13; 19/10; 37/19; 19/10; 19/10; 2; 19/10; 19/10; 19/10; 19/10
Draw; 12/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 9/4; 11/5; 9/4; 23/10; 23/10; 28/13; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10
META; english/championship/barnsley-v-millwall; 2018-03-16 22:20:29 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 6/4; 6/4; 6/4; 159/00; 8/5; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 5/4; 31/20; 6/4; 6/4; 6/4; 7/5; 31/21; 16/11; 8/5; 31/20; 6/4; 6/4; 6/4; 6/4; 
Barnsley; 2; 19/10; 15/8; 19/10; 99/50; 2; 19/10; 15/8; 2; 19/10; 2; 15/8; 21/10; 19/10; 19/10; 19/10; 19/10; 24/13; 19/10; 37/19; 19/10; 19/10; 37/19; 19/10; 2; 19/10; 2
Draw; 12/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 9/4; 11/5; 11/5; 23/10; 23/10; 28/13; 12/5; 9/4; 9/4; 11/5; 23/10; 23/10; 
META; english/championship/barnsley-v-millwall; 2018-03-17 02:20:19 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Millwall; 6/4; 6/4; 6/4; 6/4; 159/00; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 16/11; 8/5; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4
Barnsley; 2; 19/10; 19/10; 19/10; 99/50; 2; 19/10; 15/8; 2; 19/10; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 24/13; 15/8; 37/19; 2; 19/10; 37/19; 19/10; 19/10; 19/10; 2
Draw; 12/5; 11/5; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 43/20; 9/4; 11/5; 11/5; 23/10; 23/10; 28/13; 23/10; 9/4; 9/4; 11/5; 9/4; 23/10; 
META; english/championship/barnsley-v-millwall; 2018-03-17 10:20:23 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
