META; english/championship/reading-v-bolton; 2018-03-03 18:21:57 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 17/20; 83/00; 4/5; 17/20; 8/11; 4/5; 17/20; 4/5; 5/6; 4/5; 5/6; 9/11; 4/5; 5/6; 5/6; 8/11
Draw; 13/5; 9/4; 69/25; 5/2; 12/5; 12/5; 45/17; 9/4; 12/5; 12/5; 5/2; 12/5; 9/4; 13/5; 5/2; 27/11; 23/10
Bolton; 18/5; 18/5; 19/5; 15/4; 10/3; 7/2; 13/4; 7/2; 19/5; 15/4; 15/4; 13/4; 31/10; 16/5; 18/5; 33/10; 10/3
META; english/championship/reading-v-bolton; 2018-03-03 22:21:03 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 5/6; 83/00; 4/5; 4/5; 8/11; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 9/11; 4/5; 4/5; 5/6; 5/6; 8/11
Draw; 13/5; 23/10; 23/10; 69/25; 5/2; 5/2; 12/5; 45/17; 9/4; 5/2; 23/10; 12/5; 5/2; 27/11; 9/4; 13/5; 5/2; 12/5; 27/11; 23/10
Bolton; 18/5; 18/5; 15/4; 19/5; 15/4; 7/2; 7/2; 13/4; 18/5; 18/5; 19/5; 15/4; 15/4; 33/10; 31/10; 16/5; 7/2; 57/17; 10/3; 
META; english/championship/reading-v-bolton; 2018-03-04 02:20:38 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 17/20; 8/11; 83/00; 4/5; 5/6; 8/11; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 9/11; 4/5; 5/6; 5/6; 5/6; 8/11
Draw; 13/5; 23/10; 9/4; 13/5; 69/25; 5/2; 5/2; 12/5; 45/17; 9/4; 5/2; 9/4; 23/10; 12/5; 5/2; 27/11; 5/2; 9/4; 13/5; 5/2; 12/5; 27/11; 23/10
Bolton; 18/5; 19/5; 18/5; 16/5; 19/5; 15/4; 7/2; 7/2; 13/4; 18/5; 18/5; 15/4; 15/4; 15/4; 15/4; 13/4; 10/3; 31/10; 16/5; 18/5; 7/2; 33/10; 10/3
META; english/championship/reading-v-bolton; 2018-03-04 10:20:41 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 17/20; 17/20; 83/00; 4/5; 5/6; 8/11; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 5/6; 5/6; 4/5; 9/11; 4/5; 5/6; 5/6; 5/6; 8/11
Draw; 13/5; 23/10; 9/4; 23/10; 69/25; 5/2; 5/2; 12/5; 45/17; 9/4; 12/5; 9/4; 23/10; 12/5; 12/5; 27/11; 5/2; 9/4; 13/5; 5/2; 12/5; 27/11; 23/10
Bolton; 18/5; 19/5; 18/5; 18/5; 19/5; 15/4; 10/3; 7/2; 13/4; 18/5; 19/5; 15/4; 15/4; 15/4; 15/4; 13/4; 10/3; 31/10; 16/5; 18/5; 7/2; 13/4; 10/3
META; english/championship/reading-v-bolton; 2018-03-04 14:21:18 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 5/6; 17/20; 4/5; 5/6; 5/6; 8/11; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 10/13; 5/6; 8/11; 8/11
Draw; 13/5; 23/10; 23/10; 23/10; 14/5; 13/5; 5/2; 12/5; 45/17; 23/10; 12/5; 23/10; 47/20; 5/2; 12/5; 27/11; 5/2; 9/4; 13/5; 5/2; 12/5; 27/11; 12/5; 9/4
Bolton; 18/5; 19/5; 18/5; 18/5; 79/20; 4; 7/2; 7/2; 13/4; 7/2; 19/5; 15/4; 37/10; 7/2; 15/4; 16/5; 10/3; 58/19; 16/5; 15/4; 4; 13/4; 7/2; 3
META; english/championship/reading-v-bolton; 2018-03-04 18:21:07 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 17/20; 87/00; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 17/20; 5/6; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5
Draw; 13/5; 23/10; 23/10; 51/20; 27/10; 12/5; 5/2; 45/17; 12/5; 23/10; 47/20; 5/2; 12/5; 12/5; 5/2; 9/4; 13/5; 5/2; 12/5; 12/5; 5/2; 13/5
Bolton; 18/5; 19/5; 18/5; 39/10; 18/5; 7/2; 10/3; 13/4; 19/5; 15/4; 37/10; 7/2; 15/4; 7/2; 10/3; 58/19; 16/5; 15/4; 15/4; 7/2; 10/3; 7/2
META; english/championship/reading-v-bolton; 2018-03-04 22:20:43 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 17/20; 22/25; 20/23; 5/6; 4/5; 4/5; 5/6; 17/20; 17/20; 5/6; 5/6; 4/5; 4/5; 5/6; 4/5; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 
Draw; 13/5; 12/5; 23/10; 127/0; 27/10; 12/5; 5/2; 45/17; 5/2; 23/10; 12/5; 47/20; 5/2; 12/5; 12/5; 5/2; 9/4; 13/5; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2
Bolton; 18/5; 18/5; 18/5; 77/20; 18/5; 7/2; 10/3; 13/4; 18/5; 15/4; 10/3; 37/10; 7/2; 7/2; 38/11; 10/3; 58/19; 16/5; 19/5; 15/4; 38/11; 7/2; 3; 7/2
META; english/championship/reading-v-bolton; 2018-03-05 02:20:57 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 3/4; 5/6; 17/20; 22/25; 20/23; 5/6; 4/5; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 4/5; 4/5; 5/6; 4/5; 17/20; 4/5; 4/5; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 127/0; 27/10; 12/5; 5/2; 5/2; 12/5; 23/10; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 9/4; 27/11; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2
Bolton; 18/5; 18/5; 18/5; 77/20; 18/5; 7/2; 10/3; 7/2; 18/5; 15/4; 10/3; 37/10; 7/2; 7/2; 38/11; 10/3; 58/19; 17/5; 19/5; 15/4; 7/2; 7/2; 10/3; 7/2
META; english/championship/reading-v-bolton; 2018-03-05 10:20:56 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 17/20; 5/6; 17/20; 22/25; 20/23; 5/6; 4/5; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 4/5; 4/5; 13/16; 4/5; 17/20; 4/5; 5/6; 5/6; 5/6; 4/5
Draw; 13/5; 12/5; 23/10; 127/0; 27/10; 12/5; 5/2; 5/2; 12/5; 23/10; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 9/4; 27/11; 13/5; 12/5; 40/17; 5/2; 12/5; 11/5
Bolton; 15/4; 18/5; 18/5; 77/20; 18/5; 7/2; 10/3; 7/2; 18/5; 15/4; 7/2; 37/10; 7/2; 7/2; 38/11; 10/3; 41/13; 17/5; 19/5; 15/4; 7/2; 7/2; 7/2; 10/3
META; english/championship/reading-v-bolton; 2018-03-05 14:21:17 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 17/20; 5/6; 5/6; 5/6; 17/20; 20/23; 5/6; 4/5; 4/5; 5/6; 5/6; 5/6; 10/11; 5/6; 5/6; 5/6; 10/13; 4/5; 5/6; 4/5; 20/23; 4/5; 4/5; 4/5; 8/11; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 27/10; 12/5; 5/2; 5/2; 23/10; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 40/17; 5/2; 9/4; 27/11; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2
Bolton; 15/4; 18/5; 18/5; 7/2; 41/10; 18/5; 7/2; 7/2; 7/2; 15/4; 18/5; 15/4; 10/3; 19/5; 7/2; 7/2; 18/5; 10/3; 58/19; 17/5; 19/5; 15/4; 62/17; 7/2; 10/3; 4
META; english/championship/reading-v-bolton; 2018-03-05 18:21:18 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 17/20; 4/5; 4/5; 5/6; 17/20; 20/23; 5/6; 4/5; 4/5; 4/5; 3/4; 5/6; 10/11; 5/6; 5/6; 4/5; 10/13; 4/5; 11/13; 7/9; 17/20; 4/5; 4/5; 4/5; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 27/10; 12/5; 5/2; 27/11; 12/5; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 40/17; 5/2; 23/10; 12/5; 5/2; 49/20; 12/5; 5/2; 13/5; 5/2
Bolton; 15/4; 19/5; 19/5; 7/2; 41/10; 18/5; 7/2; 7/2; 39/10; 19/5; 4; 15/4; 10/3; 15/4; 7/2; 15/4; 18/5; 10/3; 50/13; 19/5; 4; 62/17; 7/2; 7/2; 4; 
META; english/championship/reading-v-bolton; 2018-03-05 22:21:21 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 17/20; 4/5; 4/5; 5/6; 17/20; 20/23; 5/6; 4/5; 4/5; 4/5; 5/6; 5/6; 10/11; 5/6; 5/6; 4/5; 10/13; 4/5; 5/6; 7/9; 5/6; 4/5; 4/5; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 40/17; 5/2; 23/10; 12/5; 13/5; 49/20; 12/5; 12/5; 5/2; 5/2
Bolton; 15/4; 19/5; 19/5; 7/2; 41/10; 4; 15/4; 7/2; 39/10; 19/5; 18/5; 15/4; 10/3; 15/4; 7/2; 15/4; 18/5; 10/3; 39/10; 19/5; 4; 62/17; 7/2; 7/2; 4; 
META; english/championship/reading-v-bolton; 2018-03-06 02:21:15 GMT+2; 2018-03-06 20:00; Nothing; Xlenovo
Reading; 17/20; 5/6; 4/5; 5/6; 17/20; 20/23; 5/6; 4/5; 4/5; 4/5; 5/6; 5/6; 10/11; 5/6; 5/6; 5/6; 4/5; 4/5; 5/6; 7/9; 20/23; 4/5; 4/5; 4/5; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 40/17; 5/2; 23/10; 12/5; 5/2; 49/20; 40/17; 12/5; 12/5; 5/2
Bolton; 15/4; 18/5; 15/4; 7/2; 41/10; 4; 15/4; 7/2; 39/10; 19/5; 18/5; 15/4; 10/3; 15/4; 7/2; 7/2; 18/5; 10/3; 39/10; 19/5; 19/5; 4; 62/17; 7/2; 7/2; 4
META; english/championship/reading-v-bolton; 2018-03-06 10:21:09 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 21/20; 21/20; 21/20; 28/25; 11/10; 21/20; 1; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 15/14; 15/14; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20
Draw; 12/5; 9/4; 11/5; 23/10; 57/25; 12/5; 9/4; 9/4; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 9/4; 9/4; 23/10; 23/10; 9/4; 5/2; 23/10; 9/4; 9/4; 23/10; 9/4
Sunderland; 3; 14/5; 14/5; 11/4; 31/10; 29/10; 14/5; 11/4; 27/10; 29/10; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 37/13; 13/5; 14/5; 45/17; 29/10; 59/20; 29/10; 14/5; 14/5; 3
META; english/championship/reading-v-bolton; 2018-03-06 14:21:15 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 1; 11/10; 21/20; 11/10; 11/10; 11/10; 1; 11/10; 23/20; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 12/11; 15/14; 21/20; 11/10; 21/20; 11/10; 10/9
Draw; 12/5; 9/4; 23/10; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 9/4; 9/4; 12/5; 9/4; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10
Sunderland; 3; 14/5; 3; 11/4; 31/10; 29/10; 11/4; 11/4; 27/10; 29/10; 11/4; 14/5; 11/4; 14/5; 11/4; 14/5; 14/5; 13/5; 27/10; 45/17; 59/20; 14/5; 14/5; 3; 
META; english/championship/reading-v-bolton; 2018-03-06 18:21:21 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Aston Villa; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 17/16; 15/14; 11/10; 21/20; 21/20; 21/20; 11/10; 10/9
Draw; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 12/5; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10
Sunderland; 3; 29/10; 3; 11/4; 3; 31/10; 29/10; 11/4; 27/10; 3; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 13/5; 37/13; 45/17; 3; 29/10; 14/5; 3; ; ; 
