META; english/championship/burton-v-bristol-city; 2018-03-03 22:21:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 11/13; 17/20
Draw; 27/11; 5/2
Burton; 16/5; 10/3
META; english/championship/burton-v-bristol-city; 2018-03-04 02:20:45 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 17/20; 11/13; 11/13; 17/20
Draw; 12/5; 5/2; 27/11; 5/2
Burton; 3; 13/4; 16/5; 10/3
META; english/championship/burton-v-bristol-city; 2018-03-04 10:20:49 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 17/20; 11/13; 11/13; 17/20
Draw; 12/5; 5/2; 27/11; 5/2
Burton; 3; 13/4; 16/5; 10/3
META; english/championship/burton-v-bristol-city; 2018-03-04 14:21:25 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 5/6; 17/20; 20/23; 11/13; 5/6; 11/13; 5/6
Draw; 11/4; 12/5; 13/5; 5/2; 23/10; 27/11; 11/4
Burton; 3; 3; 13/4; 7/2; 16/5; 3; 
META; english/championship/burton-v-bristol-city; 2018-03-04 18:21:13 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 5/6; 17/20; 17/20; 20/23; 8/11; 11/13; 4/5; 5/6; 5/6; 5/6; 11/13; 5/6; 5/6; 5/6; 4/5
Draw; 11/4; 12/5; 13/5; 13/5; 12/5; 5/2; 13/5; 23/10; 13/5; 28/11; 27/11; 27/10; 11/4; 13/5; 12/5
Burton; 3; 7/2; 3; 16/5; 13/4; 10/3; 7/2; 16/5; 3; 16/5; 33/10; 3; 58/19; 3; 
META; english/championship/burton-v-bristol-city; 2018-03-04 22:20:50 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 5/6; 17/20; 17/20; 17/20; 8/11; 11/13; 4/5; 5/6; 5/6; 5/6; 5/6; 11/13; 17/20; 5/6; 5/6; 4/5
Draw; 11/4; 12/5; 13/5; 13/5; 12/5; 5/2; 13/5; 5/2; 23/10; 13/5; 28/11; 27/11; 13/5; 11/4; 13/5; 12/5
Burton; 3; 7/2; 3; 16/5; 13/4; 10/3; 10/3; 7/2; 16/5; 3; 16/5; 10/3; 3; 58/19; 3; 
META; english/championship/burton-v-bristol-city; 2018-03-05 02:21:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 5/6; 17/20; 17/20; 17/20; 8/11; 11/13; 4/5; 5/6; 5/6; 5/6; 5/6; 11/13; 5/6; 5/6; 5/6; 4/5
Draw; 11/4; 12/5; 13/5; 13/5; 12/5; 5/2; 13/5; 5/2; 23/10; 13/5; 28/11; 27/11; 27/10; 11/4; 13/5; 12/5
Burton; 3; 7/2; 3; 16/5; 13/4; 10/3; 10/3; 7/2; 16/5; 3; 16/5; 10/3; 3; 58/19; 3; 
META; english/championship/burton-v-bristol-city; 2018-03-05 10:21:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bristol City; 5/6; 17/20; 17/20; 17/20; 8/11; 11/13; 4/5; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 5/6; 5/6; 4/5
Draw; 11/4; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 5/2; 23/10; 13/5; 28/11; 11/4; 27/11; 27/10; 11/4; 13/5; 5/2
Burton; 3; 10/3; 7/2; 3; 16/5; 13/4; 10/3; 10/3; 7/2; 16/5; 3; 16/5; 10/3; 3; 58/19; 3; 
META; english/championship/burton-v-bristol-city; 2018-03-05 14:21:23 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
