META; english/championship/norwich-v-nottingham-forest; 2018-03-03 18:21:40 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 43/50; 5/6; 17/20; 4/5; 4/5; 4/5; 5/6; 4/5; 13/15; 9/11; 4/5; 5/6; 17/20; 13/15; 4/5
Draw; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 40/17; 40/17; 27/11; 13/5; 12/5; 40/17; 23/10
Nottingham Forest; 4; 43/10; 18/5; 16/5; 7/2; 7/2; 18/5; 7/2; 4; 13/4; 3; 17/5; 17/5; 7/2; 13/4; 3
META; english/championship/norwich-v-nottingham-forest; 2018-03-03 22:20:46 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 17/20; 17/20; 5/6; 20/23; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 9/11; 4/5; 5/6; 17/20; 13/15; 4/5
Draw; 23/10; 12/5; 61/25; 5/2; 12/5; 12/5; 5/2; 5/2; 49/20; 5/2; 12/5; 23/10; 40/17; 27/11; 5/2; 12/5; 40/17; 23/10
Nottingham Forest; 4; 10/3; 43/10; 18/5; 10/3; 7/2; 7/2; 18/5; 18/5; 7/2; 15/4; 33/10; 3; 17/5; 18/5; 7/2; 57/17; 3
META; english/championship/norwich-v-nottingham-forest; 2018-03-04 02:20:21 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 4/5; 8/11; 17/20; 5/6; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 4/5; 5/6; 17/20; 13/15; 5/6
Draw; 23/10; 5/2; 5/2; 61/25; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 49/20; 5/2; 5/2; 23/10; 23/10; 40/17; 27/11; 5/2; 12/5; 40/17; 23/10
Nottingham Forest; 4; 18/5; 10/3; 43/10; 18/5; 10/3; 7/2; 7/2; 18/5; 7/2; 18/5; 7/2; 15/4; 33/10; 7/2; 3; 17/5; 18/5; 7/2; 57/17; 3
META; english/championship/norwich-v-nottingham-forest; 2018-03-04 10:20:25 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 4/5; 5/6; 17/20; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 17/20; 5/6; 4/5; 5/6; 5/6; 9/11; 4/5; 5/6; 17/20; 5/6; 5/6
Draw; 23/10; 12/5; 5/2; 61/25; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 40/17; 23/10; 40/17; 27/11; 5/2; 12/5; 40/17; 23/10
Nottingham Forest; 4; 18/5; 17/5; 43/10; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 15/4; 57/17; 7/2; 3; 17/5; 18/5; 7/2; 57/17; 3
META; english/championship/norwich-v-nottingham-forest; 2018-03-04 14:21:01 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 21/25; 5/6; 5/6; 4/5; 4/5; 5/6; 5/6; 17/20; 5/6; 5/6; 5/6; 5/6; 9/11; 4/5; 5/6; 5/6; 5/6; 5/6; 8/11
Draw; 23/10; 12/5; 5/2; 121/0; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 49/20; 5/2; 12/5; 40/17; 23/10; 40/17; 27/11; 5/2; 12/5; 12/5; 23/10; 9/4
Nottingham Forest; 4; 18/5; 17/5; 22/5; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 57/17; 7/2; 3; 17/5; 18/5; 7/2; 57/17; 3; 
META; english/championship/norwich-v-nottingham-forest; 2018-03-04 18:20:50 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 5/6; 5/6; 17/20; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 17/20; 5/6; 5/6; 4/5; 5/6; 9/11; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5
Draw; 23/10; 12/5; 5/2; 13/5; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 49/20; 5/2; 12/5; 12/5; 23/10; 40/17; 27/11; 5/2; 12/5; 12/5; 12/5; 5/2
Nottingham Forest; 4; 18/5; 17/5; 79/20; 15/4; 7/2; 7/2; 7/2; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; 3; 17/5; 18/5; 7/2; 39/11; 7/2; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-04 22:20:26 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 17/20; 5/6; 5/6; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 17/20; 9/10; 5/6; 4/5; 4/5; 5/6; 9/11; 4/5; 9/10; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 23/10; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5; 23/10; 40/17; 27/11; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5
Nottingham Forest; 4; 10/3; 17/5; 4; 15/4; 7/2; 7/2; 7/2; 18/5; 10/3; 16/5; 17/5; 7/2; 7/2; 7/2; 7/2; 3; 17/5; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-05 02:20:41 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 4/5; 17/20; 5/6; 5/6; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 17/20; 17/20; 5/6; 4/5; 4/5; 5/6; 9/11; 4/5; 9/10; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 23/10; 5/2; 5/2; 66/25; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5; 23/10; 40/17; 27/11; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5
Nottingham Forest; 4; 10/3; 17/5; 4; 15/4; 7/2; 7/2; 7/2; 18/5; 10/3; 16/5; 17/5; 7/2; 7/2; 7/2; 7/2; 3; 17/5; 15/4; 7/2; 7/2; 7/2; 3; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-05 10:20:39 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 17/20; 5/6; 5/6; 17/20; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 17/20; 17/20; 5/6; 4/5; 4/5; 5/6; 9/11; 4/5; 9/10; 5/6; 4/5; 5/6; 5/6; 4/5
Draw; 5/2; 12/5; 5/2; 131/0; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5; 23/10; 40/17; 27/11; 5/2; 49/20; 12/5; 12/5; 23/10; 11/5
Nottingham Forest; 4; 7/2; 17/5; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 10/3; 10/3; 17/5; 7/2; 7/2; 38/11; 7/2; 3; 17/5; 15/4; 15/4; 7/2; 7/2; 10/3; 3
META; english/championship/norwich-v-nottingham-forest; 2018-03-05 14:21:00 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 17/20; 5/6; 5/6; 5/6; 17/20; 20/23; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 7/10; 17/20; 5/6; 5/6; 4/5; 5/6; 6/7; 4/5; 9/10; 5/6; 4/5; 5/6; 8/11; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 131/0; 13/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 5/2; 12/5; 12/5; 23/10; 5/2; 27/11; 5/2; 49/20; 12/5; 12/5; 23/10; 13/5
Nottingham Forest; 4; 7/2; 17/5; 7/2; 39/10; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2; 10/3; 9/2; 7/2; 7/2; 7/2; 7/2; 7/2; 17/5; 17/5; 15/4; 15/4; 7/2; 7/2; 3; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-05 18:21:01 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 17/20; 5/6; 5/6; 5/6; 17/20; 20/23; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 7/10; 17/20; 5/6; 5/6; 4/5; 5/6; 6/7; 7/9; 9/10; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 131/0; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 5/2; 5/2; 49/20; 5/2; 12/5; 12/5; 23/10; 5/2; 5/2; 5/2; 49/20; 12/5; 12/5; 5/2; 13/5
Nottingham Forest; 4; 7/2; 7/2; 7/2; 39/10; 15/4; 7/2; 7/2; 37/10; 7/2; 7/2; 10/3; 9/2; 7/2; 7/2; 7/2; 7/2; 7/2; 17/5; 18/5; 15/4; 15/4; 39/11; 7/2; 7/2; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-05 22:21:04 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 5/6; 5/6; 5/6; 5/6; 21/25; 17/20; 5/6; 8/11; 4/5; 5/6; 4/5; 4/5; 7/10; 17/20; 5/6; 5/6; 10/13; 5/6; 11/13; 7/9; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 27/10; 27/10; 5/2; 28/11; 12/5; 5/2; 12/5; 5/2; 49/20; 5/2; 12/5; 27/11; 23/10; 5/2; 5/2; 5/2; 49/20; 27/11; 12/5; 5/2; 13/5; 
Nottingham Forest; 17/4; 7/2; 7/2; 7/2; 77/20; 15/4; 15/4; 7/2; 37/10; 7/2; 7/2; 7/2; 9/2; 7/2; 7/2; 7/2; 7/2; 7/2; 17/5; 18/5; 18/5; 15/4; 39/11; 7/2; 4; 7/2
META; english/championship/norwich-v-nottingham-forest; 2018-03-06 02:20:58 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Norwich; 5/6; 4/5; 4/5; 5/6; 21/25; 17/20; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 7/10; 17/20; 5/6; 4/5; 10/13; 5/6; 9/11; 7/9; 17/20; 5/6; 4/5; 4/5; 4/5; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 66/25; 27/10; 5/2; 28/11; 5/2; 5/2; 13/5; 5/2; 49/20; 5/2; 5/2; 12/5; 23/10; 13/5; 5/2; 13/5; 49/20; 27/11; 12/5; 23/10; 13/5; 
Nottingham Forest; 17/4; 7/2; 18/5; 7/2; 79/20; 15/4; 15/4; 7/2; 37/10; 18/5; 7/2; 7/2; 9/2; 7/2; 7/2; 7/2; 39/11; 7/2; 17/5; 18/5; 19/5; 15/4; 18/5; 7/2; 7/2; 4
META; english/championship/norwich-v-nottingham-forest; 2018-03-06 10:20:53 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Hull; 11/8; 5/4; 5/4; 13/10; 27/20; 13/10; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 7/5; 13/10; 13/10; 5/4; 13/10; 6/5; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8
Draw; 23/10; 9/4; 21/10; 21/10; 57/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4
Millwall; 23/10; 23/10; 9/4; 9/4; 49/20; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 11/5; 2; 9/4; 23/10; 9/4; 9/4; 11/5; 40/17; 28/13; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5
META; english/championship/norwich-v-nottingham-forest; 2018-03-06 14:20:58 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Hull; 27/20; 13/10; 13/10; 13/10; 139/00; 13/10; 11/8; 5/4; 23/17; 27/20; 5/4; 13/10; 7/5; 27/20; 13/10; 13/10; 13/10; 6/5; 9/7; 13/10; 27/20; 23/17; 5/4; 13/10; 27/20
Draw; 23/10; 11/5; 11/5; 21/10; 113/0; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 23/10
Millwall; 12/5; 11/5; 23/10; 9/4; 119/0; 12/5; 11/5; 9/4; 11/5; 23/10; 9/4; 11/5; 2; 9/4; 23/10; 9/4; 11/5; 11/5; 23/10; 28/13; 11/5; 9/4; 23/10; 12/5; 12/5
META; english/championship/norwich-v-nottingham-forest; 2018-03-06 18:21:05 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Hull; 27/20; 13/10; 27/20; 13/10; 34/25; 13/10; 11/8; 5/4; 23/17; 27/20; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; 13/10; 5/4; 4/3; 13/10; 11/8; 27/20; 13/10; 13/10; 13/10; 11/8
Draw; 23/10; 11/5; 11/5; 21/10; 58/25; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 23/10
Millwall; 12/5; 11/5; 9/4; 9/4; 119/0; 12/5; 9/4; 9/4; 11/5; 23/10; 23/10; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 11/5; 11/5; 28/13; 23/10; 11/5; 9/4; 23/10; 23/10; 12/5
