META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-20 18:19:09 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/50
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-20 22:19:17 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-21 02:19:02 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-21 10:19:09 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-21 14:19:23 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-21 18:19:04 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-21 22:19:21 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 02:19:11 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 02:25:16 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 10:19:12 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 10:25:15 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 14:19:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10
Draw; 149/0
Deportivo La Coruna; 16/5
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 14:27:07 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 1/100
Draw; 149/0; 1/100
Deportivo La Coruna; 16/5; 1/100
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 18:18:51 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 8/11; 4/9; 
Draw; 149/0; 5/2; 5/2; 7/5
Deportivo La Coruna; 16/5; 31/10; 3; 6/4
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-22 22:18:25 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 8/11; 4/9; 
Draw; 149/0; 5/2; 5/2; 7/5
Deportivo La Coruna; 16/5; 31/10; 3; 6/4
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-23 02:18:14 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 8/11; 4/9; 
Draw; 149/0; 5/2; 5/2; 7/5
Deportivo La Coruna; 16/5; 31/10; 3; 6/4
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-23 10:18:14 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 8/11; 4/9; 
Draw; 149/0; 5/2; 5/2; 11/8
Deportivo La Coruna; 16/5; 31/10; 3; 13/8
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-23 14:18:24 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/9; 
Draw; 149/0; 12/5; 13/5; 12/5; 14/5; 14/5; 11/8
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 17/5; 13/8
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-23 18:18:27 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/9; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 14/5; 7/5
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 17/5; 17/10
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-23 22:18:27 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/9; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 17/5; 17/10
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-24 02:18:10 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 4/9; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 17/10
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-24 10:18:07 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 4/9; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 17/10
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-24 14:18:16 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-24 18:18:11 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-24 22:18:17 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-25 02:18:21 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-25 10:18:14 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-25 14:18:21 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-25 18:18:25 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-25 22:18:15 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-26 02:18:13 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-26 10:18:15 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
META; spain/la-liga-primera/celta-vigo-v-deportivo-la-coruna; 2018-04-26 14:18:32 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Celta Vigo; 9/10; 3/4; 4/5; 3/4; 3/4; 4/5; 3/4; 1/25; 
Draw; 149/0; 13/5; 13/5; 13/5; 14/5; 11/4; 14/5; 14/5; 19/10
Deportivo La Coruna; 16/5; 3; 10/3; 3; 7/2; 7/2; 10/3; 17/5; 1/25
