META; spain/la-liga-primera/levante-v-malaga; 2018-04-10 02:19:48 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 9/5
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 7/2; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-10 10:19:53 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 9/5
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 7/2; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-10 14:20:09 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 9/5
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-10 18:20:07 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 9/5
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-10 22:20:02 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 9/5
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-11 02:19:49 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 7/4
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 16/5; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-11 10:19:56 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 9/4; 13/8
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 13/4; 14/5
META; spain/la-liga-primera/levante-v-malaga; 2018-04-11 14:20:04 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 9/4; 13/8
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 14/5
META; spain/la-liga-primera/levante-v-malaga; 2018-04-11 18:19:59 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 9/4; 13/8
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 14/5
META; spain/la-liga-primera/levante-v-malaga; 2018-04-11 22:19:50 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 9/4; 13/8
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 14/5
META; spain/la-liga-primera/levante-v-malaga; 2018-04-12 02:19:45 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 13/8
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 16/5; 14/5
META; spain/la-liga-primera/levante-v-malaga; 2018-04-12 10:19:42 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 11/13; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 17/10
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 7/2; 7/2; 100/30; 10/3; 16/5; 31/10; 16/5; 7/2; 13/4; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-12 14:19:57 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 13/15; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 12/5; 23/10; 9/4; 40/17; 11/5; 12/5; 9/4; 17/10
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 7/2; 7/2; 100/30; 10/3; 16/5; 3; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-12 18:19:56 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 13/15; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 12/5; 23/10; 9/4; 40/17; 11/5; 12/5; 9/4; 17/10
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 7/2; 7/2; 100/30; 10/3; 16/5; 3; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-12 22:19:50 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 10/11; 10/11; 10/11; 10/11; 10/11; 13/15; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 23/10; 9/4; 40/17; 11/5; 12/5; 9/4; 17/10
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 16/5; 7/2; 100/30; 10/3; 16/5; 3; 16/5; 7/2; 16/5; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-13 02:19:29 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
Levante; 10/11; 49/50; 4/5; 9/10; 4/5; 19/20; 17/20; 10/11; 10/11; 10/11; 10/11; 10/11; 13/15; 19/20; 20/23; 10/11; 4/6
Draw; 9/4; 119/50; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 23/10; 23/10; 40/17; 11/5; 12/5; 23/10; 17/10
Malaga; 17/5; 73/20; 3; 16/5; 3; 13/4; 10/3; 16/5; 7/2; 100/30; 10/3; 13/4; 3; 16/5; 7/2; 13/4; 5/2
META; spain/la-liga-primera/levante-v-malaga; 2018-04-13 10:19:29 GMT+3; 2018-04-19 20:30; Nothing; Xlenovo
