META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-29 02:18:59 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 5/4; ; 23/17; ; 34/25; 7/5; 11/8; 13/10; ; 27/20; ; ; ; ; ; ; 13/10; 23/17; 13/10; 23/18; ; 13/10; 11/8; 27/20; 23/17; ; 20/21; ; 
Betis; 15/8; ; 28/15; ; 11/5; 2; 7/4; 15/8; ; 9/5; ; ; ; ; ; ; 2; 9/5; 2; 31/18; ; 9/5; 19/10; 15/8; 9/5; ; 11/8; ; 
Draw; 13/5; ; 5/2; ; 129/ 50; 5/2; 5/2; 12/5; ; 5/2; ; ; ; ; ; ; 23/10; 12/5; 23/10; 45/17; ; 13/5; 13/5; 51/20; 27/11; ; 9/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-29 10:18:55 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 5/4; ; 23/17; ; 34/25; 7/5; 11/8; 13/10; ; 27/20; ; ; ; ; 11/8; ; 13/10; 23/17; 13/10; 23/18; ; 13/10; 11/8; 27/20; 23/17; ; 20/21; ; 
Betis; 15/8; ; 28/15; ; 11/5; 2; 7/4; 15/8; ; 9/5; ; ; ; ; 19/10; ; 2; 9/5; 2; 31/18; ; 9/5; 19/10; 15/8; 9/5; ; 11/8; ; 
Draw; 13/5; ; 5/2; ; 129/ 50; 5/2; 5/2; 12/5; ; 5/2; ; ; ; ; 5/2; ; 23/10; 12/5; 23/10; 45/17; ; 13/5; 13/5; 51/20; 27/11; ; 9/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-29 14:19:34 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 5/4; ; 23/17; 13/10; 34/25; 7/5; 11/8; 13/10; ; 27/20; ; 13/10; ; 11/8; 11/8; ; 13/10; 13/10; 13/10; 24/19; ; 13/10; 13/10; 27/20; 13/10; ; 20/21; ; 
Betis; 15/8; ; 9/5; 9/5; 11/5; 19/10; 7/4; 15/8; ; 9/5; ; 15/8; ; 37/20; 19/10; ; 2; 9/5; 2; 17/10; ; 9/5; 15/8; 15/8; 9/5; ; 11/8; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; ; 13/5; 5/2; ; 23/10; 5/2; 23/10; 11/4; ; 13/5; 11/4; 51/20; 5/2; ; 9/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-29 18:19:23 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 7/5; 13/10; 13/10; ; 13/10; ; 13/10; ; 13/10; 13/10; ; 13/10; 13/10; 13/10; 24/19; ; 13/10; 13/10; 13/10; ; ; 10/11; ; 
Betis; 2; ; 28/15; 9/5; 11/5; 19/10; 9/5; 15/8; ; 15/8; ; 15/8; ; 39/20; 19/10; ; 2; 9/5; 2; 17/10; ; 15/8; 19/10; 19/10; 9/5; ; 11/8; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; ; 13/5; 11/4; ; 23/10; 5/2; 23/10; 11/4; ; 13/5; 11/4; 51/20; 5/2; ; 9/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-29 22:19:28 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 23/17; 5/4; ; 13/10; ; 13/10; 13/10; ; 13/10; ; 13/10; ; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 11/5; 2; 9/5; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; ; 2; 19/10; 2; ; 19/10; 15/8; 21/10; 19/10; 19/10; ; 7/5; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 5/2; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; ; 23/10; ; 23/10; ; 5/2; 13/5; 13/5; 51/20; 28/11; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-30 02:19:15 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 23/17; 5/4; ; 13/10; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 11/5; 19/10; 9/5; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-30 10:19:17 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 23/17; 5/4; ; 13/10; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 11/5; 19/10; 9/5; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-30 14:19:29 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 11/5; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-30 18:19:26 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; ; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 11/5; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; ; 5/2; 11/4; 129/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-30 22:19:35 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; ; 19/10; 9/5; 52/25; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 11/8; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 139/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 15/8; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-31 02:19:12 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 52/25; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 139/50; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-31 10:19:20 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; 5/4; ; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; 15/8; ; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 5/2; ; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-31 14:19:31 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; 5/4; ; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; 15/8; ; 19/10; 19/10; ; 2; ; 2; 19/10; 2; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 5/2; ; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 13/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-31 18:20:10 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; 5/4; ; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; 15/8; ; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 5/2; ; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-01-31 22:19:24 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; 5/4; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 13/10; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 2; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 23/10; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-01 02:18:54 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; 5/4; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 10/11; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; 15/8; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-01 10:18:59 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-01 14:19:29 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; ; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-01 18:19:00 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-01 22:18:57 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-02 02:18:55 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-02 10:19:03 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 133/100; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 20/21; ; 
Betis; 2; 2; 19/10; 9/5; 21/10; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 7/5; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 14/5; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-02 14:19:49 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 6/5; ; 
Betis; 2; 2; 19/10; 9/5; 85/40; 19/10; ; 15/8; 19/10; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 71/25; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 5/2; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-02 18:22:09 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 6/5; ; 
Betis; 2; 2; 19/10; 9/5; 85/40; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 71/25; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-02 22:19:36 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 13/10; ; 23/17; 13/10; 5/4; 13/10; 5/4; ; 6/5; ; 
Betis; 2; 2; 19/10; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 19/10; 19/10; 2; ; 19/10; 15/8; 21/10; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; ; 5/2; 13/5; 13/5; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-03 02:19:15 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 23/20; ; 
Betis; 2; 2; 19/10; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-03 10:19:25 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 23/20; ; 
Betis; 2; 2; 19/10; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 39/20; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-03 14:20:11 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; 24/19; 23/17; 13/10; 5/4; 13/10; 5/4; ; 23/20; ; 
Betis; 2; 2; 19/10; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 19/10; 19/10; 19/10; 19/10; 2; 17/10; 19/10; 15/8; 2; 39/20; 19/10; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; 28/11; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-03 18:19:25 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 5/4; ; 5/4; ; 13/10; 13/10; 6/5; 5/4; 13/10; ; 23/17; 13/10; 5/4; 13/10; ; ; 23/20; ; 
Betis; 2; 2; 19/10; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 19/10; 19/10; 19/10; 19/10; 2; ; 19/10; 15/8; 21/10; 39/20; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 13/5; ; 13/5; 11/4; 12/5; 5/2; 23/10; ; 5/2; 13/5; 13/5; 51/20; ; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-03 22:18:50 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 13/10; ; 13/10; ; 27/20; 13/10; 6/5; 5/4; 13/10; 5/4; 23/17; 13/10; 13/10; 13/10; ; ; 23/20; ; 
Betis; 2; 2; 28/15; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 15/8; 19/10; 19/10; 19/10; 2; 12/7; 19/10; 15/8; 19/10; 39/20; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; ; ; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-betis; 2018-02-04 02:18:43 GMT+2; 2018-02-12 20:00; Nothing; Xlenovo
Deportivo La Coruna; 6/5; 5/4; 13/10; 13/10; 32/25; 13/10; ; 13/10; 23/17; 13/10; ; 13/10; ; 27/20; 13/10; 6/5; 5/4; 13/10; 5/4; 23/17; 13/10; 13/10; 13/10; ; ; 23/20; ; 
Betis; 2; 2; 28/15; 9/5; 23/10; 19/10; ; 15/8; 19/10; 15/8; ; 19/10; ; 15/8; 19/10; 19/10; 19/10; 2; 12/7; 19/10; 15/8; 19/10; 39/20; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 11/4; 53/20; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; ; 13/5; 11/4; 12/5; 5/2; 23/10; 11/4; 5/2; 13/5; 11/4; 51/20; ; ; 19/10; ; 
