META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-16 14:19:35 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 4/6; 4/9
Draw; 66/25; 23/10; 5/4
Las Palmas; 4; 7/2; 19/10
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-16 18:19:46 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 4/6; 4/9
Draw; 66/25; 23/10; 5/4
Las Palmas; 4; 7/2; 19/10
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-16 22:19:43 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 4/6; 4/6; 1/20
Draw; 66/25; 23/10; 5/2; 23/10; 27/11; 27/11; 19/10
Las Palmas; 4; 15/4; 15/4; 7/2; 4; 39/10; 5/4
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-20 22:18:40 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 3/4; 3/4; 4/6; 3/4; 3/4; 1/25
Draw; 66/25; 13/5; 5/2; 12/5; 27/11; 27/11; 19/10
Las Palmas; 4; 15/4; 7/2; 4; 39/10; 1/25; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-21 02:18:27 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 3/4; 3/4; 4/6; 3/4; 3/4; 4/5; 3/4; 1/20
Draw; 66/25; 13/5; 5/2; 12/5; 27/11; 5/2; 5/2; 27/11; 19/10
Las Palmas; 4; 7/2; 7/2; 4; 15/4; 15/4; 39/10; 1/20; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-21 10:18:33 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 3/4; 3/4; 4/6; 3/4; 3/4; 4/5; 3/4; 1/20
Draw; 66/25; 13/5; 5/2; 12/5; 27/11; 5/2; 5/2; 27/11; 19/10
Las Palmas; 4; 7/2; 7/2; 4; 15/4; 15/4; 39/10; 1/20; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-21 14:18:45 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 17/20; 3/4; 3/4; 4/6; 3/4; 3/4; 4/5; 14/19; 3/4; 10/13; 1/20
Draw; 66/25; 13/5; 5/2; 12/5; 27/11; 5/2; 5/2; 27/11; 27/11; 27/11; 19/10
Las Palmas; 4; 15/4; 7/2; 4; 15/4; 15/4; 75/19; 39/10; 4; 1/20; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-21 18:18:28 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/13; 3/4; 4/6; 4/6; 3/4; 8/13; 4/6; 4/6; 7/10; 3/4; 8/13; 2/15; 
Draw; 27/10; 11/4; 13/5; 13/5; 12/5; 27/11; 13/5; 13/5; 5/2; 27/11; 13/5; 19/10; 
Las Palmas; 19/4; 47/10; 4; 17/4; 7/2; 4; 9/2; 9/2; 9/2; 9/2; 39/10; 11/2; 1/25
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-21 22:18:41 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 1/2; 8/15; 11/20; 1/2; 8/15; 1/2; 11/17; 1/2; 8/15; 8/15; 8/15; 5/9; 11/17; 11/20; 4/7; 1/4
Draw; 3; 29/10; 13/4; 3; 29/10; 13/5; 45/17; 29/10; 11/4; 3; 37/13; 45/17; 14/5; 29/10; 19/10; 
Las Palmas; 23/4; 6; 32/5; 6; 11/2; 11/2; 9/2; 11/2; 6; 6; 96/19; 22/5; 6; 51/10; 1/20; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 02:18:36 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 4/7; 59/00; 4/7; 8/15; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 6/11; 11/20; 4/7; 2/15
Draw; 3; 11/4; 13/4; 14/5; 29/10; 13/5; 3; 11/4; 3; 13/5; 3; 14/5; 37/13; 56/19; 3; 29/10; 19/10
Las Palmas; 5; 11/2; 28/5; 11/2; 5; 5; 11/2; 11/2; 11/2; 5; 11/2; 94/19; 24/5; 11/2; 5; 7/4; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 02:24:39 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 4/7; 59/00; 4/7; 8/15; 1/2; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 6/11; 11/20; 4/7; 2/15
Draw; 3; 11/4; 13/4; 14/5; 29/10; 13/5; 3; 11/4; 3; 13/5; 3; 14/5; 37/13; 56/19; 3; 29/10; 19/10
Las Palmas; 5; 11/2; 28/5; 11/2; 5; 5; 11/2; 11/2; 11/2; 5; 11/2; 94/19; 24/5; 11/2; 5; 7/4; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 10:18:36 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 1/2; 27/50; 1/2; 1/2; 4/9; 6/11; 1/2; 1/2; 1/2; 11/20; 8/15; 5/9; 6/11; 1/2; 4/7; 2/15; 8/15
Draw; 3; 29/10; 17/5; 3; 11/4; 3; 29/10; 3; 14/5; 16/5; 3; 29/10; 56/19; 3; 56/19; 19/10; 10/3; 
Las Palmas; 5; 31/5; 13/2; 11/2; 6; 6; 6; 6; 96/19; 24/5; 13/2; 51/10; 7/4; 6; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 10:24:40 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 1/2; 27/50; 1/2; 1/2; 4/9; 6/11; 1/2; 1/2; 1/2; 11/20; 8/15; 5/9; 6/11; 1/2; 4/7; 2/15; 8/15
Draw; 3; 29/10; 17/5; 3; 11/4; 3; 29/10; 3; 14/5; 16/5; 3; 29/10; 56/19; 3; 56/19; 19/10; 10/3; 
Las Palmas; 5; 31/5; 13/2; 11/2; 6; 6; 6; 6; 96/19; 24/5; 13/2; 51/10; 7/4; 6; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 14:18:43 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 1/2; 11/20; 1/2; 1/2; 4/9; 6/11; 1/2; 1/2; 1/2; 11/20; 8/15; 5/9; 6/11; 1/2; 5/9; 2/15; 8/15
Draw; 3; 29/10; 10/3; 3; 11/4; 3; 29/10; 3; 14/5; 16/5; 3; 56/19; 56/19; 3; 56/19; 19/10; 14/5; 
Las Palmas; 5; 31/5; 6; 11/2; 11/2; 5; 6; 5; 5; 24/5; 13/2; 96/19; 7/4; 26/5; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 14:26:31 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 1/2; 11/20; 1/2; 1/2; 4/9; 6/11; 1/2; 1/2; 1/2; 11/20; 8/15; 5/9; 6/11; 1/2; 5/9; 2/15; 8/15
Draw; 3; 29/10; 10/3; 3; 11/4; 3; 29/10; 3; 14/5; 16/5; 3; 56/19; 56/19; 3; 56/19; 19/10; 14/5; 
Las Palmas; 5; 31/5; 6; 11/2; 11/2; 5; 6; 5; 5; 24/5; 13/2; 96/19; 7/4; 26/5; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 18:18:11 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 4/9; 6/11; 1/2; 1/2; 1/2; 8/15; 11/20; 8/15; 5/9; 7/15; 6/11; 1/2; 4/7; 2/15; 8/15
Draw; 3; 29/10; 10/3; 3; 11/4; 3; 29/10; 3; 14/5; 29/10; 16/5; 3; 29/10; 3; 56/19; 3; 56/19; 19/10; 14/5; ; 
Las Palmas; 5; 6; 31/5; 6; 11/2; 11/2; 5; 6; 6; 6; 24/5; 24/5; 13/2; 96/19; 7/4; 26/5; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-22 22:17:50 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 1/2; 4/9; 23/50; 4/9; 4/9; 2/5; 3/7; 4/9; 2/5; 2/5; 4/9; 9/20; 4/9; 3/7; 5/12; 3/7; 2/5; 3/7; 1/3; 4/9
Draw; 10/3; 16/5; 71/20; 16/5; 16/5; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 100/0; 16/5; 16/5; 3; 57/17; 17/5; 13/4; 12/5; 10/3; 
Las Palmas; 15/2; 6; 8; 13/2; 13/2; 7; 15/2; 15/2; 15/2; 13/2; 15/2; 13/2; 57/10; 13/2; 15/2; 27/4; 10/3; 39/5; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-23 02:17:40 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 4/9; 23/50; 4/9; 2/5; 2/5; 5/11; 4/9; 2/5; 4/9; 4/9; 9/20; 4/9; 5/12; 5/12; 5/11; 2/5; 5/12; 3/10; 2/5; 4/9
Draw; 10/3; 16/5; 71/20; 16/5; 16/5; 3; 33/10; 16/5; 10/3; 16/5; 10/3; 100/0; 10/3; 16/5; 3; 13/4; 17/5; 13/4; 5/2; 3; 10/3; 
Las Palmas; 15/2; 7; 81/10; 7; 13/2; 69/10; 7; 15/2; 7; 15/2; 13/2; 15/2; 7; 57/10; 13/2; 15/2; 7; 7/2; 32/5; 36/5; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-23 10:17:40 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 9/20; 4/9; 2/5; 4/11; 5/11; 2/5; 2/5; 2/5; 4/9; 9/20; 2/5; 7/17; 2/5; 5/12; 5/11; 2/5; 5/12; 1/3; 2/5; 4/9
Draw; 7/2; 10/3; 13/4; 19/5; 10/3; 10/3; 3; 33/10; 13/4; 7/2; 10/3; 10/3; 100/0; 7/2; 17/5; 16/5; 17/5; 13/4; 18/5; 17/5; 14/5; 3; 7/2
Las Palmas; 7; 15/2; 15/2; 15/2; 7; 69/10; 15/2; 7; 7; 13/2; 15/2; 13/2; 29/4; 8; 13/2; 15/2; 27/4; 7/2; 33/5; 33/5; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-23 14:17:48 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 11/25; 4/9; 2/5; 4/11; 5/11; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/18; 2/5; 5/12; 5/11; 2/5; 2/5; 1/3; 4/11; 2/5; 2/5
Draw; 7/2; 10/3; 13/4; 73/20; 10/3; 10/3; 3; 33/10; 13/4; 10/3; 10/3; 7/2; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 13/4; 7/2; 7/2; 3; 7/2; 7/2; 
Las Palmas; 7; 15/2; 42/5; 15/2; 15/2; 7; 69/10; 15/2; 15/2; 7; 15/2; 7; 15/2; 15/2; 29/4; 8; 13/2; 8; 15/2; 29/5; 29/5; 41/5; 41/5; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-23 18:17:51 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 2/5; 11/25; 4/9; 2/5; 4/11; 5/11; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 5/12; 5/11; 2/5; 2/5; 1/3; 4/11; 2/5
Draw; 7/2; 16/5; 13/4; 37/10; 10/3; 10/3; 3; 33/10; 13/4; 10/3; 10/3; 10/3; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 13/4; 18/5; 7/2; 11/4; 10/3; 
Las Palmas; 7; 15/2; 83/10; 15/2; 15/2; 7; 69/10; 15/2; 15/2; 7; 15/2; 7; 15/2; 15/2; 29/4; 8; 13/2; 15/2; 15/2; 29/5; 8; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-23 22:17:52 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 2/5; 11/25; 4/9; 2/5; 4/11; 5/11; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 5/12; 5/11; 2/5; 2/5; 1/3; 4/11; 2/5; 2/5
Draw; 7/2; 16/5; 13/4; 37/10; 10/3; 10/3; 3; 33/10; 13/4; 10/3; 10/3; 10/3; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 13/4; 18/5; 7/2; 14/5; 11/4; 7/2; 10/3
Las Palmas; 7; 15/2; 83/10; 15/2; 15/2; 7; 69/10; 15/2; 15/2; 7; 15/2; 7; 15/2; 15/2; 29/4; 8; 13/2; 15/2; 15/2; 29/5; 29/5; 8; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-24 02:17:36 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 2/5; 11/25; 4/9; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 16/5; 13/4; 37/10; 10/3; 10/3; 3; 7/2; 13/4; 10/3; 10/3; 10/3; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 17/5; 18/5; 39/11; 3; 14/5; 7/2; 10/3
Las Palmas; 7; 15/2; 83/10; 15/2; 15/2; 7; 15/2; 15/2; 7; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 34/5; 8; ; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-24 10:17:32 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 2/5; 11/25; 4/9; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5
Draw; 7/2; 16/5; 13/4; 37/10; 10/3; 10/3; 3; 7/2; 13/4; 10/3; 10/3; 10/3; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 17/5; 18/5; 39/11; 14/5; 11/4; 10/3
Las Palmas; 7; 15/2; 83/10; 15/2; 7; 8; 15/2; 15/2; 7; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 31/5; 29/5; 8; ; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-24 14:17:40 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 4/9; 2/5; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 7/18; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 16/5; 10/3; 37/10; 7/2; 10/3; 10/3; 7/2; 13/4; 10/3; 10/3; 10/3; 10/3; 100/0; 7/2; 7/2; 16/5; 17/5; 17/5; 18/5; 39/11; 3; 10/3; 7/2; 10/3
Las Palmas; 7; 15/2; 83/10; 8; 15/2; 15/2; 8; 15/2; 15/2; 7; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 31/4; 38/5; 39/5; 8; ; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-24 18:17:36 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 23/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/9
Draw; 7/2; 10/3; 10/3; 73/20; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 3; 10/3; 7/2; 10/3
Las Palmas; 7; 15/2; 15/2; 77/10; 8; 15/2; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 39/5; 38/5; 37/5
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-24 22:17:35 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 1/3; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 15/4; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 3; 14/5; 7/2; 7/2
Las Palmas; 7; 15/2; 15/2; 15/2; 8; 7; 15/2; 8; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 34/5; 38/5; 38/5; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-25 02:17:38 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 1/3; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 15/4; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 3; 7/2; 7/2; 
Las Palmas; 7; 15/2; 15/2; 15/2; 8; 7; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 34/5; 38/5; 38/5; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-25 10:17:32 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 1/3; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 15/4; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 3; 7/2; 
Las Palmas; 7; 15/2; 15/2; 15/2; 8; 7; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 34/5; 38/5; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-25 14:17:38 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 15/4; 18/5; 10/3; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 10/3; 7/2; 7/2; 7/2
Las Palmas; 7; 15/2; 15/2; 15/2; 8; 7; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 38/5; 39/5; 38/5; 38/5; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-25 18:17:41 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 4/9; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 2/5; 4/11; 1/3; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 16/5; 15/4; 18/5; 10/3; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 100/0; 7/2; 39/11; 16/5; 17/5; 17/5; 18/5; 18/5; 7/2; 3; 11/4; 7/2; 7/2
Las Palmas; 7; 15/2; 15/2; 13/2; 8; 7; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 29/4; 8; 15/2; 15/2; 15/2; 7; 38/5; 6; 38/5; 38/5; 
META; spain/la-liga-primera/espanyol-v-las-palmas; 2018-04-25 22:17:33 GMT+3; 2018-04-28 12:00; Nothing; Xlenovo
Espanyol; 2/5; 2/5; 2/5; 4/9; 11/25; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 7/18; 2/5; 5/12; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5
