META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-17 22:19:17 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 32/25; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; 
Valencia; ; ; ; ; 127/50; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; 23/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-18 02:19:07 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Valencia; ; ; ; ; 119/50; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-18 10:19:08 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Valencia; ; ; ; ; 119/50; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-18 14:19:15 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Valencia; ; ; ; ; 119/50; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 23/10; ; ; ; ; 
Draw; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 23/10; ; 23/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-18 18:19:00 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 23/20; ; ; ; 27/20; ; 13/10; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 6/5; ; 6/5; ; ; 4/5; ; 
Valencia; 12/5; ; ; ; 119/50; ; 2; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 23/10; ; 23/10; ; ; 5/4; ; 
Draw; 23/10; ; ; ; 12/5; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 12/5; ; 23/10; ; ; 9/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-18 22:18:43 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; ; ; ; 27/20; ; 11/8; 13/10; ; ; ; ; ; ; ; 7/5; 16/11; 6/5; ; ; 7/5; 29/20; 7/5; 16/11; ; 1; ; 
Valencia; 2; ; ; ; 119/50; ; 19/10; 21/10; ; ; ; ; ; ; ; 2; 24/13; 11/5; ; ; 15/8; 2; 19/10; 24/13; ; 6/4; ; 
Draw; 11/5; ; ; ; 12/5; ; 9/4; 11/5; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; ; ; 23/10; 11/5; 47/20; 11/5; ; 9/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 02:18:43 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; ; ; ; 27/20; ; 11/8; 13/10; ; ; ; ; ; ; ; 11/8; 16/11; 13/10; 11/8; ; 7/5; 7/5; 7/5; 16/11; ; 1; ; 
Valencia; 2; ; ; ; 119/50; ; 19/10; 15/8; ; ; ; ; ; ; ; 2; 24/13; 39/19; 32/19; ; 15/8; 15/8; 19/10; 24/13; ; 7/5; ; 
Draw; 11/5; ; ; ; 12/5; ; 9/4; 11/5; ; ; ; ; ; ; ; 9/4; 11/5; 9/4; 5/2; ; 23/10; 5/2; 47/20; 11/5; ; 9/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 10:18:39 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; ; ; ; 27/20; ; 7/5; 13/10; ; ; ; ; ; ; 6/4; 7/5; 6/4; 13/10; 11/8; ; 6/4; 29/20; 29/20; 6/4; ; 1; ; 
Valencia; 2; ; ; ; 119/50; ; 15/8; 15/8; ; ; ; ; ; ; 9/5; 2; 7/4; 39/19; 32/19; ; 9/5; 9/5; 15/8; 9/5; ; 11/8; ; 
Draw; 11/5; ; ; ; 12/5; ; 9/4; 11/5; ; ; ; ; ; ; 12/5; 9/4; 11/5; 9/4; 5/2; ; 23/10; 5/2; 47/20; 11/5; ; 9/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 14:18:56 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; ; ; ; 27/20; 29/20; 7/5; 13/10; ; ; ; 31/20; ; 31/20; 6/4; 11/8; 16/11; 13/10; 11/8; ; 6/4; 29/20; 29/20; 16/11; ; 11/8; ; 
Valencia; 2; ; ; ; 119/50; 2; 15/8; 15/8; ; ; ; 7/4; ; 9/5; 9/5; 9/5; 9/5; 39/19; 32/19; ; 9/5; 9/5; 15/8; 24/13; ; 15/8; ; 
Draw; 11/5; ; ; ; 12/5; 12/5; 9/4; 11/5; ; ; ; 23/10; ; 47/20; 12/5; 21/10; 11/5; 9/4; 5/2; ; 23/10; 5/2; 47/20; 11/5; ; 11/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 18:19:09 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; 6/4; ; ; 27/20; 6/4; 11/8; 11/8; ; ; ; 6/4; ; 6/4; 6/4; 11/8; 16/11; 23/17; 11/8; ; 6/4; 29/20; 29/20; 6/4; ; 7/5; ; 
Valencia; 2; 9/5; ; ; 119/50; 19/10; 19/10; 9/5; ; ; ; 7/4; ; 37/20; 9/5; 9/5; 7/4; 19/10; 32/19; ; 9/5; 15/8; 9/5; 7/4; ; 7/4; ; 
Draw; 11/5; 23/10; ; ; 12/5; 12/5; 9/4; 11/5; ; ; ; 12/5; ; 23/10; 12/5; ; 9/4; 23/10; 5/2; ; 12/5; 5/2; 12/5; 9/4; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2018-02-19 22:19:10 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Athletic Bilbao; 7/5; 6/4; ; ; 161/100; 6/4; 7/5; 11/8; 6/4; ; ; 6/4; ; 6/4; 6/4; 7/5; 16/11; 23/17; 11/8; 6/4; 6/4; ; 29/20; 6/4; ; 7/5; ; 
Valencia; 2; 9/5; ; ; 191/100; 19/10; 9/5; 9/5; 9/5; ; ; 7/4; ; 37/20; 9/5; 7/4; 7/4; 19/10; 32/19; 9/5; 9/5; 15/8; 9/5; 7/4; ; 7/4; ; 
