META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-19 02:19:08 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 4/11; 4/11; 41/00; 4/11; 7/20; 3/10; 4/11; 4/11; 4/11; 2/5; 2/5; 4/11; 3/8; 10/29; 4/11; 4/11; 3/8; 1/3; 4/11
Draw; 17/4; 4; 41/10; 4; 4; 17/4; 19/5; 4; 19/5; 17/4; 4; 75/19; 75/19; 41/10; 17/4; 75/19; 3; 7/2; ; 
Deportivo La Coruna; 7; 7; 81/10; 7; 13/2; 7; 13/2; 7; 7; 13/2; 11/2; 13/2; 7; 13/2; 7/2; 34/5; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-23 10:18:04 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 4/11; 4/11; 4/11; 19/50; 4/11; 1/3; 3/10; 4/11; 1/3; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 10/29; 4/11; 1/3; 4/11; 1/14; 1/3; 1/3
Draw; 4; 4; 22/5; 4; 17/4; 4; 17/4; 21/5; 4; 17/4; 17/4; 4; 41/10; 23/5; 41/10; 9/2; 54/13; 21/10; 7/2; 7/2; ; 
Deportivo La Coruna; 13/2; 13/2; 7; 42/5; 7; 13/2; 7; 15/2; 8; 15/2; 7; 15/2; 27/4; 38/5; 13/2; 15/2; 27/4; 1/3; 36/5; 7; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-23 14:18:14 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 4/11; 4/11; 7/20; 1/3; 3/10; 2/7; 4/11; 3/10; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 4/13; 1/3; 1/3; 4/11; 3/10; 4/13; 1/14; 1/4; 1/3; 1/3
Draw; 4; 17/4; 49/10; 9/2; 9/2; 4; 17/4; 17/4; 9/2; 4; 9/2; 9/2; 19/4; 9/2; 9/2; 17/4; 47/10; 41/10; 19/4; 9/2; 21/10; 7/2; 24/5; 24/5; 
Deportivo La Coruna; 15/2; 13/2; 8; 17/2; 15/2; 15/2; 7; 15/2; 15/2; 17/2; 15/2; 15/2; 7; 15/2; 15/2; 7; 38/5; 13/2; 8; 31/4; 1/3; 31/5; 42/5; 42/5; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-23 18:18:17 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 1/3; 3/10; 33/00; 3/10; 2/7; 1/4; 4/11; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 1/3; 6/19; 1/3; 3/10; 2/7; 1/14; 1/4; 3/10
Draw; 4; 9/2; 9/2; 5; 9/2; 9/2; 4; 17/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 23/5; 17/4; 24/5; 22/5; 19/4; 79/17; 21/10; 7/2; 24/5
Deportivo La Coruna; 15/2; 7; 19/2; 8; 7; 8; 15/2; 15/2; 8; 15/2; 8; 7; 39/5; 7; 17/2; 33/4; 1/3; 31/5; 46/5; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-23 22:18:17 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 1/3; 3/10; 33/00; 3/10; 2/7; 1/4; 1/3; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 1/3; 6/19; 1/3; 3/10; 2/7; 1/14; 1/4; 3/10; 3/10
Draw; 4; 9/2; 9/2; 5; 9/2; 9/2; 4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 23/5; 17/4; 24/5; 22/5; 19/4; 79/17; 21/10; 7/2; 5; 24/5
Deportivo La Coruna; 15/2; 7; 19/2; 8; 7; 15/2; 8; 15/2; 15/2; 8; 15/2; 8; 33/4; 7; 39/5; 7; 17/2; 33/4; 1/3; 31/5; 47/5; 46/5; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-24 02:18:00 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 1/3; 3/10; 33/00; 3/10; 2/7; 1/4; 2/7; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 1/3; 6/19; 2/7; 3/10; 2/7; 2/11; 1/4; 3/10; 3/10
Draw; 4; 9/2; 9/2; 5; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 79/17; 17/4; 24/5; 23/5; 19/4; 47/10; 3; 7/2; 5; 24/5
Deportivo La Coruna; 15/2; 7; 19/2; 8; 7; 8; 15/2; 15/2; 8; 15/2; 8; 33/4; 7; 39/5; 17/2; 17/2; 33/4; 7/2; 31/5; 47/5; 46/5; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-24 10:17:56 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/3; 1/3; 3/10; 33/00; 3/10; 3/10; 1/4; 2/7; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 1/3; 6/19; 2/7; 3/10; 2/7; 1/5; 1/4; 3/10
Draw; 4; 9/2; 9/2; 5; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 79/17; 17/4; 24/5; 23/5; 19/4; 47/10; 3; 7/2; 24/5
Deportivo La Coruna; 15/2; 7; 19/2; 8; 15/2; 7; 8; 15/2; 15/2; 8; 15/2; 8; 33/4; 7; 39/5; 17/2; 17/2; 17/2; 7/2; 31/5; 46/5; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-24 14:18:05 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 1/3; 3/10; 33/00; 3/10; 2/7; 1/4; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 1/3; 3/11; 3/10; 4/13; 2/7; 3/10; 5/18; 3/10; 1/4; 3/10; 3/10
Draw; 17/4; 9/2; 9/2; 5; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 47/10; 9/2; 24/5; 23/5; 19/4; 19/4; 21/5; 7/2; 5; 24/5
Deportivo La Coruna; 9; 17/2; 19/2; 8; 7; 8; 17/2; 8; 17/2; 15/2; 8; 35/4; 31/4; 41/5; 17/2; 17/2; 35/4; 38/5; 32/5; 47/5; 46/5; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-24 18:18:00 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 3/10; 33/00; 3/10; 2/7; 1/4; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 1/3; 5/18; 3/10; 4/13; 2/7; 3/10; 5/18; 1/4; 1/4; 3/10; 3/10
Draw; 17/4; 17/4; 9/2; 5; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 47/10; 9/2; 24/5; 23/5; 19/4; 19/4; 21/5; 4; 24/5; 
Deportivo La Coruna; 9; 17/2; 19/2; 8; 7; 8; 17/2; 8; 17/2; 15/2; 8; 17/2; 31/4; 41/5; 17/2; 17/2; 35/4; 38/5; 34/5; 48/5; 46/5; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-24 22:18:00 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 2/7; 1/4; 1/4; 2/7; 2/7; 3/10; 2/7; 3/10; 3/10; 2/7; 1/3; 5/19; 3/10; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 1/4; 3/10
Draw; 17/4; 9/2; 19/4; 9/2; 53/10; 5; 19/4; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 11/2; 9/2; 5; 9/2; 51/10; 23/5; 5; 96/19; 21/5; 4; 26/5; 5
Deportivo La Coruna; 9; 17/2; 8; 21/2; 9; 17/2; 17/2; 9; 17/2; 17/2; 17/2; 8; 17/2; 15/2; 9; 39/4; 15/2; 81/10; 17/2; 17/2; 39/4; 9; 51/5; 51/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-25 02:18:04 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 1/3; 5/19; 3/10; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 1/4; 3/10
Draw; 17/4; 9/2; 19/4; 9/2; 53/10; 5; 19/4; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 9/2; 51/10; 23/5; 5; 96/19; 21/5; 21/5; 26/5; 5
Deportivo La Coruna; 9; 9; 21/2; 9; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 17/2; 9; 39/4; 15/2; 81/10; 17/2; 17/2; 39/4; 9; 41/5; 51/5; 51/5; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-25 10:17:57 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 1/3; 5/19; 3/10; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 3/10
Draw; 17/4; 19/4; 24/5; 9/2; 53/10; 5; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 9/2; 51/10; 23/5; 5; 96/19; 23/5; 21/5; 5; 
Deportivo La Coruna; 9; 15/2; 9; 21/2; 9; 17/2; 17/2; 9; 9; 17/2; 8; 17/2; 9; 39/4; 15/2; 81/10; 17/2; 9; 39/4; 9; 42/5; 48/5; 51/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-25 14:18:03 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 31/00; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 1/3; 5/19; 3/10; 3/10; 2/7; 2/7; 3/11; 1/4; 1/4; 1/4; 3/10
Draw; 17/4; 19/4; 24/5; 9/2; 26/5; 5; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 9/2; 51/10; 23/5; 5; 96/19; 23/5; 23/5; 26/5; 5; 
Deportivo La Coruna; 9; 15/2; 9; 10; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 17/2; 9; 17/2; 39/4; 15/2; 81/10; 17/2; 9; 39/4; 9; 46/5; 51/5; 49/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-25 18:18:06 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 31/00; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 5/19; 3/10; 3/10; 2/7; 2/7; 5/19; 1/4; 1/4; 1/4; 3/10
Draw; 17/4; 19/4; 24/5; 9/2; 26/5; 5; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 5; 9/2; 96/19; 9/2; 51/10; 23/5; 5; 51/10; 24/5; 5; 26/5; 5; 
Deportivo La Coruna; 9; 15/2; 9; 10; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 17/2; 9; 17/2; 39/4; 15/2; 81/10; 17/2; 9; 39/4; 9; 46/5; 51/5; 49/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-25 22:17:57 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 2/7; 5/19; 3/10; 3/10; 2/7; 2/7; 5/19; 1/4; 1/4; 2/7; 2/7
Draw; 17/4; 19/4; 24/5; 9/2; 57/10; 5; 9/2; 19/4; 19/4; 9/2; 9/2; 5; 19/4; 5; 96/19; 9/2; 51/10; 23/5; 5; 51/10; 23/5; 24/5; 26/5; 27/5; ; 
Deportivo La Coruna; 9; 15/2; 9; 21/2; 9; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 17/2; 9; 39/4; 29/4; 81/10; 17/2; 9; 39/4; 9; 46/5; 51/5; 51/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-26 02:17:56 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 2/7; 2/7; 5/19; 3/10; 3/10; 2/7; 1/4; 5/19; 1/4; 1/4; 1/4; 3/10
Draw; 17/4; 19/4; 24/5; 9/2; 57/10; 5; 9/2; 19/4; 19/4; 5; 9/2; 5; 19/4; 5; 96/19; 9/2; 51/10; 23/5; 21/4; 51/10; 23/5; 24/5; 26/5; 24/5; ; 
Deportivo La Coruna; 9; 15/2; 9; 21/2; 9; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 17/2; 9; 39/4; 29/4; 81/10; 17/2; 9; 39/4; 17/2; 46/5; 51/5; 46/5; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-26 10:17:58 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 2/7; 2/7; 5/19; 3/10; 3/10; 2/7; 1/4; 5/19; 1/4; 2/9; 1/4; 2/7
Draw; 17/4; 19/4; 24/5; 9/2; 57/10; 5; 9/2; 19/4; 19/4; 5; 9/2; 5; 5; 51/10; 9/2; 51/10; 23/5; 21/4; 67/13; 23/5; 4; 26/5; 24/5; ; ; 
Deportivo La Coruna; 9; 15/2; 9; 21/2; 9; 17/2; 17/2; 9; 17/2; 9; 17/2; 8; 9; 10; 29/4; 81/10; 17/2; 10; 10; 41/5; 43/5; 51/5; 43/5; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-26 14:18:12 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/4; 3/10; 2/7; 3/10; 2/7; 1/4; 1/4; 2/9; 5/19; 2/7; 1/4; 2/7; 3/10; 2/7; 2/7; 2/7; 1/4; 3/10; 3/10; 5/19; 2/7; 1/4; 1/4; 1/4; 1/4; 2/7
Draw; 9/2; 19/4; 5; 9/2; 57/10; 5; 5; 5; 5; 5; 5; 67/13; 9/2; 51/10; 24/5; 21/4; 26/5; 23/5; 23/5; 26/5; 24/5; ; ; ; ; 
Deportivo La Coruna; 11; 15/2; 9; 21/2; 10; 17/2; 9; 10; 10; 8; 9; 41/4; 29/4; 81/10; 19/2; 17/2; 41/4; 17/2; 44/5; 51/5; 44/5; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-26 18:18:05 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/4; 3/10; 2/7; 3/10; 2/7; 1/4; 1/4; 2/9; 5/19; 2/7; 1/4; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 5/19; 3/10; 5/19; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7
Draw; 9/2; 19/4; 5; 9/2; 57/10; 5; 5; 5; 5; 5; 5; 51/10; 5; 51/10; 24/5; 21/4; 67/13; 23/5; 23/5; 26/5; 24/5; ; ; ; ; 
Deportivo La Coruna; 11; 15/2; 9; 21/2; 10; 17/2; 9; 10; 10; 10; 10; 9; 41/4; 8; 81/10; 19/2; 19/2; 41/4; 17/2; 44/5; 51/5; 44/5; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-barcelona; 2018-04-26 22:18:03 GMT+3; 2018-04-29 19:45; Nothing; Xlenovo
Barcelona; 1/4; 2/7; 2/7; 3/10; 2/7; 1/4; 2/9; 3/11; 2/7; 1/4; 2/7; 2/7; 2/7; 2/7; 1/4; 5/19; 5/18; 5/19; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7
Draw; 9/2; 19/4; 5; 9/2; 57/10; 5; 5; 5; 5; 5; 51/10; 5; 27/5; 24/5; 21/4; 67/13; 5; 24/5; 22/5; 26/5; 5; ; ; ; 
Deportivo La Coruna; 11; 9; 21/2; 10; 9; 11; 10; 17/2; 10; 9; 21/2; 8; 17/2; 21/2; 19/2; 21/2; 9; 17/2; 39/5; 51/5; 44/5; ; ; ; 
