META; spain/la-liga-primera/girona-v-betis; 2018-03-28 22:31:52 GMT+2; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/0; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-29 02:31:52 GMT+2; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/0; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-29 10:31:55 GMT+2; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/0; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-29 14:32:00 GMT+2; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/0; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-29 18:19:59 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-29 22:19:59 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-30 02:19:51 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-30 10:19:54 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-30 14:20:03 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-30 18:19:59 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-30 22:20:00 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-31 02:19:53 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 10/11; 10/11; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-31 10:20:08 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 10/11; 10/11; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-31 14:20:05 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 10/11; 10/11; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-31 18:19:31 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 10/11; 10/11; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-03-31 22:19:21 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
Girona; 11/10; 9/10; 5/6; 1; 5/6
Draw; 13/5; 23/10; 23/10; 49/20; 21/10
Betis; 141/50; 13/5; 13/5; 27/10; 12/5
META; spain/la-liga-primera/girona-v-betis; 2018-04-01 02:19:05 GMT+3; 2018-04-13 20:00; Nothing; Xlenovo
