META; spain/la-liga-primera/levante-v-eibar; 2018-03-02 17:42:58 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Levante; 89/50; 8/5
Eibar; 46/25; 17/10
Draw; 23/10; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-02 22:20:38 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 13/8
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-03 02:20:30 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 13/8
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-03 10:21:04 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 13/8
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-03 14:20:38 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 13/8
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-03 18:20:26 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 31/20
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-03 22:19:44 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 31/20
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-04 02:19:32 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 31/20
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-04 10:19:37 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 151/00; 17/10; 31/20
Levante; 109/0; 8/5; 7/4
Draw; 23/10; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-04 14:19:39 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 143/00; 17/10; 31/20
Levante; 23/10; 8/5; 7/4
Draw; 58/25; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-04 18:19:26 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 143/00; 17/10; 31/20
Levante; 23/10; 8/5; 7/4
Draw; 58/25; 11/5; 11/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-04 22:18:59 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 143/00; 11/8; 13/10; 13/10; 5/4; 7/5; 13/10; 27/20; 13/10
Levante; 9/4; 23/10; 21/10; 21/10; 11/5; 39/19; 19/10; 11/5; 11/5; 21/10
Draw; 21/10; 58/25; 21/10; 23/10; 9/4; 28/13; 11/5; 9/4; 21/10; 28/13
META; spain/la-liga-primera/levante-v-eibar; 2018-03-05 02:19:18 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; 5/4; 7/5; 13/10; 27/20; 13/10
Draw; 21/10; 9/4; 21/10; 23/10; 21/10; 11/5; 28/13; 11/5; 9/4; 21/10; 28/13
Levante; 9/4; 5/2; 21/10; 21/10; 11/5; 9/4; 39/19; 19/10; 11/5; 11/5; 21/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-05 10:19:16 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; 13/10; 13/10; 7/5; 13/10; 27/20; 13/10
Draw; 21/10; 9/4; 21/10; 23/10; 21/10; 9/4; 11/5; 39/19; 11/5; 9/4; 21/10; 28/13
Levante; 9/4; 5/2; 21/10; 21/10; 11/5; 9/4; 9/4; 11/5; 19/10; 11/5; 11/5; 21/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-05 14:19:34 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 6/5; 13/10; 6/5; 11/8; 7/5; 13/10; 7/5; 5/4; 13/10; 13/10; 27/20; 23/17; 10/9
Draw; 21/10; 21/10; 9/4; 2; 21/10; 2; 21/10; 21/10; 9/4; 11/5; 39/19; 11/5; 23/10; 21/10; 28/13; 19/10
Levante; 9/4; 9/4; 5/2; 2; 21/10; 2; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 39/19; 19/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-05 18:19:37 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 141/00; 6/5; 13/10; 6/5; 7/5; 7/5; 13/10; 11/8; 5/4; 13/10; 17/13; 11/8; 27/20; 13/10; 10/9
Draw; 21/10; 21/10; 21/10; 11/5; 23/10; 2; 21/10; 2; 21/10; 9/4; 21/10; 39/19; 11/5; 9/4; 9/4; 21/10; 28/13; 19/10; 
Levante; 9/4; 9/4; 21/10; 11/5; 59/25; 2; 21/10; 2; 9/4; 11/5; 9/4; 9/4; 11/5; 21/10; 31/16; 85/40; 11/5; 28/13; 19/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-05 22:19:40 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 141/00; 6/5; 13/10; 6/5; 7/5; 7/5; 13/10; 11/8; 5/4; 13/10; 17/13; 11/8; 27/20; 13/10; 10/9
Draw; 21/10; 21/10; 21/10; 11/5; 23/10; 2; 21/10; 2; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 9/4; 21/10; 28/13; 19/10; 
Levante; 9/4; 9/4; 21/10; 11/5; 59/25; 2; 21/10; 2; 9/4; 11/5; 9/4; 9/4; 21/10; 21/10; 31/16; 85/40; 11/5; 28/13; 19/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-06 02:19:31 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 141/00; 6/5; 13/10; 6/5; 23/17; 27/20; 7/5; 7/5; 13/10; 11/8; 13/10; 13/10; 17/13; 23/17; 11/8; 27/20; 13/10; 23/20
Draw; 21/10; 21/10; 21/10; 11/5; 23/10; 2; 21/10; 2; 21/10; 21/10; 2; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 21/10; 9/4; 21/10; 28/13; 19/10
Levante; 9/4; 9/4; 21/10; 11/5; 59/25; 2; 21/10; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 21/10; 21/10; 31/16; 11/5; 85/40; 11/5; 28/13; 19/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-06 10:19:26 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Alaves; 21/20; 11/10; 21/20; 23/20; 57/50; 11/10; 1; 15/13; 21/20; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 15/13; 11/10; 21/20; 21/20; 1; 11/10; 
Draw; 11/5; 12/5; 12/5; 23/10; 129/0; 23/10; 23/10; 11/5; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 40/17; 9/4; 28/11; 9/4; 5/2; 12/5; 40/17; 21/10; 5/2
Betis; 14/5; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 13/5; 5/2; 11/4; 5/2; 5/2; 5/2; 13/5; 12/5; 28/11; 13/5; 13/5; 28/11; 5/2; 51/20; 13/5; 5/2; 13/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-06 14:19:31 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Alaves; 21/20; 11/10; 11/10; 23/20; 57/50; 11/10; 1; 15/13; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 12/11; 15/13; 21/20; 21/20; 1; 11/10; ; 
Draw; 11/5; 12/5; 12/5; 23/10; 129/0; 23/10; 23/10; 11/5; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 40/17; 9/4; 28/11; 9/4; 12/5; 40/17; 21/10; 9/4; 5/2
Betis; 14/5; 12/5; 5/2; 12/5; 68/25; 27/10; 12/5; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 28/11; 13/5; 28/11; 28/11; 51/20; 13/5; 5/2; 23/10; 13/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-06 18:19:35 GMT+2; 2018-03-12 20:00; Nothing; Xlenovo
Alaves; 21/20; 11/10; 11/10; 23/20; 57/50; 11/10; 1; 15/13; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 12/11; 15/13; 11/10; 21/20; 21/20; 21/20; 1; 11/10; 
Draw; 11/5; 12/5; 12/5; 23/10; 129/0; 23/10; 23/10; 11/5; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 40/17; 9/4; 28/11; 9/4; 5/2; 12/5; 40/17; 9/4; 9/4; 5/2
Betis; 14/5; 12/5; 5/2; 12/5; 68/25; 27/10; 12/5; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 28/11; 13/5; 28/11; 28/11; 5/2; 51/20; 13/5; 5/2; 9/4; 13/5
META; spain/la-liga-primera/levante-v-eibar; 2018-03-07 10:52:04 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 71/50; 6/5; 11/8; 6/5; 23/17; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 4/3; 23/17; 11/8; 27/20; 13/10; 23/20
Draw; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 21/10; 2; 11/5; 21/10; 39/19; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 19/10; ; ; 
Levante; 9/4; 23/10; 11/5; 11/5; 12/5; 2; 21/10; 2; 11/5; 21/10; 23/10; 23/10; 23/10; 11/5; 21/10; 79/40; 11/5; 11/5; 11/5; 28/13; 19/10
META; spain/la-liga-primera/levante-v-eibar; 2018-03-07 14:19:31 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 71/50; 6/5; 11/8; 6/5; 23/17; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; 4/3; 23/17; 11/8; 27/20; 13/10; 10/9
Draw; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 21/10; 2; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 19/10; ; ; 
