META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-21 02:20:06 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 89/100; 3/4; 3/4; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 4/5; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 4; 4; 15/4; 4; 4; ; ; 4; ; 17/4; 15/4; 15/4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-04 22:19:37 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 4/5; 3/4; 8/11; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; ; ; ; 66/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 22/5; 4; 4; 4; 4; ; ; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-05 02:19:29 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; ; 4/5; 3/4; 8/11; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; ; ; ; 66/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; ; 22/5; 4; 4; 4; 4; ; ; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-05 10:19:25 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; ; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; ; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; ; ; 4; 22/5; 4; 4; 4; 4; ; ; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-05 14:20:25 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 4/5; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; ; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-05 18:22:27 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; ; 3/4; ; 4/5; 5/6; 4/5; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; ; 12/5; ; 47/20; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; ; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-05 22:21:09 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; 4/5; 3/4; ; 4/5; 5/6; 4/5; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; 13/5; 12/5; ; 47/20; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; 4; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 39/10; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-06 02:19:42 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; 3/4; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; 13/5; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; 9/2; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 75/19; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-06 10:20:08 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; 3/4; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; 10/13; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; 13/5; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; 9/2; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; 38/11; 39/10; 17/4; 21/5; 4; 75/19; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-06 14:20:55 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 8/11; 3/4; ; 4/5; 4/5; 3/4; 8/11; 8/11; 8/11; ; 3/4; 3/4; ; 4/5; 5/6; 8/11; 7/9; 14/19; 7/9; ; 8/11; 8/11; 3/4; 3/4; 14/19; ; 8/11; ; 
Draw; 13/5; 12/5; ; 23/10; 66/25; 5/2; 5/2; 5/2; 5/2; ; 13/5; 12/5; ; 47/20; 12/5; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 5/2; 49/20; 27/11; ; 12/5; ; 
Eibar; 15/4; 17/4; ; 4; 22/5; 4; 4; 4; 4; ; 9/2; 4; ; 17/4; 15/4; 4; 7/2; 39/10; 7/2; ; 39/10; 17/4; 21/5; 4; 75/19; ; 7/2; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-06 18:20:04 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 99/100; 10/11; 10/11; 5/6; 11/13; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 13/15; 13/15; 13/14; 11/13; 10/11; 19/20; 9/10; 10/11; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 23/10; 9/4; 9/4; 5/2; ; 12/5; 23/10; ; 11/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; 23/10; 23/10; 23/10; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 69/20; 18/5; 16/5; 7/2; 13/4; ; 10/3; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 29/10; 16/5; 3; 16/5; 10/3; 31/10; ; 21/10; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-06 22:19:07 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 1; 10/11; 20/21; 5/6; 11/13; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 13/15; 13/15; ; 11/13; 10/11; 1; 9/10; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 12/5; 9/4; 23/10; 5/2; ; 5/2; 23/10; ; 11/5; 23/10; 23/10; 12/5; 23/10; 12/5; ; 5/2; 23/10; 23/10; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 17/5; 18/5; 16/5; 7/2; 13/4; ; 16/5; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; ; 16/5; 3; 3; 10/3; 41/13; ; 21/10; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-07 02:18:53 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 1; 10/11; 20/21; 5/6; 11/13; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 13/15; 13/15; 13/14; 11/13; 10/11; 20/21; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 12/5; 9/4; 23/10; 5/2; ; 12/5; 23/10; ; 11/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 17/5; 18/5; 16/5; 7/2; 13/4; ; 10/3; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 29/10; 16/5; 3; 16/5; 10/3; 41/13; ; 21/10; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-07 10:18:53 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 1; 10/11; 20/21; 5/6; 11/13; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 10/11; 13/15; 13/14; 11/13; 10/11; 20/21; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 12/5; 9/4; 23/10; 5/2; ; 12/5; 23/10; ; 11/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 17/5; 18/5; 16/5; 7/2; 13/4; ; 10/3; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 29/10; 16/5; 3; 16/5; 10/3; 41/13; ; 12/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-07 14:21:32 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; 19/20; 19/20; 1; 10/11; 10/11; 5/6; 11/13; 19/20; 19/20; 20/21; ; 1; 19/20; 1; 13/15; 10/11; 13/15; 13/14; 11/13; 10/11; 37/40; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; 11/5; 9/4; 62/25; 12/5; 23/10; 23/10; 5/2; 11/5; 12/5; 21/10; ; 11/5; 23/10; 23/10; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; 16/5; 16/5; 17/5; 18/5; 16/5; 7/2; 13/4; 16/5; 10/3; 10/3; ; 16/5; 16/5; 16/5; 31/10; 31/10; 31/10; 29/10; 16/5; 3; 16/5; 10/3; 41/13; ; 12/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-07 18:19:41 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 1; 10/11; 20/21; 10/11; 11/13; ; 19/20; 1; ; 21/20; 19/20; 19/20; 13/15; 19/20; 13/15; 13/14; 11/13; 10/11; 20/21; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 12/5; 9/4; 23/10; 5/2; ; 5/2; 11/5; ; 43/20; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 17/5; 17/5; 3; 10/3; 13/4; ; 16/5; 16/5; ; 31/10; 16/5; 16/5; 31/10; 31/10; 31/10; 29/10; 16/5; 3; 31/10; 10/3; 31/10; ; 12/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-07 22:19:41 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 1; 10/11; 20/21; 10/11; 9/10; ; 19/20; 1; ; 21/20; 19/20; 19/20; 13/15; 19/20; 13/15; 13/14; 9/10; 10/11; 20/21; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 62/25; 12/5; 9/4; 12/5; 12/5; ; 5/2; 11/5; ; 43/20; 23/10; 12/5; 12/5; 40/17; 12/5; 9/4; 40/17; 23/10; 12/5; 23/10; 40/17; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 17/5; 17/5; 3; 10/3; 33/10; ; 16/5; 3; ; 3; 16/5; 3; 31/10; 31/10; 31/10; 29/10; 33/10; 3; 31/10; 10/3; 31/10; ; 13/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-08 02:19:38 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 1; ; 19/20; 51/50; 10/11; 20/21; 10/11; 9/10; ; 19/20; 1; ; 1; 19/20; 19/20; 13/15; 19/20; 13/15; 22/23; 9/10; 10/11; 20/21; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 9/4; ; 9/4; 61/25; 12/5; 9/4; 12/5; 12/5; ; 5/2; 11/5; ; 11/5; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 40/17; 23/10; 23/10; 23/10; 23/10; ; 12/5; ; 
Eibar; 29/10; 3; ; 16/5; 67/20; 17/5; 3; 10/3; 33/10; ; 16/5; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 14/5; 33/10; 3; 16/5; 16/5; 41/13; ; 14/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-08 10:19:07 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 19/20; ; 19/20; 53/50; 19/20; 20/21; 10/11; 9/10; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 19/20; 13/15; 22/23; 9/10; 1; 20/21; 19/20; 19/20; ; 20/21; ; 
Draw; 5/2; 9/4; ; 9/4; 12/5; 12/5; 11/5; 23/10; 12/5; ; 12/5; 23/10; ; 11/5; 23/10; 12/5; 12/5; 9/4; 12/5; 9/4; 40/17; 23/10; 23/10; 9/4; 23/10; ; 12/5; ; 
Eibar; 29/10; 16/5; ; 16/5; 13/4; 10/3; 3; 16/5; 33/10; ; 16/5; 3; ; 16/5; 16/5; 16/5; 31/10; 31/10; 31/10; 14/5; 33/10; 3; 16/5; 16/5; 31/10; ; 3; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-08 14:20:01 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 10/11; 19/20; ; 19/20; 53/50; 19/20; 20/21; 10/11; 9/10; ; 19/20; 20/21; ; 1; 19/20; 19/20; 13/15; 19/20; 13/15; 22/23; 9/10; 10/11; 19/20; 19/20; 19/20; ; ; 5/6; 1
Draw; 5/2; 9/4; ; 9/4; 12/5; 12/5; 11/5; 23/10; 12/5; ; 5/2; 23/10; ; 11/5; 23/10; 12/5; 12/5; 9/4; 12/5; 9/4; 40/17; 23/10; 23/10; 9/4; 23/10; ; ; 9/5; 12/5
Eibar; 29/10; 16/5; ; 16/5; 13/4; 10/3; 3; 16/5; 33/10; ; 16/5; 3; ; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 14/5; 33/10; 3; 16/5; 16/5; 31/10; ; ; 13/5; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-08 18:20:06 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 1; 19/20; 26/25; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 1; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 19/20; ; 5/6; 20/21; 1
Draw; 5/2; 9/4; 21/10; 9/4; 59/25; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 40/17; 9/4; 9/4; 11/5; 9/4; ; 9/5; 15/8; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 17/5; 17/5; 3; 10/3; 33/10; 3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 41/13; 3; 29/10; 33/10; 3; 31/10; 16/5; 16/5; ; 3; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-08 22:19:40 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 1; 19/20; 1; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 1; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 19/20; ; 5/6; 20/21; 1
Draw; 5/2; 21/10; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 40/17; 9/4; 9/4; 11/5; 23/10; ; 21/10; 15/8; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 7/2; 17/5; 3; 10/3; 33/10; 3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 16/5; 3; 58/19; 33/10; 3; 31/10; 16/5; 13/4; ; 3; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-09 02:19:14 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 1; 19/20; 1; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 1; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 1; ; 10/11; ; 1
Draw; 5/2; 21/10; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 40/17; 9/4; 9/4; 11/5; 23/10; ; 21/10; ; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 7/2; 17/5; 3; 10/3; 33/10; 3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 16/5; 3; 58/19; 33/10; 3; 31/10; 16/5; 13/4; ; 3; ; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-09 10:19:25 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 1; 19/20; 1; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 1; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 1; ; 5/6; 20/21; 1
Draw; 5/2; 21/10; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 40/17; 9/4; 9/4; 11/5; 23/10; ; 2; 15/8; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 7/2; 17/5; 3; 10/3; 33/10; 3; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 16/5; 3; 58/19; 33/10; 3; 31/10; 16/5; 13/4; ; 11/4; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-09 14:19:21 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 1; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 19/20; 19/20; 1; ; 1; 1; 1; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 1; ; 10/11; 20/21; 1
Draw; 5/2; 21/10; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 19/10; 19/10; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 69/20; 17/5; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 16/5; 3; 58/19; 33/10; 3; 16/5; 16/5; 13/4; ; 13/5; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-09 18:19:13 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 1; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 19/20; 19/20; 1; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 1; ; 5/6; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 21/10; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 17/5; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 16/5; 3; 16/5; 3; 58/19; 33/10; 3; 16/5; 16/5; 13/4; ; 14/5; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-09 22:19:11 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 1; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 19/20; 19/20; 19/20; 19/20; ; 9/10; 1; 20/21; 19/20; 1; ; 9/10; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; ; 40/17; 9/4; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 17/5; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 3; 3; 16/5; 3; ; 33/10; 3; 33/10; 16/5; 13/4; ; 14/5; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-10 02:19:05 GMT+2; ; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 1; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; ; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 17/5; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 3; 3; 16/5; 3; 58/19; 33/10; 3; 16/5; 16/5; 13/4; ; 14/5; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-10 10:19:05 GMT+2; ; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 19/20; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 20/21; 19/20; 1; ; 9/10; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 12/5; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; ; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 17/5; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 3; 3; 16/5; 3; 58/19; 33/10; 3; 33/10; 16/5; 13/4; ; 3; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-10 14:19:07 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid; 19/20; 19/20; 1; 19/20; 101/100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 20/21; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; ; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 10/3; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; ; 16/5; 16/5; 3; 3; 16/5; 3; 58/19; 33/10; 3; 33/10; 16/5; 13/4; ; 3; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-10 18:19:20 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; ; 19/20; 101/ 100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 1; 20/21; 19/20; 19/20; 20/21; 5/6; 20/21
