META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-17 22:19:19 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; 5/6; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; 51/20; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; 49/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 77/20; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 100/30; ; 10/3; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-18 02:19:10 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; 5/6; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; 51/20; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; 49/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 77/20; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 100/30; ; 10/3; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-18 10:19:11 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; 5/6; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; 51/20; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; 49/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 77/20; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 100/30; ; 10/3; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-18 14:19:18 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; 5/6; ; 17/20; ; ; ; ; 
Draw; ; ; ; ; 51/20; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; 49/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 77/20; ; ; ; ; ; ; ; ; ; ; ; ; 13/4; ; ; 100/30; ; 10/3; ; ; ; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-18 18:19:02 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 5/6; ; ; ; 9/10; ; 5/6; ; ; ; ; ; ; ; ; 17/20; ; 11/13; ; ; 5/6; ; 17/20; ; ; 1/2; ; 
Draw; 9/4; ; ; ; 51/20; ; 12/5; ; ; ; ; ; ; ; ; 23/10; ; 12/5; ; ; 23/10; ; 12/5; ; ; 19/10; ; 
Deportivo La Coruna; 15/4; ; ; ; 77/20; ; 10/3; ; ; ; ; ; ; ; ; 15/4; ; 13/4; ; ; 7/2; ; 7/2; ; ; 23/10; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-18 22:18:46 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; ; ; ; 9/10; ; 17/20; 5/6; ; ; ; ; ; ; ; 17/20; 13/15; 11/13; ; ; 5/6; 20/23; 17/20; 13/15; ; 4/7; ; 
Draw; 9/4; ; ; ; 51/20; ; 12/5; 23/10; ; ; ; ; ; ; ; 12/5; 40/17; 12/5; ; ; 5/2; 23/10; 49/20; 40/17; ; 19/10; ; 
Deportivo La Coruna; 4; ; ; ; 77/20; ; 16/5; 7/2; ; ; ; ; ; ; ; 7/2; 16/5; 13/4; ; ; 100/30; 15/4; 10/3; 13/4; ; 12/5; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 02:18:45 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; ; ; ; 9/10; ; 17/20; 5/6; ; ; ; ; ; ; ; 17/20; 13/15; 11/13; 9/11; ; 5/6; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 9/4; ; ; ; 51/20; ; 12/5; 23/10; ; ; ; ; ; ; ; 12/5; 40/17; 12/5; 5/2; ; 5/2; 5/2; 49/20; 40/17; ; 19/10; ; 
Deportivo La Coruna; 4; ; ; ; 77/20; ; 16/5; 7/2; ; ; ; ; ; ; ; 7/2; 16/5; 13/4; 58/19; ; 100/30; 7/2; 10/3; 13/4; ; 12/5; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 10:18:41 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; ; ; ; 9/10; ; 17/20; 8/11; ; ; ; ; ; ; 10/11; 17/20; 13/15; 11/13; 9/11; ; 5/6; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 9/4; ; ; ; 49/20; ; 12/5; 9/4; ; ; ; ; ; ; 5/2; 23/10; 40/17; 12/5; 5/2; ; 5/2; 5/2; 49/20; 40/17; ; 19/10; ; 
Deportivo La Coruna; 4; ; ; ; 4; ; 16/5; 10/3; ; ; ; ; ; ; 16/5; 15/4; 16/5; 13/4; 58/19; ; 100/30; 7/2; 10/3; 13/4; ; 12/5; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 14:18:59 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; ; ; ; 9/10; 20/23; 17/20; 8/11; ; ; ; 5/6; ; 9/10; 10/11; 4/5; 5/6; 11/13; 9/11; ; 5/6; 17/20; 17/20; 5/6; ; 4/7; ; 
Draw; 9/4; ; ; ; 49/20; 12/5; 12/5; 9/4; ; ; ; 12/5; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; ; 5/2; 5/2; 49/20; 23/10; ; 19/10; ; 
Deportivo La Coruna; 4; ; ; ; 4; 15/4; 16/5; 10/3; ; ; ; 7/2; ; 17/5; 16/5; 7/2; 38/11; 13/4; 58/19; ; 100/30; 7/2; 10/3; 7/2; ; 5/2; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 18:19:12 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 4/5; 8/11; ; ; ; 20/23; ; 9/10; 10/11; 4/5; 4/5; 11/13; 9/11; ; 5/6; 5/6; 17/20; 5/6; ; 4/7; ; 
Draw; 9/4; 12/5; ; ; 49/20; 12/5; 23/10; 9/4; ; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; ; 5/2; 5/2; 49/20; 40/17; ; ; ; 
Deportivo La Coruna; 4; 7/2; ; ; 4; 15/4; 7/2; 10/3; ; ; ; 7/2; ; 17/5; 16/5; 7/2; 7/2; 13/4; 58/19; ; 7/2; 7/2; 10/3; 39/11; ; 5/2; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-19 22:19:13 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 4/5; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; 4/5; 11/13; ; 4/5; 5/6; 17/20; 17/20; 5/6; ; 8/13; ; 
Draw; 9/4; 12/5; ; ; 49/20; 12/5; 12/5; 9/4; 12/5; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; ; 12/5; 5/2; 12/5; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; ; 4; 15/4; 7/2; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 7/2; 7/2; 13/4; ; 37/10; 7/2; 18/5; 10/3; 39/11; ; 13/5; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 02:19:00 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 4/5; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; 4/5; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 4/6; ; 
Draw; 9/4; 12/5; ; ; 127/50; 12/5; 12/5; 9/4; 12/5; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 9/4; ; 
Deportivo La Coruna; 4; 7/2; ; ; 77/20; 15/4; 7/2; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 7/2; 7/2; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 14/5; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 10:19:08 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 5/6; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; 4/5; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 12/5; ; ; 127/50; 5/2; 12/5; 23/10; 12/5; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; ; 77/20; 18/5; 10/3; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 7/2; 7/2; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 14:19:19 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; ; 9/10; 20/23; 5/6; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; 4/5; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 12/5; ; ; 127/50; 5/2; 12/5; 23/10; 12/5; ; ; 23/10; ; 12/5; 5/2; 21/10; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; ; 77/20; 18/5; 10/3; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 7/2; 7/2; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 18:19:19 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; 17/20; 9/10; 20/23; 5/6; 8/11; 4/5; ; ; 20/23; ; ; 10/11; 4/5; ; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 12/5; ; 12/5; 127/50; 5/2; 12/5; 23/10; 12/5; ; ; 23/10; ; 12/5; 5/2; 9/4; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; 17/5; 77/20; 18/5; 10/3; 10/3; 37/10; ; ; 7/2; ; ; 16/5; 33/10; ; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-20 22:19:10 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; 17/20; 9/10; 20/23; 5/6; 8/11; 4/5; ; 5/6; 20/23; ; ; 10/11; 4/5; ; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 12/5; ; 12/5; 127/50; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; 9/4; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; 17/5; 77/20; 18/5; 10/3; 10/3; 37/10; ; 18/5; 7/2; ; ; 16/5; 33/10; ; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 39/11; ; 3; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-21 02:19:15 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; 17/20; 9/10; 20/23; 5/6; 8/11; 4/5; ; 5/6; 20/23; ; ; 10/11; 4/5; 5/6; 11/13; 9/11; 4/5; 5/6; 5/6; 17/20; 5/6; ; 4/7; ; 
Draw; 9/4; 12/5; ; 12/5; 127/50; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; 9/4; 40/17; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; 17/5; 77/20; 18/5; 10/3; 10/3; 37/10; ; 18/5; 7/2; ; ; 16/5; 33/10; 57/17; 13/4; 58/19; 37/10; 7/2; 18/5; 10/3; 17/5; ; 23/10; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-21 10:19:07 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; 17/20; 9/10; 20/23; 4/5; 8/11; 4/5; ; 4/5; 20/23; ; ; 10/11; 4/5; 5/6; 11/13; 9/11; 4/5; 5/6; 4/5; 17/20; 5/6; ; 4/7; ; 
Draw; 9/4; 12/5; ; 12/5; 127/50; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; 9/4; 40/17; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
Deportivo La Coruna; 4; 7/2; ; 17/5; 77/20; 18/5; 7/2; 10/3; 37/10; ; 19/5; 7/2; ; ; 16/5; 7/2; 57/17; 13/4; 58/19; 37/10; 7/2; 19/5; 10/3; 17/5; ; 23/10; ; 
META; spain/la-liga-primera/getafe-v-deportivo-la-coruna; 2018-02-21 14:19:10 GMT+2; 2018-02-28 18:30; Nothing; Xlenovo
Getafe; 4/5; 5/6; ; 17/20; 9/10; 20/23; 4/5; 8/11; 4/5; ; 4/5; 20/23; ; ; 10/11; 4/5; 5/6; 11/13; 9/11; 4/5; 5/6; 4/5; 17/20; 5/6; ; 4/7; ; 
Draw; 9/4; 12/5; ; 12/5; 127/50; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; 9/4; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 49/20; 40/17; ; 2; ; 
