META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-02 17:42:28 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 12/25; 4/9; 7/15; 2/5; 5/11; 1/2; 4/9; 40/85; 9/20; 4/9; 7/15; 5/11; 7/15; 5/11; 9/20; 9/20; 7/15; 2/5
Draw; 15/4; 7/2; 17/5; 21/5; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 7/2; 15/4; 15/4; 18/5; 15/4; 18/5; 37/10; 19/5; 7/2; 18/5
Eibar; 6; 11/2; 29/5; 6; 5; 27/5; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 19/4; 9/2; 21/4; 11/2; 11/2; 67/13; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-04 10:19:06 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 12/25; 4/9; 4/9; 2/5; 5/11; 1/2; 4/9; 1/2; 9/20; 4/9; 10/21; 5/11; 7/15; 5/11; 9/20; 9/20; 10/21; 2/5
Draw; 15/4; 7/2; 17/5; 21/5; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 17/5; 15/4; 15/4; 39/11; 15/4; 18/5; 37/10; 19/5; 7/2; 18/5
Eibar; 6; 11/2; 29/5; 6; 5; 27/5; 11/2; 6; 11/2; 11/2; 11/2; 5; 19/4; 9/2; 21/4; 11/2; 11/2; 96/19; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-04 14:19:08 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 1/2; 12/25; 4/9; 7/15; 2/5; 5/11; 1/2; 4/9; 1/2; 9/20; 2/5; 10/21; 5/11; 7/15; 5/11; 9/20; 9/20; 10/21; 2/5
Draw; 15/4; 7/2; 17/5; 17/5; 21/5; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 17/5; 15/4; 7/2; 39/11; 15/4; 18/5; 37/10; 19/5; 7/2; 18/5
Eibar; 6; 11/2; 5; 29/5; 6; 5; 27/5; 5; 6; 11/2; 11/2; 5; 96/19; 19/4; 9/2; 21/4; 11/2; 11/2; 96/19; 28/5; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-04 18:18:55 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 1/2; 12/25; 4/9; 4/9; 2/5; 5/11; 1/2; 4/9; 1/2; 1/2; 9/20; 4/9; 10/21; 10/21; 7/15; 5/11; 9/20; 9/20; 10/21; 1/2
Draw; 15/4; 7/2; 17/5; 17/5; 21/5; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 15/4; 17/5; 15/4; 33/10; 39/11; 17/5; 18/5; 37/10; 19/5; 7/2; 18/5
Eibar; 6; 11/2; 5; 29/5; 6; 5; 27/5; 5; 6; 11/2; 11/2; 5; 5; 9/2; 21/4; 11/2; 11/2; 96/19; 11/2; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-04 22:18:27 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 1/2; 12/25; 4/9; 7/15; 2/5; 6/13; 1/2; 4/9; 1/2; 1/2; 9/20; 4/9; 10/21; 10/21; 7/15; 6/13; 9/20; 9/20; 10/21; 4/9; 
Draw; 15/4; 7/2; 17/5; 17/5; 21/5; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 15/4; 17/5; 15/4; 33/10; 39/11; 17/5; 18/5; 37/10; 19/5; 7/2; 18/5; 3
Eibar; 6; 11/2; 5; 29/5; 6; 5; 27/5; 5; 6; 11/2; 11/2; 5; 5; 9/2; 21/4; 11/2; 11/2; 96/19; 11/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-05 02:18:48 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 2/5; 1/2; 1/2; 1/2; 51/00; 4/9; 7/15; 2/5; 6/13; 1/2; 4/9; 1/2; 1/2; 9/20; 4/9; 10/21; 10/21; 7/15; 6/13; 9/20; 12/25; 10/21; 2/5; 
Draw; 15/4; 7/2; 17/5; 17/5; 77/20; 18/5; 7/2; 10/3; 37/10; 10/3; 18/5; 10/3; 7/2; 17/5; 15/4; 33/10; 7/2; 17/5; 18/5; 37/10; 19/5; 7/2; 39/11; 3
Eibar; 6; 11/2; 5; 29/5; 6; 5; 27/5; 5; 6; 11/2; 11/2; 5; 51/10; 5; 9/2; 21/4; 11/2; 21/4; 67/13; 11/2; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-05 10:18:47 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 7/15; 4/9; 8/15; 8/15; 11/20; 4/7; 4/7; 11/20; 1/2; 8/15; 10/21; 7/12; 8/15; 11/20; 11/20; 8/15; 8/15; 
Draw; 7/2; 10/3; 16/5; 17/5; 37/10; 10/3; 7/2; 3; 37/10; 16/5; 18/5; 16/5; 10/3; 16/5; 100/0; 33/10; 33/10; 17/5; 37/10; 18/5; 7/2; 10/3; 57/17; 3
Eibar; 17/4; 9/2; 9/2; 5; 27/5; 5; 9/2; 43/10; 9/2; 6; 9/2; 9/2; 9/2; 19/4; 4; 23/5; 5; 21/5; 17/4; 9/2; 9/2; 79/17; 23/5; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-05 14:19:03 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 8/15; 8/15; 8/15; 1/2; 29/50; 11/20; 7/15; 1/2; 8/15; 8/15; 8/15; 11/20; 4/7; 4/7; 11/20; 1/2; 8/15; 10/21; 7/12; 8/15; 11/20; 11/20; 5/9; 8/15; 8/15
Draw; 7/2; 10/3; 13/4; 17/5; 71/20; 7/2; 7/2; 10/3; 37/10; 16/5; 7/2; 16/5; 10/3; 10/3; 100/0; 33/10; 57/17; 17/5; 18/5; 18/5; 7/2; 10/3; 17/5; 3; 10/3
Eibar; 17/4; 9/2; 9/2; 5; 26/5; 9/2; 5; 9/2; 43/10; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 4; 79/17; 5; 21/5; 17/4; 9/2; 9/2; 47/10; 22/5; 24/5
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-05 18:19:07 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 8/15; 4/7; 8/15; 1/2; 29/50; 11/20; 7/15; 1/2; 4/7; 8/15; 8/15; 11/20; 4/7; 4/7; 11/20; 1/2; 5/9; 10/21; 7/12; 4/7; 11/20; 11/20; 5/9; 8/15; 1/2; 8/15
Draw; 7/2; 10/3; 13/4; 17/5; 71/20; 7/2; 7/2; 10/3; 7/2; 16/5; 7/2; 16/5; 10/3; 16/5; 100/0; 33/10; 57/17; 17/5; 39/11; 17/5; 7/2; 10/3; 17/5; 3; 14/5; 10/3
Eibar; 17/4; 17/4; 9/2; 5; 26/5; 9/2; 5; 9/2; 43/10; 9/2; 9/2; 9/2; 9/2; 9/2; 19/4; 4; 79/17; 5; 43/10; 17/4; 9/2; 9/2; 47/10; 9/2; 22/5; 24/5
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-05 22:19:10 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 8/15; 4/7; 4/7; 1/2; 29/50; 11/20; 8/15; 1/2; 4/7; 8/15; 8/15; 4/7; 4/7; 4/7; 4/7; 1/2; 4/7; 10/21; 7/12; 4/7; 11/20; 11/20; 4/7; 8/15; 8/15
Draw; 7/2; 10/3; 13/4; 17/5; 18/5; 7/2; 10/3; 10/3; 7/2; 16/5; 7/2; 16/5; 10/3; 16/5; 100/0; 33/10; 33/10; 17/5; 39/11; 17/5; 7/2; 10/3; 33/10; 3; 10/3
Eibar; 17/4; 17/4; 9/2; 5; 51/10; 9/2; 9/2; 9/2; 43/10; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 5; 43/10; 17/4; 9/2; 9/2; 50/11; 22/5; 24/5
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-06 02:19:02 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 8/15; 4/7; 4/7; 1/2; 29/50; 11/20; 8/15; 1/2; 4/7; 8/15; 8/15; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 10/21; 7/12; 4/7; 11/20; 11/20; 4/7; 8/15; 8/15; 8/15
Draw; 7/2; 16/5; 13/4; 17/5; 18/5; 7/2; 10/3; 10/3; 7/2; 16/5; 7/2; 16/5; 10/3; 16/5; 100/0; 3; 33/10; 17/5; 39/11; 17/5; 7/2; 10/3; 33/10; 3; 10/3; 
Eibar; 17/4; 9/2; 9/2; 5; 51/10; 9/2; 9/2; 9/2; 43/10; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 5; 43/10; 17/4; 9/2; 9/2; 50/11; 22/5; 21/5; 24/5
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-06 10:18:57 GMT+2; 2018-03-09 20:00; Nothing; Xlenovo
Girona; 4/7; 8/13; 6/10; 13/20; 13/20; 6/10; 3/5; 4/7; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 13/20; 4/7; 11/18; 3/5; 11/18; 3/5; 8/13; 4/7; 11/18; 4/9; 4/7; 4/7
Draw; 11/4; 3; 29/10; 3; 16/5; 3; 31/10; 29/10; 3; 14/5; 3; 29/10; 14/5; 14/5; 3; 27/10; 31/10; 3; 31/10; 3; 5/2; 13/5; 3; ; ; 
Deportivo La Coruna; 5; 17/4; 9/2; 4; 49/10; 9/2; 17/4; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 23/5; 19/4; 23/5; 22/5; 22/5; 19/4; 79/17; 21/5; 4; 23/5
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-06 14:19:01 GMT+2; 2018-03-09 20:00; Nothing; Xlenovo
Girona; 4/7; 8/13; 6/10; 13/20; 67/00; 6/10; 8/13; 4/7; 3/5; 8/13; 3/5; 8/13; 8/13; 8/13; 13/20; 4/7; 8/13; 3/5; 8/13; 3/5; 4/7; 8/13; 4/7; 4/7; 8/13
Draw; 11/4; 3; 29/10; 3; 63/20; 3; 31/10; 29/10; 3; 14/5; 3; 29/10; 14/5; 14/5; 56/19; 27/10; 16/5; 3; 59/20; 56/19; 3; 13/5; 3; ; 
Deportivo La Coruna; 5; 17/4; 9/2; 4; 47/10; 9/2; 17/4; 9/2; 22/5; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 50/11; 19/4; 22/5; 22/5; 19/4; 23/5; 21/5; 21/5; 9/2
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-06 18:19:04 GMT+2; 2018-03-09 20:00; Nothing; Xlenovo
Girona; 4/7; 8/13; 8/13; 13/20; 13/20; 8/13; 8/13; 4/7; 11/17; 8/13; 3/5; 8/13; 8/13; 8/13; 13/20; 4/7; 8/13; 3/5; 5/8; 11/17; 3/5; 8/13; 8/13; 4/7; 4/7; 8/13
Draw; 11/4; 3; 29/10; 3; 33/10; 3; 11/4; 31/10; 14/5; 3; 3; 29/10; 14/5; 14/5; 56/19; 27/10; 41/13; 3; 31/10; 59/20; 56/19; 14/5; 14/5; 3; ; 
Deportivo La Coruna; 5; 17/4; 17/4; 4; 47/10; 9/2; 17/4; 9/2; 39/10; 17/4; 9/2; 4; 9/2; 9/2; 9/2; 4; 9/2; 19/4; 43/10; 39/10; 9/2; 17/4; 50/11; 21/5; 22/5; 9/2
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-07 10:51:34 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 27/50; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 11/20; 4/9; 8/15; 1/2; 11/21; 1/2; 1/2; 1/2; 8/15; 1/2; 4/9; 1/2
Draw; 10/3; 10/3; 10/3; 17/5; 73/20; 7/2; 10/3; 10/3; 7/2; 10/3; 10/3; 16/5; 7/2; 100/30; 33/10; 57/17; 7/2; 39/11; 17/5; 7/2; 7/2; 57/17; 3; 7/2; 
Eibar; 5; 5; 28/5; 5; 5; 21/4; 24/5; 5; 5; 19/4; 9/2; 96/19; 9/2; 51/10; 51/10; 21/4; 19/4; 51/10; 23/5; 24/5; 27/5; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-07 14:19:00 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 27/50; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 11/20; 4/9; 8/15; 1/2; 11/21; 1/2; 1/2; 1/2; 8/15; 1/2; 4/9; 1/2
Draw; 10/3; 10/3; 10/3; 17/5; 73/20; 7/2; 7/2; 10/3; 7/2; 10/3; 10/3; 16/5; 7/2; 100/0; 33/10; 57/17; 7/2; 39/11; 17/5; 7/2; 7/2; 57/17; 3; 10/3; 7/2
Eibar; 5; 19/4; 5; 28/5; 5; 5; 21/4; 24/5; 5; 5; 19/4; 9/2; 96/19; 9/2; 51/10; 51/10; 21/4; 19/4; 51/10; 24/5; 5; 27/5; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-07 18:19:04 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 27/50; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 11/20; 4/9; 8/15; 1/2; 11/21; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 4/7
Draw; 10/3; 10/3; 10/3; 17/5; 73/20; 7/2; 7/2; 10/3; 7/2; 10/3; 10/3; 16/5; 7/2; 100/0; 33/10; 57/17; 7/2; 39/11; 17/5; 18/5; 7/2; 57/17; 3; 10/3; 7/2; 10/3
Eibar; 5; 19/4; 5; 28/5; 5; 5; 21/4; 24/5; 5; 5; 19/4; 9/2; 96/19; 9/2; 51/10; 51/10; 5; 19/4; 51/10; 24/5; 5; 27/5; 27/5; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-07 22:18:55 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 4/9; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 4/9; 1/2; 4/7
Draw; 10/3; 7/2; 17/5; 17/5; 15/4; 18/5; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 7/2; 100/0; 33/10; 17/5; 18/5; 39/11; 17/5; 7/2; 7/2; 38/11; 10/3; 7/2; 7/2; 10/3; 
Eibar; 5; 19/4; 5; 28/5; 5; 5; 21/4; 5; 5; 5; 9/2; 96/19; 17/4; 27/5; 51/10; 21/4; 19/4; 51/10; 23/5; 5; 27/5; 27/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-08 02:18:50 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 4/9; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 4/9; 1/2; 4/7
Draw; 10/3; 7/2; 17/5; 17/5; 15/4; 18/5; 7/2; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 100/0; 33/10; 17/5; 18/5; 39/11; 17/5; 18/5; 7/2; 38/11; 10/3; 3; 7/2; 10/3; 
Eibar; 5; 19/4; 5; 28/5; 5; 5; 21/4; 5; 5; 5; 9/2; 96/19; 17/4; 27/5; 51/10; 5; 19/4; 51/10; 5; 24/5; 27/5; 27/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-08 10:18:49 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 4/9; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 18/35; 1/2; 4/9; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 17/5; 15/4; 18/5; 7/2; 10/3; 7/2; 17/5; 18/5; 16/5; 7/2; 100/0; 33/10; 38/11; 18/5; 39/11; 17/5; 15/4; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 21/4; 5; 5; 5; 9/2; 96/19; 17/4; 27/5; 51/10; 5; 19/4; 51/10; 26/5; 23/5; 11/2; 27/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-08 14:18:58 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 10/3; 15/4; 18/5; 7/2; 10/3; 7/2; 7/2; 18/5; 16/5; 7/2; 100/0; 7/2; 38/11; 18/5; 39/11; 17/5; 18/5; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2; 
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 21/4; 5; 5; 5; 5; 17/4; 27/5; 51/10; 21/4; 11/2; 96/19; 26/5; 27/5; 28/5; 26/5; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-08 18:18:59 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 8/15; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 10/3; 15/4; 18/5; 7/2; 7/2; 18/5; 7/2; 18/5; 16/5; 4; 100/0; 7/2; 38/11; 18/5; 39/11; 7/2; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2; 
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 51/10; 5; 5; 5; 5; 17/4; 27/5; 51/10; 21/4; 21/4; 26/5; 27/5; 11/2; 26/5; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-08 22:18:41 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 10/3; 15/4; 18/5; 7/2; 7/2; 18/5; 7/2; 18/5; 16/5; 4; 18/5; 100/0; 7/2; 38/11; 18/5; 39/11; 7/2; 15/4; 15/4; 7/2; 7/2; 7/2; 7/2
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 51/10; 5; 5; 11/2; 5; 5; 17/4; 27/5; 51/10; 21/4; 5; 26/5; 27/5; 11/2; 26/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-09 02:18:52 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 18/35; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 10/3; 15/4; 18/5; 7/2; 7/2; 18/5; 7/2; 18/5; 16/5; 4; 18/5; 100/0; 7/2; 38/11; 18/5; 39/11; 7/2; 15/4; 15/4; 7/2; 10/3; 7/2; 7/2
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 51/10; 5; 5; 11/2; 5; 5; 19/4; 27/5; 51/10; 21/4; 5; 26/5; 24/5; 11/2; 26/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-09 10:18:49 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 1/2; 53/00; 1/2; 7/15; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 8/15
Draw; 15/4; 7/2; 17/5; 10/3; 15/4; 18/5; 7/2; 7/2; 18/5; 7/2; 18/5; 16/5; 4; 18/5; 100/0; 7/2; 38/11; 15/4; 39/11; 7/2; 15/4; 15/4; 7/2; 10/3; 7/2; 7/2
Eibar; 19/4; 19/4; 5; 28/5; 5; 5; 51/10; 5; 5; 11/2; 5; 5; 19/4; 27/5; 51/10; 21/4; 5; 26/5; 24/5; 11/2; 26/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-09 14:19:01 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
Real Madrid; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 40/85; 8/15; 1/2; 18/35; 1/2; 1/2; 1/2; 1/2; 1/2; 18/35; 1/2; 8/15; 8/15; 8/15
Draw; 15/4; 7/2; 17/5; 16/5; 19/5; 18/5; 7/2; 7/2; 18/5; 17/5; 18/5; 10/3; 4; 37/10; 100/0; 7/2; 38/11; 15/4; 39/11; 7/2; 15/4; 15/4; 38/11; 7/2; 7/2; 7/2; 7/2
Eibar; 19/4; 19/4; 5; 11/2; 5; 5; 51/10; 5; 9/2; 5; 11/2; 5; 5; 19/4; 27/5; 51/10; 21/4; 5; 96/19; 5; 26/5; 11/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-real-madrid; 2018-03-09 18:19:06 GMT+2; 2018-03-10 12:00; Nothing; Xlenovo
