META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-13 02:19:52 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-13 10:20:00 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-13 14:20:51 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-13 18:20:05 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-13 22:19:29 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-14 02:19:21 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-14 10:19:20 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
Espanyol; ; ; ; ; 51/20; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 12/5; ; 47/20; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-espanyol; 2018-01-14 14:19:30 GMT+2; 2018-01-27 12:00; Nothing; Xlenovo
Leganes; ; ; ; ; 131/100; ; 6/5; ; ; ; ; ; ; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; 58/25; ; 11/5; ; ; ; ; ; ; ; ; ; 9/4; ; 9/4; ; ; 9/4; ; 9/4; ; ; ; ; 
