META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-07 18:20:37 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 13/20; 8/13; 4/7; 8/15; 8/13; 8/13; 13/20; 8/13; 4/7; 8/13; 3/5; 4/7; 4/9
Draw; 13/5; 73/25; 29/10; 11/4; 13/5; 14/5; 11/4; 14/5; 11/4; 14/5; 14/5; 29/10; 14/5; 5/2
Leganes; 5; 11/2; 5; 19/4; 9/2; 9/2; 19/4; 9/2; 5; 19/4; 4; 19/4; 24/5; 7/2
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-09 22:19:41 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 16/25; 8/13; 4/7; 8/15; 3/5; 8/13; 8/13; 8/13; 8/13; 4/7; 3/5; 3/5; 4/7; 4/9
Draw; 13/5; 149/50; 29/10; 11/4; 13/5; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 11/4; 29/10; 14/5; 9/5
Leganes; 5; 11/2; 5; 19/4; 9/2; 24/5; 9/2; 5; 5; 19/4; 24/5; 5; 24/5; 7/2; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-10 02:19:25 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 4/7; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 4/7; 4/7; 11/18; 3/5; 4/7; 4/7; 2/5
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 11/4; 45/17; 45/17; 11/4; 29/10; 27/10; 9/5
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 11/2; 94/19; 43/10; 24/5; 21/4; 5; 7/2; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-10 10:19:30 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 4/7; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 4/7; 4/7; 11/18; 3/5; 4/7; 4/7; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 11/4; 45/17; 45/17; 11/4; 29/10; 27/10; 15/8
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 11/2; 94/19; 43/10; 24/5; 21/4; 5; 7/2; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-10 14:19:44 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 4/7; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 4/7; 11/18; 3/5; 4/7; 4/7; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 45/17; 45/17; 11/4; 29/10; 27/10; 2
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 5; 94/19; 43/10; 24/5; 21/4; 5; ; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-10 18:19:43 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 4/7; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 4/7; 11/18; 3/5; 4/7; 4/7; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 27/10; 15/8
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 5; 94/19; 43/10; 24/5; 21/4; 5; 7/2; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-10 22:19:38 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 4/7; 11/18; 3/5; 4/7; 4/7; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 27/10; 2
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 5; 94/19; 43/10; 24/5; 21/4; 5; 7/2; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-11 02:19:26 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 7/2; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-11 10:19:33 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 4/7; 4/7; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 11/5; 11/4
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 11/2; 51/10; 43/10; 24/5; 21/4; 67/13; 4; 28/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-11 14:19:39 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 4; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-11 18:19:35 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2; 11/4
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 4; 28/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-11 22:19:26 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2; 11/4
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 4; 28/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-12 02:19:21 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2; 11/4
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 4; 28/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-12 10:19:18 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 4/7; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 2; 11/4
Leganes; 5; 5; 19/4; 9/2; 24/5; 5; 11/2; 5; 5; 51/10; 43/10; 24/5; 21/4; 67/13; 4; 28/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-12 14:19:32 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 63/100; 4/7; 3/5; 1/2; 3/5; 4/7; 6/10; 8/13; 8/13; 8/13; 10/17; 11/18; 3/5; 4/7; 10/17; 4/9; 4/7
Draw; 13/5; 143/50; 3; 11/4; 11/4; 11/4; 3; 13/5; 27/10; 14/5; 13/5; 27/10; 45/17; 11/4; 29/10; 11/4; 19/10; 27/10
Leganes; 5; 5; 9/2; 24/5; 5; 11/2; 5; 5; 96/19; 43/10; 24/5; 21/4; 51/10; 4; 24/5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-12 18:19:29 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 7/10; 4/7; 5/8; 1/2; 3/5; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 5/8; 3/5; 3/5; 11/17; 4/9; 4/6
Draw; 13/5; 14/5; 3; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 11/4; 14/5; 45/17; 19/10; 27/10; 
Leganes; 5; 51/10; 5; 9/2; 9/2; 24/5; 5; 5; 5; 41/10; 24/5; 21/4; 47/10; 4; 24/5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-12 22:19:26 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 7/10; 8/13; 5/8; 8/15; 3/5; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 5/8; 3/5; 3/5; 11/17; 4/9; 4/6
Draw; 13/5; 14/5; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 11/4; 14/5; 45/17; 19/10; 27/10; 
Leganes; 5; 51/10; 5; 9/2; 9/2; 24/5; 5; 5; 5; 79/17; 41/10; 24/5; 21/4; 47/10; 4; 24/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-13 02:19:06 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 7/10; 8/13; 5/8; 8/15; 3/5; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 5/8; 3/5; 3/5; 4/6; 2/5; 4/6
Draw; 13/5; 14/5; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 45/17; 11/4; 14/5; 27/10; 1/50; 27/10
Leganes; 5; 51/10; 5; 9/2; 9/2; 24/5; 5; 5; 5; 47/10; 41/10; 24/5; 21/4; 19/4; 7/2; 24/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-13 10:19:05 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 5/8; 3/5; 3/5; 11/17; 2/9; 4/6
Draw; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 45/17; 11/4; 11/4; 11/4; 19/10; 27/10
Leganes; 5; 53/10; 5; 19/4; 5; 24/5; 5; 5; 5; 63/13; 41/10; 24/5; 21/4; 49/10; 7/2; 5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-13 14:19:28 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 4/6; 5/8; 3/5; 3/5; 4/6; 4/7; 4/6
Draw; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 11/4; 11/4; 11/4; 13/5; 27/10; 
Leganes; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/11; 41/10; 24/5; 21/4; 9/2; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-13 18:19:36 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 4/6; 5/8; 3/5; 3/5; 4/6; 4/7; 4/6
Draw; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 11/4; 45/17; 11/4; 11/4; 11/4; 13/5; 27/10
Leganes; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/11; 41/10; 24/5; 21/4; 9/2; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-13 22:19:43 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 8/13; 5/8; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 11/4; 13/5; 27/10
Leganes; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 63/13; 19/4; 41/10; 24/5; 21/4; 49/10; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-14 02:19:38 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 8/13; 5/8; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 41/10; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-14 10:19:46 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 11/17; 8/13; 5/8; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 41/10; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-14 14:20:21 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/17; 8/13; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-14 18:19:51 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/17; 8/13; 5/8; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 41/10; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-14 22:18:56 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/17; 8/13; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-15 02:18:44 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 8/13; 8/13; 17/25; 8/13; 5/8; 4/7; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/17; 8/13; 5/8; 3/5; 3/5; 11/17; 4/7; 4/6
Draw; 5/2; 13/5; 13/5; 13/5; 141/50; 11/4; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 11/4; 11/4; 27/10; 13/5; 27/10
Leganes; 11/2; 5; 5; 53/10; 5; 19/4; 5; 24/5; 24/5; 5; 5; 5; 49/10; 19/4; 41/10; 24/5; 21/4; 94/19; 23/5; 5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-15 10:18:45 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 6/10; 8/13; 61/100; 6/10; 4/7; 8/15; 3/5; 6/10; 8/13; 6/10; 4/7; 4/7; 8/13; 10/17; 4/7; 11/18; 3/5; 4/7; 10/17; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 31/10; 14/5; 14/5; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 3; 13/5; 37/13; 27/10; 45/17; 11/4; 14/5; 37/13; 13/5; 3
Leganes; 11/2; 5; 5; 57/10; 11/2; 5; 24/5; 5; 5; 11/2; 5; 67/13; 5; 43/10; 24/5; 11/2; 26/5; 23/5; 27/5; ; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-15 14:18:49 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 6/10; 8/13; 61/100; 4/7; 3/5; 8/15; 3/5; 8/13; 4/7; 6/10; 6/10; 4/7; 4/7; 10/17; 4/7; 11/18; 3/5; 4/7; 10/17; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 31/10; 3; 11/4; 11/4; 11/4; 27/10; 11/4; 13/5; 11/4; 3; 11/4; 37/13; 27/10; 27/10; 11/4; 29/10; 37/13; 13/5; 3
Leganes; 11/2; 5; 5; 57/10; 11/2; 5; 24/5; 5; 11/2; 5; 11/2; 5; 11/2; 67/13; 5; 21/5; 24/5; 21/4; 26/5; 5; 27/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-15 18:18:29 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 6/10; 8/13; 61/100; 4/7; 4/7; 8/15; 3/5; 8/13; 4/7; 6/10; 6/10; 4/7; 4/7; 10/17; 4/7; 11/18; 3/5; 4/7; 10/17; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 31/10; 3; 14/5; 11/4; 11/4; 27/10; 11/4; 13/5; 11/4; 3; 11/4; 37/13; 27/10; 27/10; 11/4; 29/10; 37/13; 13/5; 3
Leganes; 11/2; 5; 5; 57/10; 11/2; 5; 24/5; 5; 11/2; 5; 11/2; 5; 11/2; 67/13; 5; 21/5; 24/5; 21/4; 26/5; 5; 27/5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-15 22:18:41 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 6/10; 8/13; 31/50; 4/7; 4/7; 8/15; 3/5; 8/13; 4/7; 6/10; 6/10; 4/7; 8/13; 10/17; 4/7; 11/18; 3/5; 4/7; 10/17; 4/7; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 61/20; 3; 14/5; 11/4; 11/4; 27/10; 11/4; 13/5; 11/4; 3; 13/5; 37/13; 27/10; 27/10; 11/4; 29/10; 37/13; 27/10; 5/2; 14/5
Leganes; 11/2; 5; 5; 28/5; 11/2; 5; 24/5; 5; 11/2; 5; 11/2; 5; 67/13; 5; 21/5; 24/5; 21/4; 26/5; 5; 7/2; 27/5; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-16 02:18:11 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 8/13; 8/13; 16/25; 4/7; 3/5; 8/15; 7/12; 8/13; 4/7; 8/13; 6/10; 8/13; 8/13; 11/18; 4/7; 11/18; 7/12; 8/13; 11/18; 4/7; 4/7; 8/15; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 61/20; 3; 11/4; 11/4; 14/5; 27/10; 11/4; 13/5; 27/10; 14/5; 13/5; 14/5; 27/10; 27/10; 11/4; 29/10; 37/13; 14/5; 27/10; 5/2; 14/5; 14/5
Leganes; 11/2; 5; 5; 53/10; 11/2; 19/4; 5; 27/5; 5; 11/2; 5; 11/2; 5; 51/10; 5; 21/5; 21/4; 11/2; 67/13; 9/2; 26/5; 24/5; 26/5; 5; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-16 10:18:11 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 8/13; 8/13; 6/10; 8/13; 16/25; 4/7; 3/5; 8/15; 7/12; 8/13; 3/5; 8/13; 6/10; 8/13; 8/13; 11/18; 4/7; 11/18; 7/12; 8/13; 11/18; 8/13; 4/7; 4/7; 4/7; 4/7
Draw; 11/4; 13/5; 13/5; 13/5; 61/20; 3; 11/4; 11/4; 14/5; 27/10; 11/4; 13/5; 27/10; 14/5; 11/4; 37/13; 27/10; 56/19; 11/4; 29/10; 37/13; 14/5; 27/10; 5/2; 14/5; 14/5
Leganes; 5; 5; 53/10; 11/2; 19/4; 5; 27/5; 5; 5; 11/2; 5; 5; 5; 21/4; 11/2; 96/19; 5; 26/5; 24/5; 26/5; 5; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-leganes; 2018-04-16 14:18:37 GMT+3; 2018-04-17 20:30; Nothing; Xlenovo
Villarreal; 4/7; 8/13; 6/10; 6/10; 3/5; 4/7; 4/7; 8/15; 7/12; 6/10; 4/7; 6/10; 6/10; 8/13; 4/7; 4/7; 4/7; 11/18; 7/12; 8/13; 10/17; 4/7; 4/7; 4/7; 8/13; 4/7
