META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-01 22:19:16 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 32/25; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 111/50; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 69/25; 13/5; 14/5; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 12/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-04 10:20:05 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 32/25; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 111/50; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 69/25; 13/5; 14/5; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 12/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-04 14:20:11 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 12/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-04 18:20:12 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 9/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-04 22:20:26 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 9/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-05 02:20:26 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 11/10; 10/11
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 21/10; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 57/20; 37/13; 9/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-05 10:20:22 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 1/20
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 7/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-05 14:20:28 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 7/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-05 18:20:30 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 11/10; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 3; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 7/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-05 22:20:31 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-06 02:20:22 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 9/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-06 10:20:29 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 9/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-06 14:20:38 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 9/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-06 18:20:37 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 5/6
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 19/10; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; 19/10; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 9/4
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-06 22:20:34 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 3; 13/5; 29/10; 14/5; 3; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-07 02:20:29 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-07 10:20:26 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 11/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-07 14:20:42 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 21/20; 23/20; 11/10; 
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 2; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 3; 13/5; 29/10; 14/5; 3; 14/5; 12/5; 56/19; 3; 37/13; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-07 18:20:23 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 21/10
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-07 22:19:35 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 15/14; 21/20; 11/10; 11/10; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 39/19; ; ; ; 
Espanyol; 29/10; 29/10; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 13/5; 56/19; 3; 37/13; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-08 02:19:28 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 15/14; 21/20; 11/10; 11/10; 10/9; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 39/19; 2; ; ; ; 
Espanyol; 29/10; 29/10; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 13/5; 56/19; 3; 37/13; 11/5; 3
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-08 10:19:28 GMT+3; 2018-04-15 17:30; Nothing; Xlenovo
Getafe; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 15/14; 21/20; 11/10; 11/10; 10/9; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 39/19; 2; ; ; ; 
Espanyol; 29/10; 29/10; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 13/5; 56/19; 3; 37/13; 21/10; 3
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-08 14:19:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 15/14; 21/20; 11/10; 21/20; 10/9; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 41/20; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 39/19; 2; ; ; ; ; 
Espanyol; 3; 29/10; 29/10; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 13/5; 29/10; 14/5; 3; 37/13; 12/5; 13/5; 56/19; 3; 29/10; 21/10; 3
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-08 18:18:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 11/10; 15/14; 21/20; 11/10; 11/10; 10/9; 
Draw; 2; 2; 85/40; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 2; ; ; ; ; ; 
Espanyol; 3; 29/10; 29/10; 14/5; 16/5; 13/5; 29/10; 13/5; 3; 14/5; 3; 14/5; 13/5; 14/5; 14/5; 3; 37/13; 5/2; 13/5; 56/19; 3; 37/13; 21/10; 3
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-08 22:19:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 11/10; 11/10; 23/20; 119/100; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 21/20; 23/20; 11/10; 20/21; 10/9
Draw; 2; 2; 109/50; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 39/19; 11/5; 21/10; 2; 39/19; 2; ; ; ; 
Espanyol; 3; 29/10; 29/10; 14/5; 31/10; 13/5; 14/5; 13/5; 3; 14/5; 3; 14/5; 13/5; 14/5; 14/5; 14/5; 37/13; 5/2; 56/19; 3; 29/10; 13/5; 3
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-09 02:19:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 11/10; 23/20; 23/20; 61/50; 1; 11/10; 1; 21/20; 23/20; 11/10; 23/20; 23/20; 6/5; 23/20; 11/10; 11/10; 11/10; 10/9; 21/20; 11/10; 11/10; 1; 23/20
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 19/10; 2; 11/5; 2; 21/10; 2; 39/19; 11/5; 21/10; 21/10; 21/10; 39/19; 2; ; ; ; 
Espanyol; 3; 29/10; 11/4; 14/5; 61/20; 13/5; 11/4; 13/5; 3; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 14/5; 37/13; 5/2; 28/11; 56/19; 29/10; 37/13; 2; 
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-09 10:19:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 23/20; 61/50; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 10/9; 21/20; 23/20; 11/10; 1; 23/20
Draw; 2; 19/10; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 39/19; 11/5; 28/13; 21/10; 21/10; 39/19; 2; ; ; 
Espanyol; 3; 14/5; 14/5; 14/5; 61/20; 13/5; 14/5; 13/5; 3; 14/5; 3; 14/5; 13/5; 14/5; 14/5; 14/5; 37/13; 5/2; 56/19; 56/19; 14/5; 37/13; 2; 
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-09 14:19:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 23/20; 61/50; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 10/9; 21/20; 23/20; 11/10; 20/21; 23/20
Draw; 2; 19/10; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 39/19; 11/5; 28/13; 21/10; 21/10; 39/19; 2; ; ; 
Espanyol; 3; 14/5; 14/5; 14/5; 61/20; 13/5; 14/5; 13/5; 3; 14/5; 3; 14/5; 13/5; 14/5; 14/5; 14/5; 37/13; 5/2; 56/19; 56/19; 14/5; 37/13; 2; 
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-09 18:19:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Getafe; 11/10; 23/20; 23/20; 23/20; 61/50; 1; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 10/9; 21/20; 23/20; 11/10; 20/21; 23/20
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 2; 11/5; 2; 21/10; 2; 39/19; 11/5; 28/13; 21/10; 21/10; 39/19; 2; ; ; ; 
