Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; ; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; ; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; ; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-24 22:19:36 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-25 02:19:33 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-25 10:19:29 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-25 14:19:41 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-25 18:19:31 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-25 22:19:32 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-26 02:19:32 GMT+2; 2018-02-11 15:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-26 10:19:38 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-26 14:19:59 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-26 18:19:50 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-26 22:19:55 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-27 02:19:42 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-27 10:21:38 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-27 14:20:39 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-27 18:19:55 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-27 22:19:31 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 57/ 100; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 32/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-28 02:19:33 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 29/50; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 31/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-28 10:19:27 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 29/50; ; ; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 31/5; ; ; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-28 14:19:51 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 29/50; ; 1/2; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 31/5; ; 6; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-28 18:19:10 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; 29/50; ; 1/2; ; ; ; ; ; ; ; ; ; 10/21; ; 10/21; ; ; 1/2; ; 12/25; ; ; ; ; 
Draw; ; ; ; ; 31/10; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; 3; ; ; 3; ; 59/20; ; ; ; ; 
Las Palmas; ; ; ; ; 31/5; ; 6; ; ; ; ; ; ; ; ; ; 6; ; 6; ; ; 6; ; 13/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-28 22:21:27 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; ; 29/50; 40/85; 7/15; 4/9; ; 4/9; ; ; ; ; ; 1/2; 10/21; 17/35; 10/21; 4/9; ; 1/2; 9/20; 9/20; 17/35; ; 1/3; ; 
Draw; 10/3; ; 10/3; ; 31/10; 18/5; 16/5; 10/3; ; 10/3; ; ; ; ; ; 16/5; 3; 16/5; 3; 7/2; ; 7/2; 7/2; 10/3; 13/4; ; 23/10; ; 
Las Palmas; 6; ; 6; ; 31/5; 6; 11/2; 6; ; 6; ; ; ; ; ; 6; 6; 96/19; 6; 5; ; 11/2; 6; 6; 51/10; ; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-29 02:18:36 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; ; 13/25; 40/85; 7/15; 4/9; ; 4/9; ; ; ; ; ; 1/2; 10/21; 17/35; 10/21; 4/9; ; 1/2; 9/20; 9/20; 1/2; ; 2/5; ; 
Draw; 10/3; ; 10/3; ; 33/10; 18/5; 16/5; 10/3; ; 10/3; ; ; ; ; ; 10/3; 3; 16/5; 3; 7/2; ; 7/2; 7/2; 10/3; 13/4; ; 12/5; ; 
Las Palmas; 6; ; 6; ; 7; 6; 11/2; 6; ; 11/2; ; ; ; ; ; 6; 6; 94/19; 6; 5; ; 11/2; 6; 6; 5; ; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-29 10:18:33 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; ; 13/25; 40/85; 7/15; 4/9; ; 4/9; ; ; ; ; 1/2; 1/2; 10/21; 17/35; 10/21; 4/9; ; 1/2; 9/20; 9/20; 1/2; ; 2/5; ; 
Draw; 10/3; ; 10/3; ; 33/10; 18/5; 16/5; 10/3; ; 10/3; ; ; ; ; 100/ 30; 10/3; 3; 16/5; 3; 7/2; ; 7/2; 7/2; 10/3; 13/4; ; 12/5; ; 
Las Palmas; 6; ; 6; ; 7; 6; 11/2; 6; ; 11/2; ; ; ; ; 11/2; 6; 6; 94/19; 6; 5; ; 11/2; 6; 6; 5; ; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-29 14:19:06 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 13/25; 40/85; 4/9; 4/9; ; 4/9; ; 4/9; ; 1/2; 1/2; 1/2; 10/21; 4/9; 10/21; 4/9; ; 4/9; 9/20; 9/20; 4/9; ; 2/5; ; 
Draw; 10/3; ; 10/3; 17/5; 33/10; 18/5; 10/3; 10/3; ; 10/3; ; 10/3; ; 10/3; 100/30; 10/3; 3; 17/5; 3; 7/2; ; 7/2; 7/2; 10/3; 17/5; ; 5/2; ; 
Las Palmas; 6; ; 11/2; 5; 7; 6; 11/2; 11/2; ; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 61/11; 6; 5; ; 11/2; 6; 6; 28/5; ; 22/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-29 18:19:02 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 49/100; 40/85; 4/9; 4/9; ; 4/9; ; 4/9; ; 1/2; 1/2; 1/2; 10/21; 4/9; 10/21; 4/9; ; 4/9; 9/20; 9/20; 4/9; ; 2/5; ; 
Draw; 10/3; ; 17/5; 17/5; 77/20; 18/5; 10/3; 10/3; ; 10/3; ; 10/3; ; 10/3; 100/30; 7/2; 3; 17/5; 3; 7/2; ; 7/2; 18/5; 10/3; 17/5; ; 13/5; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; 11/2; 6; 21/4; 6; 5; ; 11/2; 6; 6; 28/5; ; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-29 22:19:07 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 4/9; 10/21; ; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 4/9; ; ; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 18/5; 10/3; 10/3; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; ; 3; 7/2; 17/5; 7/2; 18/5; 10/3; ; ; 13/5; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 27/5; 6; 5; 23/4; 11/2; 6; 6; 60/11; ; 9/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-30 02:18:53 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 4/9; 10/21; 4/9; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 5/11; ; 2/5; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 7/2; 10/3; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 38/11; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 13/5; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 53/10; 6; 5; 23/4; 11/2; 6; 6; 91/17; ; 9/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-30 10:18:54 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 4/9; 10/21; 3/7; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 4/9; ; 2/5; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 7/2; 10/3; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 17/5; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 13/5; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 61/11; 6; 5; 23/4; 11/2; 6; 6; 28/5; ; 9/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-30 14:19:06 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 4/9; 10/21; 4/9; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 5/11; ; 4/9; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 7/2; 10/3; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 38/11; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 3; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 53/10; 6; 5; 23/4; 11/2; 6; 6; 91/17; ; 11/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-30 18:19:03 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; ; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 4/9; 10/21; 4/9; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 5/11; ; 4/9; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 7/2; 10/3; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 38/11; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 3; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 6; 6; 53/10; 6; 5; 23/4; 11/2; 6; 6; 91/17; ; 11/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-30 22:19:12 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; 1/2; 4/9; 1/2; 1/2; 40/85; 4/9; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 1/2; 10/21; 4/9; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 5/11; ; 4/9; ; 
Draw; 10/3; ; 10/3; 17/5; 15/4; 7/2; 10/3; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 38/11; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 3; ; 
Las Palmas; 6; ; 11/2; 5; 31/5; 6; 11/2; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 11/2; 6; 27/5; 6; 5; 23/4; 11/2; 6; 6; 91/17; ; 11/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-31 02:18:49 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
Athletic Bilbao; 9/20; 1/2; 4/9; 1/2; 1/2; 40/85; ; 4/9; 4/9; 4/9; ; 4/9; ; 1/2; 9/20; 1/2; 10/21; 4/9; 10/21; 4/9; 4/9; 4/9; 9/20; 9/20; 5/11; ; 4/9; ; 
Draw; 10/3; 10/3; 10/3; 17/5; 15/4; 7/2; ; 7/2; 7/2; 10/3; ; 10/3; ; 10/3; 15/4; 7/2; 3; 38/11; 3; 7/2; 17/5; 7/2; 18/5; 10/3; 38/11; ; 3; ; 
Las Palmas; 6; 5; 11/2; 5; 31/5; 6; ; 11/2; 23/4; 11/2; ; 6; ; 11/2; 11/2; 11/2; 6; 53/10; 6; 5; 23/4; 11/2; 6; 6; 91/17; ; 11/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-las-palmas; 2018-01-31 10:18:57 GMT+2; 2018-02-09 20:00; Nothing; Xlenovo
