META; spain/la-liga-primera/malaga-v-girona; 2018-01-13 22:19:34 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; ; ; ; ; 17/10; ; 8/5; ; ; ; ; ; ; ; ; ; 8/5; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; 
Girona; ; ; ; ; 193/100; ; 7/4; ; ; ; ; ; ; ; ; ; 7/4; ; 7/4; ; ; 9/5; ; 9/5; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 85/40; ; 21/10; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-14 02:19:26 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; ; ; ; ; 17/10; ; 8/5; ; ; ; ; ; ; ; ; ; 8/5; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; 
Girona; ; ; ; ; 193/100; ; 7/4; ; ; ; ; ; ; ; ; ; 7/4; ; 7/4; ; ; 9/5; ; 9/5; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 85/40; ; 21/10; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-14 10:19:25 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; ; ; ; ; 17/10; ; 8/5; ; ; ; ; ; ; ; ; ; 8/5; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; 
Girona; ; ; ; ; 193/100; ; 7/4; ; ; ; ; ; ; ; ; ; 7/4; ; 7/4; ; ; 9/5; ; 9/5; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 85/40; ; 21/10; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-14 14:19:35 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; ; ; ; ; 17/10; ; 8/5; ; ; ; ; ; ; ; ; ; 8/5; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; 
Girona; ; ; ; ; 193/100; ; 7/4; ; ; ; ; ; ; ; ; ; 7/4; ; 7/4; ; ; 9/5; ; 9/5; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 85/40; ; 21/10; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-14 18:19:25 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; ; ; ; ; 17/10; ; 8/5; ; ; ; ; ; ; ; ; ; 8/5; ; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; 
Girona; ; ; ; ; 193/100; ; 7/4; ; ; ; ; ; ; ; ; ; 7/4; ; 7/4; ; ; 9/5; ; 9/5; ; ; ; ; 
Draw; ; ; ; ; 23/10; ; 21/10; ; ; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; 85/40; ; 21/10; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-14 22:19:12 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; 29/20; ; 6/4; ; 17/10; 31/20; 6/4; 6/4; ; 6/4; ; ; ; ; ; 7/5; 8/5; 16/11; 8/5; 11/8; ; 6/4; 6/4; 6/4; 16/11; ; 10/9; ; 
Girona; 2; ; 19/10; ; 193/100; 19/10; 15/8; 15/8; ; 15/8; ; ; ; ; ; 2; 7/4; 24/13; 7/4; 23/13; ; 15/8; 19/10; 39/20; 19/10; ; 11/8; ; 
Draw; 21/10; ; 21/10; ; 23/10; 9/4; 21/10; 21/10; ; 21/10; ; ; ; ; ; 11/5; 21/10; 28/13; 21/10; 40/17; ; 11/5; 23/10; 21/10; 28/13; ; 13/8; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-15 02:19:08 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; 29/20; ; 6/4; ; 17/10; 31/20; 6/4; 6/4; ; 6/4; ; ; ; 31/20; ; 7/5; 8/5; 16/11; 8/5; 11/8; ; 6/4; 6/4; 6/4; 16/11; ; 6/5; ; 
Girona; 2; ; 19/10; ; 193/100; 19/10; 15/8; 15/8; ; 15/8; ; ; ; 19/10; ; 2; 7/4; 24/13; 7/4; 23/13; ; 15/8; 19/10; 39/20; 19/10; ; 11/8; ; 
Draw; 21/10; ; 21/10; ; 23/10; 9/4; 21/10; 21/10; ; 21/10; ; ; ; 43/20; ; 11/5; 21/10; 28/13; 21/10; 40/17; ; 11/5; 23/10; 21/10; 28/13; ; 9/5; ; 
META; spain/la-liga-primera/malaga-v-girona; 2018-01-15 10:19:14 GMT+2; 2018-01-27 17:30; Nothing; Xlenovo
Malaga; 29/20; ; 6/4; ; 17/10; 6/4; 6/4; 7/5; ; 6/4; ; ; ; 31/20; 6/4; 7/5; 8/5; 16/11; 8/5; 11/8; ; 6/4; 6/4; 6/4; 16/11; ; 10/9; ; 
