META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-20 22:20:24 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; 16/11; ; 16/11; ; ; 6/4; ; 29/20; ; ; ; 
Alaves; ; ; ; ; 107/ 50; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; 24/13; ; ; 15/8; ; 39/20; ; ; ; 
Draw; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-21 02:20:14 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; 16/11; ; 16/11; ; ; 6/4; ; 29/20; ; ; ; 
Alaves; ; ; ; ; 107/ 50; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; 24/13; ; ; 15/8; ; 39/20; ; ; ; 
Draw; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-21 10:20:09 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; 16/11; ; 16/11; ; ; 6/4; ; 29/20; ; ; ; 
Alaves; ; ; ; ; 107/ 50; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; 24/13; ; ; 15/8; ; 39/20; ; ; ; 
Draw; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-21 14:20:16 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; ; ; ; ; 31/20; ; 6/4; ; ; ; ; ; ; ; ; ; 16/11; ; 16/11; ; ; 6/4; ; 29/20; ; ; ; 
Alaves; ; ; ; ; 107/ 50; ; 19/10; ; ; ; ; ; ; ; ; ; 24/13; ; 24/13; ; ; 15/8; ; 39/20; ; ; ; 
Draw; ; ; ; ; 57/25; ; 21/10; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 11/5; ; ; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-21 18:19:46 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; ; ; ; ; 31/20; ; 6/4; ; ; ; ; ; ; ; ; ; 16/11; ; 16/11; ; ; 13/8; ; 8/5; ; 8/11; ; 
Alaves; ; ; ; ; 107/ 50; ; 19/10; ; ; ; ; ; ; ; ; ; 24/13; ; 24/13; ; ; 7/4; ; 7/4; ; 1; ; 
Draw; ; ; ; ; 57/25; ; 21/10; ; ; ; ; ; ; ; ; ; 11/5; ; 11/5; ; ; 11/5; ; 11/5; ; 10/9; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-21 22:19:25 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; ; ; ; 8/5; 13/8; 8/5; 13/8; ; ; ; ; ; ; ; 17/10; 8/5; 8/5; 8/5; ; ; 13/8; 17/10; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; ; ; ; 52/25; 9/5; 17/10; 9/5; ; ; ; ; ; ; ; 7/4; 17/10; 8/5; 17/10; ; ; 13/8; 7/4; 17/10; 28/17; 5/4; ; 
Draw; 11/5; ; ; ; 57/25; 23/10; 11/5; 9/4; ; ; ; ; ; ; ; 9/4; 11/5; 11/5; 11/5; ; ; 9/4; 11/5; 11/5; 11/5; 13/8; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-22 02:19:20 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; ; ; ; 8/5; 13/8; 8/5; 13/8; ; ; ; 13/8; ; ; ; 8/5; 8/5; 8/5; 8/5; 53/35; ; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; ; ; ; 52/25; 9/5; 17/10; 9/5; ; ; ; 17/10; ; ; ; 7/4; 17/10; 8/5; 17/10; 29/18; ; 13/8; 7/4; 17/10; 28/17; 11/8; ; 
Draw; 11/5; ; ; ; 57/25; 23/10; 11/5; 9/4; ; ; ; 9/4; ; ; ; 23/10; 11/5; 11/5; 11/5; 40/17; ; 9/4; 23/10; 11/5; 11/5; 13/8; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-22 10:19:33 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; ; ; ; 171/ 100; 13/8; 8/5; 13/8; ; ; ; 13/8; ; ; ; 17/10; 8/5; 8/5; 8/5; 53/35; ; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; ; ; ; 9/5; 9/5; 17/10; 9/5; ; ; ; 7/4; ; ; ; 17/10; 17/10; 8/5; 17/10; 29/18; ; 7/4; 7/4; 17/10; 28/17; 27/20; ; 
Draw; 11/5; ; ; ; 123/ 50; 23/10; 11/5; 9/4; ; ; ; 21/10; ; ; ; 23/10; 11/5; 11/5; 11/5; 40/17; ; 9/4; 23/10; 11/5; 11/5; 17/10; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-22 14:19:31 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 171/ 100; 13/8; 8/5; 13/8; ; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; ; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; ; ; ; 7/4; ; 7/4; 7/4; 7/4; 17/10; 8/5; 17/10; 29/18; ; 13/8; 7/4; 17/10; 28/17; 6/5; ; 
Draw; 11/5; 9/4; ; 11/5; 123/ 50; 23/10; 11/5; 9/4; ; ; ; 21/10; ; 9/4; 23/10; 23/10; 11/5; 11/5; 11/5; 40/17; ; 23/10; 23/10; 9/4; 9/4; 7/4; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-22 18:19:33 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; ; ; ; 13/8; ; 33/20; 8/5; 17/10; 8/5; 8/5; 8/5; 53/35; ; 13/8; 8/5; 33/20; 8/5; 23/20; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; ; ; ; 7/4; ; 7/4; 7/4; 7/4; 17/10; 28/17; 17/10; 29/18; ; 13/8; 7/4; 17/10; 28/17; 6/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 23/10; 11/5; 9/4; ; ; ; 21/10; ; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; ; 23/10; 23/10; 9/4; 9/4; 13/8; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-22 22:19:34 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 17/10; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; 23/20; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 7/4; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 23/10; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-23 02:19:23 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 17/10; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 7/4; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; 5/4; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 23/10; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-23 10:19:25 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 17/10; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 7/4; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; 13/10; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 23/10; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-23 14:19:25 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; 5/4; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-23 18:19:26 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; 23/20; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; 6/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-23 22:19:27 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; ; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 6/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-24 02:19:24 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; ; 23/20; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 5/4; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-24 10:19:22 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 8/5; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-24 14:19:23 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-24 18:19:21 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-24 22:19:19 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-25 02:19:16 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-25 10:19:12 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 8/5; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 17/10; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-25 14:19:24 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-25 18:19:13 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; ; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; ; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; ; 11/5; ; ; 21/10; ; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-25 22:19:14 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; 173/ 100; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 5/4; ; 
Alaves; 13/8; 17/10; ; 7/4; 9/5; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 7/5; ; 
Draw; 11/5; 9/4; ; 11/5; 121/ 50; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-26 02:19:15 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; ; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 6/5; ; 
Alaves; 13/8; 17/10; ; 7/4; ; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 13/8; ; 
Draw; 11/5; 9/4; ; 11/5; ; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 9/5; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-26 10:19:20 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; ; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 1; ; 
Alaves; 13/8; 17/10; ; 7/4; ; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 23/20; ; 
Draw; 11/5; 9/4; ; 11/5; ; 9/4; 11/5; 9/4; 11/5; ; ; 21/10; ; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 9/4; 9/4; ; 2; ; 
META; spain/la-liga-primera/alaves-v-celta-vigo; 2018-01-26 14:19:40 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Celta Vigo; 17/10; 13/8; ; 8/5; ; 13/8; 8/5; 13/8; 28/17; ; ; 13/8; ; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 53/35; 28/17; 13/8; 13/8; 33/20; 8/5; ; 1; ; 
Alaves; 13/8; 17/10; ; 7/4; ; 9/5; 17/10; 9/5; 17/10; ; ; 7/4; ; 7/4; 7/4; 13/8; 17/10; 28/17; 17/10; 29/18; 17/10; 13/8; 7/4; 17/10; 28/17; ; 23/20; ; 
