META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-24 22:18:07 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-26 10:18:05 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 1/25
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 1/25
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-26 14:18:20 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 1/25
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 1/25
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-26 18:18:12 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 4/9
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 21/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-26 22:18:10 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 4/9
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 12/5
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-27 02:18:05 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 4/9
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 14/5
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-27 10:18:06 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 8/11; 4/7
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 9/5
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-27 14:18:15 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 5/7; 8/11; 5/7; 4/9
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 17/5; 38/11; 1/20
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-27 18:18:48 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 4/6; 8/11; 3/4; 8/11; 5/7; 8/11; 5/7; 4/9
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 19/10
Real Sociedad; 21/5; 15/4; 7/2; 7/2; 7/2; 15/4; 17/5; 17/5; 38/11; 1/20
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-27 22:18:55 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 3/4; 4/6; 8/11; 3/4; 4/5; 8/11; 14/19; 8/11; 14/19; 4/6
Draw; 149/0; 29/10; 13/5; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5; 37/13; 13/5
Real Sociedad; 21/5; 7/2; 16/5; 7/2; 10/3; 17/5; 15/4; 17/5; 17/5; 38/11; 1/20
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-28 02:19:33 GMT+3; 2018-05-06 16:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 4/6; 8/11; 8/11; 3/4; 4/5; 8/11; 14/19; 10/13; 8/11; 3/4; 14/19; 4/6
Draw; 14/5; 149/0; 29/10; 13/5; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5; 29/10; 37/13; 13/5
Real Sociedad; 7/2; 21/5; 7/2; 16/5; 7/2; 7/2; 10/3; 17/5; 15/4; 7/2; 56/19; 17/5; 7/2; 7/2; 3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-28 10:19:21 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 8/11; 3/4; 4/5; 8/11; 14/19; 10/13; 8/11; 8/11; 14/19; 8/15; 2/9
Draw; 14/5; 149/0; 29/10; 13/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 37/13; 14/5; 3; 37/13; 9/4; ; 
Real Sociedad; 7/2; 21/5; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 15/4; 38/11; 29/10; 17/5; 7/2; 7/2; 1/14; ; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-28 14:19:41 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 3/4; 3/4; 4/5; 8/11; 14/19; 10/13; 8/11; 4/5; 14/19; 8/15; 4/9
Draw; 14/5; 149/0; 29/10; 14/5; 13/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 37/13; 14/5; 14/5; 37/13; 2; 1/4
Real Sociedad; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 15/4; 38/11; 29/10; 17/5; 17/5; 7/2; 19/10; 1/25
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-28 18:19:23 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 7/10; 4/6; 8/11; 8/11; 3/4; 4/5; 8/11; 14/19; 8/11; 8/11; 14/19; 1/2; 8/15
Draw; 14/5; 149/0; 29/10; 14/5; 13/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 14/5; 37/13; 2; 1/2
Real Sociedad; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 18/5; 10/3; 10/3; 15/4; 38/11; 17/5; 15/4; 7/2; 2; 1/4
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-28 22:18:12 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 3/4; 3/4; 4/5; 8/11; 14/19; 10/13; 8/11; 4/5; 14/19; 8/15; 8/11
Draw; 14/5; 149/0; 29/10; 14/5; 13/5; 14/5; 14/5; 29/10; 14/5; 14/5; 37/13; 14/5; 14/5; 37/13; 2; 11/4; 
Real Sociedad; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 15/4; 17/5; 29/10; 17/5; 17/5; 38/11; 19/10; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-29 02:18:02 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 3/4; 3/4; 4/5; 8/11; 14/19; 10/13; 8/11; 4/5; 14/19; 8/15; 8/11
Draw; 14/5; 149/0; 29/10; 14/5; 13/5; 14/5; 14/5; 29/10; 14/5; 14/5; 37/13; 14/5; 14/5; 37/13; 2; 11/4; 
Real Sociedad; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 15/4; 38/11; 29/10; 17/5; 17/5; 38/11; 19/10; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-29 10:18:04 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 8/11; 3/4; 4/5; 3/4; 8/11; 14/19; 10/13; 8/11; 3/4; 14/19; 8/15; 8/11
Draw; 14/5; 149/0; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 29/10; 3; 14/5; 14/5; 37/13; 14/5; 3; 37/13; 2; 11/4
Real Sociedad; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 10/3; 100/0; 15/4; 38/11; 29/10; 17/5; 17/5; 38/11; 19/10; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-29 14:18:07 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 8/11; 3/4; 4/5; 4/5; 3/4; 8/11; 14/19; 10/13; 8/11; 3/4; 14/19; 8/11; 8/11
Draw; 14/5; 11/4; 149/0; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 21/10; 11/4
Real Sociedad; 7/2; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 3; 16/5; 100/0; 15/4; 38/11; 29/10; 17/5; 17/5; 7/2; 5/2; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-29 18:17:48 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 8/11; 3/4; 3/4; 8/11; 4/6; 8/11; 8/11; 3/4; 4/5; 4/5; 3/4; 8/11; 14/19; 10/13; 8/11; 3/4; 14/19; 8/11; 8/11
Draw; 14/5; 11/4; 149/0; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 11/5; 11/4
Real Sociedad; 7/2; 7/2; 21/5; 7/2; 7/2; 16/5; 7/2; 7/2; 10/3; 3; 16/5; 100/0; 15/4; 38/11; 29/10; 17/5; 17/5; 7/2; 7/2; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-29 22:17:45 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 8/11; 3/4; 3/4; 3/4; 4/6; 3/4; 3/4; 3/4; 4/5; 4/5; 3/4; 8/11; 4/5; 10/13; 3/4; 3/4; 4/5; 8/11; 8/11
Draw; 14/5; 11/4; 149/0; 29/10; 14/5; 13/5; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 37/13; 37/13; 37/13; 3; 37/13; 23/10; 14/5
Real Sociedad; 10/3; 7/2; 21/5; 7/2; 10/3; 16/5; 7/2; 10/3; 10/3; 3; 10/3; 100/0; 7/2; 33/10; 29/10; 17/5; 17/5; 57/17; 7/2; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-30 02:17:34 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 3/4; 3/4; 22/25; 4/5; 3/4; 8/11; 3/4; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 7/9; 3/4; 3/4; 4/5; 4/7; 5/6
Draw; 14/5; 14/5; 3; 149/0; 29/10; 14/5; 11/4; 29/10; 3; 3; 29/10; 14/5; 14/5; 11/4; 37/13; 37/13; 3; 14/5; 23/10; 14/5; 
Real Sociedad; 10/3; 10/3; 16/5; 33/10; 10/3; 16/5; 16/5; 7/2; 10/3; 3; 10/3; 16/5; 10/3; 33/10; 29/10; 17/5; 10/3; 33/10; 14/5; 3; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-30 10:17:34 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 4/5; 3/4; 83/00; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/5; 10/13; 7/9; 3/4; 3/4; 10/13; 8/11; 8/11; 4/6
Draw; 14/5; 14/5; 3; 16/5; 3; 29/10; 3; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 29/10; 3; 37/13; 3; 29/10; 23/10; 13/5; 
Real Sociedad; 10/3; 3; 16/5; 10/3; 16/5; 16/5; 3; 7/2; 10/3; 10/3; 3; 10/3; 100/0; 10/3; 17/5; 17/5; 17/5; 17/5; 17/5; 19/10; 3; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-30 14:17:39 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/5; 10/13; 3/4; 7/9; 3/4; 3/4; 10/13; 8/11; 4/6; 8/11; 4/5
Draw; 14/5; 14/5; 3; 31/10; 3; 14/5; 3; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 29/10; 14/5; 3; 37/13; 3; 29/10; 14/5; 9/4; 3; 14/5
Real Sociedad; 10/3; 3; 16/5; 7/2; 16/5; 16/5; 3; 7/2; 10/3; 10/3; 3; 10/3; 100/0; 16/5; 17/5; 13/4; 17/5; 17/5; 17/5; 17/5; 19/10; 14/5; 10/3; 10/3
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-30 18:17:38 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 4/5; 7/10; 3/4; 39/50; 3/4; 8/11; 4/6; 3/4; 7/10; 8/11; 8/11; 4/5; 8/11; 3/4; 8/11; 14/19; 3/4; 8/11; 3/4; 7/10; 14/19; 8/11; 8/13; 8/11; 8/11
Draw; 14/5; 14/5; 14/5; 3; 16/5; 3; 29/10; 3; 29/10; 14/5; 3; 14/5; 3; 3; 14/5; 56/19; 14/5; 41/13; 37/13; 31/10; 56/19; 14/5; 23/10; 3; 14/5; 
Real Sociedad; 10/3; 3; 10/3; 16/5; 73/20; 7/2; 10/3; 10/3; 7/2; 10/3; 10/3; 7/2; 3; 7/2; 100/0; 10/3; 7/2; 13/4; 7/2; 17/5; 7/2; 39/11; 23/10; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-04-30 22:17:38 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 3/4; 4/5; 7/10; 3/4; 39/50; 3/4; 8/11; 4/6; 3/4; 8/11; 8/11; 8/11; 4/5; 8/11; 3/4; 8/11; 10/13; 3/4; 8/11; 3/4; 7/10; 10/13; 8/11; 8/13; 4/5; 8/11
Draw; 14/5; 14/5; 29/10; 3; 16/5; 3; 29/10; 3; 29/10; 3; 14/5; 3; 3; 14/5; 14/5; 14/5; 41/13; 37/13; 31/10; 37/13; 14/5; 23/10; 3; 14/5; ; 
Real Sociedad; 10/3; 3; 17/5; 16/5; 73/20; 7/2; 10/3; 10/3; 7/2; 7/2; 10/3; 7/2; 3; 7/2; 100/0; 10/3; 7/2; 13/4; 7/2; 17/5; 7/2; 39/11; 11/4; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-01 02:17:27 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 7/10; 7/10; 3/4; 71/00; 7/10; 8/11; 4/6; 3/4; 7/10; 7/10; 7/10; 4/5; 7/10; 4/6; 7/10; 9/13; 7/10; 8/11; 3/4; 7/10; 9/13; 4/6; 4/7; 8/13; 8/11
Draw; 14/5; 3; 3; 17/5; 3; 29/10; 3; 29/10; 3; 3; 3; 16/5; 3; 58/19; 14/5; 41/13; 37/13; 31/10; 58/19; 12/5; 12/5; 3; ; ; ; 
Real Sociedad; 7/2; 7/2; 7/2; 16/5; 79/20; 18/5; 10/3; 7/2; 7/2; 18/5; 18/5; 7/2; 3; 18/5; 15/4; 7/2; 19/5; 18/5; 7/2; 17/5; 18/5; 19/5; 1/10; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-01 10:17:28 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 7/10; 7/10; 3/4; 71/00; 7/10; 4/6; 4/6; 3/4; 7/10; 7/10; 7/10; 4/5; 7/10; 4/6; 7/10; 9/13; 7/10; 5/7; 3/4; 7/10; 9/13; 4/6; 4/7; 8/11
Draw; 14/5; 3; 3; 17/5; 3; 3; 29/10; 3; 3; 3; 16/5; 3; 58/19; 14/5; 41/13; 37/13; 31/10; 58/19; 13/5; 12/5; 3; ; ; ; 
Real Sociedad; 7/2; 7/2; 18/5; 16/5; 79/20; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 7/2; 3; 18/5; 15/4; 7/2; 19/5; 18/5; 18/5; 17/5; 18/5; 19/5; 3; 7/2; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-01 14:17:32 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 7/10; 4/6; 8/11; 71/00; 7/10; 4/6; 4/6; 3/4; 4/6; 7/10; 7/10; 4/5; 7/10; 4/6; 7/10; 9/13; 7/10; 5/7; 3/4; 7/10; 9/13; 4/6; 4/6; 8/13; 8/11
Draw; 14/5; 3; 3; 17/5; 3; 3; 29/10; 3; 3; 3; 16/5; 3; 58/19; 14/5; 41/13; 37/13; 31/10; 58/19; 23/10; 14/5; 3; ; ; ; ; 
Real Sociedad; 7/2; 7/2; 18/5; 10/3; 79/20; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 7/2; 3; 18/5; 15/4; 7/2; 19/5; 18/5; 18/5; 17/5; 18/5; 50/13; 2/7; 10/3; 7/2; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-01 18:17:32 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 8/11; 7/10; 4/6; 8/11; 37/50; 7/10; 7/10; 8/13; 3/4; 7/10; 7/10; 7/10; 4/5; 7/10; 4/6; 7/10; 9/13; 7/10; 9/13; 3/4; 7/10; 5/7; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 14/5; 3; 3; 13/4; 16/5; 3; 29/10; 3; 3; 3; 16/5; 3; 14/5; 41/13; 37/13; 31/10; 3; 14/5; 14/5; 3; ; ; ; ; ; ; 
Real Sociedad; 7/2; 7/2; 18/5; 10/3; 39/10; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 7/2; 3; 18/5; 15/4; 7/2; 37/10; 18/5; 15/4; 17/5; 18/5; 15/4; 7/2; 3; 7/2; 7/2; 
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-01 22:17:36 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 7/10; 8/11; 8/11; 39/50; 8/11; 7/10; 4/6; 3/4; 8/11; 8/11; 8/11; 4/5; 8/11; 8/11; 8/11; 5/7; 7/10; 13/18; 3/4; 8/11; 5/7; 8/11; 4/6; 4/7; 8/11; 8/11
Draw; 14/5; 3; 29/10; 3; 16/5; 3; 11/4; 29/10; 11/4; 3; 3; 16/5; 14/5; 56/19; 14/5; 31/10; 37/13; 31/10; 3; 14/5; 14/5; 14/5; 3; ; ; ; 
Real Sociedad; 15/4; 7/2; 17/5; 10/3; 73/20; 18/5; 7/2; 7/2; 7/2; 17/5; 7/2; 10/3; 3; 7/2; 100/0; 7/2; 18/5; 18/5; 18/5; 17/5; 17/5; 62/17; 10/3; 10/3; 10/3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-02 02:17:27 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 8/11; 8/11; 8/11; 39/50; 8/11; 8/11; 4/6; 3/4; 8/11; 8/11; 8/11; 4/5; 3/4; 8/11; 8/11; 14/19; 7/10; 13/18; 3/4; 8/11; 14/19; 8/11; 4/6; 4/6; 8/11; 8/11
Draw; 14/5; 3; 29/10; 3; 16/5; 16/5; 29/10; 3; 29/10; 11/4; 3; 3; 16/5; 14/5; 56/19; 14/5; 31/10; 37/13; 31/10; 56/19; 14/5; 3; 11/4; 3; ; ; 
Real Sociedad; 15/4; 16/5; 17/5; 10/3; 73/20; 18/5; 7/2; 10/3; 7/2; 17/5; 7/2; 10/3; 3; 17/5; 100/0; 7/2; 39/11; 18/5; 18/5; 17/5; 17/5; 18/5; 10/3; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-02 10:17:27 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 8/11; 8/11; 8/11; 39/50; 8/11; 8/11; 4/6; 3/4; 8/11; 8/11; 8/11; 4/5; 3/4; 8/11; 8/11; 14/19; 7/10; 13/18; 3/4; 8/11; 14/19; 8/11; 4/6; 4/6; 8/11; 8/11
Draw; 14/5; 3; 29/10; 3; 16/5; 16/5; 29/10; 3; 29/10; 11/4; 3; 3; 16/5; 14/5; 56/19; 14/5; 31/10; 37/13; 31/10; 56/19; 3; 11/4; 3; ; ; ; 
Real Sociedad; 15/4; 10/3; 17/5; 10/3; 73/20; 18/5; 10/3; 10/3; 7/2; 17/5; 7/2; 10/3; 3; 17/5; 100/0; 7/2; 39/11; 18/5; 18/5; 17/5; 17/5; 18/5; 7/2; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-02 14:17:34 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 8/11; 8/11; 8/11; 39/50; 8/11; 8/11; 4/6; 3/4; 8/11; 8/11; 8/11; 4/5; 3/4; 8/11; 8/11; 14/19; 7/10; 13/18; 3/4; 3/4; 14/19; 8/11; 4/6; 8/11; 8/11; 8/11
Draw; 14/5; 3; 29/10; 3; 16/5; 16/5; 29/10; 3; 29/10; 11/4; 3; 3; 16/5; 14/5; 56/19; 14/5; 31/10; 37/13; 31/10; 56/19; 3; 14/5; 14/5; 3; ; ; 
Real Sociedad; 15/4; 10/3; 10/3; 10/3; 73/20; 18/5; 10/3; 10/3; 7/2; 17/5; 7/2; 10/3; 3; 17/5; 100/0; 7/2; 39/11; 18/5; 18/5; 17/5; 33/10; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-02 18:17:56 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 8/11; 8/11; 8/11; 39/50; 8/11; 8/11; 4/6; 3/4; 8/11; 8/11; 8/11; 3/4; 8/11; 8/11; 14/19; 7/10; 13/18; 3/4; 3/4; 14/19; 8/11; 4/6; 4/6; 4/5; 8/11
Draw; 14/5; 3; 29/10; 3; 16/5; 16/5; 29/10; 3; 29/10; 11/4; 3; 16/5; 14/5; 56/19; 14/5; 31/10; 37/13; 31/10; 56/19; 3; 14/5; 14/5; 3; ; ; 
Real Sociedad; 15/4; 10/3; 10/3; 10/3; 73/20; 18/5; 10/3; 10/3; 7/2; 17/5; 7/2; 10/3; 17/5; 100/0; 7/2; 39/11; 18/5; 18/5; 17/5; 33/10; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-02 22:17:49 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 3/4; 3/4; 8/11; 81/00; 3/4; 8/11; 4/6; 3/4; 3/4; 3/4; 3/4; 3/4; 8/11; 8/11; 14/19; 7/10; 5/7; 3/4; 4/5; 10/13; 8/11; 8/11; 8/11; 4/5; 8/11
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 3; 16/5; 14/5; 29/10; 14/5; 31/10; 37/13; 31/10; 56/19; 3; 14/5; 14/5; 3; ; 
Real Sociedad; 15/4; 16/5; 13/4; 10/3; 71/20; 18/5; 10/3; 10/3; 7/2; 13/4; 10/3; 16/5; 10/3; 100/0; 10/3; 38/11; 18/5; 37/10; 17/5; 10/3; 38/11; 10/3; 7/2; 7/2; 10/3; 7/2
META; spain/la-liga-primera/sevilla-v-real-sociedad; 2018-05-03 02:17:45 GMT+3; 2018-05-04 20:00; Nothing; Xlenovo
Sevilla; 7/10; 3/4; 3/4; 8/11; 81/00; 3/4; 3/4; 4/6; 3/4; 3/4; 3/4; 3/4; 3/4; 8/11; 8/11; 14/19; 7/10; 5/7; 3/4; 4/5; 10/13; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 3; 16/5; 14/5; 29/10; 14/5; 31/10; 37/13; 31/10; 56/19; 3; 14/5; 3; ; ; 
