META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-07 22:19:53 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100
Draw; 57/25
Eibar; 27/10
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-08 02:19:45 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100
Draw; 57/25
Eibar; 27/10
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-08 10:19:45 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100; 11/10; 11/10; 4/6
Draw; 57/25; 19/10; 15/8; 9/5
Eibar; 27/10; 23/10; 23/10; 13/10
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-08 14:19:56 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100; 11/10; 11/10; 4/6
Draw; 57/25; 19/10; 15/8; 9/5
Eibar; 27/10; 23/10; 23/10; 13/10
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-08 18:19:32 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100; 11/10; 11/10; 4/6
Draw; 57/25; 19/10; 15/8; 9/5
Eibar; 27/10; 23/10; 23/10; 13/10
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-08 22:19:44 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 127/100; 6/5; 5/4; 6/5; 16/11; 7/5; 16/11; 5/6
Draw; 57/25; 2; 11/5; 2; 21/10; 21/10; 21/10; 9/5
Eibar; 27/10; 21/10; 9/4; 21/10; 19/10; 11/5; 37/19; 7/5
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-09 02:19:36 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 73/50; 6/5; 7/5; 6/5; 16/11; 15/11; 7/5; 16/11; 1
Draw; 113/50; 2; 21/10; 2; 21/10; 23/10; 11/5; 21/10; 9/5
Eibar; 58/25; 21/10; 2; 21/10; 19/10; 11/6; 21/10; 37/19; 13/8
META; spain/la-liga-primera/espanyol-v-eibar; 2018-04-09 10:19:36 GMT+3; 2018-04-18 18:30; Nothing; Xlenovo
Espanyol; 73/50; 7/5; 7/5; 13/10; 7/5; 6/4; 15/11; 7/5; 6/4; 1
