META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-16 02:19:44 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-16 10:20:12 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-16 14:21:56 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-16 22:20:56 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-17 02:20:13 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-17 10:19:56 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-17 14:22:19 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-17 18:19:26 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-17 22:19:26 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-18 02:19:23 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-18 10:19:24 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-18 14:19:23 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; ; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; ; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-18 18:19:29 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 19/4; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-18 22:20:49 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-19 02:20:46 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-19 10:20:31 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-19 14:20:36 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-19 18:20:33 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-19 22:20:53 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-20 02:20:29 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-20 10:20:25 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-20 14:22:21 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-20 18:20:47 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-20 22:20:17 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-21 02:20:06 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-21 10:20:00 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-21 14:20:08 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 13/20; ; ; ; 
Draw; ; ; ; ; 57/20; ; 13/5; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; ; 53/20; ; ; ; 
Deportivo La Coruna; ; ; ; ; 5; ; 9/2; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 9/2; ; 19/4; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-21 18:19:38 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; ; ; ; ; 7/10; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; 11/17; ; ; 8/13; ; 8/13; ; 2/5; ; 
Draw; ; ; ; ; 57/20; ; 13/5; ; ; ; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 3; ; 59/20; ; 11/8; ; 
Deportivo La Coruna; ; ; ; ; 5; ; 9/2; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; ; 17/4; ; 17/4; ; 5/2; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-21 22:19:17 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; ; ; ; 7/10; 4/6; 13/20; 8/13; ; ; ; ; ; ; ; 8/13; 11/17; 8/13; 11/17; ; ; 8/13; 13/20; 3/5; 8/13; 4/9; ; 
Draw; 11/4; ; ; ; 57/20; 14/5; 14/5; 11/4; ; ; ; ; ; ; ; 14/5; 13/5; 11/4; 13/5; ; ; 3; 11/4; 3; 11/4; 2; ; 
Deportivo La Coruna; 5; ; ; ; 5; 9/2; 4; 9/2; ; ; ; ; ; ; ; 5; 9/2; 21/5; 9/2; ; ; 4; 22/5; 9/2; 17/4; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-22 02:19:12 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; ; ; ; 13/20; 8/13; 5/8; 4/7; ; ; ; 8/13; ; ; ; 8/13; 11/17; 8/13; 11/17; 19/29; ; 8/13; 8/13; 3/5; 8/13; 4/9; ; 
Draw; 11/4; ; ; ; 74/25; 31/10; 29/10; 3; ; ; ; 3; ; ; ; 14/5; 13/5; 27/10; 13/5; 3; ; 3; 3; 3; 11/4; 2; ; 
Deportivo La Coruna; 5; ; ; ; 27/5; 9/2; 4; 9/2; ; ; ; 4; ; ; ; 5; 9/2; 17/4; 9/2; 17/5; ; 4; 22/5; 17/4; 43/10; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-22 10:19:25 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; ; ; ; 13/20; 8/13; 5/8; 4/7; ; ; ; 8/13; ; ; ; 8/13; 11/17; 8/13; 11/17; 19/29; ; 4/7; 8/13; 3/5; 8/13; 4/7; ; 
Draw; 11/4; ; ; ; 74/25; 31/10; 14/5; 3; ; ; ; 16/5; ; ; ; 3; 13/5; 27/10; 13/5; 3; ; 3; 3; 3; 11/4; 13/5; ; 
Deportivo La Coruna; 5; ; ; ; 27/5; 9/2; 4; 9/2; ; ; ; 4; ; ; ; 9/2; 9/2; 17/4; 9/2; 17/5; ; 17/4; 22/5; 17/4; 43/10; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-22 14:19:24 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; 8/13; ; 8/13; 13/20; 8/13; 8/13; 4/7; ; ; ; 8/13; ; 13/20; 8/13; 8/13; 11/17; 8/13; 11/17; 5/8; ; 4/7; 8/13; 3/5; 8/13; 4/7; ; 
Draw; 11/4; 16/5; ; 16/5; 74/25; 16/5; 3; 16/5; ; ; ; 16/5; ; 31/10; 16/5; 3; 13/5; 11/4; 13/5; 41/13; ; 3; 16/5; 3; 14/5; 27/10; ; 
Deportivo La Coruna; 5; 4; ; 4; 27/5; 9/2; 4; 4; ; ; ; 15/4; ; 4; 17/4; 9/2; 9/2; 21/5; 9/2; 38/11; ; 4; 21/5; 17/4; 17/4; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-22 18:19:26 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; 8/13; ; 8/13; 13/20; 8/13; 3/5; 4/7; ; ; ; 8/13; ; 13/20; 8/13; 8/13; 11/17; 4/7; 11/17; 5/8; ; 4/7; 8/13; 4/7; 10/17; 4/7; ; 
Draw; 11/4; 16/5; ; 16/5; 74/25; 16/5; 3; 16/5; ; ; ; 3; ; 31/10; 16/5; 3; 13/5; 56/19; 13/5; 41/13; ; 3; 16/5; 16/5; 3; 11/4; ; 
Deportivo La Coruna; 5; 4; ; 4; 27/5; 9/2; 4; 4; ; ; ; 4; ; 4; 17/4; 9/2; 9/2; 43/10; 9/2; 38/11; ; 17/4; 21/5; 17/4; 74/17; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-22 22:19:27 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Real Sociedad; 4/7; 8/13; ; 8/13; 13/20; 8/13; 3/5; 4/7; 3/5; ; ; 8/13; ; 13/20; 8/13; 8/13; 3/5; 4/7; 3/5; 5/8; 3/5; 4/7; 8/13; 4/7; 10/17; 8/15; ; 
Draw; 11/4; 16/5; ; 16/5; 74/25; 16/5; 3; 16/5; 3; ; ; 3; ; 31/10; 16/5; 3; 27/10; 3; 27/10; 41/13; 56/19; 3; 16/5; 16/5; 3; 27/10; ; 
Deportivo La Coruna; 5; 4; ; 4; 27/5; 9/2; 4; 4; 22/5; ; ; 4; ; 4; 17/4; 9/2; 19/4; 43/10; 19/4; 38/11; 22/5; 17/4; 21/5; 17/4; 74/17; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-deportivo-la-coruna; 2018-01-23 02:19:16 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
