META; spain/la-liga-primera/sevilla-v-girona; 2018-01-28 02:19:46 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 8/15; ; ; 8/15; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; 11/4; ; ; 14/5; ; 11/4; ; ; ; ; 
Girona; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; ; 6; ; 6; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-28 10:19:40 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 8/15; ; ; 8/15; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; 11/4; ; ; 14/5; ; 11/4; ; ; ; ; 
Girona; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; ; 6; ; 6; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-28 14:20:03 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; ; ; ; ; 63/ 100; ; 8/15; ; ; ; ; ; ; ; ; ; 8/15; ; 8/15; ; ; 8/15; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; 143/ 50; ; 11/4; ; ; ; ; ; ; ; ; ; 11/4; ; 11/4; ; ; 14/5; ; 11/4; ; ; ; ; 
Girona; ; ; ; ; 6; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; ; 11/2; ; 6; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-28 18:19:23 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; ; ; ; ; 63/ 100; ; 8/15; ; ; ; ; ; ; ; ; ; 8/15; ; 8/15; ; ; 8/15; ; 8/15; ; ; ; ; 
Draw; ; ; ; ; 143/ 50; ; 11/4; ; ; ; ; ; ; ; ; ; 11/4; ; 11/4; ; ; 14/5; ; 11/4; ; ; ; ; 
Girona; ; ; ; ; 6; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; ; 11/2; ; 6; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-28 22:21:41 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; ; 29/50; 11/20; 1/2; 1/2; ; 8/15; ; ; ; ; ; 8/15; 8/15; 8/15; 8/15; ; ; 8/15; 8/15; 1/2; 5/9; ; 2/5; ; 
Draw; 16/5; ; 16/5; ; 74/25; 10/3; 3; 16/5; ; 3; ; ; ; ; ; 3; 11/4; 56/19; 11/4; ; ; 3; 16/5; 10/3; 3; ; 21/10; ; 
Girona; 21/4; ; 5; ; 67/10; 11/2; 5; 5; ; 5; ; ; ; ; ; 11/2; 11/2; 19/4; 11/2; ; ; 5; 11/2; 21/4; 24/5; ; 14/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-29 02:18:49 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; ; 29/50; 4/7; 8/15; 8/15; ; 8/15; ; ; ; ; ; 8/15; 8/15; 5/9; 8/15; 11/21; ; 8/15; 8/15; 8/15; 4/7; ; 2/5; ; 
Draw; 16/5; ; 3; ; 74/25; 31/10; 3; 3; ; 3; ; ; ; ; ; 3; 11/4; 29/10; 11/4; 31/10; ; 3; 16/5; 16/5; 56/19; ; 21/10; ; 
Girona; 21/4; ; 24/5; ; 67/10; 11/2; 19/4; 5; ; 24/5; ; ; ; ; ; 11/2; 11/2; 23/5; 11/2; 9/2; ; 19/4; 21/4; 5; 79/17; ; 11/4; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-29 10:18:45 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; ; 29/50; 4/7; 8/15; 8/15; ; 8/15; ; ; ; ; 4/7; 8/15; 8/15; 5/9; 8/15; 11/21; ; 8/15; 8/15; 8/15; 4/7; ; 2/5; ; 
Draw; 16/5; ; 3; ; 74/25; 16/5; 3; 3; ; 3; ; ; ; ; 3; 3; 11/4; 29/10; 11/4; 31/10; ; 3; 16/5; 16/5; 56/19; ; 11/5; ; 
Girona; 21/4; ; 24/5; ; 67/10; 11/2; 19/4; 5; ; 24/5; ; ; ; ; 5; 11/2; 11/2; 23/5; 11/2; 9/2; ; 19/4; 21/4; 5; 79/17; ; 11/4; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-29 14:19:25 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 4/7; 1/2; 8/15; ; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; ; 8/15; 8/15; 8/15; 18/35; ; 2/5; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; ; 3; ; 3; ; 31/10; 3; 3; 11/4; 58/19; 11/4; 31/10; ; 3; 16/5; 16/5; 31/10; ; 11/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 11/2; 5; 5; ; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 94/19; 11/2; 9/2; ; 19/4; 21/4; 5; 5; ; 6/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-29 18:19:14 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 4/7; 1/2; 8/15; ; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; ; 8/15; 8/15; 8/15; 18/35; ; 4/11; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; ; 3; ; 3; ; 31/10; 3; 3; 11/4; 31/10; 11/4; 31/10; ; 3; 16/5; 16/5; 41/13; ; 11/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 11/2; 5; 5; ; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; ; 19/4; 21/4; 5; 49/10; ; 11/4; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-29 22:19:19 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 4/7; 1/2; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 4/11; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 11/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 11/2; 5; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 11/4; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-30 02:19:05 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 11/20; 1/2; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 4/11; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 11/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 5; 5; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 11/4; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-30 10:19:07 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 11/20; 1/2; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 4/11; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 41/13; ; 13/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 5; 5; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 7/2; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-30 14:19:18 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 11/20; 1/2; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; 3; 3; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 5; 5; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-30 18:19:16 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; ; 8/15; 11/20; 29/50; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; ; 3; 3; 74/25; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; ; 5; 5; 67/10; 5; ; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 11/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-30 22:19:25 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 16/5; 11/4; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 5; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-31 02:19:02 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 16/5; 11/4; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 5; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-31 10:19:10 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; ; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; ; 16/5; 3; ; 3; ; 31/10; 3; 16/5; 11/4; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; ; 24/5; 24/5; ; 5; ; 19/4; 5; 5; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-31 14:19:21 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; ; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 8/15; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; ; 16/5; 3; ; 3; ; 31/10; 3; 3; 11/4; 41/13; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 41/13; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; ; 24/5; 24/5; ; 5; ; 19/4; 5; 5; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-31 18:19:59 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; ; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; ; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 11/4; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; ; 24/5; 24/5; ; 5; ; 19/4; 5; 9/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-01-31 22:19:15 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; 8/15; 18/35; 8/15; 11/21; 11/21; 8/15; 8/15; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 11/4; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 9/2; 11/2; 49/10; 11/2; 9/2; 24/5; 19/4; 21/4; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-01 02:18:45 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 1/2; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; 18/35; 8/15; ; 11/21; 8/15; 11/20; 8/15; 18/35; ; 1/2; ; 
Draw; 16/5; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 58/19; 11/4; ; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 21/4; 19/4; 5; 5; 57/10; 5; ; 5; 24/5; 24/5; ; 5; ; 19/4; 5; 9/2; 49/10; 11/2; ; 24/5; 19/4; 5; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-01 10:18:50 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 8/15; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; 18/35; 8/15; 6/11; 11/21; 8/15; 11/20; 8/15; 8/15; ; 1/2; ; 
Draw; 3; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 31/10; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 5; 19/4; 24/5; 5; 57/10; 5; ; 5; 24/5; 19/4; ; 5; ; 19/4; 5; 9/2; 49/10; 11/2; 21/5; 24/5; 19/4; 5; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-01 14:19:19 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 8/15; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; ; 8/15; 6/11; 11/21; 8/15; 11/20; 8/15; 8/15; ; 1/2; ; 
Draw; 3; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 5; 19/4; 24/5; 5; 57/10; 5; ; 5; 24/5; 19/4; ; 5; ; 19/4; 5; 9/2; ; 11/2; 21/5; 24/5; 19/4; 5; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-01 18:18:50 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 8/15; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; ; 8/15; 6/11; 11/21; 8/15; 11/20; 8/15; 8/15; ; 1/2; ; 
Draw; 3; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 5; 19/4; 24/5; 5; 57/10; 5; ; 5; 24/5; 19/4; ; 5; ; 19/4; 5; 9/2; ; 11/2; 21/5; 24/5; 19/4; 5; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-01 22:18:47 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 8/15; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; ; 8/15; 6/11; 11/21; 8/15; 11/20; 8/15; 8/15; ; 1/2; ; 
Draw; 3; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
Girona; 5; 19/4; 24/5; 5; 57/10; 5; ; 5; 24/5; 19/4; ; 5; ; 19/4; 5; 9/2; ; 11/2; 21/5; 24/5; 19/4; 5; 5; 94/19; ; 23/5; ; 
META; spain/la-liga-primera/sevilla-v-girona; 2018-02-02 02:18:45 GMT+2; 2018-02-11 11:00; Nothing; Xlenovo
Sevilla; 8/15; 4/7; 8/15; 11/20; 14/25; 11/20; ; 8/15; 11/21; 8/15; ; 11/20; ; 4/7; 4/7; 1/2; 18/35; 8/15; 6/11; 11/21; 8/15; 11/20; 8/15; 8/15; ; 1/2; ; 
Draw; 3; 3; 3; 3; 69/20; 16/5; ; 3; 16/5; 3; ; 3; ; 31/10; 3; 14/5; 58/19; 11/4; 31/10; 16/5; 3; 16/5; 16/5; 31/10; ; 14/5; ; 
