META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-21 14:19:15 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 13/2; 34/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-31 02:21:18 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 13/2; 77/10; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-31 10:20:56 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 13/2; 77/10; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-31 14:21:27 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 13/2; 77/10; 63/10; ; 6; 13/2; ; ; 23/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 24/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-31 18:32:54 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 13/2; ; ; ; 25/4; 77/10; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 16; 15; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 55/4; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-31 22:20:57 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 13/2; ; ; ; 25/4; 77/10; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 16; 15; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 55/4; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-01 02:20:25 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 13/2; ; ; ; 25/4; 77/10; 63/10; ; 6; 13/2; ; ; 23/5; ; 
Espanyol; 12; 16; 15; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 55/4; 35/2; 12; ; 14; 14; ; ; 24/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-01 10:20:36 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 2/13; 2/11; 2/13; ; 2/11; 2/13; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 6; 77/10; 63/10; ; 6; 13/2; ; ; 23/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 18; 16; 16; 16; 16; 14; ; ; ; 57/4; 35/2; 12; ; 14; 14; ; ; 24/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-01 14:20:47 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 2/11; 2/13; ; 2/11; 2/13; ; ; 2/11; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 25/4; 77/10; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 18; 16; 16; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-01 18:20:50 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 2/11; 1/6; ; ; 1/6; ; ; 2/11; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 14; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 35/2; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-01 22:20:33 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 2/11; 1/6; ; ; 1/6; ; ; 2/11; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 14; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 35/2; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-02 02:20:24 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 2/11; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 14; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 35/2; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-02 10:20:21 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 2/11; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 35/2; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-02 14:20:38 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-02 18:20:25 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-02 22:21:04 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 33/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-03 02:19:58 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 33/5; ; 
Espanyol; 12; 14; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-03 10:19:55 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 33/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-03 14:20:00 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 34/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-03 18:20:01 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 1/6; 2/13; 2/11; 1/6; 2/13; 2/11; ; ; ; 2/13; 9/50; 1/6; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 11/2; 11/2; 6; 7; 7; ; ; ; 25/4; 77/10; 6; ; ; 6; ; ; 34/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 16; ; 16; 16; 16; 16; 16; 12; ; ; ; 55/4; 18; 11; ; ; 12; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-03 22:19:55 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 1/7; 9/50; 3/19; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 7; ; ; ; 25/4; 77/10; 31/5; ; ; 13/2; ; ; 33/5; ; 
Espanyol; 12; 12; 16; 14; ; ; 16; 16; ; 18; 16; 16; 16; 16; 12; ; ; ; 14; 18; 12; ; ; 14; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-04 02:20:11 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 1/7; 9/50; 3/19; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 7; ; ; ; 13/2; 77/10; 31/5; ; ; 13/2; ; ; 33/5; ; 
Espanyol; 12; 12; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 18; 12; ; ; 14; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-04 10:20:08 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 1/7; 9/50; 3/19; ; ; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 7; ; ; ; 13/2; 77/10; 31/5; ; ; 13/2; ; ; 34/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 18; 12; ; ; 14; ; ; 19; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-04 14:20:08 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 2/11; ; ; ; 1/7; 9/50; 3/19; ; ; 1/6; ; ; 1/6; 1/6; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 7; ; ; ; 13/2; 39/5; 31/5; ; ; 13/2; ; ; 34/5; 33/5; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 35/2; 12; ; ; 14; ; ; 18; 17; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-04 18:20:34 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 9/50; 3/19; ; ; 1/6; ; ; 1/6; 1/6; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 13/2; 39/5; 31/5; ; ; 13/2; ; ; 36/5; 7; 
Espanyol; 14; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 57/4; 35/2; 12; ; ; 14; ; ; 19; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-04 22:20:32 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 2/13; 1/7; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/13; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 6; 13/2; 13/2; ; ; 15/2; 15/2; ; 6; 6; 13/2; 6; 15/2; 13/2; ; ; ; 27/4; 39/5; 32/5; ; 8; 13/2; ; ; 34/5; 33/5; 
Espanyol; 14; 14; 16; 14; ; ; 16; 17; ; 16; 16; 14; 16; 18; 14; ; ; ; 15; 35/2; 23/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-05 02:20:33 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 2/13; 1/7; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/13; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 6; 13/2; 13/2; ; ; 15/2; 15/2; ; 6; 6; 6; 6; 15/2; 13/2; ; ; ; 27/4; 39/5; 32/5; ; 8; 13/2; ; ; 34/5; 32/5; 
Espanyol; 14; 14; 16; 14; ; ; 16; 17; ; 16; 16; 16; 16; 18; 14; ; ; ; 15; 35/2; 23/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-05 10:20:24 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 2/13; 1/7; 1/6; 1/6; ; 1/6; ; ; ; 1/7; 9/50; 2/13; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 6; 6; 6; 6; ; 13/2; ; ; ; 27/4; 39/5; 32/5; ; 8; 13/2; ; ; 34/5; 7; 
Espanyol; 14; 12; 16; 14; ; ; 16; 17; ; 16; 16; 16; 16; ; 14; ; ; ; 15; 35/2; 23/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-05 14:21:32 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 2/13; 1/7; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/13; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 6; 6; 6; 6; 15/2; 13/2; ; ; ; 27/4; 39/5; 32/5; ; 8; 13/2; ; ; 34/5; 33/5; 
Espanyol; 14; 12; 16; 14; ; ; 16; 17; ; 16; 16; 16; 16; 18; 14; ; ; ; 15; 35/2; 23/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-05 18:21:14 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 2/13; 1/7; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/13; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 6; 6; 6; 6; 15/2; 13/2; ; ; ; 27/4; 39/5; 32/5; ; 8; 13/2; ; ; 34/5; 33/5; 
Espanyol; 14; 12; 16; 14; ; ; 16; 17; ; 16; 16; 16; 16; 18; 14; ; ; ; 15; 35/2; 23/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-05 22:20:54 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 6; 15/2; 13/2; ; ; ; 7; 39/5; 71/10; ; 8; 13/2; ; ; 33/5; 33/5; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; 18; 18; 14; 16; 18; 14; ; ; ; 63/4; 35/2; 27/2; ; 16; 14; ; ; 19; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-06 02:20:17 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 6; 15/2; 13/2; ; ; ; 7; 39/5; 71/10; ; 8; 13/2; ; ; 33/5; 33/5; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; 18; 18; 14; 16; 18; 14; ; ; ; 63/4; 35/2; 27/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-06 10:20:17 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 1/6; 1/6; 1/6; ; ; 1/7; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 7; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 6; 15/2; 13/2; ; ; ; 7; 39/5; 71/10; ; 8; 13/2; ; ; 33/5; 33/5; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; 18; 18; 14; 16; 18; 14; ; ; ; 63/4; 35/2; 27/2; ; 16; 14; ; ; 19; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-06 14:20:24 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 1/6; 1/6; 1/6; ; ; 1/7; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 7; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 6; 15/2; 13/2; ; ; ; 7; 39/5; 71/10; ; 8; 13/2; ; ; 33/5; 33/5; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; 18; 18; 14; 16; 18; 14; ; ; ; 63/4; 35/2; 27/2; ; 16; 14; ; ; 18; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-06 18:20:25 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/7; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 6; 15/2; 13/2; ; ; ; 7; 39/5; 71/10; ; 8; 13/2; ; ; 7; 33/5; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; 18; 18; 14; 16; 18; 14; ; ; ; 63/4; 35/2; 27/2; ; 16; 14; ; ; 18; 92/5; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-06 22:20:19 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 2/11; 1/6; ; ; 2/13; 1/8; ; ; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 1/6; ; ; 1/6; 1/6; 
Draw; 7; 6; 6; 13/2; ; ; 7; 15/2; ; ; 13/2; 6; 13/2; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 7; 7; 
Espanyol; 14; 12; 15; 14; ; ; 16; 17; ; ; 18; 14; 14; 18; 14; ; ; ; 16; 35/2; 13; ; 16; 12; ; ; 19; 92/5; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-07 02:20:14 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 2/11; 1/6; ; ; 1/6; 1/8; ; 2/11; 2/11; 2/11; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 1/6; ; ; 1/6; 1/6; 
Draw; 7; 6; 6; 13/2; ; ; 7; 15/2; ; 6; 13/2; 6; 13/2; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 7; 7; 
Espanyol; 14; 12; 14; 14; ; ; 14; 16; ; 16; 16; 12; 14; 18; 14; ; ; ; 63/4; 35/2; 13; ; 16; 12; ; ; 18; 17; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-07 10:20:10 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 2/11; 1/6; ; ; 2/13; 1/8; ; 1/6; 1/6; 2/11; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 1/6; 1/6; 
Draw; 15/2; 13/2; 6; 13/2; ; ; 7; 15/2; ; 13/2; 13/2; 6; 13/2; 15/2; 13/2; ; ; ; 29/4; 39/5; 7; ; 8; 13/2; ; ; 7; 36/5; 
Espanyol; 18; 12; 15; 14; ; ; 16; 17; ; 18; 18; 12; 14; 18; 14; ; ; ; 33/2; 35/2; 13; ; 16; 12; ; ; 16; 33/2; 
