META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-03 22:19:57 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 4/6; 4/6; 4/6; 69/00; 6/10; 13/20; 4/7; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 7/10; 13/20; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 27/10; 13/5; 149/0; 13/5; 11/4; 13/5; 14/5; 27/10; 14/5; 11/4; 27/10; 12/5; 11/4; 29/10; 14/5; 27/10; 12/5
Getafe; 5; 17/4; 21/5; 9/2; 24/5; 4; 17/4; 4; 17/4; 4; 9/2; 17/4; 9/2; 38/11; 17/4; 17/4; 43/10; 7/2; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-06 02:19:41 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 4/6; 4/6; 4/6; 69/00; 6/10; 13/20; 4/7; 11/17; 4/6; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 7/10; 11/17; 13/20; 13/20; 11/17; 4/7
Draw; 5/2; 11/4; 27/10; 13/5; 149/0; 13/5; 11/4; 13/5; 11/4; 27/10; 14/5; 27/10; 14/5; 11/4; 27/10; 12/5; 11/4; 27/10; 29/10; 14/5; 27/10; 12/5
Getafe; 5; 17/4; 21/5; 9/2; 24/5; 4; 17/4; 4; 22/5; 21/5; 4; 17/4; 4; 9/2; 17/4; 9/2; 38/11; 22/5; 17/4; 17/4; 43/10; 7/2
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-06 10:19:36 GMT+2; 2018-03-17 15:15; Nothing; Xlenovo
Valencia; 4/9; 1/2; 8/15; 1/2; 14/25; 7/15; 7/15; 1/2; 1/2; 11/20; 8/15; 1/2; 17/35; 10/21; 5/11; 7/15; 1/2; 1/2; 1/2
Draw; 10/3; 16/5; 3; 33/10; 16/5; 16/5; 3; 3; 16/5; 16/5; 41/13; 29/10; 33/10; 16/5; 10/3; 3; 41/13; ; 
Alaves; 6; 11/2; 11/2; 6; 61/10; 11/2; 23/4; 11/2; 11/2; 11/2; 11/2; 6; 67/13; 6; 26/5; 23/4; 11/2; 6; 26/5
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-06 14:19:41 GMT+2; 2018-03-17 15:15; Nothing; Xlenovo
Valencia; 4/9; 1/2; 8/15; 1/2; 14/25; 7/15; 7/15; 1/2; 1/2; 4/7; 8/15; 1/2; 17/35; 10/21; 5/11; 7/15; 1/2; 17/35
Draw; 10/3; 16/5; 3; 33/10; 16/5; 16/5; 3; 3; 16/5; 16/5; 41/13; 29/10; 33/10; 16/5; 3; 41/13; ; 
Alaves; 6; 11/2; 11/2; 6; 61/10; 11/2; 23/4; 11/2; 11/2; 5; 11/2; 6; 21/4; 6; 26/5; 23/4; 6; 53/10
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-06 18:19:45 GMT+2; 2018-03-17 15:15; Nothing; Xlenovo
Valencia; 4/9; 1/2; 8/15; 1/2; 14/25; 7/15; 4/9; 7/15; 1/2; 1/2; 4/7; 8/15; 1/2; 1/2; 10/21; 5/11; 7/15; 1/2; 8/15; 1/2; 4/11
Draw; 10/3; 16/5; 3; 33/10; 16/5; 3; 16/5; 3; 3; 16/5; 16/5; 31/10; 29/10; 33/10; 16/5; 10/3; 3; 41/13; 14/5; ; 
Alaves; 6; 11/2; 11/2; 6; 61/10; 11/2; 5; 23/4; 11/2; 11/2; 5; 11/2; 6; 51/10; 6; 26/5; 23/4; 11/2; 11/2; 67/13; 21/5
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-07 10:52:15 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 17/4; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-07 14:19:41 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-07 18:19:52 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-07 22:19:35 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 77/19; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-08 02:19:30 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-08 10:19:30 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 7/10; 11/17; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 14/5; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 54/13; 9/2; 38/11; 22/5; 4; 17/4; 21/5; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-08 14:19:40 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-08 18:19:41 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-08 22:19:23 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 29/10; 14/5; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-09 02:19:32 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-09 10:19:30 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-09 14:19:43 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-09 18:19:49 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-09 22:19:44 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-10 02:19:23 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 11/4; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 15/4; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-10 10:19:26 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-10 14:19:51 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-10 18:19:31 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 7/10; 4/6; 4/6; 8/15
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 4; 9/2; 77/19; 9/2; 38/11; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-10 22:18:57 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 8/13; 7/10; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 8/13; 7/10; 7/10; 4/6; 4/6; 4/6; 11/17; 7/10; 4/6; 4/6; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 27/10; 11/4; 14/5; 45/17; 12/5
Getafe; 5; 4; 9/2; 23/5; 4; 4; 22/5; 4; 9/2; 4; 9/2; 77/19; 9/2; 22/5; 21/5; 17/4; 41/10; 7/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-11 02:18:42 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 4/6; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 4/7
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 13/5; 
Getafe; 9/2; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 17/4; 4; 77/19; 9/2; 38/11; 22/5; 22/5; 17/4; 41/10; 7/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-11 10:18:44 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 4/6; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 4/7; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 12/5; 11/4; 27/10; 11/4; 14/5; 45/17; 5/2; 11/4; 
Getafe; 9/2; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 17/4; 4; 77/19; 9/2; 38/11; 22/5; 22/5; 17/4; 41/10; 7/2; 22/5; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-11 14:18:47 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 4/6; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 11/17; 4/6; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 5/2; 45/17; 12/5; 27/10; 29/10; 14/5; 45/17; 5/2; 11/4; 11/4; 
Getafe; 9/2; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 17/4; 4; 15/4; 77/19; 9/2; 22/5; 21/5; 17/4; 41/10; 7/2; 22/5; 22/5; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-11 18:18:19 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 11/17; 7/10; 4/6; 7/10; 8/11; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 11/17; 4/6; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 14/5; 27/10; 12/5; 11/4; 27/10; 29/10; 14/5; 11/4; 5/2; 11/4; 11/4; ; 
Getafe; 9/2; 4; 9/2; 23/5; 4; 4; 22/5; 4; 4; 15/4; 17/4; 4; 15/4; 41/10; 9/2; 38/11; 22/5; 21/5; 17/4; 54/13; 7/2; 22/5; 22/5; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-11 22:18:03 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 4/6; 18/25; 6/10; 4/6; 4/7; 13/19; 7/10; 4/6; 7/10; 8/11; 7/10; 7/10; 4/6; 9/13; 4/6; 7/10; 13/19; 4/6; 4/6; 9/13; 4/7; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 14/5; 27/10; 12/5; 11/4; 27/10; 29/10; 14/5; 27/10; 5/2; 11/4; 11/4; ; 
Getafe; 9/2; 4; 9/2; 23/5; 4; 4; 21/5; 4; 4; 15/4; 17/4; 4; 15/4; 77/19; 9/2; 38/11; 41/10; 21/5; 17/4; 41/10; 7/2; 22/5; 22/5; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-12 02:18:26 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 7/10; 7/10; 8/11; 6/10; 4/6; 4/7; 13/19; 4/6; 4/6; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 13/19; 4/6; 4/6; 9/13; 4/7; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 72/25; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 14/5; 27/10; 14/5; 13/5; 27/10; 12/5; 29/10; 27/10; 14/5; 14/5; 27/10; 5/2; 14/5; 14/5
Getafe; 9/2; 4; 19/5; 23/5; 4; 4; 21/5; 4; 4; 17/4; 4; 15/4; 54/13; 9/2; 41/10; 41/10; 21/5; 17/4; 54/13; 7/2; 22/5; 9/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-getafe; 2018-03-12 10:18:26 GMT+2; 2018-03-17 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 7/10; 4/6; 7/10; 8/11; 6/10; 4/6; 4/7; 13/19; 4/6; 4/6; 7/10; 7/10; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 13/19; 4/6; 4/6; 4/6; 4/7; 4/6; 4/6
