META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-17 18:19:50 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/12
Draw; 25/2; 9
Leganes; 30; 25
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-17 22:19:18 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/12
Draw; 25/2; 9
Leganes; 30; 25
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-18 02:19:06 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/12
Draw; 25/2; 9
Leganes; 30; 25
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-18 10:19:06 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/12
Draw; 25/2; 9
Leganes; 30; 25
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-18 14:19:46 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/12
Draw; 25/2; 9
Leganes; 30; 25
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-18 18:19:14 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/10; 1/8
Draw; 25/2; 7
Leganes; 30; 20
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-19 02:30:43 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/10; 1/12; 1/7; 2/15; 1/7
Draw; 7; 25/2; 8; 7; ; 
Leganes; 18; 30; 25; 35/2; 20; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-19 10:30:48 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 13/00; 1/11; 2/13; 1/7; 2/17; 2/15; 1/7
Draw; 7; 13/2; 10; 15/2; 7; 7; 6; ; 
Leganes; 18; 22; 25; 22; 16; 35/2; 37/2; 20; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-19 14:30:49 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 13/00; 1/12; 1/8; 1/7; 2/13; 1/7; 2/17; 2/15; 1/7
Draw; 7; 10; 17/2; 7; 7; 7; 6; ; ; ; 
Leganes; 18; 16; 25; 22; 18; 20; 16; 35/2; 37/2; 20; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-19 18:30:54 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 1/7; 1/7; 1/7; 1/7; 2/17; 2/15; 1/7
Draw; 7; 19/2; 8; 7; 15/2; 6; 7; ; ; ; 
Leganes; 18; 16; 22; 20; 18; 20; 16; 35/2; 37/2; 18; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-19 22:30:53 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/7; 1/7; 1/7; 1/7; 2/17; 2/17; 2/15; 1/7
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 6; 15/2; 7; ; ; ; 
Leganes; 18; 16; 22; 20; 19; 18; 20; 16; 35/2; 37/2; 18; 18; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-20 02:31:04 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/8; 1/7; 1/7; 1/7; 2/17; 2/17; 2/15; 1/7
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 6; 15/2; 7; ; ; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 35/2; 37/2; 18; 18; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-20 10:31:07 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/8; 1/7; 1/7; 1/7; 2/17; 2/17; 2/15; 1/7
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 6; 15/2; 7; ; ; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 35/2; 37/2; 18; 18; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-20 14:31:01 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/8; 1/7; 1/7; 1/7; 2/17; 2/17; 2/15; 1/7
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 6; 15/2; 7; ; ; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 35/2; 37/2; 18; 18; 71/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-20 18:31:05 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 15/2; 7; 27/4; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 18; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-20 22:31:04 GMT+2; 2018-04-08 15:00; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/11; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 15/2; 7; 27/4; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 18; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-21 02:31:27 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-21 10:31:28 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 1/8
Draw; 7; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 16
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-21 14:31:30 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 13/2; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 18; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-21 18:31:32 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 13/2; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 18; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-21 22:31:30 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 13/2; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 18; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-22 02:31:27 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/17; 2/15; 2/17
Draw; 7; 13/2; 19/2; 8; 15/2; 7; 15/2; 13/2; 7; 71/10; 15/2; 8; 27/4; ; ; 
Leganes; 18; 16; 18; 22; 20; 19; 20; 20; 16; 33/2; 37/2; 14; 18; 22; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-22 10:31:32 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/10; 2/17; 1/8; 1/7; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 2/15
Draw; 7; 13/2; 19/2; 8; 15/2; 7; 15/2; 6; 71/10; 15/2; 8; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 19; 20; 20; 16; 63/4; 37/2; 14; 18; 22; 18
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-22 14:31:38 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-22 18:31:37 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-22 22:31:35 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-23 02:31:31 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/13
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 6; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 16
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-23 10:31:35 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-23 14:31:35 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-23 18:31:41 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
Leganes; 18; 16; 18; 22; 20; 20; 20; 19; 20; 20; 16; 67/4; 37/2; 14; 18; 25; 18; 67/4
META; spain/la-liga-primera/barcelona-v-leganes; 2018-03-23 22:31:33 GMT+2; 2018-04-07 18:45; Nothing; Xlenovo
Barcelona; 1/8; 1/8; 1/7; 1/7; 1/14; 1/10; 1/14; 2/17; 1/8; 1/7; 1/7; 2/17; 2/17; 2/17; 2/17; 1/9; 2/15; 2/17
Draw; 7; 13/2; 19/2; 7; 7; 15/2; 7; 15/2; 27/4; 7; 71/10; 15/2; 8; 27/4; ; ; ; 
