META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-21 22:19:34 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 31/20; 13/8; 8/5; 13/8; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 13/8; 28/17; 6/5; ; 
Athletic Bilbao; 8/5; ; ; ; 101/ 50; 7/4; 13/8; 17/10; ; ; ; ; ; ; ; 7/4; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; ; ; ; 121/ 50; 12/5; 9/4; 23/10; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 17/10; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 02:19:30 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 83/50; 13/8; 8/5; 13/8; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 13/8; 28/17; 6/5; ; 
Athletic Bilbao; 8/5; ; ; ; 19/10; 7/4; 13/8; 17/10; ; ; ; ; ; ; ; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 27/20; ; 
Draw; 12/5; ; ; ; 12/5; 12/5; 9/4; 23/10; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 10:19:43 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 83/50; 13/8; 8/5; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Athletic Bilbao; 8/5; ; ; ; 19/10; 9/5; 13/8; 7/4; ; ; ; ; ; ; ; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 13/10; ; 
Draw; 12/5; ; ; ; 12/5; 12/5; 9/4; 12/5; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 14:19:41 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 13/8; 8/5; 8/5; ; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 9/5; 13/8; 7/4; ; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 12/5; 9/4; 12/5; ; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 23/10; 13/8; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 18:19:43 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 17/10; 13/8; 17/10; ; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 7/4; 13/8; 17/10; ; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; ; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 7/4; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 22:19:44 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 02:19:33 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 17/10; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 10:19:35 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 8/5; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 17/10; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 14:19:35 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 17/10; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 8/5; 17/10; 8/5; ; ; 13/8; ; 17/10; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 11/5; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 18:19:36 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 17/10; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 17/10; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 11/5; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 22:19:38 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 33/20; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; ; 6/5; ; 
Girona; 29/20; 6/4; 17/11; 13/8; 167/100; 8/5; 6/4; 6/4; 17/11; 6/4; 6/4; 31/20; ; 31/20; 8/5; 7/5; 6/4; ; 6/4; 23/15; 17/11; 6/4; 6/4; 31/20; 17/11; ; 7/5; 7/5; 13/8
Athletic Bilbao; 7/4; 9/5; 28/15; 17/10; 2; 15/8; 9/5; 9/5; 24/13; 15/8; 15/8; 9/5; ; 19/10; 19/10; 7/4; 9/5; ; 9/5; 24/13; 24/13; 15/8; 15/8; 37/20; 24/13; ; 13/8; 7/4; 19/10
Draw; 12/5; 9/4; 21/10; 9/4; 9/4; 23/10; 21/10; 9/4; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 9/4; 85/40; 23/10; 11/5; 28/13; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-30 02:18:46 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 17/11; 13/8; 167/100; 31/20; 6/4; 6/4; 17/11; 6/4; 6/4; 31/20; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 31/20; 17/11; ; 7/5; 7/5; 13/8
Athletic Bilbao; 7/4; 9/5; 28/15; 17/10; 2; 15/8; 15/8; 9/5; 24/13; 15/8; 15/8; 9/5; ; 19/10; 19/10; 7/4; 9/5; ; 9/5; 24/13; 24/13; 15/8; 15/8; 37/20; 24/13; ; 13/8; 7/4; 19/10
Draw; 12/5; 9/4; 21/10; 9/4; 9/4; 23/10; 21/10; 9/4; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 9/4; 85/40; 23/10; 11/5; 28/13; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-30 10:18:46 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 17/11; 13/8; 167/100; 31/20; 6/4; 6/4; 17/11; 6/4; 6/4; 31/20; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 31/20; 17/11; ; 7/5; 7/5; 13/8
Athletic Bilbao; 7/4; 9/5; 28/15; 17/10; 2; 15/8; 9/5; 9/5; 24/13; 15/8; 15/8; 9/5; ; 19/10; 19/10; 7/4; 9/5; ; 9/5; 24/13; 24/13; 15/8; 15/8; 37/20; 24/13; ; 13/8; 7/4; 19/10
Draw; 12/5; 9/4; 21/10; 9/4; 9/4; 23/10; 21/10; 9/4; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 40/17; 9/4; 85/40; 23/10; 11/5; 28/13; ; 21/10; 15/8; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-30 14:18:58 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 13/8; 159/100; 31/20; 6/4; 6/4; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 15/8; 19/10; 17/10; 103/50; 15/8; 15/8; 9/5; 24/13; 15/8; 15/8; 19/10; ; 39/20; 19/10; 7/4; 9/5; 19/10; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 19/10; ; 7/4; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 23/10; 11/5; 9/4; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-30 18:18:55 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 15/8; 19/10; 9/5; 103/50; 19/10; 15/8; 15/8; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 9/5; 9/5; 19/10; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 19/10; ; 7/4; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 28/13; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-30 22:19:00 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 15/8; 19/10; 9/5; 103/50; 19/10; 15/8; 15/8; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 9/5; 9/5; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 15/8; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-31 02:18:42 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 9/5; 9/5; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 15/8; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-31 10:18:50 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; ; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; ; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 9/5; 9/5; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; ; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-31 14:18:59 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; ; 17/11; 6/4; 6/4; 6/4; ; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; ; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 7/4; 9/5; 19/10; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; ; 9/4; 21/10; 9/4; 11/5; ; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 9/4; ; 21/10; ; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-31 18:19:38 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; ; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; ; 24/13; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 7/4; 9/5; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 15/8; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; ; 9/4; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; ; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-31 22:18:52 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 7/4; 9/5; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; ; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-01 02:18:25 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 7/5; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 7/4; 37/19; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-01 10:18:30 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 29/20; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 7/5; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; ; 6/4
Athletic Bilbao; 7/4; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 7/4; 19/10; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 9/4; ; 21/10; ; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-01 14:18:55 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 6/4; 8/5; 11/8; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 15/8; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 7/4; 19/10; 9/5; 37/19; 24/13; 15/8; 19/10; 19/10; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 23/10; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-01 18:18:29 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 17/11; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 15/8; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 24/13; 19/10; 15/8; 19/10; 9/5; 19/10; 19/10; 9/5; 37/19; 9/5; 2; 24/13; 15/8; 19/10; 19/10; 37/19; ; 19/10; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 21/10; 11/5; ; 21/10; 21/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-01 22:18:26 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 15/8; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 2; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 9/5; 37/19; 9/5; 2; 37/19; 15/8; 19/10; 19/10; 37/19; ; 19/10; 9/5; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 19/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-02 02:18:26 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 15/8; 19/10; 19/10; 9/5; 103/50; 19/10; ; 15/8; 2; 19/10; 15/8; 19/10; 9/5; 39/20; 19/10; 9/5; 37/19; 9/5; 2; 37/19; 15/8; 19/10; 19/10; 37/19; ; 9/5; 7/4; 2
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-02 10:18:33 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 6/4; 6/4; 6/4; 159/100; 31/20; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 9/5; 103/50; 2; ; 15/8; 2; 19/10; 19/10; 19/10; 9/5; 39/20; 19/10; 9/5; 37/19; 19/10; 2; 37/19; 15/8; 19/10; 19/10; 2; ; 15/8; 9/5; 2
Draw; 23/10; 11/5; 21/10; 9/4; 23/10; 11/5; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 9/4; 11/5; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-02 14:19:11 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 6/4; 6/4; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 19/10; 19/10; 19/10; 9/5; 39/20; 19/10; 2; 37/19; 19/10; 2; 37/19; 15/8; 19/10; 19/10; 2; ; 15/8; 19/10; 2
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 28/13; 11/5; 23/10; 21/10; 11/5; ; 9/4; 9/4; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-02 18:21:22 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
