META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-28 18:19:25 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; ; ; ; ; 19/ 200; ; ; ; ; ; ; ; ; ; ; ; 1/14; ; 1/14; ; ; 1/14; ; 1/14; ; ; ; ; 
Draw; ; ; ; ; 13; ; ; ; ; ; ; ; ; ; ; ; 10; ; 10; ; ; 11; ; 10; ; ; ; ; 
Getafe; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; 20; ; 20; ; ; 22; ; 25; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-28 22:21:44 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; ; 19/ 200; 1/10; 1/18; 1/12; ; 1/9; ; ; ; ; ; 1/10; 1/14; 2/17; 1/14; ; ; 1/9; 1/11; 1/10; 2/17; ; 2/15; ; 
Draw; 10; ; 17/2; ; 13; 10; 11; 9; ; 17/2; ; ; ; ; ; 9; 10; 7; 10; ; ; 17/2; 10; 8; 7; ; 8; ; 
Getafe; 18; ; 25; ; 33; 33; 22; 25; ; 25; ; ; ; ; ; 22; 20; 31/2; 20; ; ; 20; 22; 25; 63/4; ; 7/2; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-29 02:18:52 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; ; 1/10; 1/10; 1/18; 1/12; ; 1/9; ; ; ; ; ; 1/10; 1/14; 2/17; 1/14; 1/10; ; 1/9; 1/11; 1/10; 2/17; ; 1/9; ; 
Draw; 10; ; 17/2; ; 13; 19/2; 11; 9; ; 17/2; ; ; ; ; ; 9; 10; 7; 10; 15/2; ; 17/2; 10; 8; 7; ; 37/5; ; 
Getafe; 18; ; 28; ; 28; 33; 22; 25; ; 28; ; ; ; ; ; 22; 20; 31/2; 20; 17; ; 20; 22; 25; 63/4; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-29 10:18:48 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; ; 1/10; 1/10; 1/18; 1/12; ; 1/9; ; ; ; ; 1/8; 1/10; 1/14; 2/17; 1/14; 1/10; ; 1/9; 1/11; 1/10; 2/17; ; 1/9; ; 
Draw; 10; ; 17/2; ; 13; 19/2; 11; 9; ; 17/2; ; ; ; ; 8; 9; 10; 7; 10; 15/2; ; 17/2; 10; 8; 7; ; 37/5; ; 
Getafe; 18; ; 28; ; 28; 30; 22; 25; ; 28; ; ; ; ; 20; 22; 20; 31/2; 20; 17; ; 20; 22; 25; 63/4; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-29 14:19:27 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; ; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; ; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 11; 10; 10; ; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; ; 17/2; 10; 8; 17/2; ; 38/5; ; 
Getafe; 18; ; 28; 20; 28; 30; 22; 25; ; 28; ; 20; ; 20; 20; 22; 20; 71/4; 20; 17; ; 18; 22; 20; 18; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-29 18:19:16 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; ; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; ; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 11; 11; 10; ; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; ; 17/2; 10; 8; 17/2; ; 38/5; ; 
Getafe; 18; ; 28; 20; 28; 30; 22; 25; ; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; ; 18; 22; 20; 18; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-29 22:19:21 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 38/5; ; 
Getafe; 18; ; 28; 20; 28; 30; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-30 02:19:08 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 38/5; ; 
Getafe; 18; ; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-30 10:19:09 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/12; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 19/2; 11; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 35/4; 10; 15/2; 9; 17/2; 10; 8; 35/4; ; 38/5; ; 
Getafe; 18; ; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 18; 20; 17; 19; 18; 22; 20; 73/4; ; 83/5; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-30 14:19:21 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 19/2; 11; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; ; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-30 18:19:18 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; ; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; ; 9; 8; 13; 19/2; 11; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; ; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-30 22:19:27 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-31 02:19:05 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-31 10:19:13 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; ; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; ; 9; 17/2; ; 8; ; 8; 8; 9; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; ; 19; 28; ; 18; ; 22; 20; 22; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-31 14:19:23 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; ; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/10; 1/14; 1/12; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; ; 9; 17/2; ; 8; ; 8; 8; 17/2; 10; 35/4; 10; 15/2; 9; 17/2; 10; 8; 35/4; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; ; 19; 28; ; 18; ; 22; 20; 20; 20; 18; 20; 17; 19; 18; 22; 20; 73/4; ; 25; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-31 18:20:01 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; ; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; ; 9; 17/2; ; 8; ; 8; 8; 15/2; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; ; 19; 28; ; 18; ; 22; 20; 16; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-01-31 22:19:17 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/14; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 10; 17/2; 10; 15/2; 9; 17/2; 10; 8; ; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 16; 20; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-01 02:18:47 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; ; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-01 10:18:52 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; 1/16; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/12; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; 10; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 35/4; 10; 15/2; 9; 17/2; 10; 8; 35/4; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; 22; 25; 19; 28; ; 18; ; 22; 20; 16; 18; 20; 17; 19; 18; 22; 20; 73/4; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-01 14:19:21 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-01 18:18:52 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; ; 25; 19; 28; ; 18; ; 22; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-01 22:18:49 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; ; 25; 19; 28; ; 18; ; 22; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-02 02:18:48 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-02 10:18:56 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/10; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/9; 1/8; 1/11; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 13; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 15/2; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 28; 28; ; 25; 19; 28; ; 18; ; 22; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-02 14:19:41 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/10; 1/11; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 25; 28; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-02 18:21:54 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/10; ; 1/14; 1/10; 1/10; 1/9; 1/11; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; ; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 17/2; ; 
Getafe; 18; 18; 28; 20; 25; 28; ; 25; 19; 28; ; 18; ; 20; 20; 16; ; 20; 17; 19; 18; 22; 20; 18; ; 26; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-02 22:19:28 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/10; 1/11; 1/14; 1/10; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 19/2; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 10; 15/2; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 28; ; 25; 19; 28; ; 18; ; 20; 20; 16; 18; 20; 17; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-03 02:19:07 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/10; 1/11; 1/14; 1/10; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 10; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 19/2; 15/2; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; ; 18; ; 20; 20; 16; 18; 43/2; 17; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-03 10:19:18 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/10; 1/11; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 10; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 19/2; 83/10; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 43/2; 16; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-03 14:20:02 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 10; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 19/2; 83/10; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 43/2; 16; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-03 18:19:17 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 1/9; 1/10; ; 1/12; 1/10; 1/10; ; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 12; 10; ; 9; 9; 17/2; ; 8; ; 8; 8; 8; 17/2; 19/2; 83/10; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; ; 18; ; 20; 20; 16; 71/4; 43/2; 16; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-03 22:18:41 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 3/25; 1/10; ; 1/12; 1/10; 1/10; 1/12; 1/9; ; 1/8; 1/8; 1/11; 1/12; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 11; 10; ; 9; 9; 17/2; 10; 8; ; 8; 8; 8; 35/4; 19/2; 83/10; 9; 17/2; 10; 8; 35/4; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; 22; 18; ; 20; 20; 16; 18; 43/2; 16; 19; 18; 25; 20; 73/4; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-04 02:18:36 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 3/25; 1/10; ; 1/12; 1/10; 1/10; 1/11; 1/9; ; 1/8; 1/8; 1/11; 1/12; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; ; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 11; 10; ; 9; 9; 17/2; 9; 8; ; 8; 8; 8; 35/4; 19/2; 83/10; 9; 17/2; 10; 8; 35/4; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; 20; 18; ; 20; 20; 16; 18; 43/2; 16; 19; 18; 25; 20; 73/4; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-04 10:18:35 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 3/25; 1/10; ; 1/12; 1/10; 1/10; 1/11; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; 1/11; 1/10; 1/9; 1/12; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 11; 10; ; 9; 9; 17/2; 9; 8; ; 8; 8; 8; 17/2; 19/2; 83/10; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; 20; 18; ; 20; 20; 16; 71/4; 43/2; 16; 19; 18; 25; 20; 18; ; 27; ; 
META; spain/la-liga-primera/barcelona-v-getafe; 2018-02-04 14:18:38 GMT+2; 2018-02-11 15:15; Nothing; Xlenovo
Barcelona; 1/12; 1/8; 1/9; 1/9; 3/25; 1/10; ; 1/12; 1/10; 1/10; 1/11; 1/9; ; 1/8; 1/8; 1/11; 1/11; 1/14; ; 1/10; 1/9; 1/12; 1/9; 1/11; ; 1/9; ; 
Draw; 10; 15/2; 9; 8; 11; 10; ; 9; 9; 17/2; 9; 8; ; 8; 8; 8; 17/2; 19/2; ; 9; 17/2; 10; 8; 17/2; ; 9; ; 
Getafe; 18; 18; 28; 20; 25; 30; ; 25; 19; 28; 20; 18; ; 20; 20; 16; 71/4; 43/2; ; 19; 18; 25; 20; 18; ; 27; ; 
