META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-03 18:20:29 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-05 22:19:43 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 19/20; 19/20; 1; 101/00; 17/20; 20/21; 5/6; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 10/11; 19/20; 19/20; 4/6
Draw; 23/10; 11/4; 13/5; 13/5; 139/0; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 27/11; 9/4; 11/4; 13/5; 27/11; 21/10
Las Palmas; 16/5; 13/5; 27/10; 5/2; 74/25; 13/5; 11/4; 13/5; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 29/10; 27/10; 11/4; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-06 02:19:34 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 19/20; 10/11; 17/20; 49/50; 17/20; 9/10; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 14/5; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 13/5; 11/4; 3; 61/20; 13/5; 14/5; 13/5; 29/10; 27/10; 14/5; 29/10; 14/5; 14/5; 14/5; 29/10; 40/17; 29/10; 29/10; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-06 10:19:30 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 141/00; 6/5; 13/10; 6/5; 23/17; 27/20; 7/5; 7/5; 13/10; 11/8; 5/4; 13/10; 17/13; 23/17; 11/8; 27/20; 13/10; 23/20
Draw; 21/10; 21/10; 21/10; 11/5; 23/10; 2; 21/10; 21/10; 2; 21/10; 9/4; 21/10; 39/19; 11/5; 9/4; 21/10; 9/4; 21/10; 28/13; 19/10; ; 
Levante; 9/4; 9/4; 21/10; 11/5; 59/25; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 11/5; 21/10; 31/16; 11/5; 85/40; 11/5; 28/13; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-06 14:19:34 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 71/50; 6/5; 13/10; 6/5; 23/17; 27/20; 7/5; 7/5; 13/10; 11/8; 5/4; 13/10; 17/13; 23/17; 27/20; 13/10; 23/20
Draw; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 21/10; 21/10; 2; 21/10; 9/4; 21/10; 39/19; 11/5; 9/4; 21/10; 21/10; 21/10; 19/10; ; 
Levante; 9/4; 9/4; 21/10; 11/5; 12/5; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 11/5; 21/10; 31/16; 11/5; 11/5; 28/13; 19/10; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-06 18:19:39 GMT+2; 2018-03-16 20:00; Nothing; Xlenovo
Eibar; 13/10; 13/10; 11/8; 13/10; 71/50; 6/5; 11/8; 6/5; 23/17; 27/20; 7/5; 7/5; 13/10; 11/8; 13/10; 13/10; 17/13; 23/17; 11/8; 27/20; 13/10; 23/20
Draw; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 21/10; 2; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 19/10; ; ; 
Levante; 9/4; 23/10; 21/10; 11/5; 12/5; 2; 21/10; 2; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 28/13; 21/10; 31/16; 11/5; 11/5; 11/5; 28/13; 19/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-07 10:52:08 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/50; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-07 14:19:34 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-07 18:19:45 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 14/5; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 14/5; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-07 22:19:29 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-08 02:19:23 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 37/13; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-08 10:19:23 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 20/23; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 3; 57/20; 29/10; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-08 14:19:33 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 29/10; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-08 18:19:34 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 8/13
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-08 22:19:16 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-09 02:19:26 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-09 10:19:23 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-09 14:19:36 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 10/11; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 3; 14/5; 14/5; 14/5; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 29/10; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-09 18:19:42 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 9/10; 15/16; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 3; 14/5; 14/5; 3; 37/13; 29/10; 40/17; 29/10; 29/10; 57/20; 29/10; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-09 22:19:37 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 9/10; 9/10; 20/23; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 11/4; 13/5; 5/2; 21/10; 
Las Palmas; 16/5; 3; 11/4; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 14/5; 3; 37/13; 29/10; 29/10; 3; 57/20; 29/10; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-10 02:19:16 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 17/20; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/50; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 21/10; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-10 10:19:19 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 17/20; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/50; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 21/10; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-10 14:19:43 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 4/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 21/10; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-10 18:19:24 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 8/11
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 23/10; ; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 23/10; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-10 22:18:51 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 4/7
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 19/10; ; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 5/2; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-11 02:18:35 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 5/6
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 23/10; ; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 5/2; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-11 10:18:37 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 5/6; 10/11
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 21/10; 13/5; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 14/5; 11/4; 29/10; 11/4; 3; 14/5; 3; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 12/5; 3; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-11 14:18:40 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 17/20; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 5/6; 10/11; 10/11
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 5/2; 11/5; 13/5; 13/5; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 3; 14/5; 3; 14/5; 37/13; 29/10; 12/5; 29/10; 29/10; 57/20; 29/10; 12/5; 3; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-11 18:18:12 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
Deportivo La Coruna; 10/11; 17/20; 10/11; 17/20; 24/25; 5/6; 9/10; 5/6; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11; 17/20; 10/11; 9/10; 10/11; 9/10; 9/10; 10/11; 10/11; 5/6; 10/11; 10/11
Draw; 23/10; 11/4; 13/5; 11/4; 139/0; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 11/4; 13/5; 12/5; 5/2; 5/2; 11/4; 13/5; 11/4; 13/5; 28/11; 13/5; 13/5; ; 
Las Palmas; 16/5; 3; 14/5; 3; 63/20; 11/4; 29/10; 11/4; 29/10; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 29/10; 12/5; 29/10; 29/10; 57/20; 56/19; 3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-las-palmas; 2018-03-11 22:17:56 GMT+2; 2018-03-17 12:00; Nothing; Xlenovo
